ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hep_1	hep_2	hep_3	hep_4	hep_5	hep_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	Expression
XM_027372150.1	8.24753453247554	2.70538387577269	2.70742226717426e-47	1.41002551674435e-44	2	2	0	0	0	0	1202	1041	1385	824	985	1083	0.166555744664256	0.161771033093423	0	0	0	0	11.6494963434301	11.753443108463	12.4983607355698	16.0411437595685	12.4911925010261	12.3508079080825	Down_muscle_Up_hep
XM_027367206.1	-12.7550531658248	5.8556488679908	2.80039830119494e-47	1.41140074380225e-44	980	522	1020	3150	3420	4390	4	0	4	0	0	0	81.6123148854857	42.2222396373833	101.59886227162	116.420169333112	167.574344708915	185.46017511623	0.0387670427401999	0	0.0360963486947865	0	0	0	Up_muscle_Down_hep
XM_027355864.1	7.69856722048029	2.8707207710841	3.48490523660428e-47	1.70150498177204e-44	0	2	0	0	3	2	1712	1338	1369	697	1390	961	0	0.161771033093423	0	0	0.146995039218346	0.0844921071144554	16.5922942928056	15.106730911742	12.3539753407907	13.5687830102175	17.6271650522095	10.9594888270243	Down_muscle_Up_hep
XM_027362059.1	9.74136385783564	3.2483461118406	4.57226772190613e-47	2.16476093597156e-44	0	2	0	0	0	0	2420	1679	2118	767	1955	1003	0	0.161771033093423	0	0	0	0	23.454060857821	18.9568020932847	19.1130166338895	14.9315015334818	24.7921637964529	11.4384675270608	Down_muscle_Up_hep
XM_027378519.1	9.26867406174103	3.21230823140496	9.58902730464901e-47	4.40644007670106e-44	0	0	0	3	0	0	2266	2047	2124	905	1484	811	0	0	0	0.11087635174582	0	0	21.9615297123233	23.1117176205799	19.1671611569316	17.61800376506	18.8192179406323	9.24885061260844	Down_muscle_Up_hep
XM_027378230.1	9.29061604463146	2.79991787803589	1.00137505671642e-46	4.47013825318211e-44	0	2	0	0	0	0	1088	1159	1150	758	1597	1160	0	0.161771033093423	0	0	0	0	10.5446356253344	13.0857258047153	10.3777002497511	14.756294866205	20.252217689481	13.228935524816	Down_muscle_Up_hep
XM_027381145.1	12.8073980720916	3.11849968374841	1.40515420263443e-46	6.09836923943344e-44	0	0	0	0	0	0	1399	1151	1245	1374	1979	1178	0	0	0	0	0	0	13.5587731983849	12.9954015541219	11.2349885312523	26.7482178709309	25.0965177254119	13.4342121105459	Down_muscle_Up_hep
XM_027369645.1	11.0918068360482	1.43736134307626	2.49734859745102e-46	1.05455606720472e-43	0	0	0	0	0	0	489	406	690	203	489	495	0	0	0	0	0	0	4.73927097498944	4.5839557176138	6.22662014985068	3.95188371746651	6.20121130253988	5.64510610757235	Down_muscle_Up_hep
XM_027374288.1	9.47323137302459	2.92379699926422	4.27839475880008e-46	1.75909578188138e-43	0	0	0	0	0	2	1287	1135	993	940	1831	1232	0	0	0	0	0	0.0844921071144554	12.4732960016593	12.8147530529351	8.96091856348076	18.2993630266922	23.2196684968313	14.0500418677356	Down_muscle_Up_hep
XM_027367224.1	-12.8983240107778	8.68940368155684	2.6040827436625e-45	1.04323560992264e-42	10703	8918	9985	18132	16382	20679	15	2	14	0	4	24	891.323067570769	721.337036563571	994.573176256987	670.136669951739	802.690910824983	873.606141509911	0.14537641027575	0.0225810626483439	0.126337220431753	0	0.0507256548265021	0.273702114306538	Up_muscle_Down_hep
XM_027359643.1	-10.8746021158106	3.25822931933366	2.67830337862167e-45	1.04614529968962e-42	186	143	86	485	544	819	0	0	0	0	2	2	15.4896842537759	11.5666288661797	8.56617858368561	17.9250101989076	26.6551004449268	34.5995178633695	0	0	0	0	0.0253628274132511	0.0228085095255449	Up_muscle_Down_hep
XM_027352295.1	9.24967743817021	2.7730178647456	9.2050200609294e-45	3.45171526566436e-42	0	0	2	0	0	0	1271	1071	1131	1029	914	1266	0	0	0.199213455434549	0	0	0	12.3182278306985	12.0921590481881	10.2062425934509	20.0319622919854	11.5908121278557	14.4377865296699	Down_muscle_Up_hep
XM_027372253.1	9.4044988410623	2.91523797971399	9.27880447759236e-45	3.45171526566436e-42	0	2	0	0	0	0	1304	1175	2122	904	1405	765	0	0.161771033093423	0	0	0	0	12.6380559333052	13.266374305902	19.1491129825843	17.5985363575848	17.8173862578089	8.72425489352091	Down_muscle_Up_hep
XM_027355338.1	7.9248104021107	2.65155287153147	1.86670700189331e-44	6.78265818548396e-42	0	2	0	0	3	0	1395	1101	1538	635	1024	767	0	0.161771033093423	0	0	0.146995039218346	0	13.5200061556447	12.4308749879133	13.8790460731454	12.3618037467548	12.9857676355845	8.74706340304646	Down_muscle_Up_hep
XM_027377153.1	-6.18769501826286	2.0901555307116	2.22378413800448e-44	7.89645531185956e-42	80	117	76	209	181	245	14	5	11	0	10	21	6.66222978657026	9.46360543596522	7.57011130651287	7.72438583829216	8.8687006995069	10.3502831215208	0.1356846495907	0.0564526566208597	0.099264958910663	0	0.126814137066255	0.239489350018221	Up_muscle_Down_hep
XM_027371495.1	-11.3963469455391	5.56344053828315	8.82010429330372e-44	3.06234021063505e-41	1072	1664	1369	1201	1674	1920	10	0	2	0	0	6	89.2738791400415	134.593499533728	136.361610244949	44.3874994822435	82.0232318838373	81.1124228298771	0.0969176068504998	0	0.0180481743473933	0	0	0.0684255285766346	Up_muscle_Down_hep
XM_027360996.1	-8.72670332136463	3.52725117605422	2.64131287743443e-43	8.97127660805119e-41	194	620	191	583	296	403	6	8	2	2	2	7	16.1559072324329	50.149020258961	19.0248849939994	21.5469710226044	14.5035105362102	17.0251595835628	0.0581505641102999	0.0903242505933755	0.0180481743473933	0.0389348149504089	0.0253628274132511	0.079829783339407	Up_muscle_Down_hep
XM_027371539.1	-12.6552745214656	4.30157861433258	9.0051687482522e-43	2.99354801112111e-40	571	831	555	470	711	353	1	0	1	0	0	0	47.5516651016452	67.2158642503171	55.2817338830874	17.3706284401785	34.8378242947481	14.9128569057014	0.00969176068504998	0	0.00902408717369663	0	0	0	Up_muscle_Down_hep
XM_027368558.1	-13.2524739151666	11.8358486680699	9.3507354588832e-43	3.04366439186648e-40	107181	75314	43508	131328	109410	338390	112	74	155	31	8	39	8925.80563442984	6091.81179319901	4333.68950952318	4853.72317402504	5360.90908029309	14295.6420632303	1.0854771967256	0.835499317988723	1.39873351192298	0.603489631731338	0.101451309653004	0.444765935748125	Up_muscle_Down_hep
XM_027369773.1	8.64914247316709	2.17942387350697	1.37159819079167e-42	4.37343880263857e-40	0	0	2	0	0	0	929	780	836	534	872	544	0	0	0.199213455434549	0	0	0	9.00364567641143	8.80661443285411	7.54413687721039	10.3955955917592	11.0581927521775	6.2039145909482	Down_muscle_Up_hep
XM_027371253.1	11.3739913525728	1.71128363334725	1.7208177778563e-42	5.37721139224536e-40	0	0	0	0	0	0	653	578	707	344	689	305	0	0	0	0	0	0	6.32871972733764	6.52592710537138	6.38002963180352	6.69678817147034	8.73749404386499	3.47829770264559	Down_muscle_Up_hep
XM_027382405.1	8.27309581711605	1.7517621109332	2.05996326599075e-41	6.31075805251754e-39	0	0	0	0	0	2	664	663	685	482	349	463	0	0	0	0	0	0.0844921071144554	6.43532909487319	7.48562226792599	6.18149971398219	9.38329040304855	4.42581338361231	5.28016995516364	Down_muscle_Up_hep
XM_027378603.1	11.3282884527809	1.66673766837398	2.24381605292589e-41	6.74180423286809e-39	0	0	0	0	0	0	993	626	572	279	445	352	0	0	0	0	0	0	9.62391836025463	7.06787260893163	5.16177786335447	5.43140668558205	5.64322909944836	4.0142976764959	Down_muscle_Up_hep
XM_027379160.1	8.23837944936083	0.930168700521914	3.19202348775698e-41	9.40808822828439e-39	0	1	0	0	0	0	355	291	455	210	251	313	0	0.0808855165467113	0	0	0	0	3.44057504319274	3.28554461533403	4.10595966403197	4.08815556979294	3.18303484036301	3.56953174074777	Down_muscle_Up_hep
XM_027379161.1	8.73182253955078	3.21396110461844	3.25164339687248e-41	9.40808822828439e-39	0	2	2	0	0	0	1514	1545	2162	1115	1863	1128	0	0.161771033093423	0.199213455434549	0	0	0	14.6733256771657	17.4438708958456	19.5100764695321	21.706159334853	23.6254737354434	12.8639993724073	Down_muscle_Up_hep
XR_003476507.1	8.59464075384876	2.64013951165094	3.89916729004864e-41	1.10764708617673e-38	2	0	0	0	1	0	1109	1273	1219	929	954	626	0.166555744664256	0	0	0	0.0489983464061155	0	10.7481625997204	14.3728463756709	11.0003622647362	18.0852215444649	12.0980686761208	7.13906348149554	Down_muscle_Up_hep
XM_027362910.1	10.4812467066008	3.99551919112449	5.10208176707777e-41	1.4234808130147e-38	0	2	0	0	0	0	2751	3493	3661	1796	3342	1191	0	0.161771033093423	0	0	0	0	26.6620336445725	39.4378259153326	33.0371831429034	34.9634638254672	42.3812846075425	13.582467422462	Down_muscle_Up_hep
XM_027375602.1	-7.67445575615319	6.11712767466674	7.58447864994099e-41	2.07894551625751e-38	1331	1638	866	4992	2762	4251	32	60	43	41	45	115	110.842848074063	132.490476103513	86.2594262031598	184.498249305045	135.333432773691	179.587973671775	0.310136341921599	0.677431879450316	0.388035748468955	0.798163706483383	0.570663616798149	1.31148929771883	Up_muscle_Down_hep
XM_027367222.1	-12.8228470358363	8.99678946472852	7.74023593551528e-41	2.08505941821536e-38	13212	10334	11871	23715	19846	27514	21	0	26	3	2	26	1100.26724925208	835.870927993714	1182.43146473177	876.477560550711	972.421182775767	1162.35791757356	0.20352697438605	0	0.234626266516112	0.0584022224256134	0.0253628274132511	0.296510623832083	Up_muscle_Down_hep
XM_027383256.1	6.30138912676666	6.47533525788246	1.81493996844554e-40	4.80620712999884e-38	20	43	19	71	25	58	16324	18029	18225	10325	15995	10797	1.66555744664256	3.47807721150858	1.89252782662822	2.62407365798442	1.22495866015289	2.45027110631921	158.208301422756	203.556989243496	164.463988740621	201.000982181486	202.839212237475	123.131738673654	Down_muscle_Up_hep
XM_027358029.1	6.45117092938871	2.8740451728379	3.2679846883786e-40	8.50983212853787e-38	2	2	4	0	4	4	1266	1237	1441	707	1552	1144	0.166555744664256	0.161771033093423	0.398426910869098	0	0.195993385624462	0.168984214228911	12.2697690272733	13.9663872480007	13.0037096172968	13.7634570849696	19.6815540726828	13.0464674486117	Down_muscle_Up_hep
XM_027378054.1	5.26216247859898	2.44422831351029	3.97221524429983e-40	1.0174080488023e-37	4	5	2	7	5	5	980	852	882	693	1123	678	0.333111489328513	0.404427582733556	0.199213455434549	0.258711487406914	0.244991732030577	0.211230267786138	9.49792547134898	9.61953268819449	7.95924488720043	13.4909133803167	14.2412275925405	7.73208472915971	Down_muscle_Up_hep
XM_027377147.1	4.98959433385005	3.76530357069614	6.42112740103054e-40	1.6181241050597e-37	4	12	8	21	18	26	3065	2621	3311	1388	1650	1758	0.333111489328513	0.970626198560535	0.796853821738197	0.776134462220743	0.881970235310078	1.09839739248792	29.7052464996782	29.5924826006546	29.8787526321096	27.0207615755838	20.9243326159321	20.0486798729539	Down_muscle_Up_hep
XM_027357752.1	8.57064762495078	2.03877946813695	1.17350728785963e-39	2.91029807389189e-37	0	0	0	0	0	2	833	767	840	469	846	342	0	0	0	0	0	0.0844921071144554	8.07323665064663	8.65983752563987	7.58023322590517	9.13021410587089	10.7284759958052	3.90025512886817	Down_muscle_Up_hep
XM_027374995.1	7.57966580347676	2.53291545785002	1.39555197911117e-39	3.40689126900514e-37	0	2	0	0	0	4	1551	900	1254	448	943	943	0	0.161771033093423	0	0	0	0.168984214228911	15.0319208225125	10.1614781917547	11.3162053158156	8.7213985488916	11.9585731253479	10.7542122412944	Down_muscle_Up_hep
XM_027367205.1	-12.2856789417216	5.87631756653271	1.43860015703557e-39	3.45795213131134e-37	949	503	1022	3226	3761	4257	8	0	4	0	0	0	79.0307008431897	40.6854148229958	101.798075727055	119.229036910672	184.2827808334	179.841449993118	0.0775340854803999	0	0.0360963486947865	0	0	0	Up_muscle_Down_hep
XM_027355469.1	-15.0874484550999	5.38123333397729	1.78587836960791e-39	4.16456173832149e-37	1229	2375	531	847	905	1837	0	0	0	0	0	0	102.348505096186	192.103101798439	52.8911724178728	31.3040899762366	44.3435034975345	77.6060003846273	0	0	0	0	0	0	Up_muscle_Down_hep
XM_027362057.1	9.36634922162172	2.88359000505175	1.76276664664675e-39	4.16456173832149e-37	0	2	0	0	0	0	1844	1379	1662	619	1560	609	0	0.161771033093423	0	0	0	0	17.8716067032322	15.5696426960331	14.9980328826838	12.0503252271516	19.7830053823358	6.94519115052841	Down_muscle_Up_hep
XM_027377569.1	10.4860027175685	4.9944476496781	2.69807025829796e-39	6.19921319347754e-37	0	2	2	0	0	0	5462	4628	5159	4220	7334	4743	0	0.161771033093423	0.199213455434549	0	0	0	52.936396861743	52.2525789682677	46.5552657291009	82.1524595453628	93.0054881243916	54.0903803398297	Down_muscle_Up_hep
XM_027367243.1	-13.5984929382874	10.3777212808698	3.16127892048225e-39	7.15823505124851e-37	30281	38887	36854	45304	62017	45298	62	10	36	2	4	11	2521.73725208918	3145.39508195196	3670.90634329244	1674.38074649755	3038.73044906806	1913.6617340353	0.600889162473099	0.112905313241719	0.324867138253079	0.0389348149504089	0.0507256548265021	0.125446802390497	Up_muscle_Down_hep
XR_003477680.1	10.6219363132497	0.985800864796632	4.41753995054556e-39	9.85994916961769e-37	0	0	0	0	0	0	348	381	411	176	408	233	0	0	0	0	0	0	3.37273271839739	4.30169243450951	3.70889982838932	3.42626371563599	5.17401679230322	2.65719135972598	Down_muscle_Up_hep
XM_027361474.1	9.06525731003482	2.53775531571954	3.49069695581188e-38	7.68149989262041e-36	0	0	0	0	2	0	779	1585	1124	849	722	628	0	0	0	0	0.0979966928122309	0	7.54988157365394	17.8954921488125	10.143073983235	16.5278289464486	9.15598069618363	7.16187199102109	Down_muscle_Up_hep
XM_027360999.1	-8.50895447576425	3.46552825605451	3.60657967781512e-38	7.82627790085881e-36	210	559	202	564	274	367	4	12	4	0	2	9	17.4883531897469	45.2150037496116	20.1205589988895	20.8447541282142	13.4255469152756	15.5043016555026	0.0387670427401999	0.135486375890063	0.0360963486947865	0	0.0253628274132511	0.102638292864952	Up_muscle_Down_hep
XM_027366514.1	-5.97655876858248	1.97290014713942	3.80687990150135e-38	8.14776597000783e-36	154	87	73	102	184	161	9	6	16	6	10	16	12.8247923391478	7.03703993956388	7.27129112336104	3.7697959593579	9.01569573872524	6.80161462271366	0.0872258461654498	0.0677431879450316	0.144385394779146	0.116804444851227	0.126814137066255	0.182468076204359	Up_muscle_Down_hep
XM_027351358.1	6.53797132305148	2.55523167910085	4.96802383081519e-38	1.04892438287374e-35	4	2	2	2	0	2	1188	1286	1016	692	865	780	0.333111489328513	0.161771033093423	0.199213455434549	0.073917567830547	0	0.0844921071144554	11.5138116938394	14.5196232828851	9.16847256847578	13.4714459728415	10.9694228562311	8.8953187149625	Down_muscle_Up_hep
XM_027371500.1	-10.2873293377918	4.36094556590053	6.49287050145245e-38	1.35259478286257e-35	231	187	407	2468	970	776	5	4	3	2	0	2	19.2371885087216	15.125591594235	40.5399381809308	91.214278702895	47.528396013932	32.7829375604087	0.0484588034252499	0.0451621252966877	0.0270722615210899	0.0389348149504089	0	0.0228085095255449	Up_muscle_Down_hep
XM_027352581.1	10.916200691703	1.26828058961335	6.69260564405134e-38	1.37585882345603e-35	0	0	0	0	0	0	303	414	429	223	571	413	0	0	0	0	0	0	2.93660348757014	4.67427996820718	3.87133339751586	4.3412318669706	7.24108722648318	4.70995721702502	Down_muscle_Up_hep
XM_027364536.1	7.67619451007061	2.65666216940753	1.19773028617421e-37	2.43030363521894e-35	0	2	0	0	4	0	1036	1248	1190	782	1090	898	0	0.161771033093423	0	0	0.195993385624462	0	10.0406640697118	14.0905830925666	10.738663736699	15.2235126456099	13.8227409402218	10.2410207769696	Down_muscle_Up_hep
XM_027352297.1	8.12551943345475	2.61368388147869	1.34350258632197e-37	2.69113902675569e-35	0	2	2	0	0	0	1094	968	970	895	967	1050	0	0.161771033093423	0.199213455434549	0	0	0	10.6027861894447	10.9292343217984	8.75336455848574	17.423329690308	12.2629270543069	11.9744675009111	Down_muscle_Up_hep
XM_027371493.1	-12.6956213253877	7.63079047773938	1.42066115639757e-37	2.77455123844445e-35	3151	5953	5012	2091	5781	18337	9	0	7	1	6	8	262.408575718536	481.511480002572	499.22891931898	77.2808171668369	283.259440573753	774.665884078884	0.0872258461654498	0	0.0631686102158764	0.0194674074752045	0.0760884822397532	0.0912340381021795	Up_muscle_Down_hep
XR_003476719.1	-13.3227625919696	13.325886450228	1.41629088599799e-37	2.77455123844445e-35	255822	259671	175082	519117	340046	653575	379	235	434	51	23	41	21304.3118557497	21003.6229672011	17439.3451021959	19185.933029745	16661.6917020139	27610.9644536651	3.67317729963394	2.6532748611804	3.91645383338434	0.992837781235428	0.291672515252387	0.46757444527367	Up_muscle_Down_hep
XR_003476211.1	8.2301786104723	3.35048716805403	1.79858851744328e-37	3.46927740697949e-35	0	2	0	3	0	2	1922	1520	1865	1493	2308	871	0	0.161771033093423	0	0.11087635174582	0	0.0844921071144554	18.6275640366661	17.1616076127413	16.8299225789442	29.0648393604803	29.2687028348917	9.93310589837479	Down_muscle_Up_hep
XM_027377990.1	7.09965966307786	2.43056538452265	2.3072433945941e-37	4.39614278013881e-35	2	0	0	4	2	0	1155	1200	1325	606	628	584	0.166555744664256	0	0	0.147835135661094	0.0979966928122309	0	11.1939835912327	13.5486375890063	11.956915505148	11.7972489299739	7.96392780776083	6.6600847814591	Down_muscle_Up_hep
XM_027371537.1	-12.1141635355822	4.13452800208913	2.43930680483423e-37	4.59177464081084e-35	544	769	500	379	600	251	2	0	1	0	0	0	45.3031625486778	62.200962224421	49.8033638586373	14.0073791038887	29.3990078436693	10.6037594428641	0.0193835213701	0	0.00902408717369663	0	0	0	Up_muscle_Down_hep
