ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027365636.1	-14.7090404991767	7.85553400512707	2.33633181436909e-53	1.08474009066692e-50	5542	7159	5775	4789	6053	4259	0	0	0	1	4	5	595.681702307345	664.398117093223	689.062044425946	227.040833323103	377.43561113478	226.121867695794	0	0	0	0.00760015395389526	0.0471978853304037	0.0394858139705055	Up_muscle_Down_gills
XM_027363873.1	-10.4201446319686	7.29827861182953	5.08658387273549e-53	2.24858798324113e-50	3621	4726	3287	4582	3465	4421	0	28	64	26	28	34	389.20307543394	438.601131636063	392.198604333868	217.227207827617	216.060530742114	234.722887317	0	0.146406314755715	0.287642788261843	0.197604002801277	0.330385197312826	0.268503534999437	Up_muscle_Down_gills
XM_027363212.1	-7.07770491087181	7.74981076821969	2.1727854619118e-51	9.31400701339524e-49	5174	5307	3550	8595	5483	6458	16	622	935	366	220	487	556.127233442476	492.521414640835	423.579265404694	407.478797747352	341.893186164216	342.872745146616	2.10221852224796	3.2523117063591	4.20228135976287	2.78165634712567	2.5958836931722	3.84591828072724	Up_muscle_Down_gills
XM_027383587.1	-12.5617246593932	4.50535907483316	2.41351937224616e-51	1.00416603058218e-48	502	266	214	1287	818	1063	0	0	0	0	2	2	53.9574548102287	24.6863946286908	25.5340740272126	61.0151498197606	51.0064975893359	56.4375546749539	0	0	0	0	0.0235989426652019	0.0157943255882022	Up_muscle_Down_gills
XM_027371486.1	-12.5851720436134	3.77666804248165	3.66631809139391e-51	1.48182102059595e-48	245	353	288	391	234	720	0	0	0	2	0	0	26.3338175866654	32.7605161801799	34.3636136440991	18.5368481581402	14.5911007773895	38.226753872029	0	0	0	0.0152003079077905	0	0	Up_muscle_Down_gills
XM_027375603.1	-11.5779311011568	6.81237332691046	6.24754905528518e-51	2.45493969266845e-48	1634	1905	962	6601	3976	6033	0	18	9	14	0	16	175.630440557597	176.795420179158	114.784015019526	312.945613022719	247.924002952567	320.308341819376	0	0.0941183452001025	0.0404497670993217	0.106402155354534	0	0.126354604705618	Up_muscle_Down_gills
XM_027365696.1	-8.94583048691135	2.31162003592784	8.79933411018584e-51	3.36419946818078e-48	107	106	74	259	108	199	0	4	2	3	0	5	11.5008917623396	9.83743545353844	8.82953961688658	12.2788840740622	6.734354204949	10.5654500285191	0	0.020915187822245	0.0089888371331826	0.0228004618616858	0	0.0394858139705055	Up_muscle_Down_gills
XM_027371688.1	-13.4656517119054	6.27442287593153	1.58291006515062e-50	5.89259099516332e-48	889	1952	820	6694	1499	2704	0	4	0	2	0	3	95.5541381001858	181.157301936859	97.8408444033378	317.354633172865	93.470342159431	143.562697874953	0	0.020915187822245	0	0.0152003079077905	0	0.0236914883823033	Up_muscle_Down_gills
XM_027356629.1	-9.03077053043942	4.59465072862013	1.78610594824862e-50	6.47852685741667e-48	602	490	276	827	769	1116	2	11	11	14	6	18	64.7059517843778	45.4749374739041	32.9317964089283	39.2070931631251	47.951096144498	59.2514685016449	0.262777315280995	0.0575167665111738	0.0494386042325043	0.106402155354534	0.0707968279956056	0.14214893029382	Up_muscle_Down_gills
XM_027373334.1	-9.96695147692431	10.911985474667	2.40003497993573e-50	8.48772370654271e-48	41329	63736	48244	41500	41597	45659	17	878	692	383	530	484	4442.2463144461	5915.08288742194	5756.38255779833	1967.46598097907	2593.78640614133	2424.16021533746	2.23360717988846	4.59088372698278	3.11013764808118	2.91085896434189	6.25371980627849	3.82222679234493	Up_muscle_Down_gills
XM_027368450.1	-12.3471645450614	4.73114389485122	2.55129387754709e-50	8.80258614433685e-48	402	663	371	1911	555	841	0	0	0	0	0	6	43.2089578360795	61.5303745820376	44.2670161873638	90.5982527626748	34.6070979976546	44.6509722310783	0	0	0	0	0	0.0473829767646066	Up_muscle_Down_gills
XM_027373331.1	-10.0673289914389	10.9563153573258	2.63138380593027e-50	8.86275126635467e-48	42602	64525	49820	42577	44396	47518	14	790	709	389	524	471	4579.07468092701	5988.30681735441	5944.42788801743	2018.52527884689	2768.31841928626	2522.85957012649	1.83944120696697	4.13074959489339	3.18654276371323	2.95645988806526	6.18292297828289	3.71956367602162	Up_muscle_Down_gills
XM_027359212.1	-14.4500240624167	6.78772959653109	7.45718670056947e-50	2.45324100154083e-47	2654	3923	2600	2325	2289	2144	0	2	0	0	0	4	285.265109693918	364.077917775767	310.227067620339	110.225503753647	142.730896066002	113.830778196709	0	0.0104575939111225	0	0	0	0.0315886511764044	Up_muscle_Down_gills
XM_027360998.1	-11.0129048388008	3.77536109848484	5.20448101878556e-49	1.67324064753956e-46	202	544	221	578	297	379	0	2	3	2	0	2	21.7119638877813	50.486461195518	26.3693007477289	27.4022972772507	18.5194740636097	20.1221384965264	0	0.0104575939111225	0.0134832556997739	0.0152003079077905	0	0.0157943255882022	Up_muscle_Down_gills
XM_027365815.1	-14.2045101459132	8.39344369295648	8.67845006451924e-49	2.72811899139309e-46	7144	8473	6565	10660	10143	10547	0	0	0	0	3	19	767.872623833214	786.345194319162	783.323345741357	505.378008608118	632.46809908146	559.968851511513	0	0	0	0	0.0353984139978028	0.150046093087921	Up_muscle_Down_gills
XM_027370783.1	-12.230622993668	6.3004245705593	2.18610754819564e-48	6.72275595147294e-46	1439	1423	844	4349	2001	4283	0	2	8	0	0	14	154.670871458006	132.062930664011	100.704478873679	206.180953042843	124.772618186138	227.396092824861	0	0.0104575939111225	0.0359553485327304	0	0	0.110560279117415	Up_muscle_Down_gills
XM_027378454.1	-13.156930744954	7.4912968796935	2.71314204450397e-48	8.16598028969216e-46	2522	6688	2712	5859	5601	5967	1	0	0	2	3	17	271.077093688041	620.686493521368	323.5906951486	277.76826945919	349.251091684438	316.80422271444	0.131388657640498	0	0	0.0152003079077905	0.0353984139978028	0.134251767499719	Up_muscle_Down_gills
XM_027373312.1	-9.94993902117554	10.8855762971922	3.25733025919781e-48	9.59962371804422e-46	40497	63343	48284	38633	40889	43436	15	850	716	422	543	444	4352.81881962118	5878.61013144797	5761.15528191556	1831.54489742565	2549.63897302	2306.13511275757	1.97082986460747	4.44447741222706	3.21800369367937	3.2072649685438	6.4071129336023	3.50634028058089	Up_muscle_Down_gills
XM_027353243.1	7.96968324417438	5.27790275095602	5.25430660637746e-48	1.51688614803705e-45	2	2	6	6	5	4	611	11817	13832	9002	8775	10957	0.214969939482983	0.185611989689404	0.715908617585399	0.284452912912637	0.311775657636528	0.212370854844605	80.2784698183441	61.7886936238673	62.1667976130909	68.4165858929652	103.540360943573	86.5292127349658	Down_muscle_Up_gills
XM_027356931.1	-11.1230387173465	4.61106107442561	6.01554088041423e-48	1.66854590773215e-45	742	478	341	1423	506	559	0	0	4	4	0	7	79.7538475481866	44.3612655357677	40.6874730994368	67.4627491791137	31.5516965528166	29.6788269645336	0	0	0.0179776742663652	0.0304006158155811	0	0.0552801395587077	Up_muscle_Down_gills
XM_027373341.1	-8.76902216430711	9.77599724250154	5.97200249066439e-48	1.66854590773215e-45	17062	26468	19976	21216	25723	22864	11	915	885	508	443	569	1833.90855372933	2456.38907154958	2383.49842414765	1005.82550005908	1603.96104827688	1213.91180629176	1.44527523404547	4.78434921433854	3.9775604314333	3.86087820857879	5.22716580034221	4.49348562984353	Up_muscle_Down_gills
XM_027374280.1	-12.1792168232871	2.80659891031517	7.14667501804803e-48	1.94417047702514e-45	115	134	61	393	225	364	0	0	1	0	0	0	12.3607715202715	12.4360033091901	7.27840427878489	18.6316657957777	14.0299045936437	19.3257477908591	0	0	0.0044944185665913	0	0	0	Up_muscle_Down_gills
XM_027360995.1	-11.0055005540934	3.92202236639636	1.48548751144167e-47	3.89142709941738e-45	239	637	185	620	304	507	0	2	4	0	2	2	25.6889077682164	59.1174187160753	22.0738490422165	29.3934676676391	18.9559599843009	26.9180058515537	0	0.0104575939111225	0.0179776742663652	0	0.0235989426652019	0.0157943255882022	Up_muscle_Down_gills
XM_027373332.1	-10.0060413729513	10.9115785694778	1.46937768578064e-47	3.89142709941738e-45	41098	64145	48652	40548	41762	45041	12	863	707	408	517	479	4417.41728643581	5953.04053931342	5805.06434379414	1922.3327854636	2604.07500284333	2391.34891826397	1.57666389168597	4.51245177264936	3.17755392658005	3.10086281318927	6.10032667895468	3.78274097837443	Up_muscle_Down_gills
XM_027365705.1	-14.479909881451	7.96233676905995	1.91891521376832e-47	4.8846900014577e-45	5786	7308	6151	5317	7032	5060	0	0	1	2	0	11	621.908034924269	678.226210325084	733.925651127964	252.072689659415	438.481284900013	268.649131378426	0	0	0.0044944185665913	0.0152003079077905	0	0.0868687907351121	Up_muscle_Down_gills
XM_027366419.1	-14.8882266461658	5.99030937687248	1.93371016599485e-47	4.8846900014577e-45	1960	1302	1075	978	1107	3543	0	0	2	0	0	0	210.670540693323	120.833405287802	128.266960650717	46.3658248047598	69.0271306007272	188.107484678609	0	0	0.0089888371331826	0	0	0	Up_muscle_Down_gills
XM_027365831.1	-14.6399051993623	8.80431067896122	5.07170689724754e-47	1.25867308365726e-44	12022	13149	10484	7956	12142	8802	0	0	0	6	2	14	1292.18430623221	1220.30602621299	1250.93099112755	377.184562522156	757.116007004544	467.322066085554	0	0	0	0.0456009237233716	0.0235989426652019	0.110560279117415	Up_muscle_Down_gills
XM_027383577.1	-11.2476390877911	3.53406195681675	5.36935559666861e-47	1.30956731500817e-44	135	375	216	583	190	465	0	1	2	0	0	3	14.5104709151013	34.8022480667633	25.7727102330743	27.6393413713445	11.8474749901881	24.6881118756854	0	0.00522879695556125	0.0089888371331826	0	0	0.0236914883823033	Up_muscle_Down_gills
XM_027356799.1	-11.5670986831427	12.347122968546	9.41619976896394e-47	2.25765359206379e-44	144433	155205	127708	120020	78483	127184	8	464	535	551	385	732	15524.3766346728	14403.954429872	15237.8762890993	5690.00643462911	4893.81778765752	6752.54370063907	1.05110926112398	2.42616178738042	2.40451393312635	4.18768482859629	4.54279646305136	5.78072316528201	Up_muscle_Down_gills
XM_027371495.1	-12.2989586773269	5.85780874302398	1.28608414707139e-46	3.03215772407864e-44	1072	1664	1369	1201	1674	1920	0	2	0	2	0	11	115.223887562879	154.429175421585	163.346482912402	56.9379914013461	104.382490176709	101.938010325411	0	0.0104575939111225	0	0.0152003079077905	0	0.0868687907351121	Up_muscle_Down_gills
XM_027356611.1	-11.0019269410782	6.90965419919516	1.3151753825221e-46	3.04991327232092e-44	3035	3609	2773	2362	3130	2703	0	32	10	20	6	22	326.216883165426	334.93683539453	330.869099427385	111.979630049941	195.171561680466	143.509605161242	0	0.16732150257796	0.044944185665913	0.152003079077905	0.0707968279956056	0.173737581470224	Up_muscle_Down_gills
XM_027363100.1	-14.8255327278868	4.6797982025165	2.00044445489474e-46	4.56423988047435e-44	345	1203	386	664	709	706	0	0	0	0	0	0	37.0823145608145	111.645611798177	46.0567877313273	31.4794556956651	44.2097882528596	37.4834558800729	0	0	0	0	0	0	Up_muscle_Down_gills
XM_027369977.1	-12.9486451768172	9.56411183884149	2.39529819127089e-46	5.37839495455842e-44	13119	14492	11171	35097	28703	29031	0	53	15	11	8	64	1410.09531803863	1344.94447728942	1332.90252784108	1663.90731408247	1789.77934022825	1541.33457174844	0	0.277126238644746	0.0674162784988695	0.0836016934928479	0.0943957706608074	0.50541841882247	Up_muscle_Down_gills
XM_027356800.1	-10.1836983814019	11.7370607431903	3.41543144088617e-46	7.54917080668371e-44	91604	96260	78920	87673	57173	94375	15	931	920	1016	666	1064	9846.05316819957	8933.50506375104	9416.58468330661	4156.47337229827	3565.02993481064	5010.62485648991	1.97082986460747	4.86800996562753	4.134865081264	7.72175641715759	7.85844790751222	8.40258121292357	Up_muscle_Down_gills
XM_027373339.1	-9.94778433296646	10.9011951944657	6.47962654336834e-46	1.41016610896136e-43	40977	63744	48766	38969	41761	44005	14	842	714	387	600	451	4404.41160509709	5915.8253353807	5818.66660752826	1847.47426054876	2604.01264771181	2336.34486685922	1.83944120696697	4.40264703658257	3.20901485654619	2.94125958015747	7.07968279956056	3.5616204201396	Up_muscle_Down_gills
XM_027365861.1	-6.49243840485169	9.48843264799398	8.12487881797609e-46	1.74143235998621e-43	12403	20024	14760	24191	15821	27109	109	3666	3662	2229	1105	1859	1333.13607970372	1858.34724077032	1761.13519926008	1146.86673604493	986.520535893501	1439.2903759956	14.3213636828142	19.1687696390876	16.4585607908573	16.9407431632325	13.038415822524	14.6808256342339	Up_muscle_Down_gills
XR_003476755.1	-12.2743983037417	4.69882646966724	1.21180618674787e-45	2.55853885339334e-43	662	562	284	1344	319	1338	0	0	0	4	2	0	71.1550499688673	52.1569691027227	33.8863412323755	63.7174524924306	19.8912869572105	71.0380509455205	0	0	0	0.0304006158155811	0.0235989426652019	0	Up_muscle_Down_gills
XM_027383586.1	-11.5137746415284	6.23026593292434	1.71108924190103e-45	3.55956888469588e-43	1334	1115	1092	4196	1450	4413	0	7	4	0	12	10	143.384949635149	103.478684251843	130.295368400543	198.927403763571	90.414940714593	234.298145607311	0	0.0366015786889288	0.0179776742663652	0	0.141593655991211	0.078971627941011	Up_muscle_Down_gills
XM_027360999.1	-10.311339023385	3.75141161617587	1.9031385553789e-45	3.90170985570869e-43	210	559	202	564	274	367	0	4	6	0	4	1	22.5718436457132	51.8785511181885	24.1022567920418	26.7385738137879	17.0853060384817	19.4850259319925	0	0.020915187822245	0.0269665113995478	0	0.0471978853304037	0.0078971627941011	Up_muscle_Down_gills
XM_027383692.1	-9.98034480786831	10.4707737642208	3.0907986593382e-45	6.24606254785688e-43	21740	46908	30515	53359	28357	44907	4	685	435	503	286	419	2336.72324218002	4353.34360617529	3640.99191093641	2529.6871633509	1768.2044647198	2384.23449462667	0.525554630561991	3.58172591455946	1.95507207646722	3.82287743880932	3.37464880112387	3.30891121072836	Up_muscle_Down_gills
XM_027363211.1	-6.02873834791051	6.89550993024016	4.06883994566041e-45	7.99414025990446e-43	2231	2214	1473	6165	3644	5027	23	657	1045	407	264	517	239.798967493267	205.472472586171	175.755565617215	292.275368017734	227.222099285501	266.897071825958	3.02193912573145	3.43531959980374	4.69666740208791	3.09326265923537	3.11506043180665	4.08283316455027	Up_muscle_Down_gills
XM_027373344.1	-9.11053047303782	10.3371171833198	4.05921843675836e-45	7.99414025990446e-43	26102	44399	33741	26138	29743	27300	24	966	862	513	657	529	2805.57268019241	4120.49336510993	4025.91211099149	1239.17170628508	1854.62867701665	1449.43108431443	3.15332778337195	5.05101785907217	3.8741888044017	3.89887897834827	7.75225266551881	4.17759911807948	Up_muscle_Down_gills
XM_027373338.1	-10.0858187559021	10.9473332072098	4.14376959620099e-45	8.02983078189853e-43	41215	64222	49493	48071	43170	45346	8	951	702	362	478	503	4429.99302789557	5960.18660091647	5905.41086835902	2278.98932943723	2691.87102803378	2407.54219594587	1.05110926112398	4.97258590473875	3.15508183374709	2.75125573131009	5.64014729698324	3.97227288543285	Up_muscle_Down_gills
XM_027357480.1	-11.0944618061731	5.80365223329899	6.70882752002008e-45	1.28247397430006e-42	1290	1737	1436	1473	1109	1137	0	6	6	4	10	8	138.655610966524	161.204013045248	171.340795808772	69.8331901200523	69.1518408637818	60.3664154895791	0	0.0313727817333675	0.0269665113995478	0.0304006158155811	0.117994713326009	0.0631773023528088	Up_muscle_Down_gills
XM_027363524.1	13.913917832452	3.7780446455359	1.39253913629023e-44	2.62651448292821e-42	0	0	0	0	0	0	259	6948	7430	3448	1417	2164	0	0	0	0	0	0	34.0296623288889	36.3296812472396	33.3935299497734	26.2053308330309	16.7198508782955	17.0894602864348	Down_muscle_Up_gills
XM_027357358.1	-12.3145989774051	3.51389393976721	1.44845823671872e-44	2.69603818639777e-42	192	132	168	857	477	262	0	0	0	0	0	2	20.6371141903663	12.2503913195007	20.0454412923912	40.6293577276883	29.7433977385247	13.9102909923217	0	0	0	0	0	0.0157943255882022	Up_muscle_Down_gills
XM_027369732.1	-8.19495421521078	4.34589937691942	2.11040383964283e-44	3.87711333968668e-42	535	557	365	513	543	618	0	19	30	19	8	31	57.5044588116979	51.6929391284991	43.5511075697784	24.3207240540304	33.8588364193269	32.8112970734915	0	0.0993471421556638	0.134832556997739	0.14440292512401	0.0943957706608074	0.244812046617134	Up_muscle_Down_gills
XM_027375615.1	-12.463407018113	5.84763801577426	2.47869166846168e-44	4.49532978744345e-42	795	598	475	3076	2236	3919	0	0	4	7	0	3	85.4505509444856	55.4979849171319	56.6760988921774	145.829526686545	139.426074095055	208.070345034002	0	0	0.0179776742663652	0.0532010776772669	0	0.0236914883823033	Up_muscle_Down_gills
XM_027373333.1	-10.0626147680234	10.9333723130637	3.21894110165055e-44	5.7639418764492e-42	41756	64686	49037	41107	43395	46118	9	875	673	363	533	490	4488.14239652571	6003.24858252441	5851.00181342253	1948.83431518329	2705.90093262742	2448.52977093088	1.18249791876448	4.5751973361161	3.02474369531595	2.75885588526398	6.2891182202763	3.86960976910954	Up_muscle_Down_gills
