ID	gills_mean	gills_wssv_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	gills_1	gills_2	gills_3	gills_wssv_1	gills_wssv_2	gills_wssv_3	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_wssv_1_normalized	gills_wssv_2_normalized	gills_wssv_3_normalized	Expression
XM_027351161.1	1771.40878027384	54255.5079030748	-3.83437716871351	1	-4.9368005242446	1.11022302462516e-16	4.9368005242446	4062	11677	11349	2815	12896	7175	1144.97815749889	2266.22952619536	1903.01865712728	40388.8131149374	77733.6757832306	44644.0348110565	Down_gills_Up_gills_wssv
XM_027351167.1	20.426793543977	12915.4654800618	-4.49817466942875	0.999999999999998	-9.30442116692389	1.66533453693773e-15	9.30442116692389	46	166	96	1081	2865	959	12.9662716014153	32.2166739186803	16.0974351118353	15509.8781446705	17269.4619354029	5967.05636011194	Down_gills_Up_gills_wssv
XM_027351168.1	4.7912460916979	474.960403690154	-2.44705460507734	1	-6.63126251801066	1.11022302462516e-16	6.63126251801066	16	37	16	52	61	50	4.51000751353576	7.18082490958538	2.68290585197255	746.081094840762	367.691859706658	311.108256523042	Down_gills_Up_gills_wssv
XM_027351178.1	105.44915070108	1474.49125673224	-2.34575134519238	0.999999999999999	-3.8055978870304	5.55111512312578e-16	3.8055978870304	306	554	731	83	335	195	86.2538936963714	107.518297294873	122.575261111996	1190.86020907275	2019.29136068411	1213.32220043986	Down_gills_Up_gills_wssv
XM_027351181.1	72.4352874217675	11.6921283018394	0.764037492282628	0.986792094588328	2.6311551232841	0.0132079054116716	-2.6311551232841	287	397	354	0	0	4	80.8982597740477	77.048310516362	59.3592919748927	7.17385668116117	3.01386770251359	24.8886605218434	Up_gills_Down_gills_wssv
XM_027351188.1	375.895208183293	36.268618172967	1.2504018972879	0.98547900279107	3.37353683930994	0.0145209972089297	-3.37353683930994	2363	927	1680	2	4	9	666.071734655313	179.90877543745	281.705114457118	28.6954267246447	24.1109416201087	55.9994861741475	Up_gills_Down_gills_wssv
XM_027351212.1	2871.96723098148	587.843094945987	2.20755836895305	0.999999999999994	2.2885362558022	5.88418203051333e-15	-2.2885362558022	10212	11238	21209	49	82	91	2878.5122955142	2181.03000902488	3556.35938840536	703.037954753795	494.274303212229	566.217026871936	Up_gills_Down_gills_wssv
XM_027351275.1	9.88863848334702	84.7698425396389	-1.04924445669406	0.979800413851182	-3.09970730489781	0.0201995861488176	3.09970730489781	33	60	52	10	6	12	9.30189049666751	11.6445809344628	8.71944401891079	143.477133623223	36.1664124301631	74.6659815655301	Down_gills_Up_gills_wssv
XM_027351325.1	345.774736087208	47.3345770279726	0.952547108157232	0.988527336450279	2.86886612714371	0.0114726635497207	-2.86886612714371	1672	1230	1952	8	4	0	471.295785164487	238.713909156487	327.314513940651	114.781706898579	24.1109416201087	3.11108256523042	Up_gills_Down_gills_wssv
XM_027351326.1	385.725937314089	29.0231325578386	1.31494721323975	0.989438301268308	3.73230101263741	0.0105616987316919	-3.73230101263741	1934	1283	2165	1	10	2	545.147158198635	248.999955648596	363.030698095036	14.3477133623223	60.2773540502719	12.4443302609217	Up_gills_Down_gills_wssv
XM_027351329.1	340.94852131933	34.958643980236	1.32619642695115	0.987076355012463	3.28583279800709	0.0129236449875368	-3.28583279800709	1624	1283	1885	3	2	8	457.76576262388	248.999955648596	316.079845685516	43.043140086967	12.0554708100544	49.7773210436867	Up_gills_Down_gills_wssv
XM_027351330.1	339.927040868978	33.1712426448125	1.28557080673589	0.991035795103376	3.3572201676622	0.00896420489662442	-3.3572201676622	1579	1279	1947	1	10	4	445.08136649206	248.223650252965	326.47610586191	14.3477133623223	60.2773540502719	24.8886605218434	Up_gills_Down_gills_wssv
XM_027351334.1	261.841703357962	960.374035988049	-1.28098945759867	0.998747288485394	-1.87490150769954	0.00125271151460571	1.87490150769954	629	1844	1493	79	164	122	177.299670375875	357.876787385823	250.348652312189	1133.46935562347	988.548606424459	759.104145916222	Down_gills_Up_gills_wssv
XM_027351335.1	67.268259421661	77888.2996912583	-5.43418277777346	0.999999999999996	-10.1772649802451	4.44089209850063e-15	10.1772649802451	309	407	213	6253	16871	6791	87.0995201051594	78.9890740054391	35.7161841543846	89716.2516546016	101693.924018214	42254.7234009596	Down_gills_Up_gills_wssv
XM_027351341.1	41.6097525053348	304.786968744926	-1.2702080095757	0.997543996017187	-2.87280760893007	0.00245600398281287	2.87280760893007	165	172	268	12	55	66	46.5094524833375	33.3811320121266	44.9386730205402	172.172560347868	331.525447276495	410.662898610415	Down_gills_Up_gills_wssv
XM_027351342.1	29.9183906649152	308.866750604812	-1.5127887814671	0.999433977748367	-3.36788009505859	0.000566022251633491	3.36788009505859	106	153	180	17	73	39	29.8787997771744	29.6936813828801	30.1826908346912	243.91112715948	440.024684566985	242.664440087973	Down_gills_Up_gills_wssv
XM_027351343.1	29.4435592114289	365.033390402436	-1.56071705433174	0.999999962353031	-3.63200445284759	3.7646968986671e-08	3.63200445284759	76	178	193	19	90	45	21.4225356892949	34.5455901055729	32.3625518394189	272.606553884125	542.496186452447	279.997430870738	Down_gills_Up_gills_wssv
XM_027351344.1	30.3454895994381	374.751910244288	-1.69027242973417	0.996177780188431	-3.62638182951165	0.00382221981156861	3.62638182951165	101	166	181	24	85	43	28.4694224291945	32.2166739186803	30.3503724504395	344.345120695736	512.357509427311	267.553100609816	Down_gills_Up_gills_wssv
XM_027351345.1	27.7661930844166	294.713466967924	-1.47891305343423	0.994405767281689	-3.40791169261608	0.00559423271831094	3.40791169261608	85	139	193	14	70	42	23.9594149156587	26.9766124981721	32.3625518394189	200.867987072513	421.941478351903	261.330935479355	Down_gills_Up_gills_wssv
XM_027351384.1	525.16789705973	135768.15384437	-5.08470062233399	0.999999999999995	-8.01415067281387	4.88498130835069e-15	8.01415067281387	2822	2217	2086	10631	28572	13267	795.45257519987	430.267265528399	349.783850450921	152530.540754849	172224.455992437	82549.4647858239	Down_gills_Up_gills_wssv
XM_027351389.1	15.1644513147586	364.897031199527	-1.55426131925442	0.999999773425945	-4.58872420926498	2.26574055406381e-07	4.58872420926498	55	88	77	10	36	118	15.5031508277792	17.0787187038787	12.9114844126179	143.477133623223	216.998474580979	734.215485394379	Down_gills_Up_gills_wssv
XM_027351390.1	23.6804128650004	5457.97926197328	-3.13368808430463	1	-7.848528868371	0	7.848528868371	31	156	191	149	705	1605	8.73813955747554	30.2759104296032	32.0271886079223	2137.80929098603	4249.55346054417	9986.57503438965	Down_gills_Up_gills_wssv
XM_027351410.1	115.089035856165	1522.3113374247	-2.22407046787756	0.999999999999999	-3.72544113917062	6.66133814775094e-16	3.72544113917062	254	909	580	136	180	246	71.5963692773802	176.415401157111	97.255337134005	1951.28901727584	1084.99237290489	1530.65262209337	Down_gills_Up_gills_wssv
XM_027351433.1	25.1944755647293	4.43293564963506	0.859859066639841	0.990600431240094	2.50677310122312	0.00939956875990577	-2.50677310122312	92	115	163	0	0	0	25.9325432028306	22.318780124387	27.3321033669704	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027351450.1	275.342076402681	817.278449234084	-1.27596603024235	0.998392471352407	-1.56960260043699	0.0016075286475925	1.56960260043699	1011	1370	1641	59	128	134	284.976099761541	265.884598003567	275.165531442935	846.515088377019	771.55013184348	833.770127481752	Down_gills_Up_gills_wssv
XM_027351451.1	306.877234450524	963.9998725442	-1.21358942557315	0.989987341686094	-1.65137133161655	0.010012658313906	1.65137133161655	1137	1436	1917	84	125	150	320.492408930635	278.693637031476	321.445657389461	1205.20792243508	753.466925628398	933.324769569126	Down_gills_Up_gills_wssv
XM_027351467.1	42.6373138667876	565.426619510822	-1.47748543086514	0.994217515348829	-3.72915134799527	0.00578248465117082	3.72915134799527	195	159	251	72	45	63	54.9657165712171	30.8581394763263	42.0880855528194	1033.03536208721	271.248093226223	391.996403219033	Down_gills_Up_gills_wssv
XM_027351469.1	790.596059225305	8881.55478176392	-1.88328431372105	0.99849744094188	-3.48979958402051	0.00150255905812013	3.48979958402051	4663	2573	3328	1147	1077	594	1314.38531472608	499.358445739545	558.044417210291	16456.8272265837	6491.87103121428	3695.96608749374	Down_gills_Up_gills_wssv
XM_027351487.1	503.857190056531	4.43293564963506	1.86936318784153	0.998254678986007	6.82860865362969	0.00174532101399305	-6.82860865362969	4374	583	987	0	0	0	1232.92330401284	113.146511413197	165.501754743557	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027351566.1	838.060915065408	77.1117396902958	1.66835091520494	1	3.44203268948031	0	-3.44203268948031	3427	4993	3454	6	21	3	965.987234305441	969.02321009621	579.172300794574	86.0862801739341	126.582443505571	18.6664953913825	Up_gills_Down_gills_wssv
XM_027351589.1	54.5761009713309	3068.72196885677	-3.35534056803825	1	-5.81322480181147	0	5.81322480181147	154	391	265	164	723	401	43.4088223177817	75.8838524229157	44.4356281732954	2353.02499142086	4358.05269783466	2495.0882173148	Down_gills_Up_gills_wssv
XM_027351642.1	325.202168783364	9818.50469995236	-7.37541607196935	1	-4.91609454343277	4.44089209850063e-16	4.91609454343277	1337	1834	1448	688	1744	1458	376.867502849832	355.936023896745	242.802979603516	9871.22679327778	10512.3705463674	9071.9167602119	Down_gills_Up_gills_wssv
XM_027351643.1	4.87599622987158	15288.4132074995	-4.797678481193	1	-11.6144540454719	0	11.6144540454719	1	48	30	1235	3409	1221	0.281875469595985	9.31566474757022	5.03044847244853	17719.4260024681	20548.5499957377	7597.26362429268	Down_gills_Up_gills_wssv
XM_027351645.1	59.3304946975268	4.43293564963506	1.19948519797152	0.991273387009749	3.74243948703827	0.00872661299025068	-3.74243948703827	288	142	413	0	0	0	81.1801352436437	27.5588415448952	69.2525073040415	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027351646.1	32.8271271794801	4.43293564963506	0.878903447731742	0.987962425583984	2.88855417498124	0.0120375744160165	-2.88855417498124	63	136	324	0	0	0	17.7581545845471	26.3943834514489	54.3288435024442	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027351649.1	99.2555444513493	18.7244862743711	0.879648984768435	0.987873661997673	2.40622155658624	0.0121263380023273	-2.40622155658624	336	616	498	0	4	4	94.710157784251	119.551030927151	83.5054446426457	7.17385668116117	24.1109416201087	24.8886605218434	Up_gills_Down_gills_wssv
XM_027351653.1	151.274140135447	22.176557139849	0.766299070146595	0.986313451141531	2.7700580713373	0.0136865488584692	-2.7700580713373	558	708	949	4	1	0	157.28651203456	137.406055026661	159.129853345122	57.3908534492894	6.02773540502719	3.11108256523042	Up_gills_Down_gills_wssv
XM_027351673.1	16889.9718063436	4776.9941865709	2.5771223539997	0.999999991916737	1.82199189370134	8.08326250378855e-09	-1.82199189370134	41370	95081	122588	342	941	603	11661.1881771859	18452.9733304942	20555.7539113507	4906.91796991424	5672.09901613058	3751.96557366789	Up_gills_Down_gills_wssv
XM_027351676.1	4.66733868209895	188.449112875028	-1.13465158003408	0.990463120595712	-5.33543103406406	0.00953687940428793	5.33543103406406	48	2	0	7	73	4	13.5300225406073	0.388152697815426	0.0838408078741422	100.433993536256	440.024684566985	24.8886605218434	Down_gills_Up_gills_wssv
XM_027351683.1	6.44331392630722	302.293259830005	-1.37620204430367	0.995005014833671	-5.55200211525028	0.00499498516632868	5.55200211525028	60	9	4	19	98	7	16.9125281757591	1.74668714016942	0.670726462993138	272.606553884125	590.718069692664	43.5551559132259	Down_gills_Up_gills_wssv
XM_027351712.1	232.189134812551	871.197990118835	-1.00092212373346	0.991219017911668	-1.90770016220658	0.00878098208833222	1.90770016220658	748	1472	1193	31	110	242	210.842851257797	285.680385592153	200.044167587703	444.779114231993	663.05089455299	1505.76396157152	Down_gills_Up_gills_wssv
XM_027351721.1	123.775702175602	11.6067923307962	0.920540821470615	0.984791455168411	3.41468690648642	0.0152085448315893	-3.41468690648642	561	530	658	2	0	0	158.132138443348	102.860464921088	110.334503162371	28.6954267246447	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027351729.1	134.517980094638	10.5578859173791	1.52984482593564	0.999942702030037	3.6714061334485	5.72979699631215e-05	-3.6714061334485	562	673	683	0	2	2	158.414013912944	130.613382814891	114.526543556078	7.17385668116117	12.0554708100544	12.4443302609217	Up_gills_Down_gills_wssv
XM_027351734.1	1245.90833947192	9335.081007637	-1.8195997354103	0.999969430923051	-2.90546460758392	3.05690769490941e-05	2.90546460758392	3415	8703	6477	568	2716	560	962.604728670289	1689.04646454382	1086.07382520164	8149.50118979909	16371.3293600538	3484.41247305807	Down_gills_Up_gills_wssv
XM_027351735.1	1276.98033009627	9742.25019940771	-1.84556295422238	0.999996071610532	-2.93151873206127	3.92838946849938e-06	2.93151873206127	3521	8949	6570	596	2820	591	992.483528447464	1736.78924637512	1101.66821546623	8551.23716394412	16998.2138421767	3677.29959210236	Down_gills_Up_gills_wssv
XM_027351736.1	1203.65554098175	9546.81442663488	-1.98244370975277	0.995257060883068	-2.98759683168383	0.00474293911693191	2.98759683168383	3280	8506	6176	588	2653	677	924.551540274831	1650.81342380901	1035.6016588614	8436.45545704554	15991.5820295371	4212.40579332199	Down_gills_Up_gills_wssv
XM_027351746.1	127.913371143472	2971.07061451236	-2.2062568832383	0.999999999999999	-4.53774390846261	5.55111512312578e-16	4.53774390846261	113	1363	521	129	383	764	31.8519280643463	264.526063561213	87.3621218048562	1850.85502373958	2308.62266012541	4753.73415967208	Down_gills_Up_gills_wssv
XM_027351757.1	128.332369817879	2657.34037655186	-2.58600132854446	1	-4.37202601476032	0	4.37202601476032	500	829	496	278	346	305	140.937734797993	160.889293244494	83.1700814111491	3988.66431472561	2085.59645013941	1897.76036479056	Down_gills_Up_gills_wssv
XM_027351759.1	65.5739055705178	12.5671310523881	0.899473629537271	0.984826176194056	2.38346648927917	0.0151738238059441	-2.38346648927917	231	374	352	0	3	2	65.1132334766726	72.5845544914846	59.0239287433961	7.17385668116117	18.0832062150816	12.4443302609217	Up_gills_Down_gills_wssv
XM_027351762.1	86.6892854410093	856.473908965313	-1.87113805919519	0.999626630538807	-3.30448370129453	0.000373369461192929	3.30448370129453	449	376	361	65	158	110	126.562085848597	72.9727071893	60.5330632851307	932.601368550953	952.382193994295	684.438164350692	Down_gills_Up_gills_wssv
XM_027351767.1	64.1579578567885	744.331540776889	-1.77781037387135	0.996154378670805	-3.53624524416538	0.00384562132919464	3.53624524416538	313	303	271	66	138	73	88.2270219835433	58.805133719037	45.4417178677851	946.949081913275	831.827485893752	454.218054523641	Down_gills_Up_gills_wssv
XM_027351772.1	62.8942140810406	713.562059008758	-1.76629420959705	0.994801352250738	-3.50403969901223	0.00519864774926226	3.50403969901223	306	304	259	60	138	72	86.2538936963714	58.9992100679447	43.4295384788057	860.862801739341	831.827485893752	447.99588939318	Down_gills_Up_gills_wssv
XM_027351776.1	1585.09642373145	475.882229599868	1.70495673208281	0.999999999999989	1.73589411680065	1.13242748511766e-14	-1.73589411680065	6427	7726	8613	32	75	83	1811.6136430934	1499.43387166099	1444.24175643997	459.126827594315	452.080155377039	516.43970582825	Up_gills_Down_gills_wssv
XM_027351871.1	65.238254024472	7.54401821486548	0.998156087277871	0.993718253013661	3.11231310714244	0.00628174698633888	-3.11231310714244	261	187	512	0	0	2	73.5694975645521	36.2922772457423	85.8529872631216	7.17385668116117	3.01386770251359	12.4443302609217	Up_gills_Down_gills_wssv
XM_027351872.1	51.6118839379124	7.54401821486548	0.881188269326832	0.987680523034804	2.77429822837816	0.0123194769651962	-2.77429822837816	164	176	444	0	0	2	46.2275770137416	34.1574374077575	74.4506373922383	7.17385668116117	3.01386770251359	12.4443302609217	Up_gills_Down_gills_wssv
XM_027351873.1	49.7268105716165	7.54401821486548	0.886409308616364	0.986953398199768	2.72061883659169	0.0130466018002315	-2.72061883659169	176	183	382	0	0	2	49.6100826488934	35.5159718501114	64.0543772158447	7.17385668116117	3.01386770251359	12.4443302609217	Up_gills_Down_gills_wssv
XM_027351988.1	22.3451508070129	4.43293564963506	0.769605417028559	0.985656257344838	2.33362745649047	0.0143437426551616	-2.33362745649047	91	75	160	0	0	0	25.6506677332346	14.5557261680785	26.8290585197255	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027351989.1	36.0162019472586	4.43293564963506	1.0300969675982	0.993325620746726	3.02231172629763	0.00667437925327419	-3.02231172629763	154	181	176	0	0	0	43.4088223177817	35.127819152296	29.5119643716981	7.17385668116117	3.01386770251359	3.11108256523042	Up_gills_Down_gills_wssv
XM_027351990.1	28.0780886462397	385.834956482785	-1.59861542684745	0.999999810538076	-3.78046722104012	1.89461923705281e-07	3.78046722104012	68	140	226	24	42	90	19.167531932527	27.1706888470798	37.8960451591123	344.345120695736	253.164887011142	559.994861741475	Down_gills_Up_gills_wssv
XM_027351991.1	29.8787350597627	422.30166067199	-1.55092340483345	0.999999528669015	-3.82108294356876	4.71330985130081e-07	3.82108294356876	43	186	247	21	58	99	12.1206451926274	36.0982008968346	41.4173590898263	301.301980608769	349.608653491577	615.994347915623	Down_gills_Up_gills_wssv
XM_027352003.1	809.880973766072	7648.68594708512	-2.9935019301147	1	-3.23943011313748	0	3.23943011313748	3065	4144	4541	335	1398	1561	863.948314311694	804.252389873562	761.44221711296	4806.48397637799	8426.77409622801	9712.79976864937	Down_gills_Up_gills_wssv
