ID	padj
XM_027375603.1	1.4208030855751e-57
XR_003476141.1	2.41676474325337e-57
XM_027365612.1	3.24626584389761e-57
XR_003477034.1	5.23668323008888e-57
XM_027356611.1	5.34293258812283e-57
XM_027383587.1	5.56894295543578e-57
XM_027360275.1	7.32144188518134e-57
XR_003475883.1	8.77809856438844e-57
XM_027364754.1	9.82261408445589e-57
XM_027371195.1	1.10513813247666e-56
XM_027366769.1	1.52406010289218e-56
XM_027375035.1	1.98118483626726e-56
XM_027373320.1	2.02707130563294e-56
XM_027352824.1	2.53712341978652e-56
XM_027370049.1	4.6006040626083e-56
XM_027354226.1	1.80646546780665e-55
XM_027369450.1	1.81856984832255e-55
XM_027352461.1	2.25061879608444e-55
XM_027375215.1	3.27155636157216e-55
XM_027371492.1	3.86855666735149e-55
XM_027372174.1	5.28342612901557e-55
XM_027354269.1	5.7198184302415e-55
XM_027371493.1	6.49100325735827e-55
XM_027370789.1	1.16017122016204e-54
XM_027366306.1	1.516515102992e-54
XR_003475500.1	1.59580328660622e-54
XM_027352301.1	2.3459336383384e-54
XM_027371495.1	3.29851538930055e-54
XM_027379671.1	5.60108564749624e-54
XM_027355788.1	5.82160697117946e-54
XM_027376330.1	6.18255364151063e-54
XM_027381668.1	7.11728809085694e-54
XM_027365898.1	1.14652567894528e-53
XM_027373037.1	1.30548440796982e-53
XM_027368558.1	1.48629171603707e-53
XM_027360440.1	1.74006414436593e-53
XM_027374148.1	1.74127657116624e-53
XM_027378495.1	1.90883528503114e-53
XM_027371198.1	2.69872275413897e-53
XM_027365747.1	3.07514037878761e-53
XM_027356564.1	3.88978280599578e-53
XM_027356631.1	5.88547585341876e-53
XM_027356630.1	7.06944626971514e-53
XM_027355992.1	2.2295701858509e-52
XM_027355501.1	3.24387148523485e-52
XM_027357523.1	4.1753221303109e-52
XR_003476575.1	5.2349246974529e-52
XM_027362345.1	5.31268847188956e-52
XM_027370922.1	7.73695065519933e-52
XM_027364136.1	8.5639175741661e-52
XR_003477015.1	8.81388136169516e-52
XM_027368104.1	9.06075754454044e-52
XM_027364459.1	1.01437996177969e-51
XM_027373877.1	1.17893787891134e-51
XM_027367206.1	1.89908584549799e-51
XM_027372995.1	2.28719547595042e-51
XM_027376179.1	2.65319493618094e-51
XM_027367205.1	2.72818938368755e-51
XM_027352694.1	3.91496058882004e-51
XR_003477646.1	4.02557274999572e-51
XM_027362535.1	4.18523677514961e-51
XM_027375613.1	4.87461465145089e-51
XM_027366513.1	5.2097959612004e-51
XM_027373118.1	5.22928177551257e-51
XM_027358577.1	5.49561083487446e-51
XM_027359446.1	5.49561083487446e-51
XR_003476720.1	5.59756207094023e-51
XM_027361439.1	6.78111777571836e-51
XM_027358429.1	6.99621132018251e-51
XM_027363872.1	7.13191554949321e-51
XM_027364391.1	8.53333313300915e-51
XM_027361042.1	1.1335344420526e-50
XM_027367820.1	1.21939332029595e-50
XM_027367245.1	1.45650735240773e-50
XM_027363492.1	1.46630715250718e-50
XM_027378914.1	1.49907484724451e-50
XM_027352825.1	1.54314192620504e-50
XM_027352493.1	1.56953032558491e-50
XM_027376169.1	1.59153943566265e-50
XM_027365845.1	2.08589202253746e-50
XM_027373345.1	2.34213335734398e-50
XM_027370860.1	2.79596071202327e-50
XM_027362400.1	2.86370475772325e-50
XM_027360578.1	2.99995732667429e-50
XM_027366516.1	3.39414233962518e-50
XM_027365170.1	3.65281476450906e-50
XM_027365527.1	4.88861270652788e-50
XM_027350813.1	5.66813438714125e-50
XM_027382176.1	6.74057536620648e-50
XM_027357537.1	8.89018653999452e-50
XM_027356467.1	8.91307105621949e-50
XM_027366700.1	9.22730650806783e-50
XM_027364617.1	1.13263534166561e-49
XM_027360728.1	1.68412970654517e-49
XM_027383151.1	2.4658159938228e-49
XM_027350690.1	4.20874991596725e-49
XM_027375601.1	5.13397395809041e-49
XM_027368450.1	7.16527547399191e-49
XM_027353808.1	7.16541547298605e-49
XM_027380424.1	7.38693762353754e-49
XM_027364392.1	1.08348889416961e-48
XM_027357705.1	1.10321965909335e-48
XM_027364364.1	1.31158645718099e-48
XM_027354133.1	1.75014321834842e-48
XM_027361441.1	2.2474285064552e-48
XM_027373327.1	2.33009102112353e-48
XM_027369021.1	2.42093098635029e-48
XM_027357707.1	2.46560862584604e-48
XM_027381872.1	2.51470735950781e-48
XM_027365134.1	2.80549035817391e-48
XM_027366660.1	2.80549035817391e-48
XM_027380234.1	3.19955152871099e-48
XM_027377093.1	3.49162066431898e-48
XM_027356810.1	3.97237313101045e-48
XM_027355807.1	4.1911198764088e-48
XM_027354920.1	4.22005114595156e-48
XM_027373120.1	5.66436845048915e-48
XM_027366514.1	7.35421006696983e-48
XM_027355170.1	7.63739373431018e-48
XM_027358603.1	7.70679283606247e-48
XM_027370862.1	8.65610321395257e-48
XM_027376628.1	1.22971275786033e-47
XR_003476379.1	1.2331563037517e-47
XM_027367247.1	1.63726444816797e-47
XM_027373322.1	1.7588918125615e-47
XM_027361444.1	1.88895298551551e-47
XM_027350640.1	1.89904634122673e-47
XM_027370865.1	2.20332501564002e-47
XM_027364362.1	2.20449425342827e-47
XR_003476289.1	2.20449425342827e-47
XM_027370051.1	2.22632737038923e-47
XM_027358547.1	3.32443917739557e-47
XM_027373346.1	3.40587423547859e-47
XM_027365226.1	3.79145498253877e-47
XR_003476543.1	4.68111488696632e-47
XM_027369796.1	4.93427626507591e-47
XM_027366270.1	6.25491190836923e-47
XR_003476755.1	7.12480114620317e-47
XM_027376838.1	8.17637974827888e-47
XM_027373623.1	8.92951208769075e-47
XM_027372028.1	9.14698429449783e-47
XM_027378125.1	1.35132549704868e-46
XM_027378915.1	1.79390109644271e-46
XM_027365867.1	2.1807316708813e-46
XM_027355954.1	2.45078296455577e-46
XR_003476719.1	2.96644562515511e-46
XM_027371312.1	3.47260638054123e-46
XM_027381160.1	3.56389104956153e-46
XM_027357103.1	5.28566574764736e-46
XM_027373123.1	6.47149244482004e-46
XM_027380589.1	1.03417508331853e-45
XM_027362198.1	1.31119148008023e-45
XM_027367319.1	2.15230636129764e-45
XM_027381061.1	2.40013039954299e-45
XR_003477805.1	2.46875865948477e-45
XM_027356565.1	3.03250222047682e-45
XM_027368237.1	3.27355539028381e-45
XM_027355469.1	3.7364666027165e-45
XR_003476045.1	4.34621056053966e-45
XM_027371313.1	7.1945540942927e-45
XM_027373121.1	9.48197557606503e-45
XM_027355819.1	1.09206214437652e-44
XM_027350837.1	1.26852248915349e-44
XR_003477592.1	1.28334458949445e-44
XM_027356566.1	1.43234595799695e-44
XM_027367941.1	1.5311124770082e-44
XM_027351673.1	1.55017795755819e-44
XM_027356399.1	1.57754794414163e-44
XM_027363455.1	1.86021250054421e-44
XM_027381161.1	2.22852244898722e-44
XR_003476362.1	2.59245190265755e-44
XM_027376719.1	2.78178364181777e-44
XM_027359212.1	2.86893340066093e-44
XM_027380451.1	3.13443497967758e-44
XM_027366701.1	3.32017946220952e-44
XM_027357480.1	3.54541665469571e-44
XM_027380452.1	4.37575118605978e-44
XM_027357961.1	4.79764417142847e-44
XM_027365890.1	4.89218633282947e-44
XM_027370602.1	5.10631661296171e-44
XM_027355818.1	5.59921066460622e-44
XM_027354623.1	5.70262014886096e-44
XM_027371152.1	6.95365051800519e-44
XM_027356629.1	7.31643205306174e-44
XM_027364716.1	8.48431446766741e-44
XR_003475818.1	1.01649312523057e-43
XM_027373318.1	1.17354377807073e-43
XR_003476288.1	1.2689202520549e-43
XR_003476287.1	1.35686657567365e-43
XM_027363538.1	1.82653310094827e-43
XM_027360501.1	2.25639113492133e-43
XM_027380289.1	2.37121750003228e-43
XM_027372550.1	2.58117716460589e-43
XM_027364360.1	3.26285803003328e-43
XM_027368427.1	4.33157625277163e-43
XM_027358207.1	4.46593918661061e-43
XM_027354137.1	5.24044530884751e-43
XM_027368358.1	6.06961083528076e-43
XR_003477876.1	6.30709321053848e-43
XM_027373227.1	8.49630838852773e-43
XM_027365558.1	8.90924590405267e-43
XM_027366419.1	9.4772937666814e-43
XM_027361876.1	1.13096069339326e-42
XM_027368756.1	1.2194279887038e-42
XM_027372549.1	1.54027385566764e-42
XM_027380490.1	1.62827655111001e-42
XM_027351034.1	2.00193523385422e-42
XM_027350780.1	2.31787794682635e-42
XM_027360317.1	2.45307185877064e-42
XM_027367234.1	2.59146297813984e-42
XM_027365885.1	3.13743097412671e-42
XM_027375142.1	3.23527302965886e-42
XM_027371309.1	3.34302452806391e-42
XM_027372127.1	3.82360573663262e-42
XM_027369772.1	4.17882088090382e-42
XM_027354219.1	4.39131414434567e-42
XM_027361947.1	4.63554724277644e-42
XM_027356931.1	5.88009222862633e-42
XM_027352835.1	5.99146794437572e-42
XM_027360926.1	6.20961639264438e-42
XM_027373124.1	6.78876859400207e-42
XM_027364731.1	7.25970376626024e-42
XM_027360925.1	7.26277858144822e-42
XR_003476994.1	7.44416230666185e-42
XM_027372781.1	7.45577939610174e-42
XM_027355502.1	8.46977693153427e-42
XM_027355252.1	8.78439632728388e-42
XM_027381863.1	9.28456685931314e-42
XR_003475586.1	1.00221956866353e-41
XM_027371770.1	1.17494209692708e-41
XM_027362415.1	1.4467347545708e-41
XM_027379522.1	1.53917321902968e-41
XM_027375345.1	1.73069498447753e-41
XM_027352899.1	1.90946124140311e-41
XM_027352707.1	1.95401304836621e-41
XM_027376212.1	2.01641399435685e-41
XM_027376573.1	2.02842360823801e-41
XM_027366462.1	2.04003005431713e-41
XM_027359641.1	2.78915016193386e-41
XM_027381669.1	3.16551789168388e-41
XM_027353870.1	3.34164206571119e-41
XM_027378916.1	3.53887585345585e-41
XM_027355821.1	4.82771822197494e-41
XM_027358247.1	5.55092797321148e-41
XM_027373119.1	5.55667232034389e-41
XM_027365007.1	5.71775024446123e-41
XM_027383218.1	6.01949423778824e-41
XM_027379050.1	6.18912503693204e-41
XM_027352136.1	8.18322198785997e-41
XM_027354258.1	8.25973689820084e-41
XM_027351952.1	1.205197364729e-40
XM_027360592.1	1.23581436706026e-40
XM_027359304.1	1.28313470545541e-40
XM_027358240.1	1.38134319421068e-40
XM_027375216.1	1.49733088343494e-40
XM_027359585.1	1.83063611160439e-40
XM_027356561.1	1.90150821180927e-40
XM_027373030.1	1.95823824632004e-40
XM_027352693.1	1.95892263085105e-40
XR_003476992.1	1.99629690388751e-40
XM_027355822.1	2.34300746437465e-40
XM_027379966.1	2.71651357876415e-40
XM_027375614.1	2.86074885365334e-40
XM_027359690.1	3.58538884205348e-40
XM_027365875.1	4.12646541050802e-40
XM_027365613.1	4.14586727386157e-40
XM_027354941.1	4.42657841604637e-40
XR_003477463.1	4.42657841604637e-40
XM_027377764.1	4.55455795700853e-40
XM_027377160.1	5.75208432046043e-40
XM_027359306.1	6.58248155013105e-40
XM_027370786.1	6.58248155013105e-40
XM_027372507.1	6.63884523253683e-40
XM_027369731.1	7.85208556767285e-40
XM_027369862.1	1.0930925941914e-39
XM_027359305.1	1.16623211151756e-39
XM_027370784.1	1.27593414498103e-39
XM_027376661.1	1.52513808487217e-39
XM_027383659.1	1.60317480492146e-39
XM_027377969.1	1.61915298438199e-39
XR_003475823.1	1.95096237661828e-39
XM_027382193.1	2.04496390322017e-39
XR_003476716.1	2.2594591726218e-39
XM_027383520.1	2.4259573113064e-39
XM_027358761.1	2.54121055744259e-39
XM_027356562.1	2.55910882931722e-39
XM_027356905.1	2.72520103395584e-39
XM_027356563.1	2.89368120559123e-39
XM_027373122.1	3.10188985068055e-39
XR_003476044.1	3.10188985068055e-39
XM_027371539.1	3.44686006950531e-39
XM_027383259.1	3.46015649829333e-39
XM_027361041.1	3.47312754774129e-39
XM_027364830.1	3.77373965791005e-39
XM_027362199.1	6.56160495114632e-39
XM_027350702.1	8.11657183445529e-39
XM_027371314.1	8.7376411224851e-39
XM_027369739.1	8.89293815263164e-39
XM_027372031.1	9.28244550235976e-39
XM_027365938.1	1.23048577993998e-38
XM_027377239.1	1.23894190889004e-38
XM_027353214.1	1.58927077531712e-38
XM_027365408.1	1.90730950877086e-38
XM_027383817.1	1.97650182375724e-38
XM_027363011.1	1.98233287730336e-38
XM_027366197.1	2.01041155343315e-38
XM_027363771.1	2.05390882725146e-38
XM_027365863.1	2.65829885013651e-38
XM_027353078.1	2.87255264784154e-38
XM_027378553.1	2.98557905760727e-38
XM_027353766.1	3.34644457851087e-38
XM_027356044.1	3.56293027426131e-38
XM_027378918.1	4.1160560824759e-38
XM_027368319.1	4.50191954019273e-38
XM_027358268.1	4.91549265704381e-38
XM_027362037.1	5.1347764264343e-38
XM_027350653.1	5.24187847103251e-38
XM_027360936.1	5.28656868793826e-38
XM_027358784.1	5.84035457963811e-38
XM_027366055.1	6.33244880521177e-38
XM_027357955.1	7.12941326994095e-38
XM_027366672.1	8.54594776562947e-38
XM_027371537.1	9.09804729556223e-38
XM_027357932.1	9.36800037662708e-38
XM_027367665.1	1.13695718890512e-37
XM_027350836.1	1.17353360444083e-37
XR_003474915.1	1.29994563144894e-37
XM_027372961.1	1.45351386008979e-37
XM_027351947.1	1.70377096018658e-37
XM_027365792.1	2.33565391912213e-37
XM_027365560.1	2.35904004943802e-37
XR_003475636.1	2.44336904164322e-37
XM_027380152.1	2.58472374866548e-37
XM_027373691.1	2.70356982534607e-37
XM_027360634.1	2.75871283121382e-37
XM_027358760.1	2.89114960659382e-37
XM_027365807.1	3.05899608296099e-37
XM_027375051.1	3.1140287706226e-37
XM_027378917.1	3.22357423193769e-37
XM_027356015.1	3.63546226997098e-37
XM_027373325.1	3.78823617692161e-37
XM_027353217.1	4.01249169838834e-37
XM_027368530.1	5.30283171144343e-37
XM_027350928.1	6.49564257633991e-37
XM_027372026.1	6.84492508954437e-37
XM_027373319.1	6.86498427934068e-37
XM_027364953.1	6.94582861606342e-37
XM_027365839.1	7.09110696689527e-37
XM_027363313.1	7.70786394280085e-37
XM_027378919.1	7.72239115721569e-37
XM_027375879.1	8.8377105485729e-37
XM_027350736.1	9.36762776496604e-37
XR_003477629.1	9.64630706695923e-37
XM_027353767.1	1.01086276240319e-36
XM_027352009.1	1.03506639108644e-36
XM_027366461.1	1.10915516336201e-36
XM_027369751.1	1.11380129649961e-36
XM_027371482.1	1.23631733839398e-36
XM_027360538.1	1.26625526763197e-36
XM_027368018.1	1.30700258576462e-36
XM_027352535.1	1.4066643808154e-36
XM_027360998.1	1.43934050535584e-36
XM_027373444.1	1.45564360739281e-36
XM_027371315.1	1.48085089154711e-36
XM_027366730.1	1.57776015944293e-36
XM_027380487.1	1.58784925232396e-36
XM_027364954.1	1.69750161375266e-36
XM_027380303.1	1.77837918309949e-36
XM_027351415.1	1.80875787469395e-36
XM_027380217.1	1.85095027777344e-36
XM_027372443.1	1.9381669499246e-36
XM_027363087.1	1.94673666991079e-36
XM_027370486.1	2.24109421939499e-36
XM_027375370.1	2.28271598824797e-36
XM_027368613.1	2.68428882040819e-36
XM_027377968.1	3.24763371833509e-36
XM_027381769.1	3.76062676045083e-36
XM_027354682.1	3.92393317833568e-36
XM_027367563.1	4.09790733540159e-36
XM_027370891.1	4.09790733540159e-36
XM_027365398.1	4.15150580854866e-36
XM_027378021.1	4.30471556469801e-36
XM_027360852.1	4.48072844695587e-36
XM_027357623.1	4.70004356947073e-36
XM_027377083.1	4.8915991452307e-36
XM_027373519.1	4.98300723355341e-36
XM_027365850.1	5.01922453070995e-36
XM_027383519.1	5.19701818127871e-36
XM_027370864.1	5.32246037013565e-36
XM_027360996.1	5.94360985006468e-36
XM_027361496.1	7.80370119398074e-36
XM_027372027.1	8.00517006210374e-36
XM_027381081.1	8.03053925763092e-36
XM_027370131.1	1.0427771310457e-35
XM_027381162.1	1.5285480416432e-35
XM_027370114.1	1.55682086197174e-35
XM_027350819.1	1.58098137520854e-35
XM_027365397.1	1.66924693121138e-35
XM_027352010.1	1.71400705828917e-35
XM_027367942.1	2.05468161317899e-35
XM_027371552.1	2.10579973496438e-35
XM_027359111.1	2.34121005003708e-35
XM_027365880.1	2.42823684088149e-35
XM_027354942.1	2.4724665086087e-35
XM_027372358.1	2.5250529018678e-35
XM_027358253.1	2.87603608271756e-35
XM_027371486.1	3.55872069153455e-35
XM_027356510.1	4.4396009267994e-35
XM_027353075.1	4.47121728564646e-35
