ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	Expression
XM_027354937.1	-6.93630648699885	4.55437283096582	-31.8589368142838	3.70710407049471e-14	3.64921621462467e-11	21.8738701182703	3549	5035	3531	6174	4216	4316	161	71	73	347	397	288	301.940084700867	360.004994658048	320.76952912171	233.51398761048	206.601916180287	192.339077352567	2.13892350410622	1.6936590463422	1.62544163168596	2.50990377254827	2.51507623251742	2.30308139508758	Up_muscle_Down_hemocytes
XM_027367942.1	-9.71534779514745	3.97856873079491	-32.1960861394594	3.21889757257078e-14	3.64921621462467e-11	21.0838365748033	4241	6553	4434	11344	6925	20296	55	31	15	74	67	74	360.81372195446	468.542746771437	402.801498761161	429.054531171572	339.354428261026	904.474956892422	0.730688153576661	0.739484935726877	0.333994855825883	0.535253254088104	0.424458709266164	0.591763969571114	Up_muscle_Down_hemocytes
XM_027383691.1	-9.6462430488399	6.51413982087649	-32.0267705410681	3.4548326733291e-14	3.64921621462467e-11	21.3792671265814	25414	49726	31967	69544	33925	61474	387	198	156	314	390	332	2162.15985139133	3555.43363741134	2904.00440029275	2630.30397706239	1662.46916660727	2739.53949054024	5.1413875533485	4.72316184754586	3.47354650058918	2.2712097538333	2.47072980020603	2.6549410526704	Up_muscle_Down_hemocytes
XM_027354939.1	-7.21288926416515	4.27774238994909	-31.0145910779939	5.31425960406088e-14	4.3289389322667e-11	21.531873713908	2966	4510	2993	6027	4005	3979	80	48	100	250	267	237	252.33989608982	322.46723453978	271.895553854794	227.954130762611	196.262019521359	177.32094272147	1.06281913247514	1.14500893273839	2.22663237217255	1.80828802056792	1.69149963244874	1.89524406470749	Up_muscle_Down_hemocytes
XM_027363007.1	-5.78524381074183	5.46417362592781	-30.8758626066652	5.64335314028717e-14	4.3289389322667e-11	21.6588091386932	3886	5579	3519	8296	6018	6841	480	359	269	737	767	675	330.611205733325	398.901264190119	319.679403279325	313.772601428011	294.907573902506	304.863676591499	6.37691479485086	8.56371264277254	5.98964108114417	5.33083308463422	4.85910194040519	5.39784701973651	Up_muscle_Down_hemocytes
XM_027370370.1	-11.620140367571	2.90626816732381	-30.8324726323516	5.75071984438024e-14	4.3289389322667e-11	19.1569589966719	5260	5480	4836	7941	8462	9628	12	13	7	21	7	14	447.507705135689	391.822715139245	439.32071448105	300.345736251186	414.673959847625	429.064095632649	0.159422869871271	0.310106585949981	0.155864266052079	0.151896193727705	0.0443464323113903	0.111955345594535	Up_muscle_Down_hemocytes
XR_003476212.1	-5.64746022836514	5.64171491150897	-31.2261627771982	4.8513741816528e-14	4.3289389322667e-11	21.7674601436285	3802	4903	2926	11226	7412	9729	578	346	294	997	948	823	323.464694852831	350.566929256883	265.809017901479	424.591516831106	363.219497800827	433.565079602206	7.67886823213291	8.25360605682256	6.54629917418731	7.21145262602485	6.00577397588542	6.58137495887874	Up_muscle_Down_hemocytes
XM_027369977.1	-11.9943685675222	4.13234757727029	-30.6326396065587	6.27427548047051e-14	4.46066129575451e-11	19.5645973307985	13119	14492	11171	35097	28703	29031	17	16	2	50	74	42	1116.13186001428	1036.1851802551	1014.81631543999	1327.44418904519	1406.56897536119	1293.74322396255	0.225849065650968	0.38166964424613	0.0445326474434511	0.361657604113583	0.468805141577554	0.335866036783605	Up_muscle_Down_hemocytes
XM_027362996.1	-5.85223835515753	6.12086369922035	-30.3321807833609	7.16002562983326e-14	4.8224656834198e-11	21.379862094133	6771	8360	5015	14643	9703	11815	741	532	439	1089	1233	983	576.059823474097	597.744142073739	455.581758296622	553.829821927479	475.488233561984	526.525996042765	9.84436221455101	12.6905156711838	9.77491611383751	7.87690261759385	7.8113072914206	7.86086462281629	Up_muscle_Down_hemocytes
XM_027359304.1	-8.58933225279141	6.42718972357795	-29.9183755519537	8.6062148681592e-14	5.30221394221972e-11	20.8970232739548	18171	27850	18049	38229	25175	59113	210	264	130	717	815	632	1545.9434429697	1991.28879865474	1639.64011076685	1445.90317984468	1233.68198288395	2634.32341972712	2.78990022274725	6.29754913006114	2.89462208382432	5.18617004298879	5.16319176196901	5.0539841725533	Up_muscle_Down_hemocytes
XM_027363226.1	-10.0429009057806	1.35854772527569	-29.8939162004514	8.70098404208909e-14	5.30221394221972e-11	18.6620520108781	1017	1336	933	2302	1257	1801	8	4	4	11	9	5	86.5238281602654	95.5246619390569	84.7572842454135	87.0666017945132	61.5983417074527	80.2601200908184	0.106281913247514	0.0954174110615325	0.0890652948869022	0.0795646729049884	0.0570168415432161	0.0399840519980482	Up_muscle_Down_hemocytes
XM_027363227.1	-10.6121118647387	1.13189061600735	-29.7171919100128	9.41988716544269e-14	5.46087680574033e-11	18.3891941258563	1076	1332	913	2348	1511	2042	1	4	2	10	9	6	91.5434012787075	95.2386599572035	82.9404078414389	88.8064209441864	74.045421097821	91.0000917409502	0.0132852391559393	0.0954174110615325	0.0445326474434511	0.0723315208227167	0.0570168415432161	0.0479808623976579	Up_muscle_Down_hemocytes
XM_027363229.1	-9.78077574343305	1.57647644859362	-29.5321217544563	1.02415443727255e-13	5.46087680574033e-11	18.7551002322406	1087	1432	1042	2380	1252	2039	6	3	8	15	13	10	92.4792538940103	102.38870950354	94.6592606470749	90.0167299178721	61.3533204596108	90.866399147795	0.0797114349356357	0.0715630582961494	0.178130589773804	0.108497281234075	0.0823576600068676	0.0799681039960965	Up_muscle_Down_hemocytes
XM_027368790.1	-6.88028645424772	2.77309359832224	-29.6129281032914	9.87370628498066e-14	5.46087680574033e-11	20.7235825093805	865	977	801	1754	2007	1395	53	49	18	82	101	64	73.5920465669907	69.8559840677085	72.7658999791814	66.3400606201461	98.3515288837371	62.1670558171526	0.704117675264782	1.16886328550377	0.40079382699106	0.593118470746277	0.639855666207202	0.511795865575018	Up_muscle_Down_hemocytes
XM_027363219.1	-10.3048602069676	1.31649717851979	-29.3976968238881	1.08864185893661e-13	5.57253994752473e-11	18.4596921112	1000	1426	929	2356	1479	2042	4	5	5	10	5	6	85.0775104820702	101.95970653076	84.3939089646186	89.1089981876078	72.4772851116329	91.0000917409502	0.0531409566237571	0.119271763826916	0.111331618608628	0.0723315208227167	0.0316760230795645	0.0479808623976579	Up_muscle_Down_hemocytes
XM_027363220.1	-10.2316972796583	1.44468168096386	-29.1967205736134	1.1933131001495e-13	5.65586212689374e-11	18.4719057526866	1234	1536	1048	2501	1480	2163	10	2	2	12	19	5	104.985647934875	109.82476103173	95.2043235682672	94.593210724621	72.5262893612013	96.3923596648752	0.132852391559393	0.0477087055307662	0.0445326474434511	0.08679782498726	0.120368887702345	0.0399840519980482	Up_muscle_Down_hemocytes
XM_027363221.1	-10.377169606974	1.33319348097861	-29.1977916855289	1.19272745798686e-13	5.65586212689374e-11	18.3951764244304	1110	1395	994	2508	1515	2137	6	7	1	7	8	9	94.4360366350979	99.7431911713955	90.2987572775359	94.8579658126148	74.2414380960945	95.2336905241971	0.0797114349356357	0.166980469357682	0.0222663237217255	0.0506320645759017	0.0506816369273032	0.0719712935964868	Up_muscle_Down_hemocytes
XM_027363208.1	-11.0370226307237	1.80281848272511	-28.8552310934645	1.39673309253826e-13	6.3835690661472e-11	18.3165197657968	2031	2166	1410	5084	3070	4077	3	7	1	17	13	7	172.792423789085	154.870073173651	128.089786480207	192.287838194312	150.443046174924	181.688234097872	0.0398557174678179	0.166980469357682	0.0222663237217255	0.122963585398618	0.0823576600068676	0.0559776727972675	Up_muscle_Down_hemocytes
XM_027363212.1	-12.6506666297545	2.08016804284939	-28.5303320276155	1.62511386291103e-13	6.93219403455747e-11	17.9622741341064	5174	5307	3550	8595	5483	6458	10	6	1	4	4	4	440.191039234231	379.453129424083	322.495561705485	325.081425900887	268.690300383423	287.795588865356	0.132852391559393	0.143126116592299	0.0222663237217255	0.0289326083290867	0.0253408184636516	0.0319872415984386	Up_muscle_Down_hemocytes
XM_027363223.1	-10.3048345959841	1.20428835168755	-28.5432186968771	1.61533017379644e-13	6.93219403455747e-11	18.2082533496077	971	1290	942	2230	1292	1853	2	5	4	11	6	6	82.6102626780901	92.2356391477421	85.574878627202	84.3434066037205	63.313490442346	82.5774583721747	0.0265704783118786	0.119271763826916	0.0890652948869022	0.0795646729049884	0.0380112276954774	0.0479808623976579	Up_muscle_Down_hemocytes
XM_027369485.1	-6.4147017453538	3.06857085739219	-28.33605568292	1.78057203282819e-13	7.35031622712978e-11	20.4661430239706	920	1354	841	2653	1593	1303	55	30	29	147	155	155	78.2713096435046	96.8116708573975	76.3996527871305	100.342178349628	78.0637695624281	58.0671496270608	0.730688153576661	0.715630582961494	0.645723387930041	1.06327335609394	0.981956715466499	1.2395056119395	Up_muscle_Down_hemocytes
XM_027356176.1	-6.90074668275855	5.53904864441019	-28.1585582574814	1.93659915151989e-13	7.38798659755486e-11	20.5582830588555	8044	8107	5061	8188	10036	12811	285	163	340	568	580	474	684.363494317773	579.654516721508	459.760574025764	309.687808641822	491.806648668254	570.911936970281	3.7862931594427	3.88825950075745	7.57055006538668	4.10843038273031	3.67441867722948	3.79048812941497	Up_muscle_Down_hemocytes
XM_027356628.1	-9.85348301818276	2.22966011547393	-28.1301605247151	1.96289399325518e-13	7.38798659755486e-11	18.7385017042171	2306	2409	1607	2420	2671	2891	7	9	8	19	29	16	196.188739171654	172.244693571249	145.986019059356	91.5296161349792	130.890350597141	128.835095603862	0.092996674091575	0.214689174888448	0.178130589773804	0.137429889563162	0.183720933861474	0.127948966393754	Up_muscle_Down_hemocytes
XM_027363209.1	-11.0750650161502	1.74935072401115	-28.1869595460505	1.91067848896759e-13	7.38798659755486e-11	18.1357776329005	1957	2199	1393	4838	2734	3839	5	10	1	10	7	8	166.496688013411	157.229589523942	126.545441536828	182.983587959103	133.977618319949	171.081955040895	0.0664261957796964	0.238543527653831	0.0222663237217255	0.0723315208227167	0.0443464323113903	0.0639744831968772	Up_muscle_Down_hemocytes
XM_027381154.1	-11.6044849569355	2.40717398860428	-27.7575078854894	2.34580814233839e-13	8.57694479928696e-11	18.1269122137173	4637	5891	4095	6077	3593	6105	6	3	3	18	22	8	394.504416105359	421.209418774689	372.005443713792	229.845238533995	176.072268699187	272.064427070764	0.0797114349356357	0.0715630582961494	0.0667989711651766	0.13019673748089	0.139374501550084	0.0639744831968772	Up_muscle_Down_hemocytes
XM_027363211.1	-11.2238220167745	1.90219927778292	-27.5925820590517	2.54019577893998e-13	8.78564469813375e-11	17.9961661738675	2231	2214	1473	6165	3644	5027	7	8	1	6	14	8	189.807925885499	158.302096955892	133.812947152727	233.173588211631	178.571485427174	224.024221930341	0.092996674091575	0.190834822123065	0.0222663237217255	0.04339891249363	0.0886928646227805	0.0639744831968772	Up_muscle_Down_hemocytes
XM_027383692.1	-9.56922292358439	6.31841369200744	-27.6022451856466	2.52834262320213e-13	8.78564469813375e-11	19.9744522843476	21740	46908	30515	53359	28357	44907	416	192	129	281	306	298	1849.58507788021	3353.94524119557	2772.09917336419	2018.15239146544	1389.61350501053	2001.24442693969	5.52665948887074	4.58003573095356	2.87235576010259	2.03251573511834	1.93857261246935	2.38304949908368	Up_muscle_Down_hemocytes
XM_027353008.1	-8.04785809179656	3.90488077059178	-26.8930650000557	3.57905683450146e-13	1.12198035004204e-10	19.7896435478119	4808	4082	2832	5704	3579	5153	96	32	16	170	184	113	409.052670397793	291.86502248146	257.269698802798	215.737574559472	175.386209205229	229.639310842858	1.27538295897017	0.76333928849226	0.356261179547609	1.22963585398618	1.16567764932797	0.90363957515589	Up_muscle_Down_hemocytes
XM_027363210.1	-11.028090127476	1.77557251117468	-26.8357861923996	3.68236107695285e-13	1.12198035004204e-10	17.8120673368216	1858	2171	1386	4930	2724	3761	3	13	4	7	7	6	158.074014475686	155.227575650967	125.909534795437	186.463226258449	133.487575824265	167.605947618861	0.0398557174678179	0.310106585949981	0.0890652948869022	0.0506320645759017	0.0443464323113903	0.0479808623976579	Up_muscle_Down_hemocytes
XM_027363230.1	-11.1972085798646	0.751291545868401	-26.9426072519731	3.4922107298989e-13	1.12198035004204e-10	17.5570693842566	1017	1316	858	2328	1276	1880	4	1	0	10	3	5	86.5238281602654	94.0946520297896	77.9439977305089	88.0499778356328	62.5294224492519	83.7806917105712	0.0531409566237571	0.0238543527653831	0	0.0723315208227167	0.0190056138477387	0.0399840519980482	Up_muscle_Down_hemocytes
XM_027369484.1	-6.63130683118331	3.05676676681908	-26.8410493084206	3.67273677658262e-13	1.12198035004204e-10	19.853628459655	1006	1267	871	3046	1686	1416	33	36	34	146	170	109	85.5879755449626	90.5911277520847	79.1249673930923	115.206285432705	82.6211647722874	63.1029039692387	0.438412892145996	0.858756699553792	0.757055006538668	1.05604020401166	1.07698478470519	0.871652333557452	Up_muscle_Down_hemocytes
XM_027379966.1	-8.76003459601382	7.37373028998432	-26.9675202035829	3.44939541607219e-13	1.12198035004204e-10	19.6719016457777	33398	39081	22404	110392	53922	229243	518	486	373	1008	1136	851	2841.41869508018	2794.3108632038	2035.26494773231	4175.26338197216	2642.40714522615	10216.0303775566	6.88175388277655	11.5932154439762	8.30533874820363	7.29101729892984	7.19679244367705	6.80528565006781	Up_muscle_Down_hemocytes
XM_027366310.1	-6.68843983733091	3.41879295961031	-26.4278799955194	4.51725393226638e-13	1.34435578072588e-10	19.7767366921333	1806	2057	998	3078	1387	2464	88	45	31	158	195	123	153.649983930619	147.076519168144	90.6621325583308	116.416594406391	67.968894151342	109.80618317811	1.16910104572266	1.07344587444224	0.690256035373492	1.14283802899892	1.23536490010301	0.983607679151987	Up_muscle_Down_hemocytes
XM_027355579.1	-7.7570692786722	3.23834995680705	-26.2631107930766	4.91019243348867e-13	1.36599418633379e-10	19.4777741458512	1985	2515	1991	2141	2314	2617	28	45	34	93	88	88	168.878858306909	179.823746090365	180.870046015668	80.9772347706572	113.39583350123	116.624505429024	0.3719866963663	1.07344587444224	0.757055006538668	0.672683143651265	0.557498006200335	0.703719315165649	Up_muscle_Down_hemocytes
XM_027355580.1	-7.82716208793984	3.189979849031	-26.3004677072949	4.81799717762257e-13	1.36599418633379e-10	19.4666524936196	1934	2501	1933	2064	2345	2560	31	53	28	82	88	69	164.539905272324	178.822739153878	175.601104444142	78.064928802726	114.914965237849	114.084346159076	0.411842413834118	1.26428069656531	0.623457064208315	0.593118470746277	0.557498006200335	0.551779917573066	Up_muscle_Down_hemocytes
XM_027363215.1	-11.7522601413975	1.6144738526587	-26.3048683209508	4.80725947384859e-13	1.36599418633379e-10	17.4569024400588	2123	2080	1412	6221	4306	4266	7	4	2	2	4	8	180.619554753435	148.721030563801	128.271474120604	235.291628915581	211.012298641441	190.110867466647	0.092996674091575	0.0954174110615325	0.0445326474434511	0.0144663041645433	0.0253408184636516	0.0639744831968772	Up_muscle_Down_hemocytes
XM_027366844.1	-8.71310932854888	3.34342125691852	-26.1251922135026	5.26730316042358e-13	1.37988263755633e-10	19.1991461387045	2286	2416	1994	6753	3383	6448	32	69	10	94	65	42	194.487188962012	172.745197039492	181.142577476264	255.413015603105	165.781376289827	287.349946888172	0.425127652990057	1.64595034081144	0.222663237217255	0.679916295733537	0.411788300034338	0.335866036783605	Up_muscle_Down_hemocytes
XM_027370783.1	-14.0312118320472	-0.123830551437059	-26.0795890401734	5.39143016940038e-13	1.37988263755633e-10	17.2976920212708	1439	1423	844	4349	2001	4283	1	0	0	0	0	0	122.426537583699	101.74520504437	76.6721842477267	164.488553954969	98.0575033863268	190.86845882786	0.0132852391559393	0	0	0	0	0	Up_muscle_Down_hemocytes
XM_027376200.1	-10.6462707963392	2.21260699412401	-26.1114804390471	5.30429980730903e-13	1.37988263755633e-10	17.8292300720427	2445	2704	1663	6830	3136	4717	4	1	8	28	23	19	208.014513128662	193.337339732942	151.073272990485	258.325321571036	153.677326646437	210.209320637641	0.0531409566237571	0.0238543527653831	0.178130589773804	0.202528258303607	0.145709706165997	0.151939397592583	Up_muscle_Down_hemocytes
XM_027383519.1	-12.3490803096324	-0.978804249583821	-26.1891467912014	5.09836086011295e-13	1.37988263755633e-10	17.3550005548457	326	566	354	1406	681	837	1	0	0	0	0	0	27.7352684171549	40.4692804322651	32.1587123503498	53.1779505313143	33.3718939560663	37.3002334902915	0.0132852391559393	0	0	0	0	0	Up_muscle_Down_hemocytes
XM_027365007.1	-8.50732956323115	6.10237830323091	-25.982142653689	5.6673067170953e-13	1.42204949134644e-10	19.4804769457406	16374	21134	15149	17540	17288	71112	197	186	108	559	742	499	1393.05915663342	1511.09147112278	1376.19303219053	663.400606201461	847.18546653814	3169.04922815007	2.61719211372004	4.43690961436126	2.40476296194636	4.04333201398986	4.70072182500737	3.99040838940522	Up_muscle_Down_hemocytes
XM_027381061.1	-7.24696143262458	3.31153063871375	-25.8361785563166	6.10923754775352e-13	1.50345986343465e-10	19.4074794412089	1725	2121	1745	2241	1600	3343	93	20	36	97	126	117	146.758705581571	151.652550877799	158.522466246781	84.7594503134249	78.4067993094068	148.978112972574	1.23552724150235	0.477087055307662	0.80158765398212	0.701615751980352	0.798235781605025	0.935626816754329	Up_muscle_Down_hemocytes
XM_027355187.1	-10.1181561975778	3.43849104296704	-25.731521288742	6.44878927055771e-13	1.55707842066655e-10	18.5158382180246	5122	4192	2652	12931	6468	14263	9	13	9	71	64	58	435.767008689163	299.73007698243	240.917811167027	489.078291835296	316.959486208277	635.619152057381	0.119567152403454	0.310106585949981	0.20039691349553	0.513553797841289	0.405453095418425	0.46381500317736	Up_muscle_Down_hemocytes
XM_027381156.1	-11.53358881141	2.39338837275137	-25.5616826926792	7.04362504253194e-13	1.66920869757928e-10	17.5413700677077	4345	5796	4069	5419	3320	5390	5	9	4	9	12	13	369.661783044595	414.416871705669	369.643504388625	204.958260262584	162.694108567019	240.201025702116	0.0664261957796964	0.214689174888448	0.0890652948869022	0.065098368740445	0.0760224553909547	0.103958535194925	Up_muscle_Down_hemocytes
XM_027356905.1	-7.2248305161768	4.43874915245618	-25.5061041783741	7.25084715843335e-13	1.68707438339039e-10	19.4591115102917	3177	3656	3372	4181	5141	6870	159	158	106	177	210	157	270.291250801537	261.405811414066	306.325361710112	158.134431843119	251.930847031038	306.156038325332	2.11235302579435	3.76898773693053	2.36023031450291	1.28026791856209	1.33039296934171	1.25549923273871	Up_muscle_Down_hemocytes
XM_027362706.1	-14.8222913265079	0.384887237285475	-25.373216138113	7.77328748082232e-13	1.73413464358745e-10	17.039850822559	2520	3903	2255	7809	2666	5765	0	2	0	0	0	0	214.395326414817	279.066433793517	204.852814548132	295.353211734732	130.645329349299	256.912599846512	0	0.0477087055307662	0	0	0	0	Up_muscle_Down_hemocytes
XM_027363228.1	-10.8711196108298	1.02090715739733	-25.3991978497499	7.66805254534125e-13	1.73413464358745e-10	17.1999086996292	1118	1330	1000	2633	1348	1937	3	4	0	6	10	7	95.1166567189544	95.0956589662767	90.8438201987283	99.5857352410744	66.0577284181752	86.3208509805194	0.0398557174678179	0.0954174110615325	0	0.04339891249363	0.063352046159129	0.0559776727972675	Up_muscle_Down_hemocytes
XM_027373383.1	-12.9761464255379	0.512926649724912	-25.3521765666844	7.85963970681192e-13	1.73413464358745e-10	17.0846205215282	1526	2194	1325	2530	2462	3448	4	0	0	4	0	2	129.828280995639	156.872087046625	120.368061763315	95.6900532320237	120.64846243735	153.657353733005	0.0531409566237571	0	0	0.0289326083290867	0	0.0159936207992193	Up_muscle_Down_hemocytes
XM_027363224.1	-10.7321823543184	0.987819136341631	-25.2493796985706	8.29659375664865e-13	1.79951712379378e-10	17.1666331997504	1024	1346	890	2358	1211	1938	4	2	0	9	11	7	87.1193707336399	96.2396668936906	80.8509999768682	89.1846424984632	59.3441462273072	86.3654151782377	0.0531409566237571	0.0477087055307662	0	0.065098368740445	0.0696872507750418	0.0559776727972675	Up_muscle_Down_hemocytes
XM_027364373.1	-4.62229694233643	5.33587801207321	-25.190690553871	8.55768276032183e-13	1.82521110473064e-10	19.4759135400672	1984	3279	1751	6999	4156	4388	617	428	393	1060	1074	924	168.793780796427	234.450124624377	159.067529167973	264.717265838314	203.661661206184	195.547699588291	8.19699255921454	10.209662983584	8.75066522263814	7.66714120720797	6.80400975749045	7.38905280923932	Up_muscle_Down_hemocytes
XM_027363214.1	-11.3316019501315	1.95649862540657	-25.1045291214007	8.95707291729855e-13	1.87907642824048e-10	17.2882268750403	2272	2251	1487	6819	4677	4708	10	11	2	8	7	4	193.296103815263	160.947615288037	135.084760635509	257.909277861332	229.19287523131	209.808242858175	0.132852391559393	0.262397880419214	0.0445326474434511	0.0578652166581734	0.0443464323113903	0.0319872415984386	Up_muscle_Down_hemocytes
XM_027375602.1	-8.57224916267781	2.79571901253229	-24.9665457743485	9.63889362550679e-13	1.98949873750985e-10	18.5368271283123	1331	1638	866	4992	2762	4251	31	18	29	37	50	29	113.238166451635	117.117811568993	78.6707482920987	188.808199894965	135.349737307863	189.442404500871	0.411842413834118	0.429378349776896	0.645723387930041	0.267626627044052	0.316760230795645	0.23190750158868	Up_muscle_Down_hemocytes
XM_027364372.1	-5.1050659132784	5.4834364178676	-24.8710542614008	1.01432194994602e-12	2.06019827279972e-10	19.2924514331519	2450	3869	2134	10254	5580	6437	596	384	410	948	974	839	208.439900681072	276.635416947763	193.860712304086	387.828381755403	273.443712591556	286.85974071327	7.91800253693981	9.16007146190712	9.12919272590747	6.85702817399354	6.17048929589916	6.7093239252725	Up_muscle_Down_hemocytes
XM_027375339.1	-7.17374302320951	3.27188046762204	-24.8417856982151	1.03034062248325e-12	2.06019827279972e-10	19.0185875676188	1241	1067	1051	3842	2649	2609	80	70	50	97	74	72	105.581190508249	76.2910286594115	95.4768550288634	145.312721153136	129.812257106637	116.267991847277	1.06281913247514	1.66980469357682	1.11331618608628	0.701615751980352	0.468805141577554	0.575770348771895	Up_muscle_Down_hemocytes
XM_027363225.1	-10.6171055028219	1.1197726239287	-24.8106130362776	1.04770012520097e-12	2.06267976956875e-10	17.0806609043327	973	1454	939	2493	1425	2016	3	0	4	8	15	9	82.7804176990543	103.961720403734	85.3023471666059	94.2906334811996	69.8310556349404	89.8414226002721	0.0398557174678179	0	0.0890652948869022	0.0578652166581734	0.0950280692386934	0.0719712935964868	Up_muscle_Down_hemocytes
XM_027376198.1	-10.7203502598026	2.48905468261337	-24.7771760614941	1.06666973479958e-12	2.0682079691258e-10	17.5408320634404	2499	3152	1691	9377	3618	6749	6	4	22	17	22	10	212.608698694693	225.369561700529	153.61689995605	354.65835144533	177.297374938396	300.763770401407	0.0797114349356357	0.0954174110615325	0.489859121877962	0.122963585398618	0.139374501550084	0.0799681039960965	Up_muscle_Down_hemocytes
