ID	log2FC_SigInv
XM_027378499.1	1.46611945917181
XM_027355039.1	-0.972152423084741
XM_027358438.1	-1.12805231262672
XM_027351090.1	-1.71273099389096
XM_027381608.1	1.36399183364756
XM_027363177.1	1.73199971697551
XM_027364276.1	1.4551322879125
XM_027374627.1	-1.07835238832836
XM_027375560.1	-1.56029716787824
XM_027356502.1	1.6684843971312
XM_027374154.1	-0.725604944088051
XM_027370023.1	1.11991848427739
XM_027359345.1	1.15512565668705
XM_027371572.1	1.45835364469224
XM_027356033.1	1.60490362721382
XM_027371678.1	1.81389123734159
XM_027366429.1	-1.80231963268994
XM_027376098.1	-1.5419512990399
XM_027383075.1	-0.746741001473421
XM_027355605.1	-0.816767852391887
XM_027360716.1	-1.89490534294739
XM_027376268.1	-0.808201447926193
XM_027371877.1	1.20768177483204
XM_027362331.1	-1.87284231491873
XM_027354919.1	-0.930492023805882
XM_027355296.1	0.765991178619544
XM_027361112.1	1.44399614862518
XM_027360866.1	1.48532875039739
XM_027377595.1	1.68723172015924
XM_027361141.1	-1.65993777063227
XM_027373811.1	-1.24483556735959
XM_027369711.1	-1.30108183183838
XM_027351646.1	1.95110309470406
XM_027370104.1	-1.18202286759334
XM_027370026.1	1.04418018437978
XM_027374711.1	-0.935767565853912
XM_027359293.1	-1.6032670361621
XM_027361960.1	1.776473452965
XM_027360438.1	-0.751260164327781
XM_027368865.1	-1.09716939510342
XM_027372625.1	0.738350069387381
XM_027352496.1	1.67263053040702
XM_027354576.1	1.3773871083513
XM_027362656.1	-1.17884581763754
XM_027373784.1	1.4120112031801
XM_027375212.1	1.97300202891679
XM_027362007.1	1.1612141572323
XM_027374496.1	1.21373813315621
XM_027352512.1	-1.49209139209863
XM_027362290.1	1.83792332770171
XM_027369918.1	-1.05615532275295
XM_027364426.1	-1.38521727729062
XM_027379092.1	1.99203679630632
XM_027370263.1	-1.21829173944725
XR_003477288.1	-1.37899474606982
XM_027370754.1	-0.920571511179529
XM_027375227.1	-1.61090814814562
XM_027355279.1	1.10393980706719
XM_027358883.1	1.50908169747552
XM_027351165.1	2.15966837778881
XM_027354274.1	-1.3635703768277
XM_027373293.1	1.41688701609414
XM_027364322.1	-1.99943335986391
XM_027362572.1	2.01436561702875
XM_027359730.1	-2.01580462059409
XM_027354771.1	0.92885925166677
XM_027355257.1	1.30388977672446
XM_027374303.1	1.54504291822117
XM_027358295.1	-2.03428917878666
XM_027357257.1	1.68224897004054
XM_027369713.1	-1.35823807045477
XM_027380579.1	2.03733074494578
XM_027371337.1	-1.29416135919117
XM_027360396.1	1.57360638856274
XM_027354123.1	-1.68009550870973
XM_027364923.1	-1.71976717343147
XM_027374643.1	-1.16127728682317
XM_027370529.1	-1.12849175731985
XM_027368358.1	-1.72250000743812
XM_027369923.1	1.39169345206504
XM_027380514.1	1.13545771839945
XM_027356540.1	1.68066086728156
XM_027381136.1	-1.9357981824548
XM_027378421.1	-0.765481604633406
XM_027360463.1	1.14961879999208
XM_027355076.1	-0.910368995067308
XM_027369041.1	1.08435263288304
XM_027373085.1	-1.10864589415001
XM_027367955.1	-1.60466300092845
XM_027367187.1	-1.99984945652611
XM_027350648.1	-0.954745514217529
XM_027375411.1	-1.64871236730995
XM_027351374.1	0.759021317366929
XM_027361011.1	1.2102764671658
XM_027354413.1	1.30172690340624
XM_027363530.1	-1.47695974644464
XR_003477704.1	1.18930132328184
XM_027382472.1	0.622852118583936
XM_027363700.1	2.15991341015263
XM_027383583.1	1.43016051908879
XM_027354269.1	-1.34913351457615
XM_027351450.1	1.1425605379664
XR_003475846.1	-0.707669094149057
XM_027365466.1	-1.22861651049241
XM_027363368.1	-1.34257735622598
XM_027378872.1	-0.947434051125606
XM_027364749.1	0.906532655721674
XM_027382111.1	-0.788598853020235
XM_027372511.1	-1.53990217920626
XM_027378824.1	-1.2866814449924
XM_027355302.1	-1.06015819837417
XM_027378558.1	-1.51646636547033
XM_027353332.1	-1.48106633741202
XM_027379093.1	1.81929273697691
XM_027363490.1	-1.99934446825914
XM_027361978.1	0.309414131348197
XM_027379080.1	-0.934537964686549
XM_027372739.1	-0.753059452109901
XM_027375374.1	1.50641667010046
XM_027369710.1	-1.39524812439405
XM_027365218.1	-1.7580824665449
XM_027362604.1	-1.58606333105903
XM_027369715.1	-1.29014726852773
XM_027353845.1	1.78610631731995
XM_027367099.1	-1.19585437375074
XM_027377891.1	1.85888966324545
XM_027353347.1	-1.40858886684452
XM_027351655.1	0.988464303731702
XM_027383560.1	-1.55325733422685
XM_027372513.1	-0.918128935560726
XM_027363527.1	-1.43475549200693
XM_027383506.1	-0.913742448414868
XM_027380801.1	-1.65147490936704
XM_027379691.1	1.85861677991485
XM_027372169.1	1.79664409613522
XM_027381308.1	1.32343528481142
XM_027358060.1	0.977506644574236
XM_027369921.1	1.22271079239485
XM_027357336.1	-2.16959755856857
XM_027366676.1	1.4814948718643
XM_027358987.1	-0.801544084475816
XM_027358544.1	-1.20362756187317
XM_027379081.1	-0.724966250525228
XM_027374732.1	-1.31568616017682
XM_027354541.1	-1.12135006140976
XM_027372538.1	-1.03376039952636
XM_027364131.1	1.70704846669331
XM_027354140.1	-0.868808899153924
XM_027370841.1	1.67394697500324
XM_027358299.1	-1.93810417691226
XM_027375915.1	-1.87993985064703
XM_027377112.1	-1.83215295551492
XM_027370459.1	-0.741123237045651
XM_027360447.1	-1.59037722223202
XM_027368757.1	-0.92664069050163
XM_027359347.1	-1.02241895199024
XM_027361399.1	1.43448565504696
XM_027383557.1	-1.42996899072146
XM_027368265.1	1.80340395747401
XM_027372636.1	0.560084667844233
XM_027350647.1	-0.974554432964948
XM_027365612.1	-1.53325908441549
XM_027357212.1	1.68286472299569
XM_027366376.1	-1.46274601620052
XM_027376518.1	-1.1505296815409
XM_027364735.1	-1.24762308785501
XM_027371436.1	-1.35890550353384
XM_027374970.1	-1.22776776366753
XM_027351807.1	0.881062126746554
XM_027380864.1	1.47226992921822
XM_027368587.1	-1.50041769093201
XM_027375092.1	1.35155181281617
XM_027351149.1	1.5518836867393
XM_027378312.1	-0.723798397202058
XM_027381310.1	1.34191982018339
XM_027359659.1	1.54642518218051
XM_027372141.1	-1.54768800085462
XR_003476297.1	1.76457490985551
XM_027365756.1	-1.10811615980935
XM_027353545.1	1.18768470454407
XM_027354582.1	-0.675412017170061
XR_003476252.1	-1.59993925354572
XR_003475435.1	-1.23005455196631
XM_027369595.1	1.53856670208847
XM_027361324.1	1.84284026488701
XM_027376683.1	1.92888034638871
XM_027360411.1	-1.68596950925078
XM_027375234.1	-1.57387975199775
XM_027360684.1	1.76322797244486
XM_027362213.1	1.64207479150663
XM_027375409.1	-1.67114153443835
XM_027363021.1	-0.85588121519831
XM_027370747.1	-1.87276372649687
XM_027353650.1	-1.4626893846451
XM_027372714.1	1.4183461554091
XM_027366382.1	-1.42516397519454
XM_027369688.1	4.56152620321933
XR_003477662.1	-1.31960901182777
XM_027379096.1	1.90345313327355
XM_027373549.1	1.56796709980193
XM_027368428.1	1.79908800163403
XM_027375883.1	-1.08915140863868
XR_003477899.1	1.80497855210697
XM_027362047.1	-1.41246658028215
XM_027375696.1	-1.41202832365261
XM_027379406.1	1.39194226753576
XM_027363150.1	-1.67197459343662
XM_027375810.1	-1.03191083428631
XM_027350836.1	1.10850556164089
XM_027362912.1	1.22729751744941
XM_027382011.1	-1.27069244493918
XM_027362941.1	1.1817830093661
XM_027379459.1	1.03274191089918
XM_027372399.1	1.26075450863013
XM_027354069.1	-1.42066622444538
XM_027374948.1	-1.14801644466758
XM_027358267.1	1.2826233360806
XM_027377439.1	0.693598837076008
XM_027352187.1	-1.02530082216647
XM_027366567.1	-1.44809101473988
XR_003475526.1	1.51620505130097
XM_027383197.1	1.5691128712506
XM_027368171.1	1.37663921800481
XM_027354285.1	-1.25876897446754
XM_027353502.1	-1.4083666190551
XM_027378723.1	0.932904335564538
XM_027368705.1	1.02789352956884
XM_027357787.1	-1.40926481232698
XM_027353333.1	-1.43265464490049
XM_027370766.1	1.05301396683284
XM_027367574.1	-1.37353076994015
XM_027365521.1	1.44877676583211
XM_027359663.1	-1.33117352743631
XM_027359677.1	-1.68807426721019
XR_003477038.1	1.77335691042582
XM_027365576.1	-2.03534290990416
XM_027366377.1	-1.41894014916069
XM_027364176.1	1.43560611507181
XM_027366056.1	-2.06715337470678
XM_027360184.1	-1.31897852696241
XM_027380800.1	-1.61836662258441
XM_027361249.1	1.18562191996283
XM_027355566.1	-1.44842908839697
XM_027365389.1	1.68694205683475
XM_027371675.1	-1.22586367101989
XM_027382692.1	-1.32252970847157
XM_027366381.1	-1.37483170324643
XM_027382171.1	1.26296405713651
XM_027362288.1	1.99138476954026
XM_027351287.1	-1.04872442996985
XM_027352205.1	1.49783768816869
XM_027366918.1	-1.09646042699705
XM_027355236.1	1.4469870958053
XM_027381059.1	-1.29132346638687
XM_027374922.1	-1.22375958654912
XM_027369126.1	-1.34539034127654
XM_027362908.1	-0.450246664229615
XM_027364549.1	0.892075581654595
XM_027354881.1	-1.87710042743809
XM_027357428.1	-1.60264449322794
XM_027354879.1	-1.79636905175346
XM_027382432.1	1.04538905162301
XM_027357704.1	-1.94970891718132
XM_027352182.1	-1.04373647038811
XM_027374934.1	-1.20521064572356
XM_027373638.1	-0.803035584148499
XM_027353912.1	-0.677218413766252
XM_027365959.1	-1.50466793227535
XM_027357441.1	1.74361021831673
XM_027378269.1	-0.614438658233895
XM_027373544.1	1.65400615991771
XM_027368851.1	-0.805212478261393
XM_027378838.1	-1.38910222080985
XM_027383440.1	-1.73773266970571
XM_027355517.1	-1.23702925591919
XR_003476658.1	-1.18167645685399
XM_027362013.1	1.64780318604573
XM_027356386.1	-1.263719538387
XM_027353491.1	-1.1750806651912
XM_027353648.1	-1.42274436115096
XM_027369717.1	-1.18512566340428
XM_027364278.1	1.30389791902875
XM_027369844.1	-0.858429031852573
XM_027375243.1	-1.50650153195333
XR_003477659.1	-1.61947698806942
XM_027351091.1	-1.60536707508725
XM_027360427.1	-1.43383834777169
XM_027379113.1	-1.20109509197779
XM_027378012.1	-1.92108245619381
XM_027383168.1	-0.598068962655445
XM_027357806.1	-1.22312243332802
XM_027369707.1	-1.26558918499885
XM_027370634.1	-1.34305490636428
XM_027368597.1	1.40299509371358
XM_027369812.1	1.07886111937627
XM_027378272.1	-0.576664509600893
XM_027372325.1	-1.38410970736118
XM_027382520.1	-1.52376146636464
XM_027368348.1	1.44127395710634
XM_027365269.1	-1.46833197057488
XM_027379245.1	1.21801474404484
XM_027372250.1	-1.39954096565148
XM_027380144.1	1.31388653796481
XR_003476465.1	-1.75938610649063
XM_027365579.1	-0.958371427663707
XM_027365297.1	-1.57080275116724
XM_027376084.1	1.4703959453993
XM_027372096.1	-1.37932553787953
XM_027353646.1	-1.4907146086425
XM_027369069.1	1.25157935822131
XM_027382691.1	-1.3293404701675
XM_027375821.1	-1.00837648543174
XM_027373835.1	1.60841523703065
XM_027358300.1	-1.87436151185244
XM_027370235.1	-1.30719021779437
XR_003477979.1	-1.41117936138742
XM_027358510.1	-0.499736003158855
XM_027371269.1	1.79107304328612
XM_027372199.1	-1.09637820186937
XM_027363615.1	1.16695475720997
XM_027369954.1	1.99211811904886
XM_027360185.1	1.57465719537523
XM_027375503.1	1.3642013337378
XM_027354728.1	0.738868838522628
XM_027352000.1	-1.31616542541853
XM_027373207.1	2.03586434527877
XM_027360641.1	0.819701604723112
XR_003475962.1	-1.81993981802025
XM_027362292.1	1.23269558147069
XM_027383132.1	1.55416827636123
XM_027380893.1	-1.55569683111278
XM_027376220.1	-1.46559423878353
XM_027375501.1	1.36049994335018
XM_027354278.1	-1.23504660100224
XM_027377424.1	-1.57929966866996
XM_027351731.1	-1.78505063899786
XR_003477177.1	-1.49984186324136
XM_027371906.1	-1.38337497405937
XM_027355303.1	-0.997608086465254
XM_027372992.1	0.949303185573149
XM_027366380.1	-1.3577242080247
XM_027381607.1	1.6515699443265
XM_027383206.1	1.14189758271999
XM_027370648.1	0.464786783580134
XR_003476314.1	1.50726026311603
XM_027383199.1	1.7646558906311
XM_027365134.1	-2.08821153686397
XM_027368070.1	-1.05049216881332
XM_027362191.1	1.5235404033967
XM_027351656.1	1.02109291072902
XM_027366801.1	-0.431458730189779
XM_027368217.1	-1.30836850477625
XM_027350671.1	-0.887770160133458
XM_027356549.1	1.63014827241035
XM_027353647.1	-1.54848518720588
XM_027365356.1	1.59806361303868
XM_027356004.1	1.88530129338004
XM_027383068.1	-1.02217859166721
XM_027381711.1	-1.48435386104899
XM_027365022.1	0.837414611642268
XM_027353763.1	-0.860995444090564
XM_027366858.1	-1.11427695939675
XM_027360158.1	1.76293381922414
XM_027358124.1	-1.32526746055463
XM_027381752.1	-1.21443402574139
XM_027368890.1	1.49392235689136
XM_027382413.1	-1.61835352254285
XM_027374677.1	-1.25399495688776
XM_027359040.1	1.66379458412863
XM_027360688.1	1.72912922457802
XM_027359294.1	-1.4196421704081
XM_027371459.1	1.84550944326256
XM_027365487.1	1.09803201381654
XM_027359846.1	1.5043690383395
XM_027351021.1	-1.29851433671266
XM_027368837.1	-0.941788559519043
XM_027371426.1	1.36313916004051
XM_027362034.1	1.79388625477608
XM_027367896.1	1.59938916494357
XM_027374404.1	1.73283742670171
XM_027357734.1	-1.14327079182311
XM_027355548.1	1.55334881953403
XM_027373241.1	-1.11696133376346
XM_027365018.1	-0.821013260596776
XM_027353645.1	-1.50341419475327
XM_027380712.1	-1.88938740384454
XM_027374166.1	-1.44951878888199
XM_027361147.1	-1.21002167068355
XM_027378909.1	-1.30476318255567
XM_027360639.1	-1.41104547349112
XM_027372394.1	-1.0999423742624
XM_027367960.1	1.82021258069512
XM_027382204.1	-0.868949001397004
XM_027358308.1	1.52543428750876
XM_027351700.1	1.79754052490036
XM_027378941.1	1.40301554126051
XM_027364910.1	-1.61331458790889
XM_027352221.1	1.63197027130985
XM_027358306.1	-1.28191346525006
XM_027382356.1	-1.86523938520752
XM_027374062.1	-1.59793117193273
XM_027379677.1	-1.28676686965498
XM_027375867.1	0.471488407025238
XM_027381567.1	1.15912605774733
XM_027373360.1	1.29819088559
XM_027369627.1	1.36288355591045
XM_027358058.1	1.02766655976072
XM_027382614.1	-2.03758187677052
XM_027368582.1	-1.54041690782281
XM_027372112.1	0.842059162159039
XM_027355920.1	1.45924698915075
XM_027370367.1	-1.0714060946789
XM_027371193.1	-1.56418525504795
XM_027360813.1	-0.952071982741411
XM_027368036.1	0.897264249220093
XM_027377942.1	1.44963539161063
XM_027366919.1	1.53032813862474
XM_027376390.1	1.68151070291852
XM_027365457.1	-1.7926224308929
XM_027381392.1	-1.13082159432807
XM_027361247.1	1.21904355912949
XM_027365103.1	-1.71764607393708
XM_027373358.1	1.30148892201312
XM_027351089.1	-1.50380283316859
XM_027371911.1	1.56142259083858
XM_027370332.1	-1.27766234783365
XM_027368744.1	-1.23610559673427
XM_027371351.1	1.49214644387559
XM_027376230.1	1.10124670684289
XM_027372397.1	-1.09094094569407
XM_027353587.1	-1.64808257886302
XM_027372396.1	-1.10006254961123
XM_027363332.1	1.61168943395497
XM_027357151.1	1.00354681753604
XM_027362127.1	-1.46889735711599
XM_027352556.1	-0.861318055110209
XM_027377901.1	-1.45639315455456
XM_027350649.1	-0.932253572489045
XM_027380270.1	-1.34306598283343
XM_027354616.1	-1.5515831800523
XM_027353488.1	-1.38745625739633
XM_027370027.1	1.12671715763769
XM_027382807.1	1.26711701921649
XM_027355593.1	1.37635380973412
XM_027375687.1	1.36804057150283
XM_027366423.1	-1.24650785600511
XM_027359341.1	-1.37726029040612
XM_027364784.1	1.53976706852037
XM_027367414.1	-1.57372798467611
XR_003475660.1	1.71967761199492
XM_027358052.1	1.26606189483405
XM_027369716.1	-1.19407214517331
XM_027357986.1	-0.784676264395259
XM_027362870.1	1.41150088305299
XM_027353586.1	-1.59563733585433
XM_027358439.1	-0.952672483981382
XM_027363719.1	1.54933273407087
XM_027359729.1	-2.06847632855598
XM_027362476.1	1.50126908728964
XM_027369542.1	-0.989393589483563
XM_027382948.1	1.03556665665341
XM_027381831.1	-1.56648742697398
XM_027383133.1	1.65711686210258
XM_027352735.1	-1.80786741552743
XM_027378936.1	1.47170903335856
XM_027377508.1	1.56794089581908
XM_027372659.1	-1.09118058217186
XM_027364741.1	1.0805068931765
XM_027364734.1	0.920192740109126
XM_027378379.1	1.35004515640225
XM_027354330.1	1.33400482463225
XM_027353957.1	1.1431899538056
XM_027372190.1	0.482240158353082
XM_027370254.1	0.589385931683018
XM_027358231.1	-0.736797110815391
XM_027369207.1	1.41259653084018
XM_027353373.1	-0.744387445518341
XM_027371819.1	7.0189502167881
XM_027369555.1	1.62011450791125
XM_027355063.1	-1.20662144720915
XM_027360107.1	-1.70354227551007
XM_027368063.1	1.39801264575034
XM_027381708.1	-1.51949131919537
XM_027355157.1	0.855253534277909
XM_027379146.1	-1.22906094437008
XM_027381710.1	-1.46978160516215
XM_027379451.1	-0.792730461448017
XM_027381914.1	1.50248300275886
XM_027371935.1	-1.87303677645351
XM_027358225.1	-1.97041951632342
XM_027365011.1	-0.914410843466525
XM_027378165.1	1.32992788630723
XM_027363528.1	-1.34102470821496
XM_027353260.1	1.05475244797385
XM_027357796.1	-1.11637920446855
XM_027379733.1	-0.769818049138281
XM_027365137.1	1.29514136132887
XM_027370333.1	-1.30865039241954
XM_027376733.1	-1.43167461397286
XM_027383051.1	-0.734622839957525
XM_027381311.1	1.33101456890899
XM_027383237.1	-1.49490099375186
XM_027376326.1	-1.34424433233111
XM_027366402.1	-0.997835091754761
XM_027353843.1	1.41591375308726
XM_027370686.1	1.90844055544324
XM_027372392.1	-1.06273132560245
XM_027371597.1	-1.29630509804095
XM_027365463.1	1.5468746257468
XM_027382200.1	1.2355927159334
XM_027378955.1	1.54996392448925
XM_027367671.1	1.65622150347786
XM_027370153.1	-1.45334762062217
XM_027378056.1	1.37641818599927
XM_027356350.1	1.78098290782909
XM_027369813.1	1.02308224809499
XM_027355679.1	1.42467653821647
XM_027364208.1	1.81536926863634
XM_027378270.1	-0.549013227679147
XM_027356536.1	1.41758109111901
XM_027359903.1	1.43677236492974
XM_027370719.1	1.17619001327864
XM_027368316.1	1.73694377498922
XM_027360636.1	-1.24596010424482
XM_027375489.1	-1.74561367664663
XM_027354015.1	1.82976947260347
XM_027380684.1	-0.626711869091489
XM_027367953.1	1.33770423456032
XM_027354525.1	-1.59478262482608
XM_027362942.1	1.19201524761152
XM_027369780.1	1.52805734338979
XM_027354621.1	1.29002337088348
XM_027350608.1	-1.41758874077551
XM_027358298.1	-1.71241873069108
XM_027360066.1	1.62184760292773
XM_027381097.1	-1.40341233383071
XM_027354703.1	1.6322622211552
XM_027382012.1	-1.13439930673644
XM_027365315.1	1.65889294549419
XM_027363290.1	-1.323212708371
XM_027359722.1	-1.88835244302551
XM_027351410.1	-1.2642498691296
XM_027381621.1	1.32225835019665
XM_027350646.1	-1.91192130339504
XM_027368044.1	1.32498497149336
XM_027359194.1	-1.08043825918986
XM_027367119.1	1.42472507665285
XM_027364571.1	-1.04281907027327
XM_027373897.1	1.13716493045645
XR_003475516.1	1.49003329751782
XM_027366781.1	1.23428152298771
XM_027375688.1	1.36690891933961
XM_027359181.1	1.42913782618672
XM_027361142.1	-1.47623359829459
XM_027355301.1	-0.978063858503772
XM_027370024.1	1.02940465947869
XM_027380109.1	-0.821874540541809
XM_027358445.1	-1.41017041027904
XM_027372395.1	-1.05618565839765
XM_027358208.1	1.75125081303769
XM_027368213.1	1.04974737383943
XM_027354255.1	-1.05938299721535
XM_027356537.1	1.73033663769681
XM_027361035.1	1.31033229130026
XM_027380182.1	-1.02467869584647
XM_027357779.1	-1.1177195776465
XM_027382355.1	-1.83842435660955
XM_027381183.1	-1.29206389214969
XM_027377689.1	-1.36029469833185
XM_027381107.1	-0.949746348568412
XM_027367408.1	1.37771408840929
XM_027350901.1	-1.25748269113621
XM_027362937.1	-1.29702534946193
XM_027353470.1	1.73071685339317
XM_027369625.1	1.33888735197426
XM_027362200.1	1.55829411579401
XM_027354428.1	-0.944991167278625
XM_027369419.1	-0.916190670780258
XM_027376346.1	-1.83363023377413
XR_003476907.1	-1.47475131526618
XM_027360867.1	1.32135248581745
XM_027374693.1	1.34478006605063
XM_027363778.1	1.47693358618296
XR_003476441.1	-1.09578565641914
XM_027370413.1	-1.20498345051785
XM_027356837.1	1.34625491180008
XM_027368746.1	-1.33227237527509
XM_027352971.1	1.77237334782672
XM_027369201.1	-0.983745099612595
XM_027379222.1	1.57237471116734
XM_027366184.1	-1.92946708007375
XM_027371249.1	-1.3375123038061
XM_027377052.1	-1.4621879429674
XM_027363555.1	0.656200586559458
XM_027371689.1	-1.35756047521712
XM_027377208.1	1.16131568107341
XM_027375822.1	1.6744958214426
XM_027365964.1	1.79764576401561
XM_027381707.1	-1.43026709498365
XM_027352184.1	-0.979502385015161
XM_027372924.1	-1.22243068674022
XM_027372996.1	-1.08420011937865
XM_027373099.1	1.38978683931923
XM_027366378.1	-1.28679086170545
XM_027352408.1	1.81172803116176
XM_027357658.1	-1.2707904713233
XM_027356539.1	1.55221215983691
XM_027378773.1	1.57549401616731
XM_027359179.1	1.45908864864925
XM_027354841.1	-1.61705353107188
XM_027375999.1	1.38930909097902
XM_027352813.1	1.10516057904759
XM_027364606.1	1.39439728438087
XM_027367302.1	1.33889188616425
XM_027365155.1	1.33211617346958
XM_027356846.1	0.871674654029265
XM_027360022.1	-1.2400982518383
XM_027378166.1	1.24656196200417
XR_003476647.1	1.69990965140373
XM_027375186.1	-0.894965732140432
XM_027372631.1	0.695972095864728
XM_027361453.1	1.32459717332458
XM_027360608.1	-1.08638670992848
XM_027360299.1	-0.937991456124029
XM_027377895.1	-1.27907020014302
XM_027358440.1	-0.966443426921669
XM_027364819.1	0.508009616300891
XM_027353257.1	-0.91912203936157
XM_027366964.1	-0.930283080878812
XM_027369490.1	1.29761927284645
XM_027378783.1	1.1393653347651
XM_027373311.1	-1.85688936185319
XM_027374927.1	-1.11417933943711
XM_027377119.1	1.32010844375581
XM_027354031.1	1.79769406490055
XM_027350627.1	-0.518554513301117
XR_003476229.1	1.28161196043053
XM_027352093.1	-0.835352702425896
XM_027376909.1	-1.3741008130943
XM_027382653.1	1.05384890092592
XM_027380079.1	-0.833738956182549
XM_027350880.1	-1.16449383122506
XM_027368157.1	1.56618367868262
XM_027360536.1	-0.68550534354839
XM_027351095.1	-1.42497919965968
XM_027376156.1	1.08960490642232
XM_027380732.1	1.12481802978851
XM_027372941.1	-1.12298653562839
XM_027368876.1	1.49578588887254
XM_027382090.1	1.7039718719617
XM_027378942.1	1.35995476518721
XM_027362198.1	1.61080145026195
XM_027359716.1	-1.71481851313012
XM_027360201.1	-1.16957318285195
XM_027382837.1	1.38765981274255
XM_027375329.1	7.49470870306437
XM_027378215.1	-1.58437904770585
XM_027373984.1	-1.4804236624861
XM_027359195.1	-1.08748449308492
XM_027354563.1	-1.10056993604832
XM_027362336.1	-1.67062242065765
XM_027371029.1	1.20373010440742
XM_027364472.1	-1.33311633862144
XM_027352373.1	1.50204024477276
XM_027355331.1	2.15142523349066
XM_027374534.1	0.808104135616801
XM_027361500.1	-1.88862162387303
XM_027360595.1	-0.362406175606932
XR_003476820.1	-1.5983040534657
XM_027380614.1	1.02447971357506
XM_027360890.1	1.53896655956041
XM_027352972.1	1.51499206005555
XM_027350884.1	-0.557825898070426
XM_027377314.1	1.23767100086401
XM_027353131.1	-1.02690462060526
XM_027358296.1	-1.69379583670893
XM_027378946.1	1.3795072910174
XM_027371308.1	-0.892276640518075
XM_027374203.1	1.43326466745732
XM_027376097.1	1.15905846432671
XM_027357034.1	1.03251819335789
XM_027379528.1	-1.46814399645819
XM_027365214.1	1.17258141446961
XM_027383603.1	-0.431434035008064
XM_027361248.1	1.11942709028718
XM_027365757.1	-1.03063777500504
XM_027366949.1	-1.04003896196059
XM_027357327.1	-1.49963488839994
XM_027365613.1	-1.37982527437392
XM_027379403.1	1.77821425822601
XM_027363858.1	-2.0550788791145
XR_003477807.1	-1.38780348071568
XM_027357288.1	-1.40474571747539
XM_027379209.1	0.620290091786667
XM_027365456.1	-1.9738824974224
XM_027352858.1	0.996373500346105
XM_027361263.1	-1.02828568809122
XM_027369938.1	1.29378767409207
XM_027366173.1	1.51906417994033
XM_027370198.1	-1.38083801197405
XM_027354241.1	1.32693412553929
XM_027373244.1	-0.665268978914327
XM_027360597.1	1.11765351153469
XM_027367060.1	-0.603020754415517
XM_027355185.1	1.20381344086064
XM_027379087.1	0.457179887302948
XM_027359857.1	-1.34508640894485
XM_027381104.1	-0.731940386624619
XM_027352308.1	-1.17705790753596
XM_027369322.1	1.19708808439198
XM_027352180.1	-0.902027531911438
XM_027351637.1	0.734635721695875
XM_027370363.1	1.39135394597376
XM_027357963.1	-1.09992274735322
XM_027365240.1	1.36554319969311
XM_027351660.1	1.0888343757516
XM_027379215.1	-1.32659606115601
XM_027379216.1	1.04351831199145
XM_027360943.1	-1.25810222800626
XM_027355782.1	1.39505717209971
XM_027360405.1	-1.13632948545
XM_027365154.1	1.42811356196061
XM_027381867.1	1.34852682142256
XM_027364602.1	1.53023844839655
XM_027372536.1	1.23718728696079
XM_027351732.1	-1.56169744842252
XM_027381709.1	-1.41220923992769
XM_027361469.1	1.27246304758607
XM_027358381.1	1.04195557008083
XM_027362938.1	-1.28191299625033
XM_027380366.1	1.58259575637282
XM_027383658.1	-0.634878818165438
XM_027370278.1	1.27798759138878
XM_027382515.1	1.56375845971844
XM_027369396.1	-1.07143833593081
XM_027365292.1	1.52370378803025
XM_027359686.1	-1.17616292557512
XM_027351983.1	1.02892260453993
XM_027369973.1	-1.51066856393678
XM_027358434.1	0.941756341717849
XM_027375470.1	1.43904862271828
XM_027356464.1	-1.1342851486179
XM_027372076.1	1.88267025508849
XM_027382723.1	-1.24635815079318
XM_027376571.1	1.619946315564
XM_027368633.1	-1.38949643321628
XM_027360682.1	1.63102087504285
XM_027365604.1	-1.22126170217199
XM_027378522.1	-1.11494375247746
XM_027369557.1	-0.755383802218616
XM_027382404.1	-1.58943940453099
XM_027379234.1	1.44821754826302
XM_027377117.1	1.4736411943628
XM_027359702.1	-1.26998218003036
XM_027353571.1	0.923932354456607
XM_027375491.1	-1.44055253866076
XM_027379236.1	0.991305384465661
XM_027358259.1	-1.66897173766727
XM_027352183.1	-0.917381380078932
XM_027376797.1	0.590494899217977
XM_027366288.1	1.52119862104058
XM_027353649.1	-1.3091713411297
XM_027372348.1	-1.22739504591913
XM_027376169.1	1.04831942525915
XM_027373718.1	-1.23294629735798
XM_027381165.1	-1.38128950258519
XM_027371575.1	1.2359871491702
XM_027354364.1	1.30037742824595
XM_027367134.1	0.826424030078426
XM_027371733.1	-0.881398786561338
XM_027370621.1	1.33331316002837
XM_027350635.1	-1.17597436981369
XM_027378025.1	1.54375074659033
XM_027368330.1	1.41837364926566
XM_027378953.1	1.58469197597047
XM_027373986.1	-1.57010768149872
XM_027367088.1	-1.21334912704368
XM_027375022.1	-0.954709336384388
XM_027381945.1	0.998646912544539
XR_003475758.1	1.44191435752512
XM_027355300.1	1.0275248143433
XM_027368199.1	-1.55966096527952
XM_027364175.1	1.33438175881581
XM_027356968.1	-0.86715323789262
XM_027369927.1	-1.07405194455565
XM_027376972.1	1.36293158546069
XR_003477024.1	1.00825632314582
XM_027361999.1	-1.11108670011729
XM_027360687.1	1.7048282936875
XM_027375220.1	-1.34174291036515
XM_027366549.1	-1.06661179161938
XM_027372412.1	1.12137080766105
XM_027381589.1	-2.17087820277712
XM_027381167.1	0.882237036065973
XR_003475466.1	-0.730481712050496
XM_027351888.1	-0.928794059358792
XM_027351379.1	-1.04873271322386
