ID	adj.P.Val
XM_027383544.1	4.43916132786478e-08
XM_027354900.1	4.48107335820971e-08
XM_027360500.1	4.48107335820971e-08
XM_027374593.1	4.5033866426165e-08
XM_027379428.1	4.5033866426165e-08
XR_003477303.1	4.5033866426165e-08
XM_027377212.1	4.51002019082685e-08
XM_027373825.1	4.56002313341529e-08
XM_027375831.1	4.56002313341529e-08
XM_027357750.1	4.76745760255784e-08
XM_027367016.1	4.76745760255784e-08
XM_027377298.1	4.76745760255784e-08
XM_027376857.1	4.77547186294488e-08
XM_027373834.1	4.7949418707185e-08
XM_027379363.1	4.7949418707185e-08
XM_027375771.1	4.88583431678894e-08
XM_027369766.1	4.92613729203346e-08
XM_027350759.1	5.012017528106e-08
XM_027381683.1	5.012017528106e-08
XM_027378234.1	5.07770981936776e-08
XM_027363955.1	5.12124446851656e-08
XM_027369687.1	5.12124446851656e-08
XM_027380833.1	5.16473386880215e-08
XM_027381833.1	5.16473386880215e-08
XM_027379161.1	5.17253508325621e-08
XM_027360143.1	5.20359502745012e-08
XM_027360680.1	5.20359502745012e-08
XM_027362687.1	5.20359502745012e-08
XM_027378319.1	5.20359502745012e-08
XM_027369236.1	5.21688913430619e-08
XM_027376738.1	5.22796794644231e-08
XM_027356912.1	5.26553902816216e-08
XM_027372613.1	5.30831007362639e-08
XM_027373415.1	5.30831007362639e-08
XM_027377290.1	5.30831007362639e-08
XM_027379918.1	5.30831007362639e-08
XM_027358430.1	5.39173444254562e-08
XM_027358803.1	5.39173444254562e-08
XM_027376387.1	5.39173444254562e-08
XM_027350967.1	5.45507786586961e-08
XM_027365368.1	5.46972357013982e-08
XM_027371448.1	5.48360652278655e-08
XM_027378518.1	5.50940626760275e-08
XM_027351358.1	5.56072478643059e-08
XM_027357752.1	5.57750508522507e-08
XM_027380421.1	5.64213654716597e-08
XM_027377185.1	5.65901366807658e-08
XM_027372900.1	5.75635205442386e-08
XM_027382680.1	5.76671058481065e-08
XM_027375192.1	5.76758820694853e-08
XM_027360499.1	5.85740175305088e-08
XM_027367145.1	5.85740175305088e-08
XM_027373108.1	5.85740175305088e-08
XM_027379523.1	5.85740175305088e-08
XM_027355637.1	5.90198889044934e-08
XM_027358186.1	5.90198889044934e-08
XM_027352568.1	5.94918014894944e-08
XM_027362057.1	5.94918014894944e-08
XM_027363951.1	5.94918014894944e-08
XM_027365027.1	5.94918014894944e-08
XM_027367365.1	5.94918014894944e-08
XM_027372482.1	5.94918014894944e-08
XM_027373829.1	5.94918014894944e-08
XM_027377033.1	5.94918014894944e-08
XM_027378174.1	5.94918014894944e-08
XM_027359754.1	6.0129782695046e-08
XM_027363065.1	6.10924267941694e-08
XM_027365343.1	6.10924267941694e-08
XM_027365593.1	6.10924267941694e-08
XM_027374289.1	6.10924267941694e-08
XM_027377205.1	6.10924267941694e-08
XM_027379368.1	6.10924267941694e-08
XR_003475561.1	6.10924267941694e-08
XM_027351601.1	6.14499115020802e-08
XM_027356949.1	6.14499115020802e-08
XM_027383665.1	6.14499115020802e-08
XM_027377233.1	6.20274560934747e-08
XM_027379330.1	6.20274560934747e-08
XM_027353719.1	6.37987319380743e-08
XM_027368855.1	6.37987319380743e-08
XM_027362058.1	6.4504452510107e-08
XM_027363059.1	6.4504452510107e-08
XM_027364872.1	6.4504452510107e-08
XM_027365162.1	6.4504452510107e-08
XM_027367840.1	6.4504452510107e-08
XM_027369155.1	6.4504452510107e-08
XM_027373517.1	6.4504452510107e-08
XM_027373826.1	6.4504452510107e-08
XM_027378697.1	6.4504452510107e-08
XM_027378759.1	6.4504452510107e-08
XM_027379070.1	6.4504452510107e-08
XM_027380569.1	6.4504452510107e-08
XM_027365364.1	6.48042290713798e-08
XR_003476391.1	6.48042290713798e-08
XM_027356405.1	6.54777467797818e-08
XM_027363947.1	6.54777467797818e-08
XM_027381145.1	6.54777467797818e-08
XM_027375194.1	6.65493335417388e-08
XM_027378603.1	6.65493335417388e-08
XM_027379169.1	6.65493335417388e-08
XM_027350934.1	6.68238922145612e-08
XM_027356030.1	6.68238922145612e-08
XM_027356246.1	6.68238922145612e-08
XM_027365171.1	6.68238922145612e-08
XM_027367906.1	6.68238922145612e-08
XM_027377986.1	6.68238922145612e-08
XM_027378511.1	6.68238922145612e-08
XM_027376843.1	6.68656222909518e-08
XM_027369306.1	6.73179120753885e-08
XM_027370293.1	6.73179120753885e-08
XM_027364406.1	6.78036505307132e-08
XM_027359032.1	6.78258656399841e-08
XM_027359229.1	6.82071289663125e-08
XM_027365653.1	6.90970944961618e-08
XM_027366568.1	6.90970944961618e-08
XM_027378289.1	6.9323129260633e-08
XM_027359102.1	6.96014039728863e-08
XM_027360936.1	6.96014039728863e-08
XM_027372128.1	6.98118793718134e-08
XM_027382688.1	7.00109152176756e-08
XM_027383550.1	7.01304221501671e-08
XM_027381918.1	7.03336378095391e-08
XM_027375343.1	7.2106797926386e-08
XM_027382396.1	7.24981533028218e-08
XM_027355352.1	7.27135011974906e-08
XM_027354823.1	7.31640781804415e-08
XM_027365477.1	7.31640781804415e-08
XM_027362112.1	7.34610843876015e-08
XM_027367709.1	7.38578733506057e-08
XM_027379173.1	7.38578733506057e-08
XM_027376264.1	7.51225711930001e-08
XR_003475964.1	7.55188131270415e-08
XM_027376160.1	7.5846394526424e-08
XM_027358454.1	7.67122030954126e-08
XM_027367367.1	7.67122030954126e-08
XM_027365359.1	7.91589925106448e-08
XM_027365373.1	7.91589925106448e-08
XM_027369548.1	7.91589925106448e-08
XM_027372150.1	7.91589925106448e-08
XM_027376736.1	7.91589925106448e-08
XM_027363588.1	8.03100727052735e-08
XM_027369774.1	8.03100727052735e-08
XM_027377192.1	8.03100727052735e-08
XM_027377260.1	8.07798632474612e-08
XM_027354213.1	8.34941261282381e-08
XM_027354240.1	8.34941261282381e-08
XM_027370952.1	8.4417434482755e-08
XM_027376858.1	8.4446055599829e-08
XR_003477531.1	8.51908819406883e-08
XM_027372898.1	8.55263756894198e-08
XM_027370937.1	8.68023786885797e-08
XM_027351143.1	8.7018631769584e-08
XM_027364564.1	8.71629365339098e-08
XM_027367880.1	8.73148787899722e-08
XM_027352868.1	8.76897555287707e-08
XM_027357843.1	8.76897555287707e-08
XM_027371550.1	8.76897555287707e-08
XM_027359231.1	8.82263933617645e-08
XM_027375237.1	8.82263933617645e-08
XM_027374374.1	8.86021863852824e-08
XM_027380095.1	8.86021863852824e-08
XM_027375238.1	8.95537109545504e-08
XM_027375329.1	8.95537109545504e-08
XM_027376808.1	8.95537109545504e-08
XM_027355570.1	9.01135115607357e-08
XM_027380069.1	9.02237310209913e-08
XR_003477597.1	9.02237310209913e-08
XM_027380495.1	9.10445449407141e-08
XM_027377252.1	9.19544067995667e-08
XM_027360141.1	9.29649826444851e-08
XM_027362299.1	9.3182744753947e-08
XM_027378762.1	9.51273115840918e-08
XM_027377086.1	9.60518438230406e-08
XM_027360743.1	9.61639522596796e-08
XM_027361474.1	9.7991265329337e-08
XM_027381839.1	9.82287757533597e-08
XM_027358358.1	1.00243113664411e-07
XM_027368331.1	1.00464565507382e-07
XM_027368825.1	1.00464565507382e-07
XM_027363303.1	1.00565942971721e-07
XM_027374474.1	1.00565942971721e-07
XM_027351270.1	1.00574135570325e-07
XM_027356882.1	1.00634700635979e-07
XR_003477732.1	1.01240877120808e-07
XM_027357721.1	1.01601913332195e-07
XM_027363241.1	1.01601913332195e-07
XM_027374599.1	1.01732251587218e-07
XM_027380874.1	1.01732251587218e-07
XM_027379230.1	1.01959262169365e-07
XM_027381511.1	1.02020164979038e-07
XM_027373795.1	1.02829445179748e-07
XM_027364563.1	1.03236821850205e-07
XM_027360144.1	1.03786077606614e-07
XM_027375340.1	1.03786077606614e-07
XM_027379366.1	1.03786077606614e-07
XM_027363319.1	1.0459138212552e-07
XM_027367963.1	1.0459138212552e-07
XM_027375195.1	1.0459138212552e-07
XM_027375909.1	1.0459138212552e-07
XM_027378520.1	1.0459138212552e-07
XM_027381844.1	1.0459138212552e-07
XR_003477129.1	1.0459138212552e-07
XM_027360855.1	1.05157162792565e-07
XM_027369804.1	1.05530964112392e-07
XM_027378341.1	1.05636540445737e-07
XM_027378014.1	1.06580444014758e-07
XM_027362713.1	1.06642986226552e-07
XR_003476390.1	1.06642986226552e-07
XM_027350887.1	1.0799667538062e-07
XM_027364873.1	1.0799667538062e-07
XM_027359199.1	1.08374192264233e-07
XM_027367755.1	1.08374192264233e-07
XM_027354897.1	1.09271139490214e-07
XM_027363943.1	1.09387354912945e-07
XM_027369246.1	1.09703328379972e-07
XM_027362099.1	1.10848734548487e-07
XM_027352022.1	1.11380311311289e-07
XM_027382528.1	1.11380311311289e-07
XM_027373774.1	1.12283125316599e-07
XM_027361109.1	1.12982600098114e-07
XM_027361190.1	1.12982600098114e-07
XM_027360239.1	1.14967509974875e-07
XM_027358361.1	1.15494633459957e-07
XM_027365793.1	1.15494633459957e-07
XM_027367708.1	1.16337772739941e-07
XM_027377179.1	1.17047187182309e-07
XM_027367361.1	1.17524788349518e-07
XM_027369612.1	1.17524788349518e-07
XM_027372495.1	1.17763491022496e-07
XM_027383260.1	1.17763491022496e-07
XM_027369417.1	1.17789950317959e-07
XM_027381892.1	1.17914973678152e-07
XM_027376185.1	1.18544079861644e-07
XM_027377029.1	1.19746766868971e-07
XM_027363322.1	1.19888667794966e-07
XM_027367729.1	1.19888667794966e-07
XM_027383389.1	1.19888667794966e-07
XM_027358431.1	1.20581546633173e-07
XM_027367369.1	1.20581546633173e-07
XM_027370163.1	1.20581546633173e-07
XM_027373380.1	1.20581546633173e-07
XM_027374595.1	1.20581546633173e-07
XM_027377159.1	1.20581546633173e-07
XM_027373642.1	1.21435843584602e-07
XM_027351590.1	1.21515282328119e-07
XM_027357868.1	1.21515282328119e-07
XM_027358390.1	1.21515282328119e-07
XM_027362060.1	1.21934763498749e-07
XM_027372585.1	1.21934763498749e-07
XM_027378172.1	1.21934763498749e-07
XM_027360894.1	1.21944372018421e-07
XM_027350707.1	1.22671905707422e-07
XM_027351265.1	1.22671905707422e-07
XM_027359031.1	1.22671905707422e-07
XM_027364398.1	1.22671905707422e-07
XM_027365464.1	1.22671905707422e-07
XM_027379504.1	1.22671905707422e-07
XM_027351555.1	1.2293652669838e-07
XM_027361728.1	1.25486647173989e-07
XM_027379525.1	1.25622813122231e-07
XM_027382187.1	1.25622813122231e-07
XM_027357490.1	1.25652516820955e-07
XM_027373107.1	1.25652516820955e-07
XM_027357395.1	1.26186545339656e-07
XM_027360613.1	1.26186545339656e-07
XM_027381513.1	1.26186545339656e-07
XM_027357751.1	1.26360168725634e-07
XM_027377245.1	1.27917010005711e-07
XM_027358621.1	1.28842222348113e-07
XM_027370159.1	1.28842222348113e-07
XM_027360856.1	1.2901452953054e-07
XM_027354949.1	1.29111962199145e-07
XM_027375344.1	1.29861207751196e-07
XM_027360950.1	1.30064262024575e-07
XM_027363184.1	1.30064262024575e-07
XM_027375725.1	1.30064262024575e-07
XM_027379261.1	1.30064262024575e-07
XM_027367556.1	1.3073060009012e-07
XM_027352012.1	1.30817397441181e-07
XM_027363171.1	1.31059176317083e-07
XM_027381073.1	1.31059176317083e-07
XM_027368547.1	1.31745611267022e-07
XM_027354795.1	1.3198324929502e-07
XM_027378758.1	1.32647452815487e-07
XM_027351609.1	1.32920271911524e-07
XM_027373801.1	1.32920271911524e-07
XM_027376236.1	1.32920271911524e-07
XM_027354257.1	1.33307073184349e-07
XM_027369055.1	1.33307073184349e-07
XM_027379274.1	1.33307073184349e-07
XM_027379322.1	1.33307073184349e-07
XM_027382406.1	1.33307073184349e-07
XM_027361907.1	1.33583357760849e-07
XM_027350715.1	1.33972057854436e-07
XM_027356948.1	1.33972057854436e-07
XM_027359184.1	1.33972057854436e-07
XM_027368084.1	1.3420420700953e-07
XM_027371888.1	1.34971464665217e-07
XM_027377624.1	1.35930115063738e-07
XM_027370723.1	1.36466734277191e-07
XM_027353911.1	1.36943476557574e-07
XM_027382197.1	1.37760955779005e-07
XM_027355638.1	1.37858987595791e-07
XM_027381339.1	1.41798980118216e-07
XR_003476211.1	1.42648218783518e-07
XM_027372254.1	1.43035867497383e-07
XM_027379132.1	1.44746261835999e-07
XM_027363970.1	1.45322159053302e-07
XM_027358148.1	1.46039523882475e-07
XM_027354370.1	1.46168918687699e-07
XM_027375421.1	1.46394002458153e-07
XM_027362115.1	1.46822497289442e-07
XM_027376864.1	1.46822497289442e-07
XM_027377051.1	1.46822497289442e-07
XM_027377832.1	1.48496758106774e-07
XM_027374594.1	1.49129296311881e-07
XM_027357694.1	1.49412177385757e-07
XR_003476756.1	1.49412177385757e-07
XM_027377319.1	1.5067927010273e-07
XM_027362100.1	1.50777423792675e-07
XM_027371818.1	1.50777423792675e-07
XM_027375907.1	1.50777423792675e-07
XM_027369958.1	1.50808697278008e-07
XM_027353248.1	1.52982903041504e-07
XM_027359959.1	1.52982903041504e-07
XM_027373796.1	1.52982903041504e-07
XM_027377236.1	1.53599645268681e-07
XM_027377792.1	1.53599645268681e-07
XM_027378157.1	1.53599645268681e-07
XM_027363523.1	1.55822870573572e-07
XM_027356390.1	1.56933465489685e-07
XM_027377199.1	1.57011537352145e-07
XM_027362346.1	1.57296406676306e-07
XM_027381944.1	1.57564844630458e-07
XM_027354784.1	1.60271720121727e-07
XM_027369533.1	1.61839244597308e-07
XM_027354676.1	1.62026955367158e-07
XM_027375190.1	1.62026955367158e-07
XM_027377312.1	1.62026955367158e-07
XM_027362523.1	1.63262528956654e-07
XM_027371817.1	1.64302458738014e-07
XR_003477695.1	1.67117795643203e-07
XM_027350706.1	1.68643543930533e-07
XM_027379262.1	1.68643543930533e-07
XM_027372640.1	1.68763398912841e-07
XM_027381514.1	1.68763398912841e-07
XR_003476230.1	1.68763398912841e-07
XM_027359213.1	1.6893091214901e-07
XM_027372496.1	1.71655043678553e-07
XM_027364033.1	1.72896355538672e-07
XM_027370700.1	1.72896355538672e-07
XM_027368522.1	1.73675616286973e-07
XM_027362429.1	1.7546606725129e-07
XM_027383641.1	1.76392133048606e-07
XM_027366882.1	1.78365797409419e-07
XM_027359946.1	1.79005248100167e-07
XM_027376726.1	1.7976116172825e-07
XM_027382392.1	1.8017059925558e-07
XM_027366267.1	1.81132108562506e-07
XM_027373794.1	1.81132108562506e-07
XM_027360131.1	1.81322260782035e-07
XM_027359234.1	1.81340060112926e-07
XM_027369693.1	1.82443206600798e-07
XM_027377268.1	1.82733043110714e-07
XM_027352927.1	1.83368865570689e-07
XM_027358238.1	1.83368865570689e-07
XM_027377305.1	1.83438729741022e-07
XM_027374909.1	1.84230392208581e-07
XM_027379458.1	1.84230392208581e-07
XM_027359062.1	1.84356571415385e-07
XM_027363410.1	1.85696013397841e-07
XM_027367363.1	1.85810614829337e-07
XM_027365360.1	1.86174681739858e-07
XM_027365352.1	1.86999706233242e-07
XM_027363390.1	1.89987258449492e-07
XM_027360037.1	1.90186488868018e-07
XM_027373601.1	1.90463656385548e-07
XM_027350883.1	1.91458474582811e-07
XM_027368290.1	1.91458474582811e-07
XM_027350712.1	1.91562632146434e-07
XM_027377282.1	1.91562632146434e-07
XM_027352495.1	1.9204845381976e-07
XM_027372109.1	1.9204845381976e-07
XM_027356771.1	1.92371938567466e-07
XM_027368575.1	1.93576376650061e-07
XM_027375912.1	1.94474959854453e-07
XM_027380873.1	1.94474959854453e-07
XM_027365372.1	1.94621509403851e-07
XM_027352133.1	1.98914880914138e-07
XM_027360593.1	1.99248258004886e-07
XM_027372143.1	2.00538190604408e-07
XM_027352559.1	2.02182082658002e-07
XR_003475884.1	2.04301172718915e-07
XM_027362113.1	2.04315226891869e-07
XM_027363070.1	2.04315226891869e-07
XR_003476252.1	2.06097877199392e-07
XR_003477585.1	2.06276372924006e-07
XM_027375919.1	2.06895979493284e-07
XM_027353577.1	2.07336721991695e-07
XM_027368104.1	2.07336721991695e-07
XM_027373391.1	2.0753901015951e-07
XM_027382185.1	2.0753901015951e-07
XM_027356947.1	2.08442070141002e-07
XM_027358359.1	2.11710778819018e-07
XM_027364935.1	2.12094988445985e-07
XM_027360128.1	2.13904239317857e-07
XM_027361522.1	2.16537284244553e-07
XM_027376741.1	2.16726442821527e-07
XM_027380041.1	2.18851461247297e-07
XM_027365313.1	2.18937851227764e-07
XM_027358146.1	2.20067966030213e-07
XM_027361468.1	2.20067966030213e-07
XM_027379364.1	2.20067966030213e-07
XM_027381509.1	2.20067966030213e-07
XM_027361969.1	2.20775796271156e-07
XM_027355628.1	2.25196679661488e-07
XM_027361614.1	2.25196679661488e-07
XM_027364397.1	2.25357232743219e-07
XM_027367360.1	2.26816367564184e-07
XM_027360216.1	2.27554851509384e-07
XM_027378519.1	2.27554851509384e-07
XM_027361799.1	2.275823085247e-07
XM_027358455.1	2.27991283741322e-07
XM_027372255.1	2.27991283741322e-07
XR_003477355.1	2.28228069433434e-07
XR_003477832.1	2.28974663967691e-07
XM_027363185.1	2.2958029264777e-07
XM_027381774.1	2.30040132229538e-07
XM_027351771.1	2.31399083025898e-07
XM_027361738.1	2.31419866303438e-07
XM_027382274.1	2.37469160136293e-07
XM_027375535.1	2.3813813117612e-07
XM_027373748.1	2.42249580624738e-07
XM_027366040.1	2.42468387846717e-07
XM_027380164.1	2.43330527592263e-07
XR_003476759.1	2.43939163036638e-07
XM_027372089.1	2.45373224088872e-07
XM_027376410.1	2.46256864732548e-07
XM_027377219.1	2.46256864732548e-07
XM_027351627.1	2.4712588172394e-07
XM_027365381.1	2.4712588172394e-07
XM_027378386.1	2.4712588172394e-07
XM_027383261.1	2.49339807488661e-07
XM_027377101.1	2.50405586805573e-07
XM_027374772.1	2.50783992513664e-07
XM_027358581.1	2.51450097023827e-07
XM_027372493.1	2.51976903287752e-07
XM_027351485.1	2.54396311740068e-07
XM_027381114.1	2.55547168199848e-07
XM_027368483.1	2.56042958567512e-07
XM_027374288.1	2.5644522199415e-07
XM_027358029.1	2.60376405505164e-07
XM_027358360.1	2.61062824840228e-07
XM_027369418.1	2.61620547737916e-07
XM_027369649.1	2.63875543153494e-07
XM_027375830.1	2.65575630129227e-07
XM_027375910.1	2.65575630129227e-07
XM_027358933.1	2.65712589549365e-07
XM_027372183.1	2.66148660277385e-07
XM_027377048.1	2.66766721265556e-07
XM_027370160.1	2.67078081755185e-07
XM_027370164.1	2.67078081755185e-07
XM_027381512.1	2.71651402178122e-07
XR_003476973.1	2.73230529315793e-07
XM_027371956.1	2.7489758632262e-07
XM_027376863.1	2.76312573227809e-07
XM_027350935.1	2.76483583838803e-07
XM_027383256.1	2.76483583838803e-07
XM_027363969.1	2.77940656123681e-07
XM_027370438.1	2.77940656123681e-07
XM_027371690.1	2.77940656123681e-07
XM_027375354.1	2.77940656123681e-07
XM_027375669.1	2.79009639991623e-07
XM_027375986.1	2.7974543896016e-07
XM_027355837.1	2.79981504029481e-07
XM_027360217.1	2.79981504029481e-07
XM_027378755.1	2.79981504029481e-07
XM_027365037.1	2.80310042339992e-07
XM_027382660.1	2.82955788017982e-07
XM_027357115.1	2.83773155504396e-07
XM_027367539.1	2.84831252195e-07
XM_027374212.1	2.8552124081239e-07
XM_027361823.1	2.85895785248187e-07
XM_027361290.1	2.87511552208627e-07
XM_027369416.1	2.89038776559877e-07
XM_027378576.1	2.89982016839512e-07
XM_027381055.1	2.9504739886746e-07
XR_003476181.1	2.9504739886746e-07
XM_027355586.1	2.95667621910767e-07
XM_027377637.1	2.96579823731403e-07
XR_003477658.1	2.99086742398866e-07
XM_027377734.1	3.01377499381832e-07
XM_027380298.1	3.03086203202765e-07
XM_027365765.1	3.05553721045643e-07
XM_027361801.1	3.05694232505768e-07
XM_027358234.1	3.11174620018703e-07
XM_027367362.1	3.11174620018703e-07
XM_027380485.1	3.11174620018703e-07
