ID	edgeR_logFC	limma_logFC	NOISeq_log2FC_SigInv	DESeq2_log2FoldChange
XM_027369418.1	5.65602728959849	6.09130468330589	5.50350152728941	5.74079989530227
XM_027369430.1	5.54946842655395	4.37260073396026	4.41897514989225	5.65390376722635
XM_027369431.1	4.37184105693537	4.27056384357421	4.3114004016311	4.36108598169483
XM_027369432.1	1.66714417038184	1.69317521750108	1.63146068070849	1.68107753474253
XM_027369437.1	-1.41936495340773	-1.5159449537512	-1.46795839042874	-1.41784847666366
XM_027369438.1	5.86218525387354	4.67255059042598	4.77181317248461	5.84444406259915
XM_027369447.1	-3.31676939950709	-3.27304657831382	-3.30600511156246	-3.28353439280881
XM_027369448.1	5.40998679001517	4.28878892938714	4.25749250391792	5.48723824797407
XM_027369450.1	-2.21770706363419	-2.2759533667359	-2.25249220365365	-2.23215239814887
XM_027369452.1	2.43254144657083	3.38577809555993	2.37682909323769	2.41136436311166
XM_027369455.1	8.86446403099358	4.86068780482851	5.12437051475667	6.69469158503406
XM_027369457.1	-2.45151934750797	-2.37847409173737	-2.51508100478048	-2.48101435099323
XM_027369460.1	4.09011886108438	4.26908484580936	3.98595535105968	4.03732271267506
XM_027369461.1	4.50736865270405	4.50505168596493	4.20396113452	4.5077198705321
XM_027369477.1	1.2732623457383	1.86454578576326	1.28202671690505	1.28013732563289
XM_027369479.1	5.68011686346656	4.47302228055356	4.60390655883988	5.68216847401049
XM_027369480.1	3.45658321430873	3.72889179771845	3.42457542800981	3.46601795153866
XM_027369483.1	-3.75668990364929	-3.82314475770718	-3.89274688863696	-3.86473181460524
XM_027369484.1	-3.07065070698275	-3.34469257252665	-3.1053384064456	-3.0849476024286
XM_027369485.1	-2.96953403548345	-3.23884742784498	-3.00069212001168	-2.98337077687379
XM_027369486.1	-2.27698088950609	-2.17798374048508	-2.36937072013481	-2.31594211885941
XM_027369487.1	8.60534082643015	4.55990404445376	4.86366146761315	6.43049224299838
XM_027369489.1	1.68925830665088	1.71210831703751	1.64315955848145	1.67092511584353
XM_027369491.1	3.67887032946574	3.54523514617019	3.6768341863698	3.72314637686068
XM_027369495.1	8.7379257824944	4.66772434455859	4.99876721438274	6.5695686833774
XM_027369497.1	-1.94464036481435	-1.99574599662431	-2.01847464122993	-1.97424659842121
XM_027369498.1	-5.28408446137981	-5.19926543007965	-5.30712963026934	-5.29927266927938
XM_027369499.1	-1.89244341214903	-1.90847812198221	-1.93346805272773	-1.89902695538718
XM_027369500.1	-1.91485038250248	-1.9317228195784	-1.94807202802228	-1.91596479205827
XM_027369501.1	2.83029509081601	2.79576610942309	2.79391848493471	2.82732831454158
XM_027369502.1	6.53973426232802	4.53732046269235	4.86134215558406	6.24613340657941
XM_027369503.1	3.55019287781807	2.95471979493741	3.49237273648586	3.52097244592996
XM_027369504.1	5.19537639700741	4.42557041386364	5.22063258338287	5.26375961124454
XM_027369512.1	-5.95628778150745	-6.56982054602026	-6.03033330083916	-6.0282606419674
XM_027369517.1	4.3508434876146	4.09236800658775	4.36967195463383	4.42394969398598
XM_027369519.1	6.10499024166822	5.64877597904982	5.62705522567952	6.1661025882481
XM_027369524.1	5.22731137640584	5.21154100836317	5.08876489254061	5.25378047313788
XM_027369531.1	4.95673063641264	4.98241180771601	4.64541751052688	5.01452197688244
XM_027369533.1	7.29356264071259	7.24182032060301	6.78359711549257	7.4579690946161
XM_027369535.1	7.85939188286803	7.97714802984322	7.37859832149254	8.01729887224273
XM_027369537.1	1.82382058811346	1.74512513477088	1.7723514497103	1.81877788238467
XM_027369540.1	6.22835593903027	7.4502773235754	6.11522577803121	6.33561831641213
XM_027369544.1	2.3740504277195	1.49187326500691	2.28876572309359	2.32330138806198
XM_027369548.1	6.4541174795587	7.13065174945738	6.29841956263419	6.53753178380182
XM_027369550.1	10.070565555858	9.1021143854816	8.77969347749458	10.1784470899552
XM_027369551.1	-2.32172429055158	-2.60644250732332	-2.27370764651757	-2.26733838564505
XM_027369552.1	5.96106872932508	7.83796264523988	6.13722367684423	6.14679703326143
XM_027369553.1	6.7902138931756	7.97508089667858	6.64035728393451	6.91931910332827
XM_027369554.1	1.40487223128045	1.98806005489898	1.36940094777758	1.4357898164683
XM_027369555.1	1.60116092924765	2.02207097437098	1.62011450791125	1.57030226262715
XM_027369556.1	7.81403578619807	9.47650480836771	7.94375602754112	8.01042137368866
XM_027369559.1	-2.18976422683435	-2.63974637407068	-2.16310333242872	-2.15083284944717
XM_027369560.1	-6.94170414412702	-8.90966395011644	-7.09440739258447	-7.08614127293162
XM_027369567.1	5.79593366542431	8.51233136664633	5.8695751840914	5.88145481608605
XM_027369591.1	2.0061391976819	1.92778143666015	2.00960770093064	2.0501970697662
XM_027369592.1	1.50965660074021	1.41940350709902	1.51473723190341	1.55665839518281
XM_027369593.1	1.58666221566656	1.55822094685216	1.56416347464736	1.60917972893304
XM_027369595.1	1.59854657870931	1.42256487706394	1.53856670208847	1.55702810027256
XM_027369596.1	6.34039000229226	7.78331210416747	6.37182393266923	6.4089444584567
XM_027369598.1	-1.79519889741298	-1.71860578665834	-1.84415041209498	-1.8107130219531
XM_027369605.1	-2.74652012673671	-2.75512359689615	-2.81194658224743	-2.78004449621949
XM_027369606.1	2.3431019345489	2.21366651262444	2.29323362233378	2.32694399057453
XM_027369607.1	-1.75525400101293	-1.6425523838322	-1.78252897019357	-1.76415721864826
XM_027369619.1	4.8218298037524	5.48053735329111	4.66864229228892	4.85603171089422
XM_027369628.1	4.48351647876027	3.75289366079145	4.53036173707997	4.5716809515391
XM_027369629.1	4.44324615401105	3.68828380855034	4.48417274039185	4.52840339584068
XM_027369630.1	2.00550550342742	2.23715154648147	2.01975734516445	2.0484513471293
XM_027369632.1	3.27698478380595	4.19276364141916	3.21164140011212	3.27188348558049
XM_027369635.1	1.25540550642148	1.54234596679888	1.19702945910901	1.23439398028479
XM_027369636.1	1.54936594968634	2.83958679360773	1.46873596166802	1.52417691702511
XM_027369644.1	3.46392630280399	2.02839582596419	3.37757376696503	3.39329255541586
XM_027369645.1	11.0918068360482	7.40701493373359	7.29863092709529	8.8602708661093
XM_027369649.1	9.69163807447966	6.00300218943872	5.90478781689815	7.46981163902833
XM_027369652.1	-2.91335527958581	-2.84130100901467	-2.95175424124504	-2.91944274918668
XM_027369664.1	2.26410655360182	3.07224893735402	2.16480356742483	2.21378454041625
XM_027369665.1	2.55966421155938	3.55642038809516	2.50433239871947	2.56359933608239
XM_027369666.1	2.24399722392638	3.41489121805358	2.21022207685774	2.24790008865856
XM_027369667.1	6.11379795359986	6.6587560367246	5.83362063490016	6.25725870465816
XM_027369668.1	5.17016683241939	6.5052914125384	5.12356237911033	5.28401646812829
XM_027369669.1	7.02354276148654	6.91567436325442	6.43095498806328	7.1406139573386
XM_027369670.1	5.12178414897365	6.28847227147233	5.01223607783063	5.19082341806668
XM_027369687.1	9.56768450116675	9.75901078846023	9.03504178654423	9.75825371124547
XM_027369688.1	4.58323855116516	4.67205548473517	4.56152620321933	4.59744677584004
XM_027369700.1	-3.52408478442987	-3.41320314308685	-3.56638843413248	-3.52215635551887
XM_027369725.1	-2.0168241148893	-2.08981669501153	-2.09497120907152	-2.05411323860891
XM_027369730.1	-4.91546642522419	-5.30517340155454	-4.89868121431019	-4.88824922381523
XM_027369731.1	-15.5644855170543	-14.0159602966381	-15.223439898909	-15.9444939175459
XM_027369732.1	-4.1769493653279	-5.12597316403965	-4.16284943201067	-4.13889527098279
XM_027369737.1	3.73370849799833	3.98204688254923	3.63562333289367	3.78534796311969
XM_027369738.1	4.33477523406632	4.41774433759675	4.19123975142385	4.36816916062768
XM_027369739.1	4.89330034583527	5.00016121471101	4.76106500641224	4.89142650585547
XM_027369740.1	5.02791987859477	4.69653155702039	4.69140590784349	5.08659888673074
XM_027369741.1	6.0249865501983	5.57824881041375	5.30569243238327	6.12062382463593
XM_027369742.1	3.89610139931559	3.783143383037	3.82150600301927	3.91194757651222
XM_027369744.1	3.23790556086414	3.52307246473784	3.10940206138195	3.24564682046552
XM_027369748.1	4.73796308726957	5.26896996793097	4.6975091989356	4.74001248862883
XM_027369749.1	2.71181002954795	2.67622504738953	2.66250908530072	2.68958468952819
XM_027369753.1	-3.76417794191088	-4.4613140853055	-3.91626127444475	-3.88787934963088
XM_027369757.1	-4.65060183885779	-4.38998499960326	-4.66608275522483	-4.65239240716991
XM_027369759.1	2.53565784753445	2.81860340349464	2.55209525493951	2.58859167828235
XM_027369766.1	7.95024494864388	8.45737597620506	7.95323926171145	8.03827038268131
XM_027369773.1	8.64914247316709	7.76604007316504	7.27978477196943	8.68037764525579
XM_027369774.1	10.6418015995473	6.93152286124057	6.86088002852899	8.4287872957262
XM_027369778.1	-1.95786382002277	-1.74876380443892	-1.97958536735259	-1.95761329042075
XM_027369779.1	-2.28301905737477	-2.07405613504375	-2.30660076055011	-2.28250047589197
XM_027369780.1	1.46501523164013	1.61865855155464	1.52805734338979	1.4603982710607
XM_027369796.1	-5.41617762380659	-5.49814959800044	-5.48888670184434	-5.45551754980661
XM_027369804.1	7.52766383642711	10.1676465779729	7.70949109164938	7.70417160418312
XM_027369816.1	1.34591725219944	1.69382554720213	1.3401927284372	1.31641501957658
XM_027369847.1	6.4174780351551	5.4602927944575	5.18786704955965	6.42080078653449
XM_027369850.1	1.8708419903439	1.8135227466527	1.81305709351674	1.84712121864523
XM_027369851.1	1.79400796786163	1.83646394472054	1.74867549403201	1.78041394956032
XM_027369852.1	2.19608493334507	2.46408799455939	2.1544343951061	2.18319069089992
XM_027369853.1	2.07880503177205	2.03819724139424	2.03415565341605	2.06313137528773
XM_027369854.1	-1.54313783034896	-3.19496197618973	-1.60454877658015	-1.60812269986748
XM_027369855.1	-2.46381613619078	-2.55497622128276	-2.49196806515208	-2.4681784800381
XM_027369862.1	-7.22104100476446	-8.83535797904693	-7.29227145123048	-7.31715193969674
XM_027369863.1	5.18466804275511	5.21236961635167	5.18149527849024	5.21715130909673
XM_027369866.1	6.72998558300327	10.9193829090775	6.86520257858901	6.86454918432663
XM_027369874.1	2.98150111827263	3.0532280447518	2.98168148985839	3.03103216002865
XM_027369894.1	-2.05731123838211	-2.06267084819909	-2.06245621020163	-2.02977728704236
XM_027369895.1	-1.89280750099434	-2.20772279642943	-1.93721176516775	-1.92152398920189
XM_027369896.1	2.41608588481264	2.18852352993309	2.33100265561475	2.3839376747067
XM_027369897.1	1.67102686787441	1.4574238997076	1.58629122158406	1.6384992352551
XM_027369898.1	2.75339638803006	2.58323110046993	2.67223966932106	2.72489766310332
XM_027369901.1	-2.05108384835454	-2.06131930112319	-2.04766390228144	-2.01590400862991
XM_027369906.1	2.8847826322469	2.9115498451167	2.8676721965295	2.89920804360036
XM_027369910.1	-2.10622374610686	-2.10278132995792	-2.10972886623584	-2.07941179835694
XM_027369919.1	-2.04916427175671	-2.01510579160867	-2.0460839438124	-2.01415107444945
XM_027369920.1	2.08261565073262	2.23585637958143	2.0199341811411	2.07126301590214
XM_027369923.1	1.45643253522783	1.52699472920382	1.39169345206504	1.45441588880574
XM_027369924.1	1.51300033299102	1.50723956722945	1.48301369743592	1.51753782573971
XM_027369934.1	2.0660759584118	1.99161769627396	2.02119787059189	2.03318783652331
XM_027369946.1	3.05821396816314	3.43096780960363	3.04593207654127	3.07735073812841
XM_027369954.1	1.936224426727	1.00212172288245	1.99211811904886	2.05474460707611
XM_027369957.1	3.37095454395692	5.29019488536607	3.31883526743978	3.40799409083591
XM_027369958.1	7.99408012487303	8.58551472103862	7.98450163808408	8.088121157527
XM_027369966.1	1.37152674544006	4.52559373937649	1.27874129463412	1.38583638232996
XM_027369970.1	1.82522353007905	2.94956707829774	1.70593603488669	1.74618001323158
XM_027369975.1	-7.072747068048	-8.56317061438768	-7.21829934332505	-7.19801862131493
XM_027369977.1	-8.80532286128905	-9.79552880870034	-8.8952362378858	-8.89329142434821
XM_027369982.1	-9.77243179200534	-9.88666125206078	-9.91233898956699	-9.99332024738994
XM_027369985.1	-8.71817998527825	-9.68831843272148	-8.79645064834302	-8.93912701336045
XM_027369992.1	6.90611272770882	6.45605863553927	5.95689196358654	7.03653676844701
XM_027369994.1	-5.50213253663884	-6.08171770207647	-5.64677161978429	-5.61142518358033
XM_027369996.1	2.8354160293107	2.69620098947467	2.83903124962954	2.88948945824127
XM_027370007.1	7.17194430618342	5.53255282020434	6.04809384469661	7.4338008131746
XM_027370008.1	10.510333043444	5.96667925355429	6.78452240954434	8.35404360033681
XM_027370009.1	3.04661247067694	2.99734589389454	2.98631870483598	3.02812879734995
XM_027370010.1	2.61056271274471	2.48359198153946	2.55559969073066	2.59068455053661
XM_027370012.1	-1.52500064324718	-2.4257190570595	-1.63836464867524	-1.62018075511179
XM_027370018.1	-2.78852200948657	-2.7989139280951	-2.80711311578231	-2.77284691678044
XM_027370029.1	4.08896553444358	4.21892741253308	4.06447412501049	4.11783832224494
XM_027370030.1	6.11964723739169	7.55513685677629	6.06660277344524	6.19461236619817
XM_027370031.1	6.8895094829086	6.86561139280553	6.82652735788795	7.00579689813315
XM_027370032.1	6.49565881113716	6.96680664611371	6.2959313465802	6.63699513304621
XM_027370034.1	-1.86518785552531	-1.73577147634362	-1.8696688090755	-1.84801666099462
XM_027370038.1	7.19660151410092	7.47059720612575	7.0415939791995	7.35999822947155
XM_027370040.1	-2.30888052835935	-2.0532868898149	-2.41410785326709	-2.37169370517391
XM_027370049.1	2.76071501300822	2.68419287085648	2.70082486272741	2.72852965291659
XM_027370050.1	3.44418930404789	3.36623237507544	3.36463744607746	3.41134379890411
XM_027370051.1	2.8044477908167	2.76317985063275	2.74661555752386	2.77704314421278
XM_027370061.1	-1.80482873668237	-1.25381811629044	-1.78916376604134	-1.78698309108095
XM_027370069.1	3.00674745345174	3.5208714173606	2.90389516071131	3.02600966066441
XM_027370098.1	4.62135719830154	4.8488860476268	4.33494386038678	4.69635689517671
XM_027370102.1	-2.65141948366839	-3.10809219615105	-2.7221725172315	-2.73169036577991
XM_027370103.1	5.13940343359549	5.30581757479773	5.13648842056159	5.13732714443128
XM_027370105.1	1.02979397061381	1.9510111008922	0.949335115813139	0.999798408520699
XM_027370114.1	3.33600482950574	3.63207473151861	3.36845161427132	3.39677982639549
XM_027370121.1	6.61399371142337	5.94232240137841	6.03128794524463	6.81127292034207
XM_027370122.1	2.23209522795775	1.62146250062377	2.2384170577735	2.27900100152169
XM_027370123.1	3.02126203459512	2.53285682709791	3.03871286588725	3.0860689426653
XM_027370124.1	2.82735804568445	2.272124763785	2.85181725201488	2.89581459113819
XM_027370125.1	2.86600638425083	2.4803083840914	2.86637710391828	2.91476013903977
XM_027370131.1	-7.8791371141158	-8.59080998029439	-8.0636911341079	-8.02205455598742
XM_027370146.1	-1.61341266818083	-1.68972726084274	-1.65945178859792	-1.64119740006173
XM_027370154.1	4.79503924722281	4.63715567367657	4.81458228234181	4.85684692962006
XM_027370155.1	4.91503561304271	4.89712025403797	4.93750942611064	4.96655559987079
XM_027370156.1	5.41489740341814	5.52069816836384	5.4348280686537	5.45410837735401
XM_027370157.1	5.47649855756993	5.47098771067335	5.51499279636958	5.52268056156406
XM_027370158.1	8.25639259348779	10.2508930457083	8.2516098894254	8.34019319867292
XM_027370159.1	8.03344768896028	10.3247365930174	8.06718252242189	8.12592205743021
XM_027370160.1	8.95016636807279	10.4004790362865	8.87322360636142	9.04312174957871
XM_027370161.1	8.22657349796555	10.2012179888987	8.23994738770443	8.32546037871544
XM_027370163.1	8.16669353058251	9.0060876796229	7.94143726836203	8.30259048957341
XM_027370164.1	7.7679567599456	7.54935881039788	7.10940716803217	7.9508525973482
XM_027370176.1	3.47023698579865	4.03556339131835	3.47028642762443	3.48453587457663
XM_027370180.1	-3.84198780156317	-6.93451222884426	-3.99375746768689	-3.98895677019213
XM_027370193.1	-0.775078789983078	2.32573057123989	-0.652734876381216	-0.68025328760162
XM_027370240.1	3.7431718851979	3.64598639300088	3.72289611838892	3.78711421170024
XM_027370242.1	3.38743618658084	3.2544168112732	3.37555576886229	3.43662063386522
XM_027370247.1	4.48513904229079	4.50411785968247	4.43570384475648	4.51464745448348
XM_027370248.1	4.46163604206585	4.69889455032391	4.38377276904119	4.4814805708728
XM_027370262.1	2.80624162569235	3.82020729927426	2.74932254825775	2.79518897192218
XM_027370268.1	8.50863438729232	7.43369904764499	7.36193694644397	8.59757254250143
XM_027370269.1	6.01600797466671	6.09522638943357	5.63686589999652	6.13527468879554
XM_027370276.1	3.16724097722503	3.03492602800959	3.11388420063914	3.15643457476833
XM_027370278.1	1.21328659814444	2.69256446669358	1.27798759138878	1.29051165278618
XM_027370282.1	1.7377096202411	1.9720204699338	1.75267147840146	1.73686305577603
XM_027370283.1	1.63829918848466	1.69820240871158	1.62234031453417	1.66185936937803
XM_027370284.1	1.51214145394596	1.95011234513733	1.51905973586339	1.51939264124616
XM_027370285.1	2.05050667337895	2.32518884747396	2.04895614071669	2.02777683871006
XM_027370287.1	-6.26030074757504	-7.22825439884504	-6.35706535044363	-6.36532099878204
XM_027370293.1	7.68752651141001	6.61605634663946	6.53690309870152	7.77770536541426
XM_027370301.1	-2.53721124455499	-2.16052375792377	-2.60379783506597	-2.53832028292453
XM_027370303.1	-3.14486552754707	-3.14169442422106	-3.20737189980789	-3.16203359992959
XM_027370304.1	-2.6718182689643	-2.37492987198466	-2.75829497105328	-2.69737034283214
XM_027370311.1	-2.91766726195242	-2.35639502187693	-3.05007788030287	-2.99036849509732
XM_027370337.1	-4.03667444829657	-3.64772402616322	-4.06284065042049	-4.06708363194992
XM_027370338.1	6.23380192952698	6.26925898004545	6.04510623324269	6.29123910758776
XM_027370344.1	5.94577813438454	6.7025177235728	5.84749116694846	5.98836714267297
XM_027370354.1	1.30152431995503	2.48978825255074	1.21843106272132	1.27471567624601
XM_027370358.1	2.16693121920563	2.31137982979477	2.10586734763771	2.13352371314822
XM_027370359.1	2.62787117339983	2.60718649463677	2.61117642056603	2.60544775022357
XM_027370360.1	2.52067763733395	2.42542855278369	2.46579807530076	2.51121220024361
XM_027370361.1	2.84412911220025	2.926637578745	2.82381363062218	2.81884826570125
XM_027370363.1	1.37105293941468	1.65821001882519	1.39135394597376	1.33180037500344
XM_027370368.1	4.4130743331155	4.1142896381635	4.39233805621722	4.47720585544856
XM_027370369.1	2.08608741381602	2.63752294202691	1.96777183358135	2.03861575570791
XM_027370370.1	-6.84908970425074	-9.93224614950827	-6.95685817069842	-6.98220680780893
XM_027370377.1	-1.69623649806692	-1.6914119534582	-1.68836756439342	-1.65824161754688
XM_027370380.1	7.58239451407629	8.1239477926467	7.51057389667779	7.75942140680805
XM_027370381.1	-2.97209317297421	-7.51464883420436	-3.04828886371876	-3.09217419788797
XM_027370390.1	1.99718429689468	2.68743410409318	1.9176223969166	2.0382208928083
XM_027370395.1	2.02448861948761	3.2643866574092	1.96381131902269	2.01380872833856
XM_027370397.1	11.4558845928684	6.897867922086	7.74806375594731	9.33456202724992
XM_027370398.1	5.90293103827487	7.18368290069507	5.97286926146194	6.01367847305626
XM_027370399.1	6.23335011870865	6.44327588780878	6.26824577435445	6.32419599812855
XM_027370402.1	-4.98521432843859	-5.09606068625461	-5.04077979799463	-5.04595018769265
XM_027370405.1	1.46330923020587	2.42570567864258	1.40907938438986	1.46017806579012
XM_027370409.1	1.55250399081996	1.69552947672142	1.54086480617009	1.53532429183594
XM_027370411.1	2.85285045902505	2.93959718061107	2.78832566641195	2.86058842792425
XM_027370417.1	1.88060771113417	1.86360058654606	1.83340070450127	1.89146422529413
XM_027370421.1	0.981115179151084	1.75015206091995	0.917563904326984	0.942407922146172
XM_027370426.1	3.8359912247939	4.23983410740081	3.8026116068873	3.85343277721474
XM_027370429.1	-2.12939326212867	-6.37303280307517	-2.28291255068373	-2.28659740814754
XM_027370446.1	-1.87120044444989	-2.5166742126998	-1.94817770237006	-1.94216074696537
XM_027370451.1	2.73135900431674	3.01343173563076	2.66034124907404	2.7254764937701
XM_027370453.1	1.80756974380767	1.81984290412682	1.79472748494809	1.83235160946906
XM_027370454.1	1.73069716815613	1.75266781182875	1.71067500073279	1.74751651759125
XM_027370461.1	2.7210547085772	3.29049380419669	2.51374960587511	2.66295017819572
XM_027370471.1	-3.88569638097662	-4.68446484948615	-3.94976112864167	-3.94598020074927
XM_027370478.1	-5.18404520144141	-8.38304175011639	-5.25029204323339	-5.31152389878487
XM_027370479.1	2.43597949152668	3.65405477487188	2.37952875497352	2.44326121801479
XM_027370481.1	-5.43231414959851	-5.37401404576277	-5.45637186069161	-5.47934395091566
XM_027370482.1	-6.05707513600064	-6.03316310592581	-6.07779195153932	-6.10664305463712
XM_027370483.1	3.69823385901441	3.8574289315639	3.76522316308342	3.67106253506775
XM_027370484.1	4.37534345864299	4.90181902331814	4.3433023277748	4.35906232629867
XM_027370485.1	3.59342313945058	4.80335063230479	3.53741874110792	3.57719973947841
XM_027370486.1	-4.46192687224097	-8.08569286534784	-4.53734380675261	-4.58159155907764
XM_027370487.1	3.88178477679893	4.29496646341666	3.89773693551033	3.81112406369706
XM_027370494.1	3.87050598076206	4.34897928386139	3.77995208826554	3.84718964012732
XM_027370495.1	-5.01693068436926	-7.54554776686084	-5.09034766097142	-5.13655960835839
XM_027370502.1	-5.02786561371772	-8.36716357951672	-5.08679170158317	-5.14701477265821
XM_027370505.1	9.51475863463479	10.2112296409754	9.16356422567004	9.68671721455779
XM_027370509.1	-5.34905731822482	-9.00236616497596	-5.41526667425785	-5.48374258725966
XM_027370514.1	-4.89738539897216	-8.44229407912337	-4.96079800698569	-5.02618557178606
XM_027370521.1	-5.17412423181031	-7.43975016416654	-5.24863087974222	-5.28856647501101
XM_027370530.1	-5.07624450522262	-7.65438995568724	-5.1450120946895	-5.19055135273191
XM_027370532.1	-4.46168809779911	-4.81849408764802	-4.48966188013915	-4.50998767381593
XM_027370534.1	-2.40578422819355	-2.14132310639323	-2.40902909938033	-2.40002020166688
XM_027370535.1	-2.55141045788752	-2.2312976458097	-2.55309138718834	-2.54667732357692
XM_027370536.1	-2.54396757116886	-2.24702930545314	-2.54440537640853	-2.53621759347945
XM_027370538.1	-5.01438805688623	-7.82669051715063	-5.07416713423815	-5.12698186111848
XM_027370539.1	-2.54989167355714	-2.62147238164036	-2.62918067467375	-2.56824087031103
XM_027370544.1	-5.83735218738498	-5.64262980361845	-5.82635310516186	-5.81616316681962
XM_027370556.1	4.30055044054906	4.2320701297935	3.83319483235713	4.39270252685981
XM_027370557.1	2.89806653650216	3.20628857241883	2.88517702062306	2.90757327662172
XM_027370561.1	-1.74739022892996	-1.74236949245544	-1.78700802632735	-1.74964733347353
XM_027370565.1	-3.30371450943485	-3.77182036424889	-3.38864314520486	-3.37068545063957
XM_027370573.1	-4.67360003296789	-4.88774809602677	-4.73641364223432	-4.72161105629075
XM_027370574.1	-4.88816265236559	-5.48208908965437	-4.96542783311147	-4.96172105719992
XM_027370575.1	-4.9126153083975	-5.06010454532986	-4.99122586288741	-4.95792860705843
XM_027370576.1	-5.41301675082289	-6.26964566263342	-5.48863214980358	-5.48813496808725
XM_027370593.1	-1.61418099078138	-1.72337197511283	-1.68337666348162	-1.64764494380424
XM_027370602.1	-6.93790937987274	-7.79508221255447	-7.069295166453	-7.0524051214777
XM_027370604.1	-1.60938793371013	-1.44975341587144	-1.65149614906063	-1.61313376756332
XM_027370605.1	6.80748216100707	7.09107918416948	6.54277782926317	6.96750377959143
XM_027370606.1	7.31730519416683	9.49363020683878	7.40192207792778	7.43186769265923
XM_027370607.1	7.60241952150356	8.34893650763673	7.4582472307038	7.74342313718475
XM_027370610.1	8.07754308499312	7.0313686804011	7.83953343725048	8.24088046434772
XM_027370617.1	-2.64978001573245	-2.74333469610006	-2.71586112558673	-2.68732901503132
XM_027370620.1	2.29649536296889	2.78257125873839	2.26694234782741	2.27431668767394
XM_027370622.1	2.88634584200021	2.6497816773039	2.89771105264075	2.94620024799472
XM_027370623.1	2.8479792495786	2.59140632351215	2.85075628023881	2.90435966718569
XM_027370625.1	-2.20966968789303	-2.19131518419432	-2.24792918288573	-2.25754101842171
XM_027370651.1	3.20311078270476	3.17902861953501	3.18319786316474	3.20052782343874
XM_027370652.1	5.01347746956502	5.66701225604087	5.08118180730097	5.11284400037656
XM_027370664.1	1.98133583072492	1.96710661253385	1.91634501864925	1.96366972807137
XM_027370665.1	1.96401932293563	1.96920588460701	1.91179574331038	1.94905360625133
XM_027370678.1	2.11490094576597	2.30970337383708	2.10588203283585	2.14512552627483
XM_027370679.1	1.36875296751819	1.56779481385877	1.34589592935665	1.38727943596132
XM_027370686.1	1.86534379639432	2.1176633555026	1.90844055544324	1.95644759723972
XM_027370692.1	5.52227365732363	5.71260083531716	5.54686979175685	5.61615567845406
XM_027370700.1	6.14932121850897	6.2290802767319	6.18763322768045	6.21576411279659
XM_027370713.1	2.96322074409438	3.26235936073828	2.6158978028529	3.04303611179916
XM_027370719.1	1.13468434533612	2.24347773119952	1.17619001327864	1.18098956368778
XM_027370722.1	1.39944537505694	1.84535248745003	1.40701825103342	1.43611284163109
XM_027370723.1	7.64043588300319	11.02524767872	7.76446236841966	7.75685319735584
XM_027370725.1	4.52172540827545	4.57431307439215	4.53171691523812	4.534922010105
XM_027370726.1	4.8139774838296	4.94986519284595	4.8088703536361	4.8190358795392
XM_027370728.1	5.09977235598166	5.74073319209725	5.05400717926544	5.09955839547617
XM_027370729.1	5.12082233365986	4.86561435284672	4.5975284496458	5.25409452160842
XM_027370735.1	7.55956369315457	8.42092877430764	7.52417142455868	7.60005001063207
XM_027370742.1	-1.81961325265436	-1.80792360053252	-1.8331505707535	-1.79762604664769
XM_027370743.1	-3.00157354068967	-3.00391740752295	-3.00952497858417	-2.97562609258719
XM_027370747.1	-1.8533175035099	-1.96021261233262	-1.87276372649687	-1.83648369752537
XM_027370761.1	2.33543748652597	2.58807754190215	2.23374374397084	2.2822430683151
XM_027370762.1	2.41940848353473	3.03797834881462	2.28785882199902	2.36196644607796
XM_027370767.1	3.58905945524774	3.69389764941805	3.59363389014698	3.65259946599157
XM_027370772.1	-1.62747198996628	-1.67762266878269	-1.63023264718121	-1.5905024802438
XM_027370783.1	-6.67407537220396	-8.84742008710151	-6.79241698332254	-6.80083235854795
XM_027370784.1	-6.41290296886357	-8.34674149037911	-6.56093826583299	-6.55544125484384
XM_027370786.1	-8.06377759727232	-7.78578959408499	-8.09438627845371	-8.08653308877632
XM_027370788.1	-1.6490913726236	-1.41977441664025	-1.65848381372311	-1.63726142841977
XM_027370789.1	-6.17481836163605	-8.17624965532509	-6.32348086451358	-6.31533794458836
XM_027370790.1	-7.18679881230981	-9.74618963266447	-7.27644833105106	-7.30718556683636
XM_027370793.1	-8.48078232499	-9.35425248215288	-8.56118346766565	-8.56053534632948
XM_027370807.1	5.25990860916952	5.26007649712539	5.30486479031847	5.35473932093688
XM_027370829.1	1.52770457182853	2.35869653092529	1.38324084264382	1.44177462980177
XM_027370833.1	6.93622966446959	6.47673990259353	6.9585692031976	7.01227420534083
XM_027370834.1	6.60033704983272	6.1944311309458	6.61117535434338	6.67302049185202
XM_027370837.1	2.63748573494562	2.57930376828553	2.61448024645714	2.66842254651567
XM_027370838.1	5.04671732086399	4.70064843052936	5.0720025232433	5.1207665631459
XM_027370841.1	1.70059729955572	2.32568221813254	1.67394697500324	1.66639761507899
XM_027370845.1	-2.86154465269093	-4.28667377170095	-2.96881438158836	-2.98554168279262
XM_027370850.1	10.5345067229847	9.09036592683033	9.33142874306334	10.7214628529485
XM_027370851.1	8.56173504921636	9.33256323512482	8.35052727013182	8.65345742451912
XM_027370852.1	8.54573891014798	8.89237932005626	8.25759672981161	8.63575014173703
XM_027370853.1	7.06008261880263	9.18380143692612	7.16245745387966	7.2188449423341
