ID	hep_mean	hep_wssv_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	hep_1	hep_2	hep_3	hep_wssv_1	hep_wssv_2	hep_wssv_3	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized	Expression
XM_027369628.1	3334.39412776675	21959.2381335212	-2.99821063785451	1	-2.71933145441721	0	2.71933145441721	3481	5413	4253	21069	12963	14272	2528.38583802559	4589.24506406908	2885.55148120558	20637.1871856693	15480.329610048	29760.1976048463	Down_hep_Up_hep_wssv
XM_027369629.1	3262.57961314747	24018.494248892	-3.25770440553127	0.999999999999997	-2.88006069769458	2.88657986402541e-15	2.88006069769458	3345	5281	4246	23466	14410	15280	2429.60374265889	4477.33293614425	2880.80216063928	22985.0602543508	17208.3275230111	31862.0949693141	Down_hep_Up_hep_wssv
XM_027369652.1	51.4712572044033	8.14332443143346	0.784229384961179	0.98921014840721	2.66007723553382	0.0107898515927901	-2.66007723553382	83	39	90	19	4	0	60.2861317311474	33.0649468868824	61.0626929951803	18.6105917000198	4.77677377460404	1.04260781967651	Up_hep_Down_hep_wssv
XM_027369689.1	32.2383856754825	328.097435441788	-1.12584429287748	0.992929283779408	-3.34727290874338	0.00707071622059219	3.34727290874338	93	32	3	162	288	231	67.5495210963458	27.1302128302625	2.03542309983934	158.679781863327	343.927711771491	481.684812690548	Down_hep_Up_hep_wssv
XM_027369690.1	11.7854565800031	124.600282654431	-1.24591045384458	0.99720785117858	-3.40222778491751	0.00279214882141965	3.40222778491751	30	12	5	118	94	70	21.7901680955954	10.1738298113484	3.39237183306557	115.581569505386	112.254183703195	145.965094754711	Down_hep_Up_hep_wssv
XM_027369730.1	43.1841670038824	384.720473369366	-1.25148462847681	0.997540490422529	-3.15523624015388	0.00245950957747088	3.15523624015388	21	86	61	229	281	285	15.2531176669168	72.9124469813304	41.3869363634	224.306605226555	335.568357665934	594.286457215611	Down_hep_Up_hep_wssv
XM_027369732.1	27.1470283218676	443.664621255527	-1.49999288328735	0.999024295571355	-4.03060332857722	0.000975704428645363	4.03060332857722	15	56	34	231	286	366	10.8950840477977	47.4778724529593	23.0681284648459	226.265614879188	341.539324884189	763.188924003205	Down_hep_Up_hep_wssv
XM_027369772.1	1932.00631659403	269.1699788436	1.44293911886876	0.990946283855954	2.84351039411171	0.00905371614404615	-2.84351039411171	2687	1455	3848	623	29	78	1951.67272242883	1233.576864626	2610.76936272726	610.231506795387	34.6316098658793	162.646819869536	Up_hep_Down_hep_wssv
XM_027369785.1	63.4711279301184	399.358557868299	-0.910364241344321	0.989303721826515	-2.65351224383017	0.0106962781734851	2.65351224383017	35	173	27	204	464	213	25.4218627781947	146.672713113606	18.3188078985541	199.818984568634	554.105757854069	444.150931182193	Down_hep_Up_hep_wssv
XM_027369804.1	54705.3753164113	653120.193193209	-1.96204216773742	0.996775900511233	-3.57759401081342	0.0032240994887669	3.57759401081342	87325	56012	78412	189983	343170	653870	63427.5476315957	47488.0462827707	53200.5320348675	186089.265418151	409811.364057717	1363459.95010376	Down_hep_Up_hep_wssv
XM_027369822.1	33.7249372317825	0.70981898488681	2.35876276700284	0.999269094386416	5.5702207864588	0.000730905613584243	-5.5702207864588	41	53	39	0	0	0	29.7798963973138	44.9344150001222	26.4605002979115	0.489752413158416	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027369826.1	94.4018069264876	0.70981898488681	2.94698775505172	1	7.05521950259405	0	-7.05521950259405	106	156	109	0	0	0	76.9919272711039	132.259787547529	73.9537059608295	0.489752413158416	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027369847.1	175.263224128742	46.6806419239028	0.80033034107598	0.989416313540576	1.90862699858926	0.0105836864594235	-1.90862699858926	213	168	337	16	57	27	154.710193478728	142.433617358878	228.64586154862	15.6720772210693	68.0690262881076	56.3008222625315	Up_hep_Down_hep_wssv
XM_027369848.1	100.453948905241	34.04979945699	0.677563032677312	0.982040058229858	1.56081607205903	0.0179599417701419	-1.56081607205903	120	99	192	16	34	22	87.1606723823817	83.9340959436245	130.267078389718	15.6720772210693	40.6025770841343	45.8747440657664	Up_hep_Down_hep_wssv
XM_027369954.1	46.6581385022638	1323.9506045404	-2.51598806991018	1	-4.82657673726446	3.33066907387547e-16	4.82657673726446	26	66	96	1343	831	798	18.884812349516	55.9560639624163	65.133539194859	1315.47498174351	992.374751673989	1664.00208020371	Down_hep_Up_hep_wssv
XM_027369970.1	319.240343995832	11.7348421279285	1.41741668614033	0.99063518950164	4.76577264552595	0.00936481049836013	-4.76577264552595	534	228	555	30	4	0	387.864992101599	193.30276641562	376.553273470278	29.385144789505	4.77677377460404	1.04260781967651	Up_hep_Down_hep_wssv
XM_027369991.1	255.541297118697	70.2841444953178	0.842441650504161	0.988208746556483	1.86228528741469	0.0117912534435167	-1.86228528741469	408	273	352	82	22	50	296.346286100098	231.454628208177	238.822977047816	80.3193957579803	26.2722557603222	104.260781967651	Up_hep_Down_hep_wssv
XM_027369993.1	3902.86575564838	16287.047855421	-1.84625320349856	0.998582483552957	-2.06111938341239	0.00141751644704302	2.06111938341239	3075	5426	7185	6830	16134	10984	2233.49222979853	4600.26671303138	4874.83832411523	6690.01796374397	19267.1170198654	22904.0085826536	Down_hep_Up_hep_wssv
XM_027370030.1	710.747132091553	5864.19583763397	-1.68580538296288	0.999989772170561	-3.04452500610556	1.02278294386027e-05	3.04452500610556	688	834	1364	11862	2652	1346	499.721188325655	707.081171888715	925.439036060288	11618.8862497703	3167.00101256248	2806.70025056916	Down_hep_Up_hep_wssv
XM_027370031.1	299.503630044636	3099.51258852849	-1.63803053778764	0.998397384902846	-3.37139596944652	0.00160261509715409	3.37139596944652	283	382	544	6480	1305	668	205.553919035117	323.866915661258	369.090055437534	6347.19127453307	1558.42244396457	1392.92404708782	Down_hep_Up_hep_wssv
XM_027370032.1	238.384853179198	2560.95941815788	-1.58987932155502	0.999826279535077	-3.42531991576912	0.000173720464922589	3.42531991576912	215	260	499	5381	1077	540	156.162871351767	220.432979245882	338.558708939944	5270.71547041088	1286.14633881214	1126.01644525063	Down_hep_Up_hep_wssv
XM_027370038.1	550.212702795823	4596.42894698689	-1.43596014058806	0.996543501975553	-3.06245208640953	0.0034564980244467	3.06245208640953	614	1112	386	1511	2003	4756	445.972107023186	942.77489585162	261.891105512662	1480.03179256473	2391.96946763297	9917.28558076296	Down_hep_Up_hep_wssv
XM_027370050.1	1971.51714754441	376.367406555945	1.65477088512828	0.992755484636578	2.38909265744505	0.00724451536342197	-2.38909265744505	2550	2398	2991	242	183	323	1852.16428812561	2033.07032396779	2029.31683053983	237.040167968673	218.537400188135	673.524651511025	Up_hep_Down_hep_wssv
XM_027370052.1	28.4199655218572	197.503558709987	-1.21236463725067	0.997502168692323	-2.79690193920146	0.002497831307677	2.79690193920146	45	26	45	197	256	45	32.6852521433931	22.0432979245882	30.5313464975901	192.962450784416	305.713521574659	93.8347037708859	Down_hep_Up_hep_wssv
XM_027370098.1	161.589272192319	812.337044931374	-1.34071230890534	0.998094379512745	-2.32974701529499	0.00190562048725507	2.32974701529499	249	172	233	590	558	572	180.858395193442	145.824893962661	158.084527420856	577.907847526931	666.359941557264	1192.74334570993	Down_hep_Up_hep_wssv
XM_027370122.1	73.1907728482895	709.271269462502	-1.42519974914615	0.996244382774833	-3.27660382465312	0.00375561722516693	3.27660382465312	73	58	173	1214	470	181	53.0227423659489	49.1735107548507	117.376065424069	1189.11885914863	561.270918515975	377.424030722897	Down_hep_Up_hep_wssv
XM_027370123.1	214.274292078046	1727.40839583662	-1.80303002899269	0.996313358064142	-3.01107853105484	0.00368664193585799	3.01107853105484	217	261	389	2708	1151	554	157.615549224807	221.280798396828	263.926528612501	2652.49906966598	1374.51665364231	1155.20946420157	Down_hep_Up_hep_wssv
XM_027370124.1	207.06529099784	1697.95584608995	-1.76804297724863	0.999699310232918	-3.03564129391961	0.000300689767081974	3.03564129391961	201	254	383	2702	1164	507	145.994126240489	215.346064340208	259.855682412823	2646.62204070808	1390.04116840978	1057.20432915198	Down_hep_Up_hep_wssv
XM_027370125.1	301.063741479109	2000.50906429357	-1.70115145364026	0.999999549918176	-2.73222629244507	4.50081824476811e-07	2.73222629244507	310	398	502	3192	1365	597	225.165070321153	337.432022076389	340.594132039783	3126.57940560333	1630.07405058363	1244.87373669375	Down_hep_Up_hep_wssv
XM_027370126.1	24.5138830707192	329.338956615158	-1.66523416697831	0.999779202162728	-3.74790223999497	0.000220797837272468	3.74790223999497	27	30	42	539	160	129	19.6111512860359	25.4345745283711	28.4959233977508	527.953101384773	191.070950984162	268.99281747654	Down_hep_Up_hep_wssv
XM_027370226.1	25.0136988086071	108.072439193285	-1.20776294162402	0.997501999287866	-2.1112083399528	0.00249800071213357	2.1112083399528	30	34	36	120	91	47	21.7901680955954	28.8258511321539	24.4250771980721	117.54057915802	108.671603372242	98.0051350495919	Down_hep_Up_hep_wssv
XM_027370232.1	590.350238940293	70.2728036774049	1.37497522448007	0.995172347585463	3.070532756592	0.00482765241453686	-3.070532756592	925	405	1114	41	101	24	671.863516280859	343.366756133009	755.820444407009	40.1596978789901	120.613537808752	50.0451753444725	Up_hep_Down_hep_wssv
XM_027370241.1	546.975703806845	48.2297208629271	1.83264929013184	0.999993540623075	3.50348238574788	6.45937692544951e-06	-3.50348238574788	797	426	1033	46	52	18	578.892132406319	361.170958302869	700.864020711347	45.0572220105743	62.0980590698525	37.5338815083544	Up_hep_Down_hep_wssv
XM_027370246.1	374.112352212198	1716.68947333093	-1.75976481418428	0.999899877855449	-2.19808559247147	0.000100122144551462	2.19808559247147	569	457	474	1641	1210	1006	413.286854879793	387.453351982186	321.596849774616	1607.36741998592	1444.97406681772	2097.72693318914	Down_hep_Up_hep_wssv
XM_027370278.1	746.227269881499	3147.8186024957	-2.02097772245782	0.999995500334287	-2.07666541829709	4.49966571347549e-06	2.07666541829709	957	1070	938	2918	2312	1834	695.106362249494	907.166491511901	636.408955883101	2858.19508319252	2760.97524172114	3824.28548257344	Down_hep_Up_hep_wssv
XM_027370293.1	201.662586623239	1288.44122244915	-1.53362902999032	0.999983510639615	-2.67561136579968	1.64893603854521e-05	2.67561136579968	196	344	252	1246	1546	383	142.36243155789	291.649787925321	170.975540386505	1220.46301359077	1846.22306388446	798.637589872206	Down_hep_Up_hep_wssv
XM_027370332.1	570.562073923671	30.09707706505	1.56935128896941	0.999370362179455	4.24468856328127	0.000629637820544926	-4.24468856328127	1081	411	852	21	6	30	785.172390377955	348.453671038683	578.060160354373	20.5696013526535	7.16516066190606	62.5564691805906	Up_hep_Down_hep_wssv
XM_027370333.1	555.959502275147	25.9705329918302	1.62755726828465	0.993120194601938	4.42003226884303	0.00687980539806199	-4.42003226884303	1048	386	854	12	10	26	761.2032054728	327.258192265041	579.4171090876	11.754057915802	11.9419344365101	54.2156066231785	Up_hep_Down_hep_wssv
XM_027370334.1	520.475363199939	25.4165215604174	2.22426574383311	0.999999999996779	4.35599136945444	3.22142312825235e-12	-4.35599136945444	936	382	822	20	23	14	679.853244582577	323.866915661258	557.70592935598	19.5900965263367	27.4664492039732	29.1930189509423	Up_hep_Down_hep_wssv
XM_027370371.1	531.636608583997	142.021181567625	1.21304991105992	0.994648740599699	1.90433433756639	0.00535125940030123	-1.90433433756639	560	686	894	136	123	70	406.749804451115	581.603937548751	606.556083752124	133.212656379089	146.885793569074	145.965094754711	Up_hep_Down_hep_wssv
XM_027370372.1	464.173913178836	106.438112606177	1.30504482326658	0.998487477895109	2.12465061134996	0.00151252210489106	-2.12465061134996	516	549	814	122	87	46	374.790891244241	465.45271386919	552.278134423075	119.499588810654	103.894829597638	95.9199194102389	Up_hep_Down_hep_wssv
XM_027370373.1	464.960559365473	120.171892369965	1.12072798703805	0.996024537280208	1.95200884765644	0.00397546271979221	-1.95200884765644	463	630	773	108	126	50	336.294927608689	534.126065095792	524.460685391937	105.786521242218	150.468373900027	104.260781967651	Up_hep_Down_hep_wssv
XM_027370374.1	460.002626321437	123.783752198024	1.04431494357813	0.995882666828316	1.89382013861135	0.00411733317168395	-1.89382013861135	478	582	795	82	111	76	347.190011656487	493.430745850398	539.387121457426	80.3193957579803	132.555472245262	158.476388590829	Up_hep_Down_hep_wssv
XM_027370377.1	10987.6127786928	51847.5675710749	-2.91238400926121	1	-2.23839833307262	0	2.23839833307262	14818	14513	14585	42569	35048	34525	10762.8903613511	12304.399337675	9895.54863705227	41696.5409514812	41854.0918130806	71992.069948663	Down_hep_Up_hep_wssv
XM_027370380.1	645.114494811945	7503.61356317424	-1.62781364143669	0.998153007989319	-3.53995839318598	0.00184699201068106	3.53995839318598	732	985	838	1637	3205	8191	531.680101532529	835.101863681516	568.56151922179	1603.44940068065	3827.38998690149	17080.0013019406	Down_hep_Up_hep_wssv
XM_027370397.1	123.62869795716	964.173397594932	-1.46375643545452	0.996993972998226	-2.96327894980024	0.00300602700177444	2.96327894980024	116	90	310	854	564	663	84.2553166363023	76.3037235851132	210.327053650065	836.497121674575	673.52510221917	1382.49796889105	Down_hep_Up_hep_wssv
XM_027370418.1	471.335833267062	43.5057716593512	2.17964321984735	0.999997638875509	3.43747665350587	2.36112449125692e-06	-3.43747665350587	681	481	754	48	35	20	494.636815770016	407.801011604883	511.569672426288	47.016231663208	41.7967705277853	41.7043127870604	Up_hep_Down_hep_wssv
XM_027370422.1	160.658523552462	55.0799993951817	0.588151222464324	0.976457558549331	1.54439707461568	0.0235424414506694	-1.54439707461568	258	173	218	24	89	17	187.395445622121	146.672713113606	147.907411921659	23.508115831604	106.28321648494	35.4486658690013	Up_hep_Down_hep_wssv
XM_027370451.1	318.568932169478	111.22311552668	0.947962900896011	0.991017061728836	1.51814892274913	0.00898293827116436	-1.51814892274913	521	356	406	112	95	53	378.422585926841	301.82361773667	275.460592844924	109.704540547485	113.448377146846	110.51642888571	Up_hep_Down_hep_wssv
XM_027370455.1	58.6300859589799	7.67369707777173	0.796575689861924	0.989434704046051	2.933647451686	0.0105652959539488	-2.933647451686	103	56	79	20	2	0	74.8129104615443	47.4778724529593	53.599474962436	19.5900965263367	2.38838688730202	1.04260781967651	Up_hep_Down_hep_wssv
XM_027370456.1	90.8322286646705	4.47178398340863	1.70335273132298	0.993529193346845	4.3442818753146	0.00647080665315536	-4.3442818753146	183	71	117	7	2	2	132.920025383132	60.1951597171448	79.3815008937344	6.85653378421783	2.38838688730202	4.17043127870604	Up_hep_Down_hep_wssv
XM_027370457.1	54.5607000650116	4.79108909454028	0.902783561837744	0.989929515406616	3.50943660858984	0.010070484593384	-3.50943660858984	103	40	81	13	0	0	74.8129104615443	33.9127660378281	54.9564236956623	12.7335627421188	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027370466.1	18.4577860968301	144.608571080449	-1.16180975423195	0.995077091856405	-2.96985163899383	0.00492290814359531	2.96985163899383	23	20	32	114	55	123	16.7057955399565	16.956383018914	21.7111797316197	111.663550200119	65.6806394008055	256.481523640421	Down_hep_Up_hep_wssv
XM_027370525.1	373.283248650763	38.9153026154804	1.42591761466866	0.990764823511739	3.26186128708536	0.00923517648826122	-3.26186128708536	683	354	477	16	34	29	496.089493643056	300.127979434778	323.632272874456	15.6720772210693	40.6025770841343	60.4712535412376	Up_hep_Down_hep_wssv
XM_027370568.1	62.5121335262235	1223.1619288383	-2.44929337439343	0.999999999908777	-4.29033535586962	9.1222918108258e-11	4.29033535586962	63	88	99	881	955	799	45.7593530007504	74.6080852832218	67.1689622946983	862.943751985129	1140.45473868671	1666.08729584306	Down_hep_Up_hep_wssv
XM_027370588.1	308.930264584705	35.0192565941609	1.39755905312603	0.992017804038676	3.14106084961297	0.00798219596132421	-3.14106084961297	419	166	710	36	34	14	304.336014401816	140.737979056986	481.716800295311	35.262173747406	40.6025770841343	29.1930189509423	Up_hep_Down_hep_wssv
XM_027370605.1	425.855244558002	1840.49554621266	-1.34996086575663	0.997634332326807	-2.11165923626494	0.00236566767319291	2.11165923626494	468	665	551	2604	684	1033	339.926622291289	563.799735378892	373.839376003826	2550.63056772903	816.828315457291	2154.02775545167	Down_hep_Up_hep_wssv
XM_027370610.1	163.386766138305	2394.11033845675	-2.33761151521522	0.996060605722012	-3.87312660481094	0.00393939427798762	3.87312660481094	61	269	321	1874	2574	1090	44.3066751277107	228.063351604394	217.79027168281	1835.59204451774	3073.8539239577	2272.88504689479	Down_hep_Up_hep_wssv
XM_027370611.1	50.2183948139516	667.693089734612	-1.80343234302947	0.996272614980128	-3.73289728918505	0.00372738501987191	3.73289728918505	26	85	88	546	669	321	18.884812349516	72.0646278303847	59.7057442619541	534.809635168991	798.915413802526	669.354220232319	Down_hep_Up_hep_wssv
XM_027370645.1	1708.91794236117	8105.34205138707	-2.38646286637514	0.999771253168503	-2.24578994547238	0.000228746831497428	2.24578994547238	2390	2010	2486	6339	5798	5363	1735.95005828244	1704.11649340086	1686.6872754002	6209.0810940224	6923.93358628856	11183.0114738502	Down_hep_Up_hep_wssv
XM_027370735.1	7382.91819923163	1482.35247380523	3.05863642437524	1	2.31630264143412	0	-2.31630264143412	11673	7582	10674	1218	1087	938	8478.55440599618	6428.16480247031	7242.03538922838	1193.0368784539	1298.08827324865	1955.93226971313	Up_hep_Down_hep_wssv
XM_027370742.1	1420.51340377764	6673.74061589896	-3.45764005656946	0.999999999999998	-2.23208317061202	1.66533453693773e-15	2.23208317061202	1840	1844	2007	6851	5115	3454	1336.46364319652	1563.37851434387	1361.69805379252	6710.58756509662	6108.29946427492	7202.33481832533	Down_hep_Up_hep_wssv
