ID	edgeR_FDR	limma_adj.P.Val	NOISeq_lminusProb	DESeq2_padj
XM_027351037.1	0.137225887477095	0.27561115444486	0.0244786729386645	0.0941879397358307
XM_027351040.1	2.39131292614077e-05	0.012046784128079	0.00183531960573324	4.29244423361672e-06
XM_027351045.1	0.0436257450721702	0.117526467238749	0.00407850623356421	0.129688625142366
XM_027351085.1	0.000182573059666357	0.0230883469182528	0.00166488699252887	0.000266320756575361
XM_027351097.1	0.00384819951868203	0.0415777045049779	0.00725827830269032	0.00288673606304209
XM_027351106.1	0.00129734493263724	0.0325888259617181	0.00847486630186411	0.000869004759771796
XM_027351115.1	0.000884004767521055	0.0187609913851347	0.00829739540600793	0.000562339248236006
XM_027351123.1	0.00288778826125758	0.0359414524884436	0.00343930708509577	0.00216696750628757
XM_027351132.1	0.00270376864846345	0.0233663955515941	0.0043045612012671	0.00209592487194775
XM_027351188.1	0.000110107313460993	0.0129328043165012	1.11022302462516e-16	2.1378434259024e-06
XM_027351256.1	1.05887566362776e-05	0.0062372174931723	8.31868829791471e-05	1.96030939345038e-06
XM_027351271.1	0.0138972885970272	0.0395861152939766	0.0105492616039844	0.0074374420637464
XM_027351305.1	0.00467420424728573	0.0285618631388411	0.0070791177834657	0.00244849132439599
XM_027351349.1	0.00144040778514168	0.074380878665654	0.00120498438299343	0.014508634560165
XM_027351352.1	0.000292170572943844	0.0167434247191899	0	7.21588613687988e-05
XM_027351361.1	0.0020285162807931	0.034236038439571	0.00226696142636595	0.000468220990956318
XM_027351416.1	0.176701143484928	0.159117224201646	0.00634903483313809	0.307700607654604
XM_027351417.1	0.20920935346568	0.202910457147202	0.00890673424878297	0.343643123853404
XM_027351440.1	0.00152531939225223	0.0189080902024996	0.00468166183029817	0.000554679118731571
XM_027351441.1	0.00236362806246371	0.0254446960186468	0.00675540533493568	0.000952487182599192
XM_027351465.1	0.00092968334578855	0.0185667077536221	0.00332408610373058	0.000317407108050991
XM_027351480.1	0.00050124432239847	0.0132558549718598	0.000594924973928879	0.000149677585248785
XM_027351489.1	0.00983781932221164	0.0418341724472918	1.11022302462516e-16	0.00562607005293034
XM_027351505.1	1.07774152134997e-05	0.0219098338519804	0.000550605838893992	2.91330043724774e-06
XM_027351506.1	0.000110581441895472	0.0297277593001415	0.00381377269840555	4.95652099611999e-05
XM_027351507.1	0.000159763633423103	0.0409619146548564	0.00376463954737483	6.88208196581032e-05
XM_027351509.1	0.00185724162642454	0.0479305171777096	0.00340055074952317	0.000429518171270004
XM_027351561.1	0.00103408442350081	0.0151449401139988	1.49169565588636e-12	0.000314397040852618
XM_027351591.1	0.00207845563211786	0.0385091364173866	0.00326215710339917	0.000986248300989765
XM_027351597.1	0.00129032698113024	0.0573853038955599	0.0015249375664349	3.62199457682417e-05
XM_027351599.1	9.19239572103428e-06	0.0290221708757271	3.68310822951301e-08	4.47003587131864e-08
XM_027351602.1	0.000417557596399642	0.0182266851788509	0.00380870335908656	0.000125527961736065
XM_027351603.1	3.63284965349965e-05	0.0107530553876859	0.000426877310202856	7.60992055266395e-06
XM_027351617.1	0.00318322159163911	0.0387804069420574	0	0.00154019602876795
XM_027351619.1	9.1425510705239e-06	0.00856691372275098	5.00488539501021e-13	2.13861563217062e-06
XM_027351660.1	0.000153086107307118	0.0169201720599278	0	5.75083854787842e-06
XM_027351669.1	2.19424011648415e-05	0.012046784128079	0	8.11715732605568e-07
XM_027351673.1	8.63148389994062e-08	0.0489069839260848	1.22124532708767e-15	4.42606674863524e-11
XM_027351730.1	3.69363511848177e-09	0.0039477044691838	1.45995138201016e-09	6.06499921547605e-11
XM_027351750.1	0.0141356654308664	0.136978176905065	0.00873874532051511	0.00620723742444683
XM_027351759.1	0.00237334568125313	0.0211453577922914	0.00453437836305626	0.00112905116451182
XM_027351760.1	0.0115709790395565	0.0283491441708969	0.00433899397684678	0.00628906770951917
XM_027351761.1	0.0113667840027424	0.0334794763799104	0.00470535232684854	0.0061775250483425
XM_027351763.1	0.00205566463053711	0.0212812719036248	0.00491248081188789	0.000756112922167978
XM_027351794.1	0.00682259372398535	0.0576878757236717	0.00811790100387466	0.00436593096178207
XM_027351874.1	0.00681577878542099	0.0736920013963879	0.00807711212827267	0.00482288928493747
XM_027351928.1	0.000403161881829607	0.0133263330916417	0.0036605224502464	9.3440350103167e-05
XM_027351966.1	2.88666321466002e-07	0.00414109737989204	0	1.50221604825551e-09
XM_027351973.1	1.64546004465233e-06	0.00460678969597801	2.22044604925031e-16	3.76458276588295e-09
XM_027352023.1	8.66173191945879e-05	0.0124547959540435	0.000559845027991557	6.64602048656548e-05
XM_027352024.1	5.86564030142143e-05	0.00800335394322912	0.000117363430546913	1.07602489665083e-05
XM_027352046.1	4.68901701536293e-05	0.117861279998823	1.11022302462516e-15	0.000550359592737189
XM_027352082.1	1.62612510036861e-08	0.00460678969597801	7.7715611723761e-16	4.82421857288819e-11
XM_027352105.1	0.000114614078618346	0.013673957590245	0.00178729234992436	6.28166064314363e-05
XM_027352110.1	8.28334399732196e-08	0.00549578581087055	1.46335579764845e-06	7.2877057715823e-09
XM_027352200.1	2.78672387785829e-10	0.00348279292626843	0	3.81158332918298e-13
XM_027352214.1	0.00988795608455928	0.0455702788978022	0.00932067028014594	0.00597138267272094
XM_027352228.1	0.036311840586482	0.118227600672775	0.0110285534156214	0.0704127271799596
XM_027352232.1	0.000893954543625073	0.108740620198513	0.00511887756715612	9.93917998032057e-05
XM_027352248.1	1.6071566421897e-05	0.0125754986599042	5.35274074143777e-05	4.51301927992124e-07
XM_027352249.1	0.0289433188033916	0.0602290432469316	0.00112069350625443	0.0682726208142393
XM_027352251.1	1.8885004720128e-06	0.0106942376112096	1.74841363609346e-10	1.21746427666341e-07
XM_027352252.1	8.14187559446357e-09	0.0039477044691838	0	6.89326578577668e-11
XM_027352254.1	7.78382246508857e-05	0.0279556510889952	0	2.79580517598785e-06
XM_027352256.1	4.29820055936005e-07	0.00596174931729886	0	8.17107308104788e-09
XM_027352257.1	5.42340692470858e-07	0.00596174931729886	0	2.14608018728745e-08
XM_027352258.1	1.52905574492363e-08	0.00460678969597801	0	2.25397225637834e-11
XM_027352259.1	6.69680514656316e-07	0.0062047245176852	0	4.38978591349571e-09
XM_027352263.1	0.0249188900509004	0.060517869842225	0.00132952693728317	0.0651992229735025
XM_027352342.1	5.72395981840886e-05	0.0070890845785059	0.00103989875178612	6.8748695226946e-06
XM_027352368.1	3.57626571052968e-05	0.00823772105786745	0.000479728732618701	6.6509187812302e-06
XM_027352376.1	1.77388284781527e-05	0.00665605849408878	0.00195024264918886	2.373699764563e-06
XM_027352556.1	0.0078480977549174	0.0447005156591913	0.00905099883566873	0.00371870225897889
XM_027352567.1	0.000287049769957631	0.0192712782669196	0.00099535428940678	4.29636736057359e-05
XM_027352595.1	0.00686413720192612	0.0442424485908178	1.25208239776242e-07	0.00247317031092362
XM_027352596.1	0.000645254766021446	0.0238063870971442	0.00194073718615606	0.00010934367169989
XM_027352698.1	3.31422585566895e-05	0.0124304780953981	0.000470215629371218	1.5958463237181e-05
XM_027352702.1	0.00540327531651031	0.0299361794818485	0.0036298256192796	0.00377077593837777
XM_027352755.1	1.23768358298242e-09	0.00460678969597801	0	2.5989968671533e-13
XM_027352773.1	1.35234910645952e-06	0.00596174931729886	0.00229166706712913	1.11434751918653e-07
XM_027352776.1	3.04216999988316e-05	0.00819815603512388	0.00188291371354277	4.00839060146452e-06
XM_027352799.1	0.00246590395172945	0.0283491441708969	0.00387684494247797	0.00150005122568426
XM_027352801.1	1.27519443400646e-06	0.00549578581087055	1.11022302462516e-16	2.06158466380311e-07
XM_027352831.1	0.00383804154615964	0.0726357330408332	0.0079768287289752	0.00595760526303903
XM_027352840.1	0.0488843476090611	0.0560480874303523	0.000187422703580187	0.120652460635698
XM_027352853.1	0.00665894977244438	0.0542268751558043	0.00252170788541772	0.00203646499007277
XM_027352883.1	2.02030602826744e-05	0.012046784128079	1.33226762955019e-15	8.07816588765214e-07
XM_027352898.1	0.000583906172789387	0.0128052991377071	0.0035569845279837	0.000118926596012614
XM_027352899.1	7.84226842390257e-05	0.0130343148851137	0.00704996974002869	2.3409129581435e-05
XM_027352913.1	4.53967664204116e-05	0.0121985380642812	0.000439133878027187	1.3041642054658e-06
XM_027352914.1	9.37241883940388e-06	0.012046784128079	0	6.41050136070224e-08
XM_027352918.1	2.51331303964065e-06	0.00596174931729886	6.15247032517141e-05	7.27522026880981e-07
XM_027352919.1	9.78219580612098e-06	0.0062047245176852	9.62126859023194e-05	2.23751551451688e-06
XM_027352920.1	0.000682608494510493	0.014982862444336	0.00450808446809869	0.000313679708527503
XM_027352974.1	0.0018369207310745	0.0407171259744556	0.00368500279084971	0.000424671119996808
XM_027353011.1	0.000159778243681508	0.010220272587461	0.00601553051443393	2.49040314620573e-05
XM_027353037.1	6.63467638967285e-05	0.014982862444336	0	4.50843000085769e-06
XM_027353055.1	0.00354696661947114	0.0302654460036785	0.0065898080699841	0.00161149297983282
XM_027353057.1	0.000201450416417737	0.0147737452830723	0.00224424778703736	5.53588647030465e-05
XM_027353077.1	0.00370607291145861	0.0297996094186889	0.00656987985585245	0.00157034925895995
XM_027353100.1	4.28678397682179e-06	0.0097921888526635	0	7.52255446043176e-08
XM_027353134.1	0.0104310295027189	0.0516029657410477	0.00580230324683162	0.0047063099154956
XM_027353136.1	0.00106977229336994	0.0237349484942262	0.00574324273092786	0.00034368890634351
XM_027353305.1	4.23859610073539e-05	0.012046784128079	0.00299774637937666	4.82165820728764e-06
XM_027353334.1	0.000936498499792183	0.0185667077536221	0.00447576126687754	0.000415293379921714
XM_027353373.1	0.000728482205868909	0.0206183599333423	0.000251741994346411	0.000395706903495859
XM_027353437.1	5.56853393979747e-06	0.0107530553876859	0.000605006678859765	1.73048491832758e-06
XM_027353449.1	2.67907753859641e-06	0.00636516135053496	0	1.66078567042316e-07
XM_027353491.1	0.000704008943485947	0.0214623408916447	0.00474559552529674	0.000394071550950451
XM_027353504.1	0.000368451808863364	0.0425103488680673	0.00290115675892777	0.0202558230853141
XM_027353505.1	0.000821782261241738	0.0665892157707407	0.000577451253414241	0.0273342886834808
XM_027353506.1	6.57585276580728e-07	0.0054785901156915	0.000183744608247216	2.11526440571196e-08
XM_027353507.1	0.0102549360106848	0.0516029657410477	0.00131498701040955	0.00419451087364609
XM_027353508.1	1.07855646743439e-06	0.00685526956452096	0	6.41050136070224e-08
XM_027353513.1	0.0231701804176723	0.13129868220932	0.00879485414868009	0.0200166708170543
XM_027353522.1	0.000988797132023065	0.0163414814408381	0.00308383757505659	0.000264722768210222
XM_027353532.1	3.49965572772135e-06	0.00690079365290577	0	6.41050136070224e-08
XM_027353549.1	0.0102412884170126	0.0436100463904083	0.0101446570042074	0.00587872540492909
XM_027353668.1	0.00202968335256394	0.0306813900068935	0.00839670713211771	0.00197059323540391
XM_027353672.1	5.43285058574182e-05	0.00860937010029026	0.000198847046651962	1.18646797917018e-05
XM_027353705.1	3.63942325458679e-08	0.00531777475550891	1.98260647343851e-07	3.5650540180191e-09
XM_027353710.1	0.0655740254691236	0.177521689787208	0.0126274615618935	0.0534180992637497
XM_027353727.1	3.54215186049091e-08	0.0039477044691838	0	1.80446423227181e-09
XM_027353742.1	4.57748437825779e-07	0.00525107613341621	0	1.90472523131103e-08
XM_027353779.1	9.51445274909722e-07	0.00596174931729886	0	2.46854192199138e-08
XM_027353813.1	0.00207529355309613	0.0303259904388642	0.007490253640143	0.00151488724388165
XM_027353814.1	0.000661063116597967	0.025211660721195	0.00466020204905915	0.000495108793448659
XM_027353818.1	0.000729113925777633	0.0242860007541409	0.00404260829368752	0.000446066422195662
XM_027353848.1	8.14187559446357e-09	0.00348279292626843	0	5.01628249919765e-11
XM_027353853.1	0.00384044319888596	0.0420254154764062	0.00895453771189791	0.00186520283221399
XM_027353887.1	2.4732628925187e-05	0.0062047245176852	0.00018436059439797	5.32891451315462e-06
XM_027353948.1	0.000174588323996294	0.0150155357934768	0.00350705708821886	4.34679789332555e-05
XM_027353992.1	0.000791934634566082	0.0214623408916447	0.00213809486163885	0.000779532960195924
XM_027354011.1	0.000703085795535302	0.0181467811942983	2.80734990809606e-10	0.000386633751853776
XM_027354045.1	1.97225575504188e-07	0.0056475932881323	0	2.78467249355758e-08
XM_027354055.1	5.82214438289348e-08	0.00549578581087055	0.000695038821985405	5.9351499480148e-09
XM_027354129.1	3.17992176496545e-06	0.00586694484985159	0.000747058113712784	2.21859762863094e-07
XM_027354133.1	0.000173946901248935	0.0179164714676322	0.00112755891593219	5.05713433276511e-06
XM_027354134.1	0.000635014896151956	0.026808387389132	0.00521886338714761	4.47850802245337e-05
XM_027354141.1	0.116946513819267	0.108932726979185	0.0127333344776346	0.0778592536489255
XM_027354265.1	0.00162763058776695	0.0243184706356249	0.00364041423738803	0.000541081682620926
XM_027354316.1	5.66071540692387e-05	0.0100489000575955	0.00257795638089919	1.57040469904058e-05
XM_027354359.1	0.00182924378252645	0.0455702788978022	0.00526022737999865	0.00361808750800621
XM_027354380.1	0.0675232786811701	0.0518579020531065	0.0142205009454504	0.0375961488726626
XM_027354443.1	7.61576895304306e-05	0.0161349001098886	0	5.05713433276511e-06
XM_027354446.1	0.00115951670443522	0.0228400442355005	0.00413541570104659	0.000364601225024866
XM_027354450.1	0.00771916534061338	0.0418222345462726	0	0.00296377123996286
XM_027354465.1	0.00430077434416302	0.0582642895944554	0.00345886961854402	0.0144400147515967
XM_027354473.1	6.07088365174936e-06	0.00690079365290577	0	1.61162772792715e-07
XM_027354502.1	0.00104248162295665	0.067606268783818	5.32938249087067e-10	0.0084516369400585
XM_027354504.1	0.117280754241771	0.573654877211418	0.00997282591810433	0.247926010889594
XM_027354506.1	0.000175167549778559	0.00794045137889644	1.63979940737136e-13	2.02170177937804e-05
XM_027354580.1	0.00021840503429191	0.0211453577922914	0	2.1032870388932e-05
XM_027354585.1	9.47628218087613e-12	0.00341875927670894	0	4.57058735694945e-15
XM_027354597.1	7.56182831690379e-05	0.0145081895288396	0.00108687041708344	4.14313391264342e-05
XM_027354601.1	0.000289160972005955	0.012046784128079	0.00362568263096485	5.95125837237011e-05
XM_027354611.1	0.0026629234242585	0.0237007656276806	0.00113334960582789	0.00175938254163269
XM_027354629.1	0.000323213749801488	0.0124304780953981	0.00373755721795344	9.95043368438412e-05
XM_027354646.1	0.0120415530017271	0.0550264421246643	0.0107591958337043	0.00699996550779935
XM_027354647.1	0.000338510964472278	0.0315350525752167	0.00444860133212943	0.000174801367503623
XM_027354652.1	1.8885004720128e-06	0.00602591970289505	0.000931854917003427	3.6616750554744e-07
XM_027354659.1	5.95449818157558e-05	0.0121985380642812	0.000775306982861435	2.49040314620573e-05
XM_027354684.1	0.00100607086155471	0.0186807976670945	1.77635683940025e-15	0.000390837172220796
XM_027354685.1	0.000154317993375174	0.0121855664926962	0.00267050641338162	4.18363097485643e-05
XM_027354693.1	0.00103033162825496	0.0158843045629161	0.00544427504520517	0.000578590858061185
XM_027354704.1	0.00569941480574418	0.0691711873943618	0.00611970503141313	0.00150005122568426
XM_027354755.1	0.00384819951868203	0.0581845063336862	0.0074139625096763	0.00486762064882571
XM_027354760.1	0.0198476900600319	0.123605007591318	0.00718916473583586	0.0123681086934893
XM_027354773.1	2.16387389523548e-13	0.0039477044691838	0	2.55026485656729e-19
XM_027354780.1	0.00242256744123254	0.0260018993273002	0.00341637314968213	0.00132814327729784
XM_027354816.1	2.28913795792699e-06	0.00839118018454076	3.33066907387547e-16	1.45012390429547e-08
XM_027354826.1	0.167589097636273	0.0871942015149339	0.0135263471732909	1
XM_027354830.1	0.00789668775726207	0.0436736693062939	0.0100686006964776	0.00681367636062729
XM_027354919.1	0.0675856231178728	0.2487326711984	0.00821754953140408	0.0438307120040882
XM_027354954.1	5.96454505395794e-05	0.00809625062899407	0.000679554214154332	5.8477805441549e-06
XM_027354955.1	0.000171849643287801	0.0105044184116752	0.0035783712309696	2.53501633217261e-05
XM_027355002.1	0.10839857877322	0.406987505010141	0.00622686413452478	0.225273537761254
XM_027355023.1	1.07855646743439e-06	0.00787498730947727	0.000441419624301331	9.6283485530974e-08
XM_027355035.1	7.51280973545018e-14	0.00348279292626843	5.21804821573824e-15	4.36581019391773e-20
XM_027355057.1	0.00890821587069777	0.0355952561498829	0.00491728361305321	0.00487968366706542
XM_027355059.1	0.00834563567381344	0.0420046957855974	0.00847992318213531	0.00597531629447748
XM_027355103.1	0.0958661899587541	0.117948931918556	0.010436868613094	0.068981125633293
XM_027355167.1	0.00010995700496453	0.0186083406059674	1.11022302462516e-15	8.00397613072702e-06
XM_027355175.1	0.00521838081689376	0.068163901436779	0.00373078186481446	0.000566890691378427
XM_027355197.1	0.00281886984671772	0.0373236533245695	4.10866736485493e-05	0.000675118888462122
XM_027355228.1	3.95496060283528e-07	0.00531777475550891	2.09034015097309e-07	1.28038827722108e-08
XM_027355231.1	8.72954508613541e-06	0.00940649502032292	3.33066907387547e-16	1.66078567042316e-07
XM_027355292.1	0.00273352320233385	0.0219098338519804	0.000446203549105295	0.000428845063129434
XM_027355294.1	0.000121469520363667	0.0107530553876859	0.00293091499663434	5.25947562378949e-06
XM_027355297.1	0.00707903255140662	0.0612485407674041	0	0.00206554171961471
XM_027355317.1	1.27519443400646e-06	0.0062047245176852	0.00104450628355479	9.74854341962283e-08
XM_027355398.1	0.0013964611348933	0.019068844488567	0.00455017176715389	0.000554679118731571
XM_027355437.1	7.1844468748646e-05	0.0129328043165012	2.77555756156289e-15	2.4751432481232e-05
XM_027355445.1	0.00248661851690071	0.0245187973456589	0.00247920098708532	0.00077611201319692
XM_027355485.1	1.56763662579537e-05	0.0062047245176852	0.00171673213617374	1.99904141899261e-06
XM_027355486.1	0.00957490826146047	0.0325888259617181	0.00995928480377073	0.00603477624824187
XM_027355501.1	0.000139634376007569	0.018886761072113	1.66533453693773e-15	1.25090252661521e-05
XM_027355505.1	0.000704389062823393	0.0264395316452119	0.003899905020876	0.000571160811595602
XM_027355548.1	0.000146501514594155	0.0152510824882029	2.22044604925031e-15	2.39239646980437e-05
XM_027355579.1	0.0121387425155894	0.124625033026674	0.00380264073584391	0.00486762064882571
XM_027355580.1	0.0271838662984003	0.163540389704385	0.00847684275852867	0.0127353757975257
XM_027355585.1	0.000487394581419122	0.0122775481579007	0.00612265626353947	0.00011988208427817
XM_027355590.1	0.019494866682562	0.0296552998723405	0.0105976969892623	0.0117110940737321
XM_027355599.1	0.133746583604707	0.18647483479015	0.0137379426710325	0.113442669414273
XM_027355617.1	0.000541840118631051	0.0186354086480442	0.00283383255218139	0.000142507402034782
XM_027355633.1	4.51152222960581e-05	0.00997427556629504	0.00107903589825409	1.2959933732402e-05
XM_027355643.1	0.000540826794925191	0.0412548868688811	0.00586090204240575	0.000151066253431832
XM_027355658.1	5.0049586731382e-05	0.00788075568414496	0.00058650192906462	1.05679977290862e-05
XM_027355697.1	0.0017792571277319	0.0290238550147499	0.00834468227067442	0.00172525602592116
XM_027355698.1	0.01696762617169	0.0467270405471566	0.00880635026591925	0.0144400147515967
XM_027355708.1	0.00196315282551162	0.0202785600020516	0.00525836492060028	0.00133579556270596
XM_027355720.1	0.000600874017504286	0.0187886913806689	0.00437185673465779	0.000201692759567459
XM_027355789.1	0.000188317952536194	0.0123857915996761	9.88331638751561e-11	6.70497397518086e-05
XM_027355791.1	0.000138645938422567	0.0161608328922075	0.00107753345019634	2.10157341645434e-05
XM_027355869.1	1.58239699509095e-06	0.00690079365290577	0.00150669426097216	4.48857383282739e-08
XM_027355911.1	0.000936498499792183	0.0245054304793324	0.00399241319009391	0.000351141429744617
XM_027355927.1	0.000151383284863419	0.0135890203821902	0.00372789502582882	3.13411756727448e-05
XM_027355965.1	4.75889448765078e-09	0.00348279292626843	0	1.49695976552682e-10
XM_027355983.1	0.000372250903890384	0.0158648093064008	0.0037191518506956	0.000173368740517501
XM_027356015.1	0.00086031167219966	0.0359760167438186	0.00498574031832588	0.00571245875236149
XM_027356021.1	0.000127079559404658	0.0167434247191899	0	1.21996613461442e-05
XM_027356031.1	0.00122846356527301	0.0255492071938121	4.40538862681583e-05	0.000285328471197562
XM_027356080.1	0.000213875583368126	0.0323654472241986	0.000995378533390934	0.000130062181437233
XM_027356085.1	0.000442442703812352	0.0143612725505863	2.49745520197742e-06	0.000174824124801601
XM_027356172.1	0.000413498578672583	0.0118023600528142	0.000697740989327067	7.65293356691228e-05
XM_027356186.1	0.000191763623254712	0.0145081895288396	0.000615154524535311	0.00011663796768781
XM_027356205.1	3.97403434718379e-05	0.00819815603512388	0	9.78644205228003e-06
XM_027356206.1	0.000419981162990141	0.0124214780252923	6.28814731231664e-05	0.000170185233477195
XM_027356209.1	0.00574780802258768	0.0480792152214856	0.00750350518610676	0.00371182889139566
XM_027356210.1	0.00147409603718678	0.027374644519356	0.00434835800572375	0.000583400929861417
XM_027356229.1	2.28732176389847e-05	0.0062047245176852	0.000818340361181114	5.69617452792605e-06
XM_027356238.1	0.0260629787870871	0.07334843947072	0.00894127225021724	0.0413751212233606
XM_027356257.1	0.000807235956755294	0.0178591741855931	0.00363968349254939	0.00028893190604137
XM_027356261.1	0.00370607291145861	0.0446777749443479	0.00209575425644926	0.000936496603126663
XM_027356320.1	0.00103408442350081	0.0194369372953987	0.00302029529979786	0.000297507009244275
XM_027356341.1	1.04134428201307e-06	0.00636516135053496	0.00266260032020693	5.3041006954729e-08
XM_027356408.1	0.052765378899699	0.0675559153548627	0.0139477828491789	0.119735512859577
XM_027356419.1	0.00116722569602939	0.0292505319646687	0.00351030716305911	0.000384926030712347
XM_027356430.1	7.52918798367652e-05	0.0143612725505863	0	3.73194626434387e-06
XM_027356431.1	0.000245278069016561	0.0168110381818833	0	1.85938439927522e-05
XM_027356432.1	4.65160552964938e-05	0.0122962220681654	0.00139859188947045	1.4943279710898e-05
XM_027356433.1	0.00116151443190904	0.0264105628644256	0.00433762205300159	0.000453734907975692
XM_027356434.1	0.000151788078469717	0.0157742655072008	0.00253458706661924	6.62140393179013e-05
XM_027356435.1	0.00185724162642454	0.0325888259617181	0.00451880291140017	0.000769775848568511
XM_027356436.1	0.00382176786586878	0.0327468904856738	0.0067692571810215	0.00244849132439599
XM_027356467.1	0.000340509993863324	0.0142639389701128	0.002627171276257	0.00336880280641841
XM_027356493.1	0.00753467152967041	0.0292505319646687	0.00612553266357529	0.00503295480352302
XM_027356512.1	2.53572918052297e-05	0.0107530553876859	0.00195808927185159	6.8748695226946e-06
XM_027356589.1	0.00457060122290064	0.0959187966063288	0.00523772550237367	0.00121664093952371
XM_027356622.1	0.000122422069918052	0.0122262867445805	0.00575539827896787	3.04958024835711e-05
XM_027356680.1	0.0108859505576418	0.032491066311438	0.010460116765121	0.0064713342466149
XM_027356681.1	0.00739000315346471	0.0359224170315186	0.00973588003835957	0.00355570468224195
XM_027356682.1	0.00107914879588214	0.0205674056368656	0.00323473903639648	0.000401259078202976
XM_027356684.1	0.0028498723696678	0.0228868860258176	0.00656785961587458	0.00149359118332894
XM_027356685.1	0.00196315282551162	0.0247237796587828	0.00518656213734547	0.000814505992872833
XM_027356686.1	0.00179864478681552	0.021473700777787	0.00423312487401106	0.000745462374779107
XM_027356687.1	0.000724200916336481	0.0144109988427814	0.00407468956260748	0.000263982851158243
XM_027356688.1	0.00703662941761591	0.0274621112239846	0.00874092475364296	0.00429733030951065
XM_027356692.1	2.05457145140726e-08	0.00460678969597801	3.12027070847876e-11	1.71693642364214e-10
XM_027356693.1	1.82441620368875e-06	0.00525107613341621	1.85845783207128e-11	1.40810331092902e-08
XM_027356695.1	0.0129866498815695	0.102212232231418	0.00830521927046057	0.00887085954726673
XM_027356700.1	1.22882818368302e-10	0.00348279292626843	0	7.05312696938697e-13
XM_027356748.1	0.000578345956496423	0.0143939573654088	0.00363447729540989	0.00013284667946975
XM_027356749.1	0.00521838081689376	0.0294762556941696	0.0102381183794094	0.00229463194473123
XM_027356784.1	0.0132538342647429	0.0681774846603254	0.00858004966893955	0.00712796626170943
XM_027356785.1	0.0696102586839115	0.171797830146311	0.0136196108701742	0.0476025313736693
XM_027356786.1	0.0121750220999492	0.0672974711053448	0.00858088295314963	0.00630434958494063
XM_027356787.1	0.0211606697518192	0.0800050638997696	0.00920060475329887	0.0123688170519879
XM_027356791.1	0.000299876542343251	0.0124019876632887	0.00363580607722747	6.62426658460524e-05
XM_027356797.1	7.47506702095752e-07	0.00525107613341621	0.00101539101598513	6.12678197476772e-08
XM_027356798.1	2.85665633169261e-07	0.00460678969597801	1.23599686041587e-10	1.69903950780939e-08
XM_027356801.1	2.49236344132062e-07	0.00460678969597801	1.78954156793143e-06	1.63329895476622e-08
XM_027356812.1	1.5674943516282e-05	0.00819815603512388	2.22044604925031e-16	2.18102590966391e-06
XM_027356820.1	0.00369209263321877	0.0505021140621156	0.00437749121034381	0.00116569797395044
XM_027356835.1	0.0017971599940006	0.026430554841105	0.00446108444455329	0.00149860026818061
XM_027356843.1	0.0300959708918623	0.0731699666842374	0.0106338455298272	0.0192142361912259
XM_027356845.1	0.0171794768330546	0.0666208135706595	0.0107510011362968	0.0124140909959273
XM_027356848.1	0.00299645623012265	0.0297821715966578	0.00342047034986015	0.00228754854054564
XM_027356849.1	0.000226233787580125	0.017134796069985	0	6.99792124054736e-05
XM_027356863.1	1.75326952194819e-08	0.0875228728392328	6.66133814775094e-16	3.01896744408875e-05
XM_027356883.1	1.8885004720128e-06	0.00625768568009139	0	5.82698937615841e-08
XM_027356918.1	5.79872668657187e-06	0.010220272587461	0	1.35732196978989e-07
