#rname	numreads
XM_027382552.1	2214
XM_027382554.1	4
XM_027382555.1	1228
XM_027382556.1	6
XM_027382557.1	2
XM_027382558.1	2
XM_027382559.1	4
XM_027382560.1	4
XM_027382561.1	2
XM_027382562.1	270
XM_027382563.1	1197
XM_027382564.1	1224
XM_027382565.1	1220
XM_027382566.1	1272
XM_027382567.1	1144
XM_027382568.1	36
XM_027382569.1	5693
XM_027382570.1	72
XM_027382571.1	77
XM_027382575.1	82
XM_027382577.1	2
XM_027382578.1	98
XM_027382579.1	10
XM_027382580.1	17
XM_027382581.1	29
XM_027382583.1	541
XM_027382595.1	14
XM_027382597.1	150
XM_027382598.1	132
XM_027382599.1	122
XM_027382600.1	121
XM_027382601.1	112
XM_027382605.1	17
XM_027382606.1	160
XM_027382607.1	64
XM_027382608.1	457
XM_027382609.1	3
XM_027382610.1	2920
XM_027382611.1	6
XM_027382613.1	42
XM_027382618.1	2
XM_027382620.1	16
XM_027382621.1	70
XM_027382622.1	77
XM_027382623.1	101
XM_027382624.1	72
XM_027382625.1	2
XM_027382626.1	2359
XM_027382627.1	3523
XM_027382628.1	265
XM_027382629.1	271
XM_027382630.1	212
XM_027382631.1	229
XM_027382632.1	113
XM_027382634.1	24
XM_027382635.1	2
XM_027382636.1	12
XM_027382637.1	6
XM_027382638.1	4
XM_027382642.1	2
XM_027382643.1	3
XM_027382644.1	193
XM_027382653.1	216
XM_027382654.1	1
XM_027382655.1	2
XM_027382656.1	159
XM_027382658.1	38
XM_027382659.1	212
XM_027382660.1	6908
XM_027382661.1	210
XM_027382664.1	6
XM_027382665.1	93
XM_027382666.1	5
XM_027382667.1	1
XM_027382668.1	12
XM_027382669.1	17
XM_027382670.1	53
XM_027382672.1	24
XM_027382673.1	37
XM_027382675.1	190
XM_027382676.1	539
XM_027382677.1	32
XM_027382678.1	6
XM_027382679.1	8
XM_027382680.1	3493
XM_027382681.1	4
XM_027382682.1	3557
XM_027382683.1	2410
XM_027382685.1	13
XM_027382686.1	80
XM_027382687.1	772
XM_027382688.1	1933
XM_027382689.1	7
XM_027382690.1	30
XM_027382691.1	36
XM_027382692.1	54
XM_027382694.1	37
XM_027382695.1	36
XM_027382696.1	39
XM_027382697.1	44
XM_027382698.1	548
XM_027382700.1	30
XM_027382701.1	20
XM_027382705.1	4
XM_027382710.1	6
XM_027382711.1	16
XM_027382712.1	6
XM_027382713.1	10
XM_027382714.1	8
XM_027382715.1	4
XM_027382716.1	31526
XM_027382717.1	44137
XM_027382718.1	166
XM_027382721.1	19
XM_027382723.1	254
XM_027382724.1	579
XM_027382725.1	617
XM_027382726.1	18
XM_027382727.1	3
XM_027382728.1	4
XM_027382729.1	11
XM_027382732.1	162
XM_027382734.1	2
XM_027382736.1	2
XM_027382741.1	44
XM_027382742.1	4
XM_027382745.1	6
XM_027382748.1	143
XM_027382749.1	116
XM_027382751.1	25
XM_027382754.1	4
XM_027382755.1	851
XM_027382756.1	802
XM_027382757.1	162
XM_027382758.1	138
XM_027382759.1	6
XM_027382760.1	658
XM_027382761.1	12
XM_027382762.1	8
XM_027382763.1	102
XM_027382765.1	171
XM_027382766.1	1
XM_027382768.1	2
XM_027382769.1	2
XM_027382772.1	415
XM_027382774.1	16
XM_027382784.1	76
XM_027382786.1	10
XM_027382788.1	36
XM_027382795.1	116
XM_027382798.1	472
XM_027382799.1	392
XM_027382800.1	2
XM_027382804.1	490
XM_027382805.1	1473
XM_027382806.1	67
XM_027382807.1	93
XM_027382808.1	7
XM_027382811.1	422
XM_027382816.1	90
XM_027382817.1	276
XM_027382818.1	18
XM_027382819.1	69
XM_027382820.1	110
XM_027382821.1	92
XM_027382822.1	808
XM_027382823.1	186
XM_027382824.1	84
XM_027382825.1	828
XM_027382826.1	160
XM_027382827.1	173
XM_027382828.1	228
XM_027382831.1	44
XM_027382832.1	52
XM_027382834.1	4
XM_027382835.1	37
XM_027382836.1	32
XM_027382837.1	28
XM_027382838.1	30
XM_027382839.1	35
XM_027382840.1	175
XM_027382845.1	310
XM_027382846.1	23957
XM_027382847.1	14536
XM_027382848.1	131
XM_027382849.1	113
XM_027382850.1	4496
XM_027382852.1	4217
XM_027382853.1	4
XM_027382859.1	2
XM_027382862.1	2
XM_027382868.1	2
XM_027382870.1	23
XM_027382871.1	6
XM_027382872.1	2
XM_027382875.1	18
XM_027382877.1	256
XM_027382878.1	395
XM_027382879.1	140
XM_027382880.1	147
XM_027382881.1	48
XM_027382882.1	132
XM_027382883.1	140
XM_027382884.1	118
XM_027382885.1	407
XM_027382886.1	10
XM_027382887.1	14
XM_027382890.1	1
XM_027382893.1	129
XM_027382895.1	726
XM_027382901.1	2
XM_027382902.1	68
XM_027382903.1	393
XM_027382904.1	8
XM_027382907.1	311
XM_027382908.1	11
XM_027382912.1	69
XM_027382913.1	275
XM_027382921.1	7
XM_027382926.1	18
XM_027382927.1	14753
XM_027382935.1	2
XM_027382936.1	2
XM_027382938.1	12
XM_027382942.1	2
XM_027382943.1	140
XM_027382944.1	6
XM_027382945.1	256
XM_027382947.1	240
XM_027382948.1	203
XM_027382949.1	187
XM_027382950.1	246
XM_027382957.1	22
XM_027382961.1	11
XM_027382962.1	113
XM_027382964.1	1719
XM_027382965.1	22
XM_027382969.1	41
XM_027382971.1	33
XM_027382974.1	2219
XM_027382975.1	1912
XM_027382976.1	22
XM_027382977.1	2527
XM_027382978.1	1
XM_027382982.1	2296
XM_027382983.1	1519
XM_027382984.1	4
XM_027382985.1	1
XM_027382986.1	388
XM_027382989.1	856
XM_027382990.1	8
XM_027382992.1	41
XM_027382994.1	4524
XM_027382995.1	2
XM_027382996.1	2375
XM_027382997.1	138
XM_027382998.1	12
XM_027382999.1	10
XM_027383000.1	18
XM_027383001.1	1544
XM_027383005.1	7
XM_027383006.1	1
XM_027383007.1	8
XM_027383008.1	8
XM_027383009.1	2340
XM_027383010.1	113
XM_027383011.1	43
XM_027383014.1	98
XM_027383015.1	62
XM_027383016.1	57
XM_027383017.1	59
XM_027383018.1	57
XM_027383019.1	118
XM_027383020.1	32
XM_027383021.1	238
XM_027383022.1	329
XM_027383024.1	439
XM_027383025.1	4
XM_027383026.1	9
XM_027383030.1	12
XM_027383031.1	167
XM_027383032.1	1
XM_027383035.1	2
XM_027383036.1	4
XM_027383037.1	6
XM_027383038.1	6
XM_027383040.1	2
XM_027383041.1	26
XM_027383043.1	22
XM_027383047.1	497
XM_027383051.1	950
XM_027383052.1	436
XM_027383053.1	1
XM_027383054.1	17
XM_027383055.1	1
XM_027383056.1	2
XM_027383058.1	781
XM_027383062.1	2
XM_027383063.1	608
XM_027383064.1	12
XM_027383065.1	18
XM_027383066.1	84
XM_027383067.1	192
XM_027383068.1	415
XM_027383069.1	321
XM_027383070.1	118
XM_027383071.1	5352
XM_027383072.1	117
XM_027383073.1	118
XM_027383074.1	100
XM_027383075.1	3082
XM_027383076.1	198
XM_027383077.1	154
XM_027383078.1	15
XM_027383079.1	5376
XM_027383080.1	16
XM_027383081.1	1069
XM_027383082.1	14
XM_027383083.1	232
XM_027383084.1	1878
XM_027383085.1	16
XM_027383086.1	35
XM_027383087.1	13
XM_027383088.1	5385
XM_027383089.1	21
XM_027383097.1	10
XM_027383102.1	13
XM_027383103.1	30
XM_027383104.1	19
XM_027383109.1	18
XM_027383110.1	14
XM_027383111.1	98
XM_027383113.1	1
XM_027383115.1	147
XM_027383116.1	230
XM_027383119.1	83
XM_027383120.1	12
XM_027383121.1	6
XM_027383125.1	274
XM_027383126.1	1713
XM_027383127.1	1296
XM_027383128.1	16
XM_027383130.1	5
XM_027383131.1	4487
XM_027383132.1	36
XM_027383133.1	20
XM_027383134.1	10
XM_027383137.1	349
XM_027383144.1	3
XM_027383147.1	3
XM_027383148.1	16
XM_027383149.1	22
XM_027383151.1	28
XM_027383153.1	115
XM_027383154.1	491
XM_027383155.1	54
XM_027383156.1	4
XM_027383159.1	11
XM_027383160.1	21
XM_027383161.1	39
XM_027383162.1	4
XM_027383163.1	8
XM_027383164.1	97
XM_027383165.1	975
XM_027383166.1	21
XM_027383167.1	19
XM_027383168.1	698
XM_027383169.1	4
XM_027383170.1	19
XM_027383173.1	1493
XM_027383175.1	234
XM_027383177.1	91
XM_027383179.1	997
XM_027383180.1	1145
XM_027383181.1	986
XM_027383182.1	1052
XM_027383183.1	1000
XM_027383184.1	1070
XM_027383185.1	6
XM_027383186.1	3
XM_027383191.1	3
XM_027383193.1	23
XM_027383194.1	1377
XM_027383195.1	103
XM_027383196.1	168
XM_027383197.1	107
XM_027383198.1	76
XM_027383199.1	104
XM_027383200.1	120
XM_027383202.1	190
XM_027383203.1	110
XM_027383204.1	159
XM_027383205.1	1805
XM_027383206.1	385
XM_027383207.1	341
XM_027383208.1	277
XM_027383209.1	279
XM_027383210.1	317
XM_027383211.1	316
XM_027383212.1	264
XM_027383213.1	294
XM_027383214.1	269
XM_027383215.1	437
XM_027383217.1	26
XM_027383218.1	21
XM_027383219.1	28
XM_027383220.1	115
XM_027383221.1	1134
XM_027383222.1	1197
XM_027383223.1	21
XM_027383224.1	2
XM_027383227.1	53
XM_027383228.1	34
XM_027383229.1	394
XM_027383230.1	367
XM_027383231.1	12
XM_027383232.1	32
XM_027383233.1	34
XM_027383234.1	746
XM_027383235.1	707
XM_027383236.1	118
XM_027383237.1	106
XM_027383238.1	2
XM_027383239.1	36
XM_027383240.1	71
XM_027383243.1	108
XM_027383244.1	269
XM_027383245.1	198
XM_027383246.1	5043
XM_027383248.1	69
XM_027383249.1	40
XM_027383250.1	47
XM_027383252.1	8
XM_027383253.1	236
XM_027383254.1	55
XM_027383256.1	6806
XM_027383258.1	34
XM_027383259.1	226
XM_027383260.1	88769
XM_027383261.1	125391
XM_027383262.1	49
XM_027383263.1	61
XM_027383264.1	66
XM_027383267.1	1
XM_027383269.1	4
XM_027383279.1	2
XM_027383280.1	53
XM_027383281.1	69
XM_027383282.1	39
XM_027383283.1	2
XM_027383284.1	50
XM_027383285.1	241
XM_027383287.1	160
XM_027383290.1	34
XM_027383291.1	4
XM_027383292.1	5923
XM_027383293.1	75
XM_027383294.1	512
XM_027383297.1	2234
XM_027383298.1	1537
XM_027383299.1	78
XM_027383300.1	67
XM_027383301.1	62
XM_027383302.1	57
XM_027383303.1	4
XM_027383304.1	2
XM_027383305.1	26
XM_027383306.1	30
XM_027383307.1	25
XM_027383308.1	451
XM_027383309.1	235
XM_027383310.1	303
XM_027383311.1	639
XM_027383312.1	10865
XM_027383313.1	151
XM_027383314.1	197
XM_027383315.1	145
XM_027383316.1	162
XM_027383317.1	138
XM_027383318.1	164
XM_027383319.1	152
XM_027383320.1	154
XM_027383321.1	32
XM_027383322.1	145
XM_027383323.1	1
XM_027383325.1	6
XM_027383329.1	2
XM_027383334.1	26
XM_027383335.1	1185
XM_027383336.1	16
XM_027383337.1	151
XM_027383340.1	1
XM_027383341.1	222
XM_027383342.1	289
XM_027383343.1	331
XM_027383348.1	1358
XM_027383350.1	183
XM_027383352.1	24
XM_027383353.1	5258
XM_027383354.1	4329
XM_027383355.1	11582
XM_027383356.1	95604
XM_027383357.1	190
XM_027383358.1	175
XM_027383359.1	178
XM_027383360.1	109
XM_027383361.1	10715
XM_027383362.1	499
XM_027383383.1	24
XM_027383389.1	1091
XM_027383390.1	14
XM_027383391.1	243
XM_027383392.1	31
XM_027383393.1	22
XM_027383394.1	56
XM_027383395.1	19
XM_027383396.1	44
XM_027383397.1	163
XM_027383398.1	47
XM_027383399.1	265
XM_027383400.1	119
XM_027383401.1	70
XM_027383402.1	60
XM_027383403.1	19
XM_027383404.1	8
XM_027383405.1	288
XM_027383406.1	14
XM_027383407.1	9
XM_027383408.1	22
XM_027383409.1	2
XM_027383410.1	9
XM_027383411.1	15
XM_027383412.1	597
XM_027383413.1	215
XM_027383414.1	198
XM_027383415.1	197
XM_027383416.1	170
XM_027383418.1	4
XM_027383420.1	44
XM_027383421.1	23
XM_027383428.1	52
XM_027383429.1	4
XM_027383430.1	3
XM_027383431.1	9
XM_027383432.1	2
XM_027383433.1	27
XM_027383434.1	2
XM_027383435.1	34
XM_027383436.1	92
XM_027383440.1	82
XM_027383441.1	75
XM_027383443.1	1
XM_027383444.1	300
XM_027383446.1	76
XM_027383448.1	2
XM_027383449.1	18
XM_027383450.1	22
XM_027383451.1	18
XM_027383452.1	16
XM_027383453.1	12
XM_027383454.1	23
XM_027383456.1	4
XM_027383457.1	27
XM_027383461.1	268
XM_027383463.1	2
XM_027383485.1	176
XM_027383502.1	180
XM_027383503.1	132
XM_027383504.1	147
XM_027383505.1	142
XM_027383506.1	220
XM_027383507.1	25
XM_027383508.1	491
XM_027383511.1	898
XM_027383512.1	671
XM_027383513.1	2205
XM_027383514.1	134
XM_027383515.1	103
XM_027383516.1	3
XM_027383519.1	5
XM_027383520.1	1
XM_027383521.1	1272
XM_027383522.1	374
XM_027383524.1	439
XM_027383525.1	333
XM_027383526.1	377
XM_027383527.1	538
XM_027383528.1	287
XM_027383532.1	3
XM_027383533.1	4
XM_027383534.1	16
XM_027383535.1	175
XM_027383536.1	285
XM_027383537.1	6
XM_027383538.1	2
XM_027383539.1	183
XM_027383540.1	2
XM_027383541.1	12
XM_027383543.1	2
XM_027383544.1	95
XM_027383545.1	4
XM_027383548.1	448
XM_027383549.1	149
XM_027383550.1	137
XM_027383552.1	1086
XM_027383553.1	753
XM_027383554.1	535
XM_027383555.1	537
XM_027383556.1	207
XM_027383557.1	31
XM_027383559.1	2
XM_027383560.1	22
XM_027383561.1	98
XM_027383562.1	61
XM_027383563.1	804
XM_027383564.1	176
XM_027383565.1	32
XM_027383566.1	256
XM_027383569.1	98
XM_027383570.1	25
XM_027383574.1	23
XM_027383576.1	33
XM_027383577.1	4
XM_027383578.1	19
XM_027383580.1	99806
XM_027383581.1	1237
XM_027383582.1	315
XM_027383583.1	272
XM_027383584.1	3
XM_027383586.1	6
XM_027383587.1	4
XM_027383588.1	2
XM_027383592.1	95
XM_027383593.1	98
XM_027383594.1	288
XM_027383595.1	4
XM_027383596.1	8
XM_027383597.1	4
XM_027383598.1	2
XM_027383599.1	29
XM_027383600.1	1
XM_027383602.1	5165
XM_027383603.1	10184
XM_027383604.1	191
XM_027383605.1	161
XM_027383606.1	556
XM_027383607.1	496
XM_027383608.1	386
XM_027383609.1	185
XM_027383610.1	363
XM_027383611.1	3093
XM_027383613.1	219
XM_027383614.1	181
XM_027383615.1	6
XM_027383616.1	2
XM_027383624.1	617
XM_027383625.1	84
XM_027383626.1	5
XM_027383627.1	34
XM_027383630.1	4144
XM_027383638.1	378
XM_027383640.1	220
XM_027383641.1	252
XM_027383642.1	6622
XM_027383643.1	4152
XM_027383644.1	135
XM_027383645.1	2
XM_027383646.1	71
XM_027383648.1	35
XM_027383649.1	24
XM_027383651.1	113
XM_027383652.1	58
XM_027383654.1	7
XM_027383655.1	1
XM_027383656.1	26
XM_027383657.1	150
XM_027383658.1	1254
XM_027383659.1	65
XM_027383660.1	21
XM_027383661.1	20
XM_027383662.1	2
XM_027383663.1	72
XM_027383664.1	90
XM_027383665.1	111
XM_027383666.1	1
XM_027383672.1	12
XM_027383673.1	1562
XM_027383678.1	336
XM_027383679.1	373
XM_027383680.1	106
XM_027383681.1	2
XM_027383682.1	5124
XM_027383683.1	96
XM_027383685.1	292
XM_027383686.1	92
XM_027383691.1	233
XM_027383692.1	256
XM_027383693.1	23
XM_027383698.1	120
XM_027383704.1	2
XM_027383712.1	16
XM_027383713.1	17
XM_027383714.1	10
XM_027383716.1	23
XM_027383717.1	10
XM_027383718.1	134
XM_027383719.1	4
XM_027383720.1	34
XM_027383722.1	1523
XM_027383723.1	6
XM_027383725.1	102382
XM_027383727.1	231
XM_027383728.1	309
XM_027383736.1	39
XM_027383737.1	488
XM_027383739.1	6
XM_027383740.1	4
XM_027383741.1	215
XM_027383742.1	18
XM_027383743.1	55
XM_027383744.1	381
XM_027383745.1	28
XM_027383746.1	3643
XM_027383747.1	6
XM_027383748.1	1
XM_027383750.1	490
XM_027383751.1	1636
XM_027383752.1	165
XM_027383754.1	241
XM_027383755.1	262
XM_027383756.1	3
XM_027383757.1	1344
XM_027383758.1	265
XM_027383759.1	1372
XM_027383760.1	1486
XM_027383761.1	16
XM_027383762.1	4
XM_027383768.1	2
XM_027383770.1	2
XM_027383771.1	30809
XM_027383772.1	18334
XM_027383773.1	106
XM_027383780.1	294
XM_027383783.1	10
XM_027383784.1	3352
XM_027383785.1	4
XM_027383786.1	1361
XM_027383787.1	7
XM_027383788.1	338
XM_027383789.1	12
XM_027383790.1	1485
XM_027383791.1	3
XM_027383792.1	1161
XM_027383793.1	11
XM_027383794.1	14
XM_027383795.1	2502
XM_027383797.1	6
XM_027383798.1	20
XM_027383800.1	537
XM_027383801.1	478
XM_027383802.1	14482
XM_027383804.1	4
XM_027383805.1	8
XM_027383806.1	4
XM_027383807.1	2
XM_027383808.1	12
XM_027383809.1	8
XM_027383810.1	8
XM_027383811.1	38
XM_027383812.1	20
XM_027383813.1	12
XM_027383814.1	6
XM_027383815.1	7
XM_027383816.1	10
XM_027383817.1	18
XM_027383819.1	167
XM_027383820.1	155
XM_027383822.1	108
XM_027383823.1	133
XM_027383824.1	110
XM_027383825.1	133
XM_027383826.1	354
XM_027383827.1	170
XM_027383828.1	2794
XM_027383829.1	1192
XM_027383830.1	3548
XM_027383832.1	161
XM_027383834.1	58
XM_027383835.1	302
XM_027383836.1	32
XM_027383837.1	148
XM_027383838.1	1410
XM_027383839.1	4
XM_027383843.1	799
XM_027383844.1	205
XM_027383845.1	14
XM_027383847.1	490
XM_027383849.1	6
XM_027383850.1	9
XM_027383851.1	12
XR_003474913.1	19
XR_003474914.1	22
XR_003474915.1	9
XR_003474916.1	1
XR_003474917.1	3
XR_003474918.1	5
XR_003474919.1	2022
XR_003474920.1	1999
XR_003474921.1	1897
XR_003474923.1	2
XR_003474924.1	23
XR_003474929.1	1
XR_003474930.1	99
XR_003474935.1	19
XR_003474939.1	13
XR_003474940.1	8
XR_003474943.1	4
XR_003474944.1	26
XR_003474945.1	4
XR_003474946.1	1
XR_003474947.1	8907
XR_003474948.1	7520
XR_003474949.1	27
XR_003474951.1	2
XR_003474952.1	47
XR_003474953.1	2
XR_003474954.1	136
XR_003474958.1	2
XR_003474964.1	1
XR_003474967.1	61
XR_003474968.1	1
XR_003474969.1	494
XR_003474971.1	8
XR_003474972.1	2
XR_003474974.1	6
XR_003474979.1	181
XR_003474980.1	18
XR_003474982.1	18
XR_003474983.1	84
XR_003474991.1	1630
XR_003474992.1	9
XR_003474993.1	12
XR_003474994.1	10
XR_003474996.1	1
XR_003474997.1	1
XR_003475001.1	8
XR_003475002.1	14
XR_003475003.1	42
XR_003475005.1	7
XR_003475006.1	17
XR_003475008.1	333
XR_003475009.1	342
XR_003475010.1	316
XR_003475024.1	4634
XR_003475025.1	66
XR_003475026.1	1
XR_003475027.1	8
XR_003475028.1	1
XR_003475029.1	6
XR_003475031.1	11
XR_003475032.1	6
XR_003475033.1	8
XR_003475034.1	82
XR_003475036.1	5
XR_003475038.1	25
XR_003475064.1	2
XR_003475065.1	2
XR_003475103.1	2
XR_003475109.1	1
XR_003475127.1	2
XR_003475130.1	31
XR_003475131.1	25
XR_003475132.1	42
XR_003475133.1	41
XR_003475134.1	24
XR_003475135.1	33
XR_003475136.1	15
XR_003475138.1	22
XR_003475139.1	38
XR_003475140.1	23
XR_003475141.1	32
XR_003475142.1	32
XR_003475143.1	29
XR_003475144.1	16
XR_003475145.1	12
XR_003475146.1	4
XR_003475147.1	3
XR_003475149.1	8
XR_003475150.1	17
XR_003475151.1	14
XR_003475152.1	5
XR_003475156.1	17
XR_003475157.1	4
XR_003475158.1	3
XR_003475160.1	3
XR_003475161.1	1
XR_003475162.1	2
XR_003475163.1	4
XR_003475164.1	8
XR_003475165.1	7
XR_003475167.1	2
XR_003475170.1	3
XR_003475171.1	4
XR_003475172.1	8
XR_003475173.1	3
XR_003475176.1	9
XR_003475177.1	2
XR_003475178.1	2
XR_003475181.1	5
XR_003475182.1	4
XR_003475184.1	1
XR_003475186.1	4
XR_003475187.1	6
XR_003475188.1	1
XR_003475191.1	5
XR_003475193.1	6
XR_003475194.1	24
XR_003475196.1	2
XR_003475197.1	2
XR_003475199.1	1
XR_003475200.1	2
XR_003475201.1	2
XR_003475205.1	2
XR_003475244.1	2
XR_003475247.1	2
XR_003475251.1	1
XR_003475259.1	2
XR_003475270.1	37
XR_003475271.1	32
XR_003475272.1	32
XR_003475273.1	32
XR_003475274.1	25
XR_003475276.1	22
XR_003475277.1	24
XR_003475278.1	23
XR_003475279.1	27
XR_003475280.1	24
XR_003475281.1	25
XR_003475282.1	11
XR_003475283.1	13
XR_003475285.1	20
XR_003475287.1	7
XR_003475290.1	2
XR_003475291.1	2
XR_003475294.1	4
XR_003475295.1	5
XR_003475297.1	4
XR_003475298.1	6
XR_003475301.1	6
XR_003475303.1	2
XR_003475304.1	4
XR_003475305.1	4
XR_003475306.1	8
XR_003475307.1	2
XR_003475308.1	11
XR_003475309.1	9
XR_003475311.1	18
XR_003475312.1	6
XR_003475313.1	3
XR_003475330.1	1
XR_003475341.1	2
XR_003475373.1	17
XR_003475375.1	1
XR_003475376.1	2
XR_003475377.1	1
XR_003475378.1	38
XR_003475382.1	6
XR_003475384.1	1
XR_003475404.1	7
XR_003475407.1	266
XR_003475408.1	13
XR_003475409.1	3
XR_003475411.1	2
XR_003475412.1	6
XR_003475414.1	78
XR_003475415.1	1430
XR_003475416.1	9
XR_003475417.1	112
XR_003475418.1	138
XR_003475420.1	4
XR_003475421.1	6
XR_003475422.1	51843
XR_003475424.1	2
XR_003475428.1	7
XR_003475429.1	8
XR_003475431.1	39
XR_003475432.1	29
XR_003475434.1	7
XR_003475435.1	48
XR_003475436.1	20
XR_003475439.1	26
XR_003475440.1	17
XR_003475441.1	102
XR_003475443.1	335
XR_003475444.1	4
XR_003475445.1	4
XR_003475448.1	1
XR_003475450.1	10
XR_003475451.1	10
XR_003475452.1	34
XR_003475454.1	517
XR_003475455.1	9
XR_003475459.1	1
XR_003475461.1	2
XR_003475463.1	53
XR_003475464.1	50
XR_003475465.1	1
XR_003475466.1	3007
XR_003475467.1	2
XR_003475468.1	1
XR_003475469.1	106
XR_003475470.1	21
XR_003475471.1	2
XR_003475473.1	4
XR_003475475.1	36
XR_003475476.1	12
XR_003475477.1	48
XR_003475478.1	3
XR_003475480.1	727
XR_003475481.1	43
XR_003475483.1	13
XR_003475485.1	31
XR_003475486.1	1232
XR_003475488.1	787
XR_003475489.1	638
XR_003475490.1	397
XR_003475491.1	92
XR_003475492.1	9
XR_003475495.1	2
XR_003475496.1	273
XR_003475499.1	50
XR_003475500.1	148
XR_003475501.1	87
XR_003475503.1	106
XR_003475505.1	19
XR_003475506.1	110
XR_003475507.1	15
XR_003475509.1	4
XR_003475510.1	18
XR_003475511.1	16
XR_003475512.1	9
XR_003475513.1	4097
XR_003475515.1	8
XR_003475516.1	18
XR_003475517.1	8
XR_003475519.1	2
XR_003475520.1	2
XR_003475523.1	26
XR_003475524.1	10
XR_003475525.1	2
XR_003475526.1	36
XR_003475527.1	10
XR_003475528.1	16
XR_003475529.1	22
XR_003475530.1	5
XR_003475534.1	1
XR_003475537.1	34
XR_003475538.1	19
XR_003475539.1	42
XR_003475542.1	2
XR_003475543.1	32
XR_003475545.1	64
XR_003475547.1	14
XR_003475558.1	2
XR_003475559.1	65624
XR_003475561.1	42
XR_003475563.1	1
XR_003475565.1	45
XR_003475566.1	103
XR_003475567.1	629
XR_003475568.1	6
XR_003475571.1	231
XR_003475572.1	261
XR_003475574.1	6
XR_003475575.1	30
XR_003475577.1	15
XR_003475579.1	39
XR_003475581.1	12
XR_003475583.1	1235
XR_003475584.1	3
XR_003475585.1	3204
XR_003475586.1	3
XR_003475587.1	39
XR_003475588.1	122
XR_003475591.1	96
XR_003475592.1	66
XR_003475593.1	6
XR_003475595.1	25
XR_003475596.1	8
XR_003475601.1	115
XR_003475603.1	492
XR_003475604.1	1
XR_003475605.1	1
XR_003475606.1	1503
XR_003475608.1	120666
XR_003475609.1	161
XR_003475610.1	4
XR_003475613.1	10
XR_003475615.1	9
XR_003475616.1	12
XR_003475617.1	16
XR_003475618.1	217
XR_003475619.1	734
XR_003475620.1	483
XR_003475621.1	5
XR_003475622.1	30
XR_003475623.1	4
XR_003475624.1	2
XR_003475626.1	55
XR_003475627.1	116
XR_003475628.1	4
XR_003475629.1	101
XR_003475633.1	27
XR_003475634.1	35
XR_003475635.1	2
XR_003475636.1	31
XR_003475637.1	8
XR_003475638.1	14
XR_003475642.1	22
XR_003475643.1	181
XR_003475651.1	18
XR_003475654.1	20
XR_003475655.1	4
XR_003475657.1	52
XR_003475659.1	7
XR_003475660.1	8
XR_003475661.1	406
XR_003475662.1	451
XR_003475665.1	52
XR_003475667.1	50
XR_003475668.1	182
XR_003475669.1	149
XR_003475670.1	45
XR_003475673.1	2
XR_003475675.1	133
XR_003475679.1	467
XR_003475680.1	102
XR_003475681.1	2
XR_003475683.1	12
XR_003475684.1	22
XR_003475685.1	65
XR_003475686.1	80
XR_003475688.1	116
XR_003475689.1	19
XR_003475690.1	14
XR_003475691.1	124
XR_003475692.1	16
XR_003475694.1	67
XR_003475695.1	8409
XR_003475696.1	14
XR_003475697.1	109
XR_003475698.1	18
XR_003475699.1	12
XR_003475700.1	1
XR_003475701.1	1
XR_003475704.1	23
XR_003475706.1	2
XR_003475707.1	656
XR_003475708.1	7
XR_003475711.1	39
XR_003475713.1	2490
XR_003475714.1	1696
XR_003475726.1	577
XR_003475731.1	1
XR_003475734.1	4
XR_003475735.1	8
XR_003475741.1	4
XR_003475742.1	1
XR_003475745.1	35
XR_003475746.1	2
XR_003475747.1	8
XR_003475751.1	385
XR_003475752.1	23
XR_003475753.1	21
XR_003475755.1	2
XR_003475756.1	1655
XR_003475758.1	236
XR_003475759.1	256
XR_003475760.1	104
XR_003475761.1	247
XR_003475762.1	62
XR_003475766.1	391
XR_003475767.1	2
XR_003475768.1	41
XR_003475769.1	149
XR_003475778.1	1
XR_003475781.1	20
XR_003475782.1	50
XR_003475783.1	41
XR_003475784.1	37
XR_003475785.1	32
XR_003475786.1	29
XR_003475789.1	2
XR_003475790.1	31
XR_003475791.1	20
XR_003475792.1	16
XR_003475793.1	16
XR_003475794.1	10
XR_003475795.1	15
XR_003475799.1	8
XR_003475800.1	12
XR_003475801.1	2
XR_003475802.1	199
XR_003475805.1	35
XR_003475806.1	25
XR_003475809.1	18
XR_003475816.1	253
XR_003475817.1	2
XR_003475818.1	126
XR_003475819.1	4
XR_003475820.1	4
XR_003475821.1	26
XR_003475823.1	248
XR_003475824.1	6
XR_003475826.1	4
XR_003475827.1	92
XR_003475828.1	26
XR_003475829.1	52
XR_003475830.1	2
XR_003475832.1	20
XR_003475835.1	305
XR_003475837.1	21
XR_003475838.1	16
XR_003475839.1	6
XR_003475840.1	2
XR_003475841.1	15
XR_003475842.1	552
XR_003475843.1	497
XR_003475844.1	556
XR_003475845.1	2
XR_003475846.1	562
XR_003475847.1	64
XR_003475849.1	31
XR_003475850.1	1
XR_003475851.1	2
XR_003475854.1	59
XR_003475855.1	6
XR_003475856.1	73
XR_003475857.1	85
XR_003475859.1	8
XR_003475860.1	4
XR_003475867.1	1
XR_003475869.1	481
XR_003475870.1	3
XR_003475872.1	10
XR_003475874.1	28
XR_003475876.1	14
XR_003475878.1	10
XR_003475879.1	1
XR_003475881.1	18
XR_003475882.1	23
XR_003475883.1	14
XR_003475884.1	4
XR_003475885.1	2
XR_003475888.1	27
XR_003475889.1	15
XR_003475890.1	2
XR_003475891.1	28
XR_003475892.1	16
XR_003475894.1	104
