#rname	numreads
XR_003475896.1	61
XR_003475897.1	105
XR_003475898.1	47
XR_003475899.1	131
XR_003475900.1	38
XR_003475901.1	34
XR_003475902.1	97
XR_003475903.1	31
XR_003475904.1	39
XR_003475905.1	43
XR_003475906.1	55
XR_003475907.1	22
XR_003475909.1	10
XR_003475912.1	3
XR_003475913.1	5
XR_003475914.1	2
XR_003475916.1	16
XR_003475924.1	2
XR_003475927.1	14
XR_003475929.1	88
XR_003475930.1	12
XR_003475931.1	24
XR_003475932.1	29
XR_003475933.1	2
XR_003475934.1	4
XR_003475935.1	33
XR_003475937.1	3
XR_003475939.1	8
XR_003475940.1	1
XR_003475945.1	2
XR_003475953.1	1228
XR_003475955.1	158
XR_003475956.1	3
XR_003475958.1	10
XR_003475961.1	11
XR_003475962.1	45
XR_003475963.1	13
XR_003475964.1	2372
XR_003475965.1	1
XR_003475967.1	8
XR_003475968.1	277
XR_003475969.1	82
XR_003475971.1	27
XR_003475972.1	32
XR_003475973.1	33
XR_003475974.1	36
XR_003475975.1	38
XR_003475980.1	36
XR_003475983.1	20
XR_003475985.1	3
XR_003475986.1	12
XR_003475987.1	146
XR_003475989.1	18
XR_003475990.1	78
XR_003475991.1	8
XR_003475993.1	1
XR_003475995.1	4
XR_003475999.1	2
XR_003476001.1	2272
XR_003476002.1	5
XR_003476007.1	471
XR_003476008.1	408
XR_003476009.1	13
XR_003476010.1	6
XR_003476011.1	6
XR_003476012.1	18
XR_003476013.1	4
XR_003476018.1	2
XR_003476019.1	3
XR_003476020.1	14
XR_003476021.1	22032
XR_003476022.1	145
XR_003476023.1	3
XR_003476025.1	4
XR_003476026.1	4
XR_003476027.1	4
XR_003476029.1	139
XR_003476030.1	1937
XR_003476034.1	160
XR_003476035.1	6
XR_003476036.1	570
XR_003476040.1	29
XR_003476042.1	8
XR_003476043.1	7
XR_003476044.1	4
XR_003476047.1	33
XR_003476050.1	17
XR_003476051.1	2
XR_003476054.1	6
XR_003476055.1	67
XR_003476058.1	2
XR_003476059.1	23
XR_003476060.1	274
XR_003476061.1	35
XR_003476064.1	1
XR_003476065.1	8
XR_003476067.1	308
XR_003476068.1	28
XR_003476072.1	1651
XR_003476075.1	5819
XR_003476076.1	1
XR_003476077.1	6
XR_003476078.1	32
XR_003476079.1	5
XR_003476080.1	28
XR_003476082.1	11
XR_003476083.1	314
XR_003476084.1	141
XR_003476085.1	126
XR_003476089.1	416
XR_003476093.1	383
XR_003476094.1	18
XR_003476097.1	57
XR_003476098.1	22
XR_003476099.1	617
XR_003476100.1	12
XR_003476101.1	10
XR_003476102.1	7
XR_003476103.1	8
XR_003476104.1	18
XR_003476107.1	387
XR_003476108.1	87
XR_003476109.1	48
XR_003476110.1	22
XR_003476111.1	47
XR_003476112.1	30162
XR_003476114.1	1
XR_003476115.1	4
XR_003476116.1	79
XR_003476117.1	452
XR_003476118.1	301
XR_003476119.1	4
XR_003476121.1	12
XR_003476122.1	8
XR_003476125.1	27
XR_003476126.1	42
XR_003476127.1	30
XR_003476128.1	918
XR_003476130.1	19
XR_003476131.1	3
XR_003476134.1	49
XR_003476135.1	919
XR_003476138.1	916
XR_003476139.1	5454
XR_003476140.1	1205
XR_003476141.1	323
XR_003476142.1	26
XR_003476149.1	3
XR_003476150.1	2
XR_003476151.1	5
XR_003476153.1	23699
XR_003476154.1	18759
XR_003476155.1	20333
XR_003476157.1	45
XR_003476160.1	52
XR_003476161.1	6
XR_003476162.1	2
XR_003476163.1	2
XR_003476165.1	2
XR_003476166.1	1365
XR_003476167.1	46
XR_003476168.1	1
XR_003476169.1	2
XR_003476170.1	635
XR_003476177.1	5
XR_003476179.1	38
XR_003476181.1	902
XR_003476184.1	1
XR_003476185.1	3142
XR_003476186.1	90
XR_003476194.1	2
XR_003476196.1	2
XR_003476205.1	1000
XR_003476206.1	7
XR_003476209.1	2247
XR_003476210.1	1278
XR_003476211.1	2892
XR_003476212.1	747
XR_003476213.1	282
XR_003476216.1	466
XR_003476220.1	32
XR_003476223.1	52
XR_003476224.1	11
XR_003476225.1	80
XR_003476226.1	4
XR_003476227.1	27
XR_003476229.1	100
XR_003476231.1	2
XR_003476238.1	2891
XR_003476239.1	184
XR_003476243.1	221
XR_003476245.1	604
XR_003476246.1	10
XR_003476247.1	1
XR_003476248.1	30
XR_003476249.1	29
XR_003476250.1	32
XR_003476251.1	16
XR_003476252.1	171
XR_003476255.1	2
XR_003476256.1	2
XR_003476257.1	2
XR_003476264.1	22
XR_003476265.1	23
XR_003476267.1	3191
XR_003476269.1	30
XR_003476270.1	60
XR_003476277.1	8
XR_003476278.1	4
XR_003476279.1	2
XR_003476280.1	1
XR_003476281.1	16
XR_003476282.1	2
XR_003476283.1	8
XR_003476284.1	6
XR_003476285.1	1059
XR_003476288.1	2
XR_003476290.1	107
XR_003476291.1	134
XR_003476292.1	100
XR_003476293.1	347
XR_003476296.1	16
XR_003476297.1	33
XR_003476298.1	16
XR_003476299.1	5
XR_003476300.1	4
XR_003476301.1	7
XR_003476304.1	1
XR_003476306.1	2
XR_003476309.1	16
XR_003476311.1	6
XR_003476312.1	3
XR_003476313.1	8
XR_003476314.1	98
XR_003476315.1	88
XR_003476317.1	24
XR_003476318.1	4
XR_003476320.1	215
XR_003476321.1	2622
XR_003476322.1	55
XR_003476326.1	16
XR_003476328.1	24
XR_003476329.1	208
XR_003476330.1	6
XR_003476331.1	2
XR_003476332.1	8
XR_003476335.1	2
XR_003476336.1	13
XR_003476342.1	6
XR_003476344.1	34
XR_003476348.1	1
XR_003476351.1	2
XR_003476352.1	115
XR_003476353.1	1295
XR_003476357.1	2
XR_003476362.1	37312
XR_003476363.1	4
XR_003476364.1	4
XR_003476365.1	2
XR_003476366.1	2
XR_003476367.1	1942
XR_003476368.1	2
XR_003476369.1	44
XR_003476370.1	40
XR_003476371.1	5
XR_003476378.1	2
XR_003476379.1	10
XR_003476381.1	6
XR_003476382.1	511
XR_003476383.1	511
XR_003476384.1	148
XR_003476385.1	105
XR_003476387.1	2
XR_003476389.1	1735
XR_003476390.1	2502
XR_003476391.1	11688
XR_003476393.1	3
XR_003476394.1	8
XR_003476398.1	4
XR_003476399.1	20
XR_003476400.1	18
XR_003476402.1	6
XR_003476403.1	12
XR_003476404.1	5368
XR_003476406.1	8
XR_003476412.1	6
XR_003476413.1	4084
XR_003476414.1	10
XR_003476420.1	3
XR_003476428.1	18
XR_003476429.1	12
XR_003476431.1	92
XR_003476432.1	33
XR_003476433.1	115
XR_003476434.1	6
XR_003476435.1	128
XR_003476436.1	80
XR_003476437.1	21
XR_003476438.1	1
XR_003476439.1	5
XR_003476441.1	81
XR_003476442.1	5
XR_003476443.1	5
XR_003476444.1	6
XR_003476446.1	1208
XR_003476447.1	2
XR_003476448.1	209
XR_003476449.1	354
XR_003476450.1	36
XR_003476453.1	167
XR_003476454.1	9512
XR_003476455.1	6
XR_003476457.1	152
XR_003476459.1	2
XR_003476461.1	1
XR_003476462.1	5
XR_003476464.1	15
XR_003476465.1	30
XR_003476466.1	10
XR_003476467.1	14
XR_003476468.1	8
XR_003476470.1	2
XR_003476471.1	4
XR_003476476.1	28
XR_003476479.1	6
XR_003476489.1	2
XR_003476490.1	10
XR_003476491.1	5
XR_003476492.1	730
XR_003476495.1	2
XR_003476500.1	80
XR_003476501.1	44
XR_003476502.1	44
XR_003476503.1	74
XR_003476504.1	69
XR_003476505.1	44
XR_003476506.1	37
XR_003476507.1	1095
XR_003476510.1	13
XR_003476511.1	28
XR_003476512.1	12
XR_003476513.1	33
XR_003476514.1	15
XR_003476515.1	5
XR_003476516.1	12
XR_003476517.1	5
XR_003476518.1	6
XR_003476519.1	19
XR_003476520.1	8
XR_003476521.1	10
XR_003476522.1	40
XR_003476523.1	58
XR_003476538.1	2
XR_003476543.1	12
XR_003476545.1	15
XR_003476546.1	15
XR_003476549.1	21
XR_003476550.1	5
XR_003476551.1	7
XR_003476552.1	269
XR_003476553.1	9
XR_003476555.1	4246
XR_003476556.1	46
XR_003476564.1	6
XR_003476566.1	12
XR_003476567.1	8
XR_003476569.1	2504
XR_003476571.1	584
XR_003476574.1	1221
XR_003476575.1	8
XR_003476578.1	10
XR_003476580.1	297
XR_003476581.1	22
XR_003476582.1	32
XR_003476585.1	71
XR_003476588.1	21
XR_003476590.1	3
XR_003476591.1	3
XR_003476593.1	3
XR_003476594.1	34
XR_003476595.1	10
XR_003476596.1	2
XR_003476597.1	2
XR_003476600.1	15366
XR_003476601.1	280
XR_003476602.1	83901
XR_003476604.1	153
XR_003476607.1	4
XR_003476608.1	123
XR_003476611.1	2
XR_003476614.1	4
XR_003476615.1	14
XR_003476621.1	29
XR_003476623.1	1
XR_003476624.1	1
XR_003476628.1	616
XR_003476632.1	2
XR_003476633.1	2
XR_003476634.1	8
XR_003476640.1	2
XR_003476647.1	103
XR_003476649.1	192
XR_003476650.1	346
XR_003476652.1	288
XR_003476653.1	290
XR_003476655.1	285
XR_003476656.1	287
XR_003476658.1	820
XR_003476659.1	294
XR_003476660.1	345
XR_003476661.1	254
XR_003476662.1	6
XR_003476663.1	330
XR_003476664.1	39
XR_003476666.1	341
XR_003476667.1	99
XR_003476668.1	48
XR_003476669.1	3888
XR_003476670.1	1930
XR_003476671.1	1
XR_003476672.1	2
XR_003476673.1	2117
XR_003476675.1	3710
XR_003476676.1	2830
XR_003476677.1	920
XR_003476678.1	25
XR_003476679.1	1697
XR_003476680.1	3006
XR_003476681.1	7
XR_003476682.1	5833
XR_003476684.1	186
XR_003476686.1	2
XR_003476687.1	14
XR_003476689.1	4
XR_003476690.1	106
XR_003476695.1	43
XR_003476696.1	13
XR_003476697.1	14
XR_003476698.1	11
XR_003476700.1	1
XR_003476702.1	724
XR_003476703.1	29
XR_003476707.1	106042
XR_003476708.1	20
XR_003476710.1	2
XR_003476711.1	151087
XR_003476712.1	15
XR_003476713.1	2
XR_003476714.1	148
XR_003476715.1	30
XR_003476716.1	46
XR_003476717.1	2378
XR_003476718.1	739
XR_003476719.1	783
XR_003476720.1	1916
XR_003476729.1	2
XR_003476731.1	6
XR_003476732.1	6
XR_003476733.1	45
XR_003476734.1	127
XR_003476735.1	83
XR_003476737.1	4
XR_003476740.1	123
XR_003476742.1	83
XR_003476746.1	2
XR_003476748.1	573
XR_003476749.1	421
XR_003476750.1	169
XR_003476751.1	317
XR_003476752.1	4
XR_003476753.1	2
XR_003476754.1	172
XR_003476755.1	1
XR_003476756.1	99
XR_003476758.1	14899
XR_003476759.1	2014
XR_003476761.1	4
XR_003476762.1	1
XR_003476765.1	3
XR_003476770.1	9213
XR_003476771.1	647
XR_003476773.1	2
XR_003476774.1	5
XR_003476775.1	256
XR_003476776.1	133
XR_003476777.1	3
XR_003476779.1	2
XR_003476782.1	2
XR_003476783.1	2
XR_003476784.1	186
XR_003476786.1	336
XR_003476787.1	8
XR_003476791.1	8
XR_003476792.1	1
XR_003476793.1	2
XR_003476794.1	80
XR_003476795.1	38
XR_003476797.1	8
XR_003476799.1	10
XR_003476800.1	2
XR_003476802.1	2
XR_003476805.1	312
XR_003476806.1	32
XR_003476807.1	93
XR_003476809.1	5
XR_003476810.1	3
XR_003476811.1	3
XR_003476812.1	14
XR_003476813.1	2
XR_003476814.1	2
XR_003476816.1	96
XR_003476817.1	278
XR_003476818.1	143
XR_003476819.1	74
XR_003476820.1	70
XR_003476824.1	10
XR_003476825.1	4
XR_003476827.1	4
XR_003476828.1	9
XR_003476835.1	3327
XR_003476836.1	130
XR_003476840.1	10
XR_003476841.1	12479
XR_003476846.1	601
XR_003476848.1	10
XR_003476852.1	2
XR_003476853.1	336
XR_003476892.1	200
XR_003476894.1	8
XR_003476895.1	22
XR_003476896.1	58
XR_003476900.1	86
XR_003476901.1	4804
XR_003476902.1	10
XR_003476907.1	71
XR_003476908.1	8
XR_003476912.1	2
XR_003476913.1	4
XR_003476919.1	6
XR_003476920.1	9
XR_003476921.1	8
XR_003476922.1	4
XR_003476923.1	9
XR_003476924.1	6
XR_003476926.1	4
XR_003476927.1	37
XR_003476928.1	4
XR_003476929.1	10
XR_003476932.1	8
XR_003476933.1	121
XR_003476934.1	38
XR_003476935.1	16
XR_003476936.1	14
XR_003476937.1	12
XR_003476938.1	10
XR_003476939.1	5
XR_003476940.1	169
XR_003476941.1	152
XR_003476942.1	2
XR_003476943.1	9
XR_003476944.1	1
XR_003476945.1	31
XR_003476946.1	5
XR_003476947.1	2
XR_003476948.1	4
XR_003476949.1	4
XR_003476950.1	7
XR_003476951.1	6
XR_003476952.1	4
XR_003476953.1	66
XR_003476954.1	3
XR_003476956.1	29
XR_003476957.1	4
XR_003476958.1	31
XR_003476959.1	33
XR_003476960.1	22
XR_003476961.1	50
XR_003476963.1	6
XR_003476970.1	3
XR_003476972.1	329
XR_003476973.1	1602
XR_003476974.1	980
XR_003476975.1	84
XR_003476976.1	82
XR_003476977.1	89
XR_003476978.1	64
XR_003476979.1	33
XR_003476980.1	73
XR_003476987.1	222
XR_003476990.1	21
XR_003476992.1	8
XR_003476993.1	53
XR_003476994.1	174
XR_003476996.1	101
XR_003476998.1	115
XR_003476999.1	24
XR_003477005.1	1
XR_003477006.1	2
XR_003477008.1	19
XR_003477009.1	38
XR_003477013.1	60
XR_003477015.1	28
XR_003477016.1	2
XR_003477020.1	6
XR_003477021.1	3
XR_003477022.1	792
XR_003477024.1	203
XR_003477025.1	132
XR_003477026.1	2
XR_003477028.1	265
XR_003477029.1	5
XR_003477031.1	13
XR_003477034.1	2595
XR_003477035.1	18
XR_003477036.1	2
XR_003477037.1	1
XR_003477038.1	26
XR_003477039.1	64
XR_003477042.1	18
XR_003477044.1	8
XR_003477046.1	41
XR_003477047.1	10
XR_003477048.1	33
XR_003477050.1	70
XR_003477051.1	48
XR_003477052.1	38
XR_003477053.1	62
XR_003477054.1	16
XR_003477055.1	72
XR_003477056.1	167
XR_003477058.1	10
XR_003477060.1	41
XR_003477067.1	6
XR_003477092.1	49
XR_003477094.1	3
XR_003477095.1	15
XR_003477099.1	7
XR_003477101.1	3
XR_003477102.1	18
XR_003477104.1	9
XR_003477108.1	24
XR_003477109.1	2
XR_003477110.1	2
XR_003477117.1	681
XR_003477118.1	2
XR_003477120.1	63
XR_003477121.1	18
XR_003477123.1	45
XR_003477125.1	929
XR_003477128.1	287
XR_003477129.1	257
XR_003477130.1	503
XR_003477131.1	319
XR_003477132.1	26
XR_003477133.1	52
XR_003477134.1	32
XR_003477136.1	99
XR_003477140.1	186
XR_003477142.1	8
XR_003477143.1	2
XR_003477145.1	32
XR_003477146.1	1
XR_003477148.1	40
XR_003477150.1	29
XR_003477151.1	177
XR_003477157.1	48
XR_003477158.1	89
XR_003477159.1	52
XR_003477161.1	7
XR_003477163.1	2
XR_003477164.1	4
XR_003477166.1	28
XR_003477167.1	17
XR_003477168.1	43
XR_003477171.1	36
XR_003477173.1	1999
XR_003477174.1	117
XR_003477175.1	2
XR_003477176.1	41
XR_003477177.1	4
XR_003477178.1	19
XR_003477181.1	2
XR_003477182.1	1441
XR_003477183.1	1497
XR_003477184.1	12233
XR_003477185.1	1
XR_003477190.1	1
XR_003477191.1	2
XR_003477192.1	217
XR_003477198.1	98
XR_003477200.1	1291
XR_003477202.1	1
XR_003477205.1	10
XR_003477207.1	852
XR_003477210.1	4
XR_003477212.1	27
XR_003477213.1	16990
XR_003477214.1	5
XR_003477215.1	334
XR_003477216.1	297
XR_003477218.1	2
XR_003477220.1	10
XR_003477227.1	32
XR_003477228.1	21
XR_003477229.1	72
XR_003477230.1	6
XR_003477232.1	4
XR_003477233.1	6
XR_003477235.1	4
XR_003477240.1	6
XR_003477241.1	5
XR_003477242.1	5
XR_003477245.1	8
XR_003477246.1	4
XR_003477253.1	1
XR_003477261.1	2
XR_003477262.1	14
XR_003477263.1	19
XR_003477265.1	2
XR_003477267.1	2
XR_003477270.1	389
XR_003477271.1	135
XR_003477272.1	14
XR_003477273.1	32
XR_003477275.1	60
XR_003477276.1	17
XR_003477278.1	8
XR_003477279.1	2
XR_003477281.1	2
XR_003477282.1	3
XR_003477283.1	4
XR_003477284.1	31
XR_003477285.1	26
XR_003477286.1	2
XR_003477287.1	132
XR_003477288.1	124
XR_003477289.1	4
XR_003477293.1	19
XR_003477294.1	4
XR_003477298.1	86
XR_003477299.1	6
XR_003477302.1	2
XR_003477303.1	16
XR_003477332.1	17
XR_003477333.1	4
XR_003477334.1	2
XR_003477337.1	2
XR_003477338.1	4
XR_003477339.1	5
XR_003477341.1	4
XR_003477342.1	2
XR_003477346.1	20526
XR_003477347.1	2
XR_003477352.1	2
XR_003477354.1	64
XR_003477355.1	702
XR_003477356.1	8
XR_003477357.1	161146
XR_003477358.1	1
XR_003477361.1	1596
XR_003477362.1	21
XR_003477365.1	9
XR_003477366.1	601
XR_003477367.1	14
XR_003477368.1	35
XR_003477371.1	12
XR_003477372.1	59
XR_003477373.1	18379
XR_003477374.1	19352
XR_003477375.1	1
XR_003477376.1	7
XR_003477377.1	1058
XR_003477379.1	20
XR_003477380.1	4
XR_003477381.1	45900
XR_003477382.1	137
XR_003477383.1	6
XR_003477384.1	189
XR_003477385.1	14
XR_003477386.1	2
XR_003477387.1	14
XR_003477390.1	28
XR_003477396.1	27055
XR_003477397.1	23
XR_003477398.1	1
XR_003477402.1	3
XR_003477405.1	93670
XR_003477406.1	12912
XR_003477407.1	493
XR_003477408.1	706
XR_003477409.1	408
XR_003477410.1	636
XR_003477411.1	10502
XR_003477412.1	691
XR_003477413.1	10796
XR_003477414.1	915
XR_003477415.1	3204
XR_003477416.1	1503
XR_003477417.1	38
XR_003477418.1	12
XR_003477419.1	20
XR_003477420.1	14
XR_003477421.1	21
XR_003477422.1	14
XR_003477423.1	16
XR_003477424.1	16
XR_003477425.1	22
XR_003477426.1	22
XR_003477427.1	8
XR_003477428.1	34
XR_003477430.1	2
XR_003477433.1	927
XR_003477434.1	52
XR_003477438.1	2
XR_003477442.1	239
XR_003477443.1	26
XR_003477444.1	10
XR_003477445.1	21
XR_003477447.1	3
XR_003477450.1	25
XR_003477451.1	4
XR_003477452.1	16
XR_003477453.1	2
XR_003477454.1	2
XR_003477456.1	150
XR_003477457.1	104
XR_003477460.1	6
XR_003477463.1	144
XR_003477465.1	1
XR_003477466.1	11
XR_003477467.1	7
XR_003477468.1	2
XR_003477469.1	630
XR_003477472.1	14
XR_003477476.1	658
XR_003477478.1	12
XR_003477479.1	44
XR_003477480.1	312
XR_003477491.1	6
XR_003477494.1	1005
XR_003477500.1	2
XR_003477501.1	1
XR_003477505.1	20
XR_003477506.1	9
XR_003477511.1	2
XR_003477512.1	3
XR_003477513.1	6
XR_003477514.1	201
XR_003477516.1	2
XR_003477518.1	21
XR_003477519.1	2
XR_003477520.1	4
XR_003477521.1	7
XR_003477524.1	215
XR_003477525.1	24
XR_003477530.1	7
XR_003477532.1	90
XR_003477534.1	76
XR_003477539.1	4
XR_003477540.1	4
XR_003477542.1	1895
XR_003477543.1	94
XR_003477544.1	635
XR_003477545.1	18
XR_003477546.1	12
XR_003477552.1	28
XR_003477553.1	424
XR_003477555.1	1
XR_003477557.1	1
XR_003477558.1	221
XR_003477559.1	158
XR_003477561.1	8
XR_003477562.1	9
XR_003477565.1	10
XR_003477566.1	2
XR_003477568.1	4
XR_003477573.1	152
XR_003477574.1	11
XR_003477575.1	189
XR_003477576.1	2
XR_003477578.1	1
XR_003477579.1	2
XR_003477583.1	3601
XR_003477585.1	3824
XR_003477586.1	10
XR_003477588.1	40
XR_003477589.1	324
XR_003477590.1	1309
XR_003477591.1	960
XR_003477592.1	364
XR_003477593.1	47
XR_003477597.1	43
XR_003477601.1	59
XR_003477605.1	227
XR_003477606.1	271
XR_003477607.1	4
XR_003477609.1	2
XR_003477610.1	14
XR_003477613.1	65001
XR_003477615.1	2
XR_003477616.1	4
XR_003477617.1	683
XR_003477618.1	2
XR_003477622.1	4
XR_003477624.1	3
XR_003477627.1	228
XR_003477628.1	4
XR_003477629.1	42
XR_003477631.1	20
XR_003477632.1	175
XR_003477634.1	10
XR_003477635.1	76
XR_003477636.1	42
XR_003477637.1	40
XR_003477638.1	28
XR_003477639.1	44
XR_003477640.1	85
XR_003477641.1	58
XR_003477642.1	69
XR_003477644.1	8
XR_003477645.1	32558
XR_003477646.1	5
XR_003477647.1	590
XR_003477657.1	50
XR_003477658.1	2553
XR_003477659.1	9
XR_003477661.1	16
XR_003477662.1	112
XR_003477664.1	3
XR_003477665.1	4
XR_003477666.1	27
XR_003477667.1	3
XR_003477669.1	2006
XR_003477671.1	99
XR_003477672.1	244
XR_003477673.1	24
XR_003477674.1	13
XR_003477675.1	2
XR_003477679.1	47
XR_003477680.1	374
XR_003477681.1	191
XR_003477682.1	224
XR_003477683.1	234
XR_003477687.1	5
XR_003477688.1	256
XR_003477689.1	788
XR_003477691.1	79
XR_003477695.1	2
XR_003477698.1	34
XR_003477699.1	22
XR_003477700.1	223
XR_003477701.1	248
XR_003477702.1	12
XR_003477703.1	66
XR_003477704.1	354
XR_003477705.1	394
XR_003477707.1	3
XR_003477712.1	37
XR_003477715.1	12
XR_003477716.1	6
XR_003477718.1	2
XR_003477720.1	50
XR_003477722.1	37
XR_003477723.1	38
XR_003477725.1	1
XR_003477728.1	7
XR_003477729.1	56
XR_003477730.1	12
XR_003477732.1	61
XR_003477734.1	16858
XR_003477737.1	116
XR_003477739.1	1
XR_003477742.1	2
XR_003477744.1	2748
XR_003477745.1	15
XR_003477746.1	5
XR_003477749.1	49
XR_003477750.1	102
XR_003477751.1	251
XR_003477752.1	756
XR_003477753.1	6
XR_003477754.1	85
XR_003477755.1	135
XR_003477758.1	70
XR_003477759.1	37
XR_003477760.1	48
XR_003477761.1	42
XR_003477762.1	1
XR_003477763.1	1
XR_003477765.1	18
XR_003477766.1	16
XR_003477767.1	8
XR_003477769.1	2
XR_003477770.1	2
XR_003477773.1	5
XR_003477775.1	163
XR_003477776.1	1
XR_003477779.1	87
XR_003477780.1	38
XR_003477781.1	24
XR_003477784.1	9
XR_003477788.1	1223
XR_003477791.1	2
XR_003477799.1	2
XR_003477801.1	143
XR_003477805.1	20
XR_003477806.1	1300
XR_003477807.1	119
XR_003477809.1	111
XR_003477810.1	83
XR_003477811.1	74
XR_003477812.1	55
XR_003477813.1	20
XR_003477814.1	9
XR_003477817.1	3
XR_003477818.1	4
XR_003477819.1	2
XR_003477820.1	14
XR_003477824.1	2
XR_003477825.1	276
XR_003477826.1	4
XR_003477827.1	79
XR_003477828.1	126
XR_003477835.1	11
XR_003477836.1	22
XR_003477837.1	80
XR_003477838.1	55
XR_003477839.1	6594
XR_003477847.1	685
XR_003477848.1	9
XR_003477849.1	2
XR_003477850.1	2
XR_003477857.1	6
XR_003477858.1	30
XR_003477859.1	827
XR_003477861.1	4
XR_003477862.1	2
XR_003477865.1	2
XR_003477866.1	1327
XR_003477867.1	29
XR_003477869.1	201
XR_003477872.1	1
XR_003477874.1	6
XR_003477876.1	207
XR_003477877.1	36
XR_003477878.1	18
XR_003477879.1	17
XR_003477880.1	18
XR_003477884.1	14722
XR_003477885.1	517
XR_003477886.1	1
XR_003477887.1	13
XR_003477891.1	18
XR_003477892.1	94
XR_003477894.1	12
XR_003477897.1	3
XR_003477898.1	190
XR_003477899.1	1860
XR_003477900.1	9
XR_003477902.1	2
XR_003477903.1	8
XR_003477904.1	10994
XR_003477907.1	798
XR_003477911.1	15198
XR_003477912.1	23
XR_003477913.1	157
XR_003477914.1	57
XR_003477917.1	720
XR_003477920.1	8
XR_003477921.1	11
XR_003477923.1	6
XR_003477925.1	2
XR_003477926.1	21
XR_003477927.1	28
XR_003477929.1	420
XR_003477930.1	2
XR_003477932.1	11
XR_003477934.1	6
XR_003477935.1	165
XR_003477939.1	1618
XR_003477940.1	13626
XR_003477941.1	108
XR_003477942.1	905
XR_003477945.1	3
XR_003477947.1	25
XR_003477948.1	4
XR_003477949.1	59
XR_003477954.1	52
XR_003477964.1	18
XR_003477965.1	2008
XR_003477966.1	140
XR_003477968.1	208
XR_003477971.1	1
XR_003477972.1	176
XR_003477973.1	154
XR_003477974.1	140
XR_003477976.1	9369
XR_003477978.1	30
XR_003477979.1	419
XR_003477980.1	7858
XM_027350599.1	0
XM_027350600.1	0
XM_027350601.1	0
XM_027350610.1	0
XM_027350611.1	0
XM_027350612.1	0
XM_027350613.1	0
XM_027350618.1	0
XM_027350622.1	0
XM_027350623.1	0
XM_027350625.1	0
XM_027350626.1	0
XM_027350631.1	0
XM_027350632.1	0
XM_027350633.1	0
XM_027350634.1	0
XM_027350636.1	0
XM_027350637.1	0
XM_027350650.1	0
XM_027350654.1	0
XM_027350655.1	0
XM_027350656.1	0
XM_027350657.1	0
XM_027350658.1	0
XM_027350664.1	0
XM_027350669.1	0
XM_027350670.1	0
XM_027350672.1	0
XM_027350675.1	0
XM_027350676.1	0
XM_027350681.1	0
XM_027350692.1	0
XM_027350695.1	0
XM_027350696.1	0
XM_027350700.1	0
XM_027350701.1	0
XM_027350708.1	0
XM_027350710.1	0
XM_027350713.1	0
XM_027350714.1	0
XM_027350723.1	0
XM_027350724.1	0
XM_027350725.1	0
XM_027350726.1	0
XM_027350727.1	0
XM_027350728.1	0
XM_027350729.1	0
XM_027350730.1	0
XM_027350732.1	0
XM_027350733.1	0
XM_027350734.1	0
XM_027350735.1	0
XM_027350737.1	0
XM_027350738.1	0
XM_027350739.1	0
XM_027350740.1	0
XM_027350747.1	0
XM_027350748.1	0
XM_027350758.1	0
XM_027350763.1	0
XM_027350764.1	0
XM_027350766.1	0
XM_027350770.1	0
XM_027350781.1	0
XM_027350783.1	0
XM_027350789.1	0
XM_027350791.1	0
XM_027350792.1	0
XM_027350794.1	0
XM_027350795.1	0
XM_027350796.1	0
XM_027350798.1	0
XM_027350799.1	0
XM_027350800.1	0
XM_027350801.1	0
XM_027350802.1	0
XM_027350803.1	0
XM_027350804.1	0
XM_027350805.1	0
XM_027350806.1	0
XM_027350808.1	0
XM_027350809.1	0
XM_027350810.1	0
XM_027350811.1	0
XM_027350822.1	0
XM_027350841.1	0
XM_027350846.1	0
XM_027350847.1	0
XM_027350848.1	0
XM_027350849.1	0
XM_027350850.1	0
XM_027350851.1	0
XM_027350852.1	0
XM_027350853.1	0
XM_027350854.1	0
XM_027350858.1	0
XM_027350859.1	0
XM_027350860.1	0
XM_027350861.1	0
XM_027350862.1	0
XM_027350863.1	0
XM_027350864.1	0
XM_027350865.1	0
XM_027350867.1	0
XM_027350870.1	0
XM_027350872.1	0
XM_027350873.1	0
XM_027350874.1	0
XM_027350875.1	0
XM_027350876.1	0
XM_027350878.1	0
XM_027350879.1	0
XM_027350897.1	0
XM_027350899.1	0
XM_027350902.1	0
XM_027350903.1	0
XM_027350905.1	0
XM_027350914.1	0
XM_027350915.1	0
XM_027350918.1	0
XM_027350926.1	0
XM_027350927.1	0
XM_027350929.1	0
XM_027350931.1	0
XM_027350936.1	0
XM_027350941.1	0
XM_027350943.1	0
XM_027350944.1	0
XM_027350945.1	0
XM_027350948.1	0
XM_027350949.1	0
XM_027350953.1	0
