ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	Expression
XM_027358882.1	1.68232833812774	0.575187042137661	0.000220120194781488	0.00050910503029436	6	2	4	10	18	37	179	79	75	355	362	278	0.510465062892421	0.143000990926732	0.363375280794913	0.378221554276773	0.882076492230826	1.64887531558039	2.37805780891313	1.88449386846527	1.66997427912942	2.56776898920644	2.29334407096047	2.22311329109148	Down_muscle_Up_hemocytes
XM_027358886.1	-12.234126341495	11.5602124877987	8.72593027577793e-10	3.73214337363403e-09	140479	99523	99878	58260	44588	83050	148	198	37	2	0	0	11951.6035950107	7115.94381000057	9073.29907380858	2203.51877521648	2185.00147975489	3701.0566205122	1.96621539507901	4.72316184754586	0.823853977703845	0.0144663041645433	0	0	Up_muscle_Down_hemocytes
XM_027358888.1	1.96963979366375	6.52003435289385	0.000207043201372686	0.000481645491359074	724	770	390	454	854	287	21013	5180	12109	9552	10895	8266	61.5961175890188	55.0553815067918	35.429089877504	17.1712585641655	41.8496291313959	12.7899247451776	279.162730383752	123.565547324685	269.622913946375	69.091068689859	69.022054290371	66.1016347631734	Down_muscle_Up_hemocytes
XM_027358889.1	2.352900024986	4.78688628527363	5.84853204973344e-09	2.31499117353662e-08	164	122	128	134	199	114	4679	2686	3076	3613	4416	3414	13.9527117190595	8.72306044653065	11.6280089854372	5.06816882730876	9.75184566410747	5.08031853989634	62.1616340106399	64.072791527819	68.4912117680278	26.1333784732475	27.9762635838713	27.3011107042673	Down_muscle_Up_hemocytes
XM_027358923.1	-2.21500488812053	0.980011471589108	5.17822505438343e-06	1.48878333005942e-05	26	23	74	52	28	130	53	43	13	111	109	88	2.21201527253382	1.64451139565742	6.72244269470589	1.96675208223922	1.37211898791462	5.79334570339056	0.704117675264782	1.02573716891147	0.289462208382432	0.802879881132155	0.690537303134506	0.703719315165649	Up_muscle_Down_hemocytes
XM_027358925.1	-2.33511707990402	0.591688711574367	6.07044470334907e-06	1.72821981910474e-05	16	23	49	50	32	98	51	22	2	86	88	70	1.36124016771312	1.64451139565742	4.45134718973769	1.89110777138387	1.56813598618814	4.36729137640211	0.677547196952904	0.524795760838429	0.0445326474434511	0.622051079075364	0.557498006200335	0.559776727972675	Up_muscle_Down_hemocytes
XM_027358932.1	-4.43265980937559	1.31893157080337	6.26366209477172e-09	2.46938027808976e-08	55	27	35	203	106	139	9	0	0	42	68	53	4.67926307651386	1.93051337751088	3.17953370695549	7.6778975518185	5.1944504542482	6.19442348285606	0.119567152403454	0	0	0.30379238745541	0.430793913882077	0.423830951179311	Up_muscle_Down_hemocytes
XM_027358952.1	-6.53065101397466	4.92249258689768	1.5131450883964e-16	1.13703568386428e-15	1364	1171	1073	796	135	607	89	30	4	109	91	66	116.045724297544	83.7270801876015	97.4754190732354	30.1064357204312	6.6155736917312	27.0504680150621	1.1823862848786	0.715630582961494	0.0890652948869022	0.788413576967612	0.576503620048073	0.527789486374237	Up_muscle_Down_hemocytes
XM_027358955.1	1.9093232872398	1.4119600985815	5.14171231386167e-07	1.66874188385716e-06	4	7	16	24	35	34	320	142	166	623	717	518	0.340310041928281	0.500503468243562	1.45350112317965	0.907731730264256	1.71514873489327	1.51518272242522	4.25127652990057	3.3873180926844	3.69620973780644	4.50625374725525	4.54234170960955	4.1423477869978	Down_muscle_Up_hemocytes
XM_027358967.1	1.73997041847528	-0.127456105691919	0.000853756919813195	0.00180916166631056	7	1	2	2	10	20	94	78	74	141	151	143	0.595542573374491	0.071500495463366	0.181687640397457	0.0756443108553547	0.490042495683792	0.891283954367779	1.24881248065829	1.86063951569988	1.64770795540769	1.01987444360031	0.956615897002847	1.14354388714418	Down_muscle_Up_hemocytes
XM_027358970.1	6.25330893348803	4.01005208335484	6.31838880179187e-26	9.02415418488064e-25	4	2	0	8	9	25	2412	1915	1443	3608	4418	3223	0.340310041928281	0.143000990926732	0	0.302577243421419	0.441038246115413	1.11410494295972	32.0439968441256	45.6810855457087	32.13030513045	26.0972127128362	27.9889339931032	25.7737199179419	Down_muscle_Up_hemocytes
XM_027358971.1	5.96982076494623	3.95486236634688	3.87741883969823e-16	2.82088282499251e-15	0	14	0	8	8	25	2420	1778	1359	3426	4211	3215	0	1.00100693648712	0	0.302577243421419	0.392033996547034	1.11410494295972	32.1502787573731	42.4130392168512	30.259933937825	24.7807790338627	26.6775466376092	25.709745434745	Down_muscle_Up_hemocytes
XM_027358972.1	5.94017120955646	4.010328830528	1.41548678384069e-33	3.50367202568847e-32	4	2	4	18	4	27	2542	1832	1399	3681	4281	3351	0.340310041928281	0.143000990926732	0.363375280794913	0.680798797698192	0.196016998273517	1.2032333383965	33.7710779343977	43.7011742661819	31.150586886694	26.625232814842	27.1210109607231	26.7973116490919	Down_muscle_Up_hemocytes
XM_027358973.1	6.34426031773171	4.00803681013045	3.56119911879553e-16	2.60117951616589e-15	0	2	0	12	5	30	2521	1898	1433	3666	4283	3161	0	0.143000990926732	0	0.453865865132128	0.245021247841896	1.33692593155167	33.4920879121229	45.2755615486972	31.9076418932327	26.5167355336079	27.1336813699549	25.2779176731661	Down_muscle_Up_hemocytes
XM_027358987.1	-1.93273480725747	4.81092833486522	2.64911729429959e-11	1.31296491150859e-10	462	658	527	1319	514	1296	1050	321	447	1712	2048	1622	39.3058098427164	47.0473260148948	47.8746932447298	49.8874230091064	25.1881842781469	57.755200243032	13.9495011137362	7.65724723768798	9.95304670361132	12.3831563648491	12.9744990533896	12.9708264681669	Up_muscle_Down_hemocytes
XM_027358991.1	1.78323768166316	4.39553748174297	0.000165046040903305	0.000390045094264005	138	181	123	117	235	111	2072	2327	2909	2148	2504	1982	11.7406964465257	12.9415896788692	11.1737898844436	4.42519218503825	11.5159986485691	4.94662594674117	27.5270155311062	55.5090788850465	64.7727357064996	15.5368106727195	15.8633523582459	15.8496782120263	Down_muscle_Up_hemocytes
XM_027358996.1	2.07230760280462	2.9005870022478	2.71985824193632e-14	1.74992588848965e-13	22	36	30	68	77	76	879	670	446	1528	1732	1513	1.87170523060554	2.57401783668117	2.72531460596185	2.57190656908206	3.7733272167652	3.38687902659756	11.6777252180706	15.9824163528067	9.93078037988959	11.0522563817111	10.9725743947611	12.0991741346094	Down_muscle_Up_hemocytes
XM_027359007.1	-5.61093390385626	1.84484062281805	3.89246065018882e-17	3.02623444352772e-16	51	83	52	176	130	326	2	3	0	45	38	18	4.33895303458558	5.93454112345937	4.72387865033387	6.65669935527121	6.3705524438893	14.5279284561948	0.0265704783118786	0.0715630582961494	0	0.325491843702225	0.24073777540469	0.143942587192974	Up_muscle_Down_hemocytes
XM_027359011.1	-6.6514206237528	2.29885001595003	5.03379127237442e-15	3.40652707099817e-14	67	105	60	136	68	709	1	4	0	12	29	21	5.7001932022987	7.50755202365343	5.4506292119237	5.14381313816412	3.33228897064979	31.5960161823377	0.0132852391559393	0.0954174110615325	0	0.08679782498726	0.183720933861474	0.167933018391803	Up_muscle_Down_hemocytes
XM_027359021.1	6.00827661708785	6.80318385537881	3.42084836160267e-15	2.3397432647477e-14	34	42	12	138	129	42	19944	20349	17540	8629	9274	7065	2.89263535639039	3.00302080946137	1.09012584238474	5.21945744901947	6.32154819432092	1.87169630417233	264.960809726053	485.412224422781	390.551318079066	62.4148693179222	58.7526876079762	56.4974654732422	Down_muscle_Up_hemocytes
XM_027359027.1	-9.44176076402335	5.55072166399502	1.92715299750491e-30	3.75941721174853e-29	1423	2295	2003	1099	333	846	19	5	3	10	24	16	121.065297415986	164.093637088425	181.960171858053	41.5665488150174	16.3184151062703	37.701311269757	0.252419543962846	0.119271763826916	0.0667989711651766	0.0723315208227167	0.152044910781909	0.127948966393754	Up_muscle_Down_hemocytes
XM_027359029.1	-2.49886584783708	0.976829862168624	0.000130239112806195	0.000312637390092081	42	46	41	94	52	80	118	48	22	10	23	24	3.57325544024695	3.28902279131483	3.72459662814786	3.55528261020167	2.54822097755572	3.56513581747111	1.56765822040084	1.14500893273839	0.489859121877962	0.0723315208227167	0.145709706165997	0.191923449590632	Up_muscle_Down_hemocytes
XM_027359033.1	2.093445535324	5.19765562742864	0.00160329465004977	0.00324196206678908	32	35	27	824	212	763	3591	3081	1720	9211	10727	7744	2.72248033542625	2.50251734121781	2.45278314536566	31.1654560724061	10.3889009084964	34.0024828591308	47.707293808978	73.4952608701454	38.2980768013679	66.6245638298044	67.9577399148976	61.9272997345771	Down_muscle_Up_hemocytes
XM_027359035.1	4.00794004753329	2.27596535381504	1.31145557156163e-33	3.25877610665517e-32	4	8	6	18	10	14	566	369	255	1481	1739	1235	0.340310041928281	0.572003963706928	0.54506292119237	0.680798797698192	0.490042495683792	0.623898768057445	7.51944536226164	8.80225617042637	5.67791254904001	10.7122982338443	11.0169208270725	9.87606084351792	Down_muscle_Up_hemocytes
XM_027359036.1	3.49678970326785	2.01180052813889	2.01699581449191e-17	1.59724600483001e-16	4	14	3	20	6	24	492	364	190	1147	1225	994	0.340310041928281	1.00100693648712	0.272531460596185	0.756443108553547	0.294025497410275	1.06954074524133	6.53633766472213	8.68298440659945	4.23060150712785	8.29642543836561	7.7606256544933	7.94882953721199	Down_muscle_Up_hemocytes
XM_027359037.1	3.11175650005134	2.38840687681588	1.72002278724647e-12	9.45089377775572e-12	6	14	9	16	13	61	712	520	239	1321	1493	1148	0.510465062892421	1.00100693648712	0.817594381788554	0.605154486842837	0.63705524438893	2.71841606082172	9.45909027902877	12.4042634379992	5.3216513694924	9.55499390068088	9.45846049155795	9.18033833875188	Down_muscle_Up_hemocytes
XM_027359038.1	2.34407530779931	1.88736549858257	5.04235375165971e-07	1.63815691698374e-06	12	18	29	14	16	23	633	488	202	483	644	513	1.02093012578484	1.28700891834059	2.63447078576312	0.529510175987483	0.784067993094068	1.02497654752295	8.40955638570957	11.640924149507	4.49779739178856	3.49361245573722	4.0798717726479	4.10236373499975	Down_muscle_Up_hemocytes
XM_027359041.1	2.55319230245699	0.126516272509948	1.18263263792652e-05	3.24836872022872e-05	0	4	4	2	4	18	167	123	50	208	217	160	0	0.286001981853464	0.363375280794913	0.0756443108553547	0.196016998273517	0.802155558931001	2.21863493904186	2.93408539014212	1.11331618608628	1.50449563311251	1.3747394016531	1.27948966393754	Down_muscle_Up_hemocytes
XM_027359042.1	3.2983497849335	0.0486250570447573	1.88577929593685e-07	6.3943607975898e-07	4	0	0	2	3	10	146	142	51	180	197	174	0.340310041928281	0	0	0.0756443108553547	0.147012748705138	0.445641977183889	1.93964491676714	3.3873180926844	1.135582509808	1.3019673748089	1.24803530933484	1.39144500953208	Down_muscle_Up_hemocytes
XM_027359043.1	2.38986289790896	1.74582563657562	5.94133922116465e-06	1.69485773547133e-05	10	29	21	10	10	16	624	444	204	392	564	390	0.850775104820702	2.07351436843761	1.90772022417329	0.378221554276773	0.490042495683792	0.713027163494223	8.28998923330611	10.5913326278301	4.54233003923201	2.83539561625049	3.57305540337487	3.11875605584776	Down_muscle_Up_hemocytes
XM_027359044.1	3.05946771230483	0.364979658250308	1.26355963252212e-07	4.36313346394645e-07	2	6	0	2	2	16	147	144	75	265	294	262	0.17015502096414	0.429002972780196	0	0.0756443108553547	0.0980084991367585	0.713027163494223	1.95293015592307	3.43502679821517	1.66997427912942	1.91678530180199	1.86255015707839	2.09516432469773	Down_muscle_Up_hemocytes
XM_027359045.1	3.60193952568667	-0.0820591846512671	7.5389440043111e-17	5.75975321929368e-16	0	2	2	7	1	2	108	69	66	227	269	205	0	0.143000990926732	0.181687640397457	0.264755087993741	0.0490042495683792	0.0891283954367778	1.43480582884144	1.64595034081144	1.46957736563389	1.64192552267567	1.70417004168057	1.63934613191998	Down_muscle_Up_hemocytes
XM_027359046.1	2.96395432016585	0.537924086250228	5.67739355990009e-09	2.24933762805082e-08	8	4	1	5	1	13	207	141	60	327	368	296	0.680620083856561	0.286001981853464	0.0908438201987283	0.189110777138387	0.0490042495683792	0.579334570339056	2.75004450527943	3.36346373991902	1.33597942330353	2.36524073090284	2.33135529865595	2.36705587828446	Down_muscle_Up_hemocytes
XM_027359048.1	4.77700322130693	-0.125241124649473	2.20372801963805e-16	1.63674448446362e-15	0	2	0	2	2	0	104	124	62	164	224	163	0	0.143000990926732	0	0.0756443108553547	0.0980084991367585	0	1.38166487221769	2.95793974290751	1.38051207074698	1.18623694149255	1.41908583396449	1.30348009513637	Down_muscle_Up_hemocytes
XM_027359049.1	4.05166556632389	0.860486182630382	1.72362751403708e-07	5.8709771884835e-07	0	0	2	0	8	12	200	202	45	507	569	467	0	0	0.181687640397457	0	0.392033996547034	0.534770372620667	2.65704783118786	4.81857925860739	1.00198456747765	3.66720810571174	3.60473142645444	3.73451045661771	Down_muscle_Up_hemocytes
XM_027359050.1	2.90582118201261	0.527393526630215	9.17665965885401e-05	0.000225055028084237	3	0	0	1	16	17	179	166	52	296	424	259	0.25523253144621	0	0	0.0378221554276773	0.784067993094068	0.757591361212612	2.37805780891313	3.9598225590536	1.15784883352973	2.14101301635241	2.68612675714707	2.0711738934989	Down_muscle_Up_hemocytes
XM_027359056.1	3.89022971650031	0.743942385353104	2.74277597367679e-08	1.01648723241071e-07	0	0	1	6	2	15	111	108	55	559	646	544	0	0	0.0908438201987283	0.226932932566064	0.0980084991367585	0.668462965775834	1.47466154630926	2.57627009866138	1.2246478046949	4.04333201398986	4.09254218187973	4.35026485738765	Down_muscle_Up_hemocytes
XM_027359057.1	2.9870205080804	1.3283707458552	4.10434446640831e-08	1.49681664681183e-07	6	6	16	7	2	14	383	346	146	395	425	455	0.510465062892421	0.429002972780196	1.45350112317965	0.264755087993741	0.0980084991367585	0.623898768057445	5.08824659672475	8.25360605682256	3.25088326337193	2.85709507249731	2.69246196176298	3.63854873182239	Down_muscle_Up_hemocytes
XM_027359059.1	2.6312410275874	2.60056818301439	3.12667622616313e-07	1.03738853166216e-06	34	20	25	24	5	52	856	865	297	1062	1203	978	2.89263535639039	1.43000990926732	2.27109550496821	0.907731730264256	0.245021247841896	2.31733828135622	11.372164717484	20.6340151420564	6.61309814535249	7.68160751137251	7.62125115294321	7.82088057081824	Down_muscle_Up_hemocytes
XM_027359082.1	5.73562280840175	2.6192386196817	5.25904415216677e-20	4.97045701737653e-19	2	7	2	0	5	6	1124	855	778	865	972	767	0.17015502096414	0.500503468243562	0.181687640397457	0	0.245021247841896	0.267385186310334	14.9326088112758	20.3954716144026	17.3231998555025	6.25667655116499	6.15781888666733	6.1335535765006	Down_muscle_Up_hemocytes
XM_027359103.1	3.49828935052385	3.22231362201871	4.84997914976329e-14	3.06949471708807e-13	10	35	12	53	22	32	1639	1526	706	1307	1504	1135	0.850775104820702	2.50251734121781	1.09012584238474	2.0045742376669	1.07809349050434	1.42605432698845	21.7745069765845	36.4017423199746	15.7200245475382	9.45372977152907	9.52814774233299	9.07637980355695	Down_muscle_Up_hemocytes
XM_027359106.1	-1.95641694042294	3.02607938299964	2.11087742946792e-09	8.72227912977106e-09	149	193	130	191	165	544	250	141	125	475	575	436	12.6765490618285	13.7995956244296	11.8096966258347	7.22403168668637	8.08570117878257	24.2429235588036	3.32130978898482	3.36346373991902	2.78329046521569	3.43574723907904	3.64274265414991	3.48660933422981	Up_muscle_Down_hemocytes
XM_027359111.1	1.63863182653759	3.79308596454476	9.1949257214669e-05	0.000225416598577801	47	70	46	162	346	86	1207	601	696	3487	4319	3351	3.9986429926573	5.00503468243562	4.1788157291415	6.12718917928373	16.9554703506592	3.83252100378145	16.0352836612187	14.3364660119953	15.497361310321	25.2220013108813	27.3617487361278	26.7973116490919	Down_muscle_Up_hemocytes
XM_027359112.1	-1.67272601925282	5.56782649936612	1.95897880076164e-06	5.9546441124339e-06	1099	1492	1217	1048	871	910	1789	839	1234	2908	3452	2720	93.5001840197951	106.678739231342	110.556929181852	39.6376188882058	42.6827013740583	40.5534199237339	23.7672928499754	20.0138019701564	27.4766434726093	21.034006255246	21.8691263341313	21.7513242869382	Up_muscle_Down_hemocytes
XM_027359113.1	-1.60783050584675	5.8180828653858	7.66249895663522e-07	2.43619873659779e-06	1235	1645	1412	1340	1174	1142	1906	1022	1279	4115	4718	3675	105.070725445357	117.618315037237	128.271474120604	50.6816882730876	57.5309889932772	50.8923137944002	25.3216658312203	24.3791485262215	28.478628040087	29.7644208185479	29.889495377877	29.3882782185655	Up_muscle_Down_hemocytes
XM_027359118.1	2.23613990910251	-1.18916290485043	0.00185835617345306	0.00371584124244981	3	0	2	8	1	0	48	54	41	38	54	39	0.25523253144621	0	0.181687640397457	0.302577243421419	0.0490042495683792	0	0.637691479485086	1.28813504933069	0.912919272590747	0.274859779126323	0.342101049259296	0.311875605584776	Down_muscle_Up_hemocytes
XM_027359128.1	-13.8540781141271	5.77571762677202	1.00447294746561e-13	6.19183059186773e-13	4301	2517	969	52	429	38	1	0	0	0	0	2	365.918372583384	179.966747081292	88.0276617725677	1.96675208223922	21.0228230648347	1.69343951329878	0.0132852391559393	0	0	0	0	0.0159936207992193	Up_muscle_Down_hemocytes
XM_027359129.1	2.56298733801994	4.29942539313077	0.000390999456490475	0.000870952140071123	12	13	9	270	90	370	1753	893	659	6743	7616	5609	1.02093012578484	0.929506441023757	0.817594381788554	10.2119819654729	4.41038246115413	16.4887531558039	23.2890242403616	21.3019370194871	14.6735073326171	48.7731444907579	48.2489183547926	44.8541095314105	Down_muscle_Up_hemocytes
XM_027359141.1	1.63554976157501	2.0883426190921	6.01518740507913e-06	1.71401365448225e-05	24	9	22	73	26	76	530	309	304	792	844	722	2.04186025156968	0.643504459170294	1.99856404437202	2.76101734622045	1.27411048877786	3.38687902659756	7.04117675264782	7.37099500450338	6.76896241140456	5.72865644915916	5.34691269583048	5.77369710851817	Down_muscle_Up_hemocytes
XM_027359143.1	1.63851569228154	2.06654853306221	3.55812832203184e-08	1.30468103544531e-07	19	23	16	69	33	65	498	368	289	722	845	642	1.61647269915933	1.64451139565742	1.45350112317965	2.60972872450974	1.61714023575651	2.89667285169528	6.61604909965776	8.77840181766099	6.43496755557868	5.22233580340015	5.3532479004464	5.13395227654939	Down_muscle_Up_hemocytes
XM_027359148.1	-6.60954394853462	8.29207098203175	1.50243357298879e-31	3.18849791600953e-30	9898	9658	10431	12156	5972	11024	710	317	503	441	533	428	842.097198751531	690.551785185188	947.591888492935	459.766121378846	292.653378422361	491.27571564752	9.43251980071689	7.56182982662645	11.1999608320279	3.18982006828181	3.37666406028157	3.42263485103293	Up_muscle_Down_hemocytes
XM_027359179.1	1.62006109140741	0.976359403476715	0.000274770906324747	0.000627228556588974	6	14	4	18	38	24	213	196	197	205	308	247	0.510465062892421	1.00100693648712	0.363375280794913	0.680798797698192	1.86216148359841	1.06954074524133	2.82975594021507	4.67545314201509	4.38646577317993	1.48279617686569	1.95124302170117	1.97521216870358	Down_muscle_Up_hemocytes
XM_027359198.1	-3.21061987274886	3.69314200794779	1.04322945158324e-11	5.3400829167643e-11	373	276	243	741	282	563	114	68	23	525	609	473	31.7339114098122	19.734136747889	22.075048308291	28.0262171719089	13.8191983782829	25.089643315453	1.51451726377708	1.62209598804605	0.512125445599687	3.79740484319263	3.85813961109095	3.78249131901536	Up_muscle_Down_hemocytes
XM_027359201.1	1.88033185794268	0.526463411905601	0.00201990105639667	0.00401252310132074	0	3	6	20	22	18	56	38	80	411	455	447	0	0.214501486390098	0.54506292119237	0.756443108553547	1.07809349050434	0.802155558931001	0.7439733927326	0.906465405084558	1.78130589773804	2.97282550581366	2.88251810024037	3.57457424862551	Down_muscle_Up_hemocytes
XM_027359212.1	-11.6080605062708	6.43420241057344	9.35417067070941e-38	2.87063122477382e-36	2654	3923	2600	2325	2289	2144	8	9	3	0	0	0	225.795712819414	280.496443702785	236.193932516694	87.9365113693498	112.17072726202	95.5456399082259	0.106281913247514	0.214689174888448	0.0667989711651766	0	0	0	Up_muscle_Down_hemocytes
XM_027359228.1	8.60523642341255	6.2360359163864	4.21863963071159e-22	4.60238118961775e-21	2	0	6	10	13	12	11786	15712	10123	7039	7759	5533	0.17015502096414	0	0.54506292119237	0.378221554276773	0.63705524438893	0.534770372620667	156.5798286919	374.7995906497	225.401995035028	50.9141575071103	49.1548526148682	44.2463519410402	Down_muscle_Up_hemocytes
XM_027359243.1	-2.28071355290772	7.87342840359028	3.53176687809172e-17	2.75082292994155e-16	4650	5578	4322	11948	6976	7923	5411	3004	3607	11778	13441	10763	395.610423741626	398.829763694655	392.626990898904	451.899113049889	341.853644989014	353.082138522795	71.8864290727875	71.6584757072109	80.314629664264	85.1920652249957	85.1514852424852	86.0696703309986	Up_muscle_Down_hemocytes
XM_027359247.1	-3.0241582540049	2.10823042909941	8.68538245067412e-05	0.000213538596006295	51	277	36	223	61	168	2	13	115	143	161	93	4.33895303458558	19.8056372433524	3.27037752715422	8.43434066037205	2.98925922367113	7.48678521668934	0.0265704783118786	0.310106585949981	2.56062722799844	1.03434074776485	1.01996794316198	0.743703367163697	Up_muscle_Down_hemocytes
XM_027359250.1	-2.00208941977125	1.84251331891913	5.09180423110837e-08	1.83704028039171e-07	51	50	54	262	133	115	183	78	57	144	151	137	4.33895303458558	3.5750247731683	4.90556629073133	9.90940472205146	6.51756519259444	5.12488273761473	2.43119876553689	1.86063951569988	1.26918045213836	1.04157389984712	0.956615897002847	1.09556302474652	Up_muscle_Down_hemocytes
XM_027359252.1	-2.18129839035933	1.67612823702095	5.19376371755018e-07	1.68478059045601e-06	44	61	22	208	105	184	161	65	46	115	118	85	3.74341046121109	4.36153022326532	1.99856404437202	7.86700832895689	5.14544620467982	8.19981238018356	2.13892350410622	1.5505329297499	1.02425089119937	0.831812489461242	0.747554144677722	0.67972888396682	Up_muscle_Down_hemocytes
XM_027359272.1	1.69410335958525	4.62086327059548	0.012647408190686	0.0217496712044843	42	17	23	587	190	694	2146	982	853	7216	8150	6259	3.57325544024695	1.21550842287722	2.08940786457075	22.2016052360466	9.31080741799205	30.9275532165619	28.5101232286457	23.4249744156062	18.9931741346319	52.1944254256724	51.6319176196901	50.0520362911568	Down_muscle_Up_hemocytes
XM_027359278.1	-6.36115731050922	7.41191038941285	1.63786676666845e-15	1.14346868592778e-14	3506	3405	2126	27760	1028	4130	159	77	67	906	926	832	298.281751750138	243.459187052761	193.133961742496	1049.94303467232	50.3763685562938	184.050136576946	2.11235302579435	1.8367851629345	1.49184368935561	6.55323578653813	5.86639947433534	6.65334625247523	Up_muscle_Down_hemocytes
XM_027359280.1	-6.39454089437157	3.99295804860096	3.23378589278056e-08	1.19361863484029e-07	253	147	77	3341	71	447	14	2	0	93	94	88	21.5246101519638	10.5105728331148	6.99497415530208	126.36382128387	3.47930171935493	19.9201963801199	0.18599334818315	0.0477087055307662	0	0.672683143651265	0.595509233895812	0.703719315165649	Up_muscle_Down_hemocytes
XM_027359282.1	2.45325029558295	5.49990812470658	1.55088503320646e-13	9.35722572840312e-13	174	263	165	342	279	192	4331	5415	4284	7871	9600	7307	14.8034868238802	18.8046303068652	14.9892303327902	12.9351771562657	13.6721856295778	8.55632596193067	57.538370784373	129.17132022455	95.3889308238722	56.9321400395603	60.8179643127638	58.4326935899477	Down_muscle_Up_hemocytes
XM_027359286.1	3.48424651979874	2.29308142784322	4.36684393855725e-09	1.75070494616908e-08	4	4	10	19	18	34	541	109	86	1914	2151	1708	0.340310041928281	0.286001981853464	0.908438201987283	0.718620953125869	0.882076492230826	1.51518272242522	7.18731438336315	2.60012445142676	1.9149038400684	13.844253085468	13.6270251288286	13.6585521625333	Down_muscle_Up_hemocytes
XM_027359289.1	-3.35893549119996	4.6104515121067	4.18028509566348e-10	1.84275261347591e-09	278	238	142	1827	871	2282	200	242	105	688	858	606	23.6515479140155	17.0171179202811	12.8998224682194	69.1010779663665	42.6827013740583	101.695499193364	2.65704783118786	5.77275336922271	2.33796399078118	4.97640863260291	5.43560556045326	4.84606710216345	Up_muscle_Down_hemocytes
XM_027359290.1	-3.32957925531208	4.37952240959055	8.52926602746515e-10	3.65291222735849e-09	250	227	136	1504	714	1917	168	183	61	671	739	636	21.2693776205175	16.2306124701841	12.354759547027	56.8845217632267	34.9890341918228	85.4295670261516	2.2319201781978	4.36534655606511	1.35824574702526	4.85344504720429	4.68171621115963	5.08597141415174	Up_muscle_Down_hemocytes
XM_027359293.1	-2.01349321747393	0.917616872655228	4.73347139309841e-08	1.71355681520454e-07	46	33	23	50	44	131	50	23	36	120	110	115	3.91356548217523	2.35951635029108	2.08940786457075	1.89110777138387	2.15618698100869	5.83790990110895	0.664261957796964	0.548650113603812	0.80158765398212	0.8679782498726	0.696872507750418	0.91963319595511	Up_muscle_Down_hemocytes
XM_027359294.1	-2.19140092620437	0.857597036625646	4.67772649614423e-09	1.86889996787879e-08	40	48	33	46	31	111	58	14	31	105	106	84	3.40310041928281	3.43202378224157	2.99784606655803	1.73981914967316	1.51913173661976	4.94662594674117	0.770543871044479	0.333960938715364	0.690256035373492	0.759480968638525	0.671531689286767	0.671732073567211	Up_muscle_Down_hemocytes
XM_027359304.1	-8.58034766126051	9.77556431032733	1.15933328954773e-68	1.6126074028633e-66	18171	27850	18049	38229	25175	59113	210	264	130	717	815	632	1545.9434429697	1991.28879865474	1639.64011076685	1445.90317984468	1233.68198288395	2634.32341972712	2.78990022274725	6.29754913006114	2.89462208382432	5.18617004298879	5.16319176196901	5.0539841725533	Up_muscle_Down_hemocytes
XM_027359305.1	-8.73886389983732	9.71876403780713	9.4086478746505e-79	2.07590460089487e-76	17378	27673	18311	35911	24354	54221	220	218	123	559	699	533	1478.47697715742	1978.63321095773	1663.44119165891	1358.23142356332	1193.44949398831	2416.31536448877	2.92275261430664	5.20024890285352	2.73875781777224	4.04333201398986	4.42830802652311	4.26229994299194	Up_muscle_Down_hemocytes
XM_027359306.1	-8.84797321356201	9.67270175682913	7.93595834727654e-77	1.63800740274351e-74	16836	27180	17741	35038	24207	51036	173	152	105	611	631	560	1432.36496647613	1943.38346669429	1611.66021414564	1325.21268187496	1186.24586930176	2274.3783947557	2.2983463739775	3.62586162033823	2.33796399078118	4.41945592226799	3.99751411264104	4.4782138237814	Up_muscle_Down_hemocytes
XM_027359308.1	-2.46651667797176	5.61999101249664	2.62499232297698e-21	2.69382732615368e-20	969	1285	758	2319	1505	2139	1063	438	658	2326	2719	2141	82.440107657126	91.8781366704252	68.859615710636	87.7095784367838	73.7513956004107	95.3228189196339	14.1222092227635	10.4482065112378	14.6512410088954	16.8243117433639	17.2254213506672	17.1211710655643	Up_muscle_Down_hemocytes
XM_027359313.1	-2.41299326884074	3.67861793814105	4.19721942761242e-11	2.0453852633342e-10	264	394	275	312	654	230	173	141	164	641	833	632	22.4604627672665	28.1711952125662	24.9820505546503	11.8005124934353	32.04877921772	10.2497654752295	2.2983463739775	3.36346373991902	3.65167709036299	4.63645048473614	5.27722544505544	5.0539841725533	Up_muscle_Down_hemocytes
XM_027359316.1	2.14214570625122	1.07241032817759	2.99419162774684e-05	7.8117574434814e-05	4	6	4	28	4	44	268	238	151	330	422	283	0.340310041928281	0.429002972780196	0.363375280794913	1.05902035197497	0.196016998273517	1.96082469960911	3.56044409379173	5.67733595816118	3.36221488198056	2.38694018714965	2.67345634791524	2.26309734308953	Down_muscle_Up_hemocytes
