ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	Expression
XM_027365863.1	-11.415638765563	9.46844919836282	1.69577666900823e-12	9.32567857039036e-12	21987	23494	17314	25695	25082	26350	75	73	17	0	0	1	1870.59922296928	1679.83264041632	1572.86990292078	971.840283714169	1229.12458767409	1174.26660987955	0.996392936695446	1.74136775187297	0.378527503269334	0	0	0.00799681039960965	Up_muscle_Down_hemocytes
XM_027365865.1	2.00466467326719	0.920621528207518	0.000811097907351243	0.00172619656084714	8	20	12	14	14	0	176	85	59	575	581	480	0.680620083856561	1.43000990926732	1.09012584238474	0.529510175987483	0.686059493957309	0	2.33820209144531	2.02761998505756	1.31371309958181	4.15906244730621	3.68075388184539	3.83846899181263	Down_muscle_Up_hemocytes
XM_027365867.1	-11.4231732299574	10.6333421028246	2.89586542279751e-08	1.0719811922343e-07	60490	66460	55793	27583	34130	30790	130	215	4	0	0	0	5146.33860906042	4751.9229284953	5068.44926034765	1043.24851316162	1672.51503776878	1372.1316477492	1.72708109027211	5.12868584455737	0.0890652948869022	0	0	0	Up_muscle_Down_hemocytes
XM_027365870.1	1.94134707534144	5.70607718046519	1.5977363797992e-08	6.06893216155843e-08	246	362	283	473	382	452	7894	2960	7024	7420	8280	7287	20.9290675785893	25.8831793577385	25.7088011162401	17.8898795172914	18.7196233351209	20.1430173687118	104.873677896985	70.608884185534	156.3986578214	53.6699884504558	52.4554942197588	58.2727573819555	Down_muscle_Up_hemocytes
XM_027365871.1	2.34620152749521	1.96726054860753	0.00437219794650083	0.00822083707337219	6	2	0	62	10	88	287	79	119	1359	1649	1207	0.510465062892421	0.143000990926732	0	2.34497363651599	0.490042495683792	3.92164939921823	3.81286363775457	1.88449386846527	2.64969252288534	9.8298536798072	10.4467524116404	9.65215015232885	Down_muscle_Up_hemocytes
XM_027365875.1	-11.6436082184	10.199982084779	1.36689635741222e-10	6.35385858547193e-10	42626	45076	34987	29629	31189	32192	88	123	14	0	1	0	3626.51396180872	3222.95633350668	3178.35273729291	1120.63264316665	1528.39353978818	1434.61065295038	1.16910104572266	2.93408539014212	0.311728532104158	0	0.0063352046159129	0	Up_muscle_Down_hemocytes
XM_027365880.1	-11.5877584904932	12.1468829155271	8.69597052403523e-08	3.06057026391856e-07	155494	217547	181965	57801	83043	63581	503	403	62	0	0	0	13229.042414899	15554.7182865689	16530.3957424616	2186.15840587518	4069.45989690692	2833.43625513289	6.68247529543746	9.6133041644494	1.38051207074698	0	0	0	Up_muscle_Down_hemocytes
XM_027365884.1	-12.3522884279735	13.6996486329936	8.18888932207369e-11	3.88554752148969e-10	396701	467974	332366	428453	479019	505866	375	893	185	8	10	2	33750.3334857477	33460.3728639732	30193.3971441705	16205.0159594546	23473.9666239955	22543.5124430105	4.98196468347723	21.3019370194871	4.11926988851923	0.0578652166581734	0.063352046159129	0.0159936207992193	Up_muscle_Down_hemocytes
XM_027365885.1	-12.4428087363384	13.5123940043312	4.46823831825563e-09	1.78855319858359e-08	347158	428873	307431	353648	418182	408428	345	719	154	0	4	0	29535.3383839345	30664.6319908601	27928.2064875152	13375.7296226872	20492.695093004	18201.2661457262	4.58340750879905	17.1512796383105	3.42901385314573	0	0.0253408184636516	0	Up_muscle_Down_hemocytes
XM_027365890.1	-11.5049266665356	11.5607395171747	9.11658830053879e-09	3.53959285442945e-08	99610	137888	115261	46316	69167	51456	335	277	62	3	2	0	8474.57081911901	9859.0603184526	10470.7495599256	1751.7709507883	3389.47692989609	2293.09535779742	4.45055511723966	6.60765571601112	1.38051207074698	0.021699456246815	0.0126704092318258	0	Up_muscle_Down_hemocytes
XM_027365898.1	-11.5900789742645	9.32030032386455	3.02000575580729e-11	1.492162689462e-10	21174	25856	21156	14659	17963	14877	68	64	3	0	0	0	1801.43120694735	1848.71681070079	1921.8918601243	554.434976414322	880.263334996796	662.981569456472	0.903396262603871	1.52667857698452	0.0667989711651766	0	0	0	Up_muscle_Down_hemocytes
XM_027365937.1	2.64246387054465	0.273759783560498	3.5307520235001e-05	9.11683487585367e-05	2	0	1	29	5	3	154	153	74	233	237	155	0.17015502096414	0	0.0908438201987283	1.09684250740264	0.245021247841896	0.133692593155167	2.04592683001465	3.64971597310362	1.64770795540769	1.6853244351693	1.50144349397136	1.2395056119395	Down_muscle_Up_hemocytes
XM_027365938.1	-7.9487935665777	3.02808966555157	6.62013767322545e-26	9.42357083473482e-25	134	325	364	184	170	343	2	10	0	6	7	8	11.4003864045974	23.2376610255939	33.0671505523371	6.95927659869263	8.33072242662447	15.2855198174074	0.0265704783118786	0.238543527653831	0	0.04339891249363	0.0443464323113903	0.0639744831968772	Up_muscle_Down_hemocytes
XM_027365995.1	-2.28964603155279	2.26664195043179	9.26920648439793e-14	5.73588178824179e-13	82	138	115	146	124	210	139	37	62	276	293	225	6.97635585952975	9.8670683739445	10.4470393228538	5.52203469244089	6.07652694647902	9.35848152086167	1.84664824267556	0.882611052319175	1.38051207074698	1.99634997470698	1.85621495246248	1.79928233991217	Up_muscle_Down_hemocytes
XM_027365996.1	-2.17853445914291	2.13257683248471	1.97935133216855e-11	9.91379999912365e-11	77	171	78	122	102	177	115	40	70	247	280	237	6.5509683071194	12.2265847242356	7.08581797550081	4.61430296217664	4.99843345597468	7.88786299615484	1.52780250293302	0.954174110615325	1.55864266052079	1.7865885643211	1.77385729245561	1.89524406470749	Up_muscle_Down_hemocytes
XM_027365998.1	-1.99170519991898	2.16647730892914	1.25139109979454e-08	4.80758087783571e-08	46	149	91	160	127	182	139	32	64	303	364	281	3.91356548217523	10.6535738240415	8.26678763808427	6.05154486842837	6.22353969518416	8.11068398474678	1.84664824267556	0.76333928849226	1.42504471819043	2.19164508092832	2.30601448019229	2.24710372229031	Up_muscle_Down_hemocytes
XM_027365999.1	-2.10754500359318	2.12573871867204	1.00011470012729e-09	4.24915930196844e-09	73	139	93	99	140	170	129	28	66	278	321	241	6.21065826519112	9.93856886940787	8.44847527848173	3.74439338734006	6.86059493957309	7.57591361212612	1.71379585111617	0.667921877430727	1.46957736563389	2.01081627887152	2.03360068170804	1.92723130630593	Up_muscle_Down_hemocytes
XM_027366000.1	-2.07277871257315	2.53015599986865	4.42511707623276e-12	2.33614782279499e-11	89	158	136	171	166	234	183	47	105	352	397	291	7.57189843290424	11.2970782832118	12.354759547027	6.46758857813283	8.13470542835095	10.428022266103	2.43119876553689	1.12115457997301	2.33796399078118	2.54606953295963	2.51507623251742	2.32707182628641	Up_muscle_Down_hemocytes
XM_027366001.1	-2.19567980537343	2.12595793254745	6.62619379977978e-12	3.44977225613433e-11	64	151	95	138	116	168	118	33	69	229	305	234	5.44496067085249	10.7965748149683	8.63016291887919	5.21945744901947	5.68449294993199	7.48678521668934	1.56765822040084	0.787193641257643	1.53637633679906	1.65639182684021	1.93223740785343	1.87125363350866	Up_muscle_Down_hemocytes
XM_027366002.1	-2.01070733392375	2.22632924109522	8.72384119921878e-09	3.39534658839424e-08	72	164	103	144	117	154	144	29	78	279	382	293	6.12558075470905	11.726081255992	9.35691348046901	5.44639038158554	5.73349719950037	6.86288644863189	1.91307443845526	0.69177623019611	1.73677325029459	2.0180494309538	2.42004816327873	2.34306544708563	Up_muscle_Down_hemocytes
XM_027366003.1	-2.34349475641967	2.2731031062367	3.61589037063059e-12	1.92374327990865e-11	85	175	90	166	114	201	155	31	53	295	271	210	7.23158839097596	12.512586706089	8.17594381788554	6.27847780099444	5.58648445079523	8.95740374139617	2.05921206917059	0.739484935726877	1.18011515725145	2.13377986427014	1.71684045091239	1.67933018391803	Up_muscle_Down_hemocytes
XM_027366024.1	3.29521764373755	8.10270643152284	5.71402253621981e-05	0.000143715303451267	115	105	262	860	337	4816	44142	42713	26081	37713	42884	32798	9.78391370543807	7.50755202365343	23.8010808920668	32.5270536678025	16.5144321045438	214.621176211761	586.437026821472	1018.89096966781	580.727988986324	272.783864478712	271.678914748809	262.279387486397	Down_muscle_Up_hemocytes
XM_027366045.1	1.63101434798486	2.02272014822154	1.8360578650974e-08	6.94869096402252e-08	18	38	28	34	45	34	440	241	224	884	1098	771	1.53139518867726	2.71701882760791	2.54362696556439	1.28595328454103	2.20519123057707	1.51518272242522	5.84550522861328	5.74889901645733	4.98765651366652	6.39410644072816	6.95605466827236	6.16554081809904	Down_muscle_Up_hemocytes
XM_027366055.1	7.22323359247095	5.34332577207624	8.05457625640028e-21	7.99026452350034e-20	0	12	4	11	24	8	8855	6484	4758	4846	5589	4262	0	0.858005945560391	0.363375280794913	0.416043709704451	1.1761019896411	0.356513581747111	117.640792725842	154.671623330744	105.94316826797	35.0518549906885	35.4074585983372	34.0824059231363	Down_muscle_Up_hemocytes
XM_027366059.1	4.15747635210465	0.765868215274335	1.10066802963935e-06	3.43124208898776e-06	0	0	0	10	0	12	346	63	266	335	319	235	0	0	0	0.378221554276773	0	0.534770372620667	4.59669274795499	1.50282422421914	5.92284210997899	2.42310594756101	2.02093027247621	1.87925044390827	Down_muscle_Up_hemocytes
XM_027366068.1	-1.69092254274065	3.85081500331179	2.6163221536848e-06	7.81355299899752e-06	279	337	330	806	329	178	293	388	249	1052	1144	926	23.7366254244976	24.0956669711543	29.9784606655803	30.4846572747079	16.1223981079968	7.93242719387323	3.89257507269021	9.25548887296865	5.54431460670966	7.6092759905498	7.24747408060435	7.40504643003854	Up_muscle_Down_hemocytes
XM_027366069.1	2.21808189757331	0.681162320958462	0.00741490972559022	0.0133495497690459	2	0	0	17	6	45	93	22	84	529	631	441	0.17015502096414	0	0	0.642976642270515	0.294025497410275	2.0053888973275	1.23552724150235	0.524795760838429	1.87037119262495	3.82633745152171	3.99751411264104	3.52659338622786	Down_muscle_Up_hemocytes
XM_027366079.1	1.83040063559619	4.82739491776879	8.02348026855106e-08	2.83558345751582e-07	92	102	115	292	259	563	3290	1314	2221	6505	7458	5814	7.82713096435046	7.29305053726333	10.4470393228538	11.0440693848818	12.6921006382102	25.089643315453	43.7084368230402	31.3446195337134	49.4535049859524	47.0516542951772	47.2479560254784	46.4934556633305	Down_muscle_Up_hemocytes
XM_027366104.1	-2.21751973882636	2.84939819639316	4.29432307112573e-05	0.000109645754870702	104	94	24	394	219	621	127	163	35	426	407	410	8.8480610901353	6.7210465735564	2.18025168476948	14.9019292385049	10.7319306554751	27.6743667831195	1.68722537280429	3.88825950075745	0.779321330260394	3.08132278704773	2.57842827867655	3.27869226383996	Up_muscle_Down_hemocytes
XM_027366105.1	2.60983689560518	0.771416971593281	2.81701703734209e-06	8.38357372717832e-06	4	3	0	11	8	28	169	53	137	457	536	437	0.340310041928281	0.214501486390098	0	0.416043709704451	0.392033996547034	1.24779753611489	2.24520541735374	1.26428069656531	3.0504863498764	3.30555050159815	3.39566967412931	3.49460614462942	Down_muscle_Up_hemocytes
XM_027366115.1	-14.7000576574828	4.85474010309371	7.32688499109658e-47	3.6625838762134e-45	390	486	239	2824	913	2382	0	0	0	0	0	0	33.1802290880074	34.7492407951959	21.7116730274961	106.809766927761	44.7408798559302	106.151918965202	0	0	0	0	0	0	Up_muscle_Down_hemocytes
XM_027366122.1	-3.74432211036746	2.19479164767217	0.000642924976492838	0.00139072192768405	54	71	39	405	222	264	3	0	0	165	179	177	4.59418556603179	5.07653517789898	3.5429089877504	15.3179729482093	10.8789434041802	11.7649481976547	0.0398557174678179	0	0	1.19347009357483	1.13400162624841	1.41543544073091	Up_muscle_Down_hemocytes
XM_027366138.1	1.9926406394136	1.4694740925839	0.000313040329826293	0.000708646223383527	8	4	2	32	67	16	234	294	174	531	648	494	0.680620083856561	0.286001981853464	0.181687640397457	1.21030897368567	3.28328472108141	0.713027163494223	3.10874596248979	7.01317971302264	3.87434032758024	3.84080375568626	4.10521259111156	3.95042433740717	Down_muscle_Up_hemocytes
XM_027366152.1	-11.490812599257	1.62850596452796	1.6823433674965e-30	3.30198590089766e-29	91	71	47	138	36	302	0	0	0	0	0	0	7.74205345386839	5.07653517789898	4.26965954934023	5.21945744901947	1.76415298446165	13.4583877109535	0	0	0	0	0	0	Up_muscle_Down_hemocytes
XM_027366154.1	-8.91480814965185	8.82514114397228	2.70821476640092e-35	7.29621565592264e-34	15997	20024	12292	26203	4189	7327	237	115	76	194	152	165	1360.98493518168	1431.72592115844	1116.65223788277	991.053938671429	205.278801441941	326.521876682636	3.14860167995761	2.74325056801906	1.69224060285114	1.4032315039607	0.96295110161876	1.31947371593559	Up_muscle_Down_hemocytes
XM_027366182.1	1.71971588165198	2.07803467384324	0.000185625724625951	0.000434984874205877	37	28	23	22	39	38	181	125	170	1269	1653	1154	3.1478678878366	2.00201387297425	2.08940786457075	0.832087419408902	1.91116573316679	1.69343951329878	2.40462828722501	2.98179409567289	3.78527503269334	9.17886999240275	10.472093230104	9.22831920114954	Down_muscle_Up_hemocytes
XM_027366197.1	-6.516565677168	4.39010685853959	1.22961589973293e-25	1.72159679090616e-24	449	429	288	1159	802	1596	8	5	10	115	136	63	38.1998022064495	30.673712553784	26.1630202172337	43.835878140678	39.3014081538401	71.1244595585487	0.106281913247514	0.119271763826916	0.222663237217255	0.831812489461242	0.861587827764154	0.503799055175408	Up_muscle_Down_hemocytes
XM_027366272.1	1.9237447091638	0.737504407608947	0.00482974346838595	0.00899523026705502	2	0	2	30	8	44	263	52	61	393	529	351	0.17015502096414	0	0.181687640397457	1.13466466283032	0.392033996547034	1.96082469960911	3.49401789801203	1.24042634379992	1.35824574702526	2.84262876833277	3.35132324181792	2.80688045026299	Down_muscle_Up_hemocytes
XM_027366274.1	6.25160595731466	5.07715873814246	2.11843451889199e-34	5.47668818954764e-33	4	16	13	22	4	34	7288	3195	3251	7176	8206	6162	0.340310041928281	1.14400792741386	1.18096966258347	0.832087419408902	0.196016998273517	1.51518272242522	96.8228229684855	76.2146570853991	72.3878184193297	51.9050993423815	51.9866890781812	49.2763456823947	Down_muscle_Up_hemocytes
XM_027366277.1	2.2654314312139	1.10315600794471	0.00539842292625946	0.00996733778492891	0	1	0	48	12	37	172	67	81	656	773	643	0	0.071500495463366	0	1.81546346052851	0.588050994820551	1.64887531558039	2.28506113482156	1.59824163528067	1.80357222145977	4.74494776597022	4.89711316810067	5.141949086949	Down_muscle_Up_hemocytes
XM_027366286.1	5.31607701226332	2.91119121701971	5.33249555626234e-17	4.10212667201948e-16	2	4	0	15	10	12	1994	845	915	909	1077	826	0.17015502096414	0.286001981853464	0	0.56733233141516	0.490042495683792	0.534770372620667	26.4907668769429	20.1569280867487	20.3736862053789	6.57493524278495	6.82301537133819	6.60536539007757	Down_muscle_Up_hemocytes
XM_027366287.1	5.10514093948094	2.77305394676761	1.66122795821646e-12	9.14747598162481e-12	6	4	2	27	0	5	1790	726	870	844	1032	689	0.510465062892421	0.286001981853464	0.181687640397457	1.02119819654729	0	0.222820988591945	23.7805780891313	17.3182601076681	19.3717016379012	6.10478035743729	6.53793116362211	5.50980236533105	Down_muscle_Up_hemocytes
XM_027366288.1	5.32439963461492	3.64799943472361	6.9511650512112e-18	5.66586364078661e-17	4	2	14	15	5	24	3181	1462	1487	1584	1885	1495	0.340310041928281	0.143000990926732	1.2718134827822	0.56733233141516	0.245021247841896	1.06954074524133	42.2603457550429	34.8750637429901	33.1100233742059	11.4573128983183	11.9418607009958	11.9552315474164	Down_muscle_Up_hemocytes
XM_027366289.1	5.17353982465733	3.35871625556004	7.48830853176644e-20	6.98453967062793e-19	9	1	4	18	10	19	2560	1221	1174	1393	1464	1258	0.765697594338631	0.071500495463366	0.363375280794913	0.680798797698192	0.490042495683792	0.84671975664939	34.0102122392046	29.1261647265328	26.1406640493058	10.0757808506044	9.27473955769648	10.0599874827089	Down_muscle_Up_hemocytes
XM_027366291.1	-1.94326885729073	3.85706836139637	6.13672620143451e-11	2.94677993244868e-10	230	204	361	588	465	586	531	293	362	718	679	546	19.5678274108761	14.5861010745267	32.7946190917409	22.2394273914743	22.7869760492963	26.1146198629759	7.05446199180376	6.98932536025725	8.06040918726465	5.19340319507106	4.30160393420486	4.36625847818687	Up_muscle_Down_hemocytes
XM_027366292.1	-2.08205352422449	3.74608670812727	2.58164841935311e-10	1.16616148332022e-09	220	179	331	558	487	534	526	213	360	498	557	454	18.7170523060554	12.7985886879425	30.0693044857791	21.104762728644	23.8650695398007	23.7972815816197	6.98803579602406	5.0809771390266	8.01587653982119	3.60210973697129	3.52870897106348	3.63055192142278	Up_muscle_Down_hemocytes
XM_027366299.1	-13.7894113612521	6.91308233456899	1.74256114983473e-50	1.07727319006933e-48	3521	5296	3904	4715	1488	3653	6	0	0	0	2	0	299.557914407369	378.666623973986	354.654274055835	178.331462841499	72.9183233577483	162.793014265275	0.0797114349356357	0	0	0	0.0126704092318258	0	Up_muscle_Down_hemocytes
XM_027366300.1	1.76739626314376	1.32768129405883	0.00144542323300984	0.00294727232517956	9	2	3	16	49	52	219	122	126	654	747	564	0.765697594338631	0.143000990926732	0.272531460596185	0.605154486842837	2.40120822885058	2.31733828135622	2.9094673751507	2.91023103737674	2.80555678893742	4.73048146180567	4.73239784808693	4.51020106537984	Down_muscle_Up_hemocytes
XM_027366304.1	-13.3786113613439	3.530478520054	2.08497524397097e-46	1.03017097286087e-44	162	197	139	578	475	1195	0	0	0	0	0	0	13.7825566980954	14.0855976062831	12.6272910076232	21.8612058371975	23.2770185449801	53.2542162734748	0	0	0	0	0	0	Up_muscle_Down_hemocytes
XM_027366305.1	-6.13129133079931	5.19140823900332	1.93369971433375e-56	1.57615001556236e-54	1052	1005	519	2377	896	2030	63	53	27	160	198	128	89.5015410271378	71.8579979406828	47.14794268314	89.903263451589	43.9078076132678	90.4653213683295	0.836970066824175	1.26428069656531	0.60119074048659	1.15730433316347	1.25437051395075	1.02359173115004	Up_muscle_Down_hemocytes
XM_027366306.1	-5.98152561795125	5.17137189474806	6.79147707824802e-59	6.12046001199577e-57	1018	1022	485	2345	918	1991	57	51	44	173	203	153	86.6089056707474	73.07350636356	44.0592527963832	88.6929544779034	44.9859011037721	88.7273176573124	0.757258631888539	1.21657199103454	0.979718243755924	1.251335310233	1.28604653703032	1.22351199114028	Up_muscle_Down_hemocytes
XM_027366307.1	-5.5584138170956	5.06487306640455	8.24315151393259e-52	5.49414635019768e-50	940	898	431	2248	809	1924	96	61	46	198	267	180	79.972859853146	64.2074449261026	39.1536865056519	85.0242054014187	39.6444379008188	85.7415164101803	1.27538295897017	1.45511551868837	1.02425089119937	1.43216411228979	1.69149963244874	1.43942587192974	Up_muscle_Down_hemocytes
XM_027366308.1	-5.92905631157959	5.21360159789359	6.94293006161971e-61	6.94130281238652e-59	1135	1125	522	2292	870	1904	83	46	48	184	216	149	96.5629743971496	80.4380573962867	47.4204741437362	86.6883802402365	42.6336971244899	84.8502324558125	1.10267484994296	1.09730022720762	1.06878353864283	1.33089998313799	1.36840419703719	1.19152474954184	Up_muscle_Down_hemocytes
XM_027366309.1	-3.2838201809203	5.45970321520048	1.33468878048049e-26	2.02609873354791e-25	1089	1111	565	2703	1074	2264	488	418	320	1266	1265	1057	92.6494089149744	79.4370504597996	51.3267584122815	102.233286121012	52.6305640364393	100.893343634433	6.48319670809837	9.97111945593014	7.12522359095217	9.15717053615593	8.01403383912981	8.4526285923874	Up_muscle_Down_hemocytes
XM_027366310.1	-6.75692199583845	5.8482027376616	5.81224128738913e-71	9.07064045789253e-69	1806	2057	998	3078	1387	2464	88	45	31	158	195	123	153.649983930619	147.076519168144	90.6621325583308	116.416594406391	67.968894151342	109.80618317811	1.16910104572266	1.07344587444224	0.690256035373492	1.14283802899892	1.23536490010301	0.983607679151987	Up_muscle_Down_hemocytes
XM_027366311.1	-5.95241714669315	5.59089933443655	1.15004724992396e-59	1.09015960424273e-57	1493	1615	804	2704	1091	2210	93	71	49	261	257	203	127.020723149731	115.473300173336	73.0384314397775	102.27110827644	53.4636362791017	98.4868769576395	1.23552724150235	1.6936590463422	1.09104986236455	1.88785269347291	1.62814758628961	1.62335251112076	Up_muscle_Down_hemocytes
XM_027366312.1	-3.97501275402689	5.23290803971948	4.07399727256404e-32	8.98878329258656e-31	1028	1101	511	2325	788	1919	259	214	157	658	869	584	87.4596807755681	78.7220455051659	46.4211921215501	87.9365113693498	38.6153486598828	85.5186954215883	3.44087694138827	5.10483149179199	3.49581282431091	4.75941407013476	5.50529281122831	4.67013727337203	Up_muscle_Down_hemocytes
XM_027366313.1	-6.12587910641291	5.7466457188405	6.35881638191305e-58	5.46132706304304e-56	1722	1989	1041	2729	1045	2202	84	67	64	251	252	191	146.503473050125	142.214485476635	94.5684168268761	103.216662162131	51.2094407989563	98.1303633758924	1.1159600890989	1.59824163528067	1.42504471819043	1.81552117265019	1.59647156321005	1.52739078632544	Up_muscle_Down_hemocytes
