ID	limma	DESeq2	edgeR	NOISeq
XR_003476601.1	0	1	1	1
XR_003476650.1	0	1	1	1
XR_003476652.1	0	1	1	1
XR_003476660.1	0	1	1	1
XR_003476661.1	0	1	1	1
XR_003476663.1	0	1	1	1
XR_003476666.1	0	1	1	1
XR_003476708.1	0	1	1	1
XR_003476718.1	1	1	1	0
XR_003476794.1	0	1	1	1
XR_003476921.1	0	1	1	1
XR_003476923.1	0	1	1	1
XR_003476970.1	0	1	1	1
XR_003476983.1	0	1	1	1
XR_003476994.1	1	1	1	0
XR_003477220.1	0	1	1	1
XR_003477491.1	0	1	1	1
XR_003477661.1	0	1	1	1
XR_003477731.1	0	1	1	1
XM_027350628.1	0	0	1	1
XM_027350774.1	1	0	0	1
XM_027350797.1	1	1	0	0
XM_027352368.1	1	0	0	1
XM_027352456.1	0	1	0	1
XM_027353114.1	0	0	1	1
XM_027353925.1	0	1	0	1
XM_027354009.1	1	1	0	0
XM_027354152.1	0	0	1	1
XM_027354276.1	0	0	1	1
XM_027354779.1	1	1	0	0
XM_027354783.1	0	1	0	1
XM_027354817.1	0	1	0	1
XM_027355498.1	0	0	1	1
XM_027355926.1	0	0	1	1
XM_027356096.1	0	1	0	1
XM_027356265.1	0	0	1	1
XM_027356270.1	0	0	1	1
XM_027356271.1	0	0	1	1
XM_027356272.1	0	0	1	1
XM_027356443.1	0	1	0	1
XM_027356887.1	0	0	1	1
XM_027357342.1	0	0	1	1
XM_027357648.1	0	0	1	1
XM_027358221.1	0	1	0	1
XM_027358781.1	0	0	1	1
XM_027359621.1	0	0	1	1
XM_027359661.1	0	0	1	1
XM_027360971.1	0	0	1	1
XM_027361191.1	1	0	0	1
XM_027361255.1	1	1	0	0
XM_027361624.1	0	1	0	1
XM_027361690.1	1	0	0	1
XM_027362230.1	0	0	1	1
XM_027362371.1	0	1	0	1
XM_027362441.1	0	0	1	1
XM_027362579.1	0	0	1	1
XM_027362615.1	0	1	0	1
XM_027362698.1	1	0	0	1
XM_027362780.1	0	0	1	1
XM_027364978.1	0	0	1	1
XM_027364979.1	0	1	0	1
XM_027365093.1	1	0	0	1
XM_027365408.1	0	0	1	1
XM_027366419.1	1	0	0	1
XM_027367075.1	0	0	1	1
XM_027368368.1	0	0	1	1
XM_027369029.1	1	0	0	1
XM_027369986.1	0	0	1	1
XM_027370205.1	0	1	0	1
XM_027370439.1	0	0	1	1
XM_027370868.1	0	1	1	0
XM_027371197.1	0	1	0	1
XM_027371198.1	0	1	0	1
XM_027371445.1	0	1	0	1
XM_027372326.1	0	1	0	1
XM_027372440.1	0	0	1	1
XM_027372676.1	1	1	0	0
XM_027372739.1	1	1	0	0
XM_027374968.1	1	1	0	0
XM_027375849.1	0	1	0	1
XM_027375881.1	0	0	1	1
XM_027375934.1	0	0	1	1
XM_027376169.1	0	1	0	1
XM_027376267.1	1	0	0	1
XM_027376330.1	1	0	0	1
XM_027376589.1	1	0	0	1
XM_027377197.1	1	0	0	1
XM_027377546.1	0	1	0	1
XM_027377718.1	0	0	1	1
XM_027377853.1	1	0	0	1
XM_027377966.1	0	0	1	1
XM_027378046.1	0	0	1	1
XM_027378083.1	0	0	1	1
XM_027378091.1	0	0	1	1
XM_027378111.1	0	0	1	1
XM_027378125.1	0	1	0	1
XM_027378138.1	0	0	1	1
XM_027378392.1	0	1	0	1
XM_027378703.1	0	1	0	1
XM_027378975.1	0	0	1	1
XM_027379380.1	1	1	0	0
XM_027379507.1	0	0	1	1
XM_027380005.1	0	0	1	1
XM_027381036.1	0	1	0	1
XM_027382741.1	0	0	1	1
XM_027383307.1	0	0	1	1
XM_027383318.1	0	0	1	1
XR_003475683.1	0	0	1	1
XR_003475769.1	1	1	0	0
XR_003475881.1	0	0	1	1
XM_027350598.1	0	0	0	1
XM_027350967.1	0	0	0	1
XM_027351135.1	0	0	0	1
XM_027351234.1	0	0	0	1
XM_027351589.1	0	0	0	1
XM_027352559.1	0	0	0	1
XM_027352887.1	1	0	0	0
XM_027353305.1	0	0	0	1
XM_027353793.1	0	0	0	1
XM_027353939.1	0	0	0	1
XM_027353951.1	0	0	0	1
XM_027354802.1	0	0	0	1
XM_027356187.1	0	0	0	1
XM_027356470.1	0	0	0	1
XM_027356725.1	1	0	0	0
XM_027356789.1	0	0	0	1
XM_027356804.1	0	0	0	1
XM_027356825.1	0	0	0	1
XM_027356873.1	1	0	0	0
XM_027356875.1	0	0	0	1
XM_027357416.1	0	0	0	1
XM_027357490.1	0	0	0	1
XM_027357871.1	0	0	0	1
XM_027358222.1	0	0	0	1
XM_027358431.1	0	0	0	1
XM_027358581.1	0	0	0	1
XM_027358928.1	0	1	0	0
XM_027359564.1	0	0	0	1
XM_027360177.1	1	0	0	0
XM_027360286.1	0	0	0	1
XM_027360413.1	1	0	0	0
XM_027360666.1	0	1	0	0
XM_027361249.1	1	0	0	0
XM_027361253.1	1	0	0	0
XM_027361303.1	0	0	0	1
XM_027361827.1	1	0	0	0
XM_027362017.1	1	0	0	0
XM_027362331.1	1	0	0	0
XM_027362377.1	0	0	0	1
XM_027362697.1	0	0	0	1
XM_027362702.1	0	0	0	1
XM_027362955.1	1	0	0	0
XM_027363063.1	0	0	0	1
XM_027363937.1	1	0	0	0
XM_027363978.1	0	0	0	1
XM_027364012.1	0	0	0	1
XM_027364098.1	0	0	0	1
XM_027364108.1	0	0	0	1
XM_027364119.1	0	0	0	1
XM_027364665.1	0	0	0	1
XM_027364703.1	0	1	0	0
XM_027364752.1	0	0	0	1
XM_027365111.1	0	0	0	1
XM_027365347.1	0	0	0	1
XM_027365397.1	1	0	0	0
XM_027365399.1	1	0	0	0
XM_027366068.1	0	1	0	0
XM_027366233.1	0	0	0	1
XM_027366473.1	0	0	0	1
XM_027366876.1	0	0	0	1
XM_027366877.1	0	0	0	1
XM_027366878.1	0	0	0	1
XM_027366981.1	0	0	0	1
XM_027367615.1	0	0	0	1
XM_027367616.1	0	0	0	1
XM_027367621.1	0	0	0	1
XM_027367624.1	0	0	0	1
XM_027367904.1	1	0	0	0
XM_027367939.1	1	0	0	0
XM_027368288.1	0	0	0	1
XM_027368360.1	0	0	0	1
XM_027368503.1	1	0	0	0
XM_027368523.1	0	0	0	1
XM_027368539.1	0	0	0	1
XM_027369287.1	0	0	0	1
XM_027369289.1	0	0	0	1
XM_027369290.1	0	0	0	1
XM_027369486.1	1	0	0	0
XM_027369730.1	1	0	0	0
XM_027369759.1	0	1	0	0
XM_027370175.1	0	0	0	1
XM_027370370.1	1	0	0	0
XM_027371294.1	0	1	0	0
XM_027371775.1	1	0	0	0
XM_027371888.1	0	0	0	1
XM_027371897.1	0	0	0	1
XM_027373070.1	1	0	0	0
XM_027373241.1	0	1	0	0
XM_027373916.1	1	0	0	0
XM_027374474.1	0	0	0	1
XM_027375119.1	1	0	0	0
XM_027375373.1	1	0	0	0
XM_027375392.1	0	0	0	1
XM_027375495.1	1	0	0	0
XM_027375595.1	0	0	0	1
XM_027375946.1	0	1	0	0
XM_027376190.1	0	0	0	1
XM_027376196.1	1	0	0	0
XM_027376308.1	0	0	0	1
XM_027376310.1	0	0	0	1
XM_027376430.1	0	0	0	1
XM_027376618.1	1	0	0	0
XM_027377309.1	0	0	0	1
XM_027377375.1	1	0	0	0
XM_027377641.1	0	0	0	1
XM_027377688.1	0	0	0	1
XM_027377731.1	0	0	0	1
XM_027378033.1	0	0	0	1
XM_027378085.1	0	0	0	1
XM_027378087.1	0	0	0	1
XM_027378093.1	0	0	0	1
XM_027378095.1	0	0	0	1
XM_027378100.1	0	0	0	1
XM_027378101.1	0	0	0	1
XM_027378102.1	0	0	0	1
XM_027378103.1	0	0	0	1
XM_027378106.1	0	0	0	1
XM_027378109.1	0	0	0	1
XM_027378112.1	0	0	0	1
XM_027378118.1	0	0	0	1
XM_027378129.1	0	0	0	1
XM_027378132.1	0	0	0	1
XM_027378135.1	0	0	0	1
XM_027378136.1	0	0	0	1
XM_027378139.1	0	0	0	1
XM_027378172.1	0	0	0	1
XM_027378225.1	1	0	0	0
XM_027378290.1	0	0	0	1
XM_027378580.1	0	0	0	1
XM_027378722.1	0	0	0	1
XM_027378991.1	0	0	0	1
XM_027379214.1	0	0	0	1
XM_027379564.1	0	0	0	1
XM_027380048.1	0	0	0	1
XM_027380068.1	0	0	0	1
XM_027380094.1	1	0	0	0
XM_027381025.1	0	0	0	1
XM_027381135.1	0	0	0	1
XM_027381136.1	0	0	0	1
XM_027381356.1	0	0	0	1
XM_027382204.1	1	0	0	0
XM_027382805.1	0	0	0	1
XM_027383040.1	0	0	0	1
XM_027383305.1	0	0	0	1
XM_027383755.1	1	0	0	0
XM_027383758.1	0	0	0	1
XR_003475559.1	0	0	0	1
XR_003475668.1	1	0	0	0
XR_003475669.1	1	0	0	0
XR_003475987.1	0	0	0	1
XR_003476156.1	0	0	0	1
XR_003476754.1	0	1	0	0
XR_003476939.1	0	0	0	1
XR_003477039.1	1	0	0	0
XR_003477405.1	0	0	0	1
XR_003477406.1	0	0	0	1
XR_003477456.1	1	0	0	0
XR_003477575.1	0	1	0	0
XR_003477580.1	0	0	0	1
XR_003477624.1	0	0	0	1
