ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	hep_1	hep_2	hep_3	hep_4	hep_5	hep_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027383544.1	-8.58628394261214	-1.74630663332226	-12.4398294964371	1.04326387901387e-08	3.16252796795202e-07	9.96249860564442	297	360	299	56	194	106	0	0	0	0	0	0	7.60405916955906	10.8782116970543	7.14266985969158	2.97632180069802	6.64781109682266	3.09284369370508	0	0	0	0	0	0	Up_hep_Down_gills
XM_027383549.1	-9.13176836871981	-1.08613860770192	-12.5462762764203	9.39211465933362e-09	3.05012511381551e-07	10.0872655436501	660	520	572	91	435	232	0	0	0	0	0	2	16.8979092656868	15.7129724513006	13.6642379924535	4.83652292613429	14.9061743665869	6.76924280131677	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027383550.1	-8.68804473844337	-1.05677687742284	-9.94429892847845	1.5641717993711e-07	1.93904589620028e-06	7.65685932028514	861	508	601	56	307	169	0	0	0	0	2	1	22.0440907238732	15.3503653947321	14.3570053032597	2.97632180069802	10.5199897253843	4.93104324751092	0	0	0	0	0.0664353291942053	0.0235022308034487	Up_hep_Down_gills
XM_027383553.1	-2.98602624941321	4.18909486580538	-9.28117533531339	3.51656222053546e-07	3.72245723045945e-06	7.01465744403781	2690	2548	2377	812	1290	1878	4	650	583	396	221	336	68.8717817040872	76.993565011373	56.7830309581501	43.1566661101213	44.2045170871197	54.7958533658314	1.16057871774068	9.1934436030337	7.22522652049203	8.50130595969774	7.34110387595969	7.89674954995877	Up_hep_Down_gills
XM_027383588.1	6.23533066489186	2.24936746400438	4.91424392296523	0.000264151173429602	0.00111103950918749	0.518234441372856	24	11	59	3	26	39	2	3162	6074	4258	2318	5476	0.614469427843157	0.332389801854436	1.40942314957125	0.15944581075168	0.890943755244274	1.13793305711791	0.580289358870341	44.7225671889116	75.2762022049204	91.4105070110934	76.9985465360839	128.698215879685	Down_hep_Up_gills
XM_027383602.1	-1.59086184284017	7.79677386523473	-4.18403519715695	0.00101979149204227	0.00364268378333979	-1.27575540404214	8050	13857	14090	7038	13017	26388	164	7976	8265	6188	6909	9904	206.103287255725	418.720498572447	336.589358939981	374.059872023441	446.054417769797	769.943013108392	47.583727427368	112.810624888918	102.42966928279	132.843639592449	229.500844701382	232.766093877356	Up_hep_Down_gills
XM_027383603.1	-1.72405538705594	8.83037285620971	-5.20536784127348	0.000157031081970356	0.000704430238257264	0.59098111539659	27630	32814	28841	11244	22101	54931	368	13814	18440	12619	11842	18880	707.407928804434	991.548996186496	688.969034860752	597.602898697296	757.336459025142	1602.76412206522	106.773242032143	195.38189220355	228.530320819679	270.903989660166	393.36358415889	443.722117569112	Up_hep_Down_gills
XM_027383608.1	-8.08542016446128	0.38982970246264	-12.298022358823	1.20144186230342e-08	3.32578580928217e-07	9.91607588681773	1032	912	814	946	431	326	0	2	2	4	2	8	26.4221853972557	27.5581362992041	19.4452617584915	50.278578990363	14.7691060965493	9.51195324667787	0	0.0282875187785652	0.0247863688524598	0.0858717773706843	0.0664353291942053	0.18801784642759	Up_hep_Down_gills
XM_027383609.1	2.50413606286484	5.5153491141736	9.2079465758566	3.85595182074236e-07	4.006336036239e-06	6.88324630176382	610	696	799	380	603	749	176	12326	9348	4019	3975	5266	15.6177646243469	21.0312092809716	19.0869338391089	20.1964693618794	20.6630417081653	21.8541502508028	51.06546358059	174.335978232298	115.851488016397	86.279668313195	132.040216773483	123.762747410961	Down_hep_Up_gills
XM_027383630.1	-3.12353040593592	5.64900203444534	-8.4853578887784	9.86571010544805e-07	8.83066461848434e-06	5.93024299087224	3480	4226	3441	5197	7093	5834	57	1024	765	949	814	801	89.0980670372577	127.698118421531	82.2004247063503	276.213292825493	243.05630984414	170.22311423656	16.5382467278047	14.4832096146254	9.48078608606587	20.3730791811948	27.0391789820416	18.8252868735624	Up_hep_Down_gills
XM_027383639.1	7.19939784969233	-0.631810240839357	10.3382463348652	9.85837122830848e-08	1.37169162646419e-06	8.06377019461892	2	0	2	0	0	20	84	557	515	341	177	264	0.0512057856535964	0	0.0477770559176694	0	0	0.583555413906618	24.3721530725543	7.87807397983042	6.3824899795084	7.32056902085083	5.87952663368717	6.20458893211047	Down_hep_Up_gills
XM_027383641.1	-9.41550613136207	-0.91731700285648	-14.0765276060354	2.24505451778859e-09	1.60836714667641e-07	11.2551238427495	303	633	456	375	371	606	0	0	0	0	0	2	7.75767652651985	19.1275222339871	10.8931687492286	19.93072634396	12.7130820459856	17.6817290413705	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027383656.1	3.06691997808335	5.07614880178845	6.32355190808885	2.37322138998824e-05	0.00013367190443962	2.69050157938348	456	227	462	75	394	1831	166	5744	11439	4554	4416	4499	11.67491912902	6.85931682008699	11.0364999169816	3.986145268792	13.5012245987017	53.4244981431509	48.1640167862383	81.2417539320394	141.765636651644	97.765018536524	146.689206860805	105.736536384716	Down_hep_Up_gills
XM_027383659.1	2.35252500442226	4.74756863169078	5.56302835778672	8.41986111774247e-05	0.000408354724797612	1.40559225243124	325	304	387	142	376	1275	215	2469	3054	3360	3628	3238	8.32094016870941	9.18604543306805	9.24486032006904	7.54710170891284	12.8844173835326	37.2016576365469	62.3811060785617	34.9209419321388	37.8487852377061	72.1322929913748	120.513687158288	76.100223341567	Down_hep_Up_gills
XM_027383661.1	8.20151376372847	1.62008655564091	7.22806489245788	5.83466194857857e-06	3.96044761364126e-05	4.31509531603317	30	14	70	0	4	0	51	5089	1920	2342	6006	3422	0.768086784803946	0.423041565996555	1.67219695711843	0	0.137068270037581	0	14.7973786511937	71.9775915320592	23.7949140983614	50.2779256505356	199.505293570199	80.4246338094016	Down_hep_Up_gills
XM_027383665.1	-9.71160689144616	-0.535107408573286	-12.3705323225065	1.11758156930124e-08	3.23317060341676e-07	9.96188939005853	486	521	780	954	697	520	0	0	0	0	0	6	12.4430059138239	15.7431897060146	18.6330518078911	50.7037678190342	23.8841460540484	15.1724407615721	0	0	0	0	0	0.141013384820692	Up_hep_Down_gills
XM_027383673.1	-1.79026017117662	6.97074912950915	-3.67961797280701	0.0026759306341306	0.00833363744214427	-2.20824475313764	11787	7718	7877	3884	6377	12777	31	5459	4297	4065	5668	4688	301.78129774947	233.216771882958	188.169934731741	206.429176319841	218.521089507413	372.804376174243	8.99448506249028	77.2107825060938	53.2535134795099	87.2671937529579	188.277722936378	110.178458006568	Up_hep_Down_gills
XM_027383682.1	-11.6180128199595	1.43206134120462	-8.51378482285505	9.49754190023336e-07	8.55718235834497e-06	6.03113926972954	19722	2625	2376	2093	20009	2383	0	4	0	0	0	51	504.940252330114	79.320293624354	56.7591424301913	111.240027301089	685.649753795488	69.5306275669735	0	0.0565750375571305	0	0	0	1.19861377097589	Up_hep_Down_gills
XM_027383725.1	-12.6851901902256	3.34979970808209	-9.09731041307102	4.43648044959191e-07	4.48525359618362e-06	6.76991517575912	37555	48192	40090	21313	25364	4648	0	0	0	17	26	142	961.516640110406	1456.229939179	957.691085869684	1132.75618818352	869.149900308299	135.618278191898	0	0	0	0.364955053825408	0.863659279524669	3.33731677408972	Up_hep_Down_gills
XM_027383750.1	-7.51578739700481	0.966122072865988	-6.77073815629158	1.16988884272293e-05	7.19306775429257e-05	3.64373032061922	209	758	1018	889	1126	1602	15	11	2	0	7	8	5.35100460080082	22.904679073242	24.3185214620937	47.2491085860811	38.5847180155789	46.7427886539201	4.35217019152756	0.155581353282109	0.0247863688524598	0	0.232523652179719	0.18801784642759	Up_hep_Down_gills
XM_027383771.1	-2.56604708874788	8.89207305140547	-5.55881760324179	8.48100202843484e-05	0.000411111522554236	1.22405961543726	68828	53535	61608	15314	35283	19449	370	6277	8122	17349	14388	14040	1762.19590748287	1617.68073111611	1471.72443048789	813.917715283742	1209.04494293399	567.478462253491	107.353531391013	88.780377686527	100.657443909839	372.447366401	477.935758223113	329.97132048042	Up_hep_Down_gills
XM_027383772.1	-2.3833204132122	7.50088763174245	-5.29819668972766	0.000133352514298221	0.0006114014605696	0.820797018109287	24144	19072	20383	5104	19511	5390	176	3063	3755	6287	5049	4585	618.156244410216	576.303481906164	486.919865384928	271.270472692191	668.584754175809	157.268184047834	51.06546358059	43.3223350093727	46.5364075204933	134.968966082373	167.715988550771	107.757728233812	Up_hep_Down_gills
XM_027383784.1	-10.5025009708203	-0.347285874320125	-5.34335337734774	0.000123212540049925	0.00056969046799008	1.36169072959522	132	262	237	7969	6826	1893	0	0	0	0	0	2	3.37958185313736	7.91692073507838	5.66158112624383	423.541221960045	233.907002819131	55.2335199262614	0	0	0	0	0	0.0470044616068975	Up_hep_Down_gills
XM_027383786.1	-10.4710278942504	0.0891513485654506	-4.91420840515771	0.000264168114166911	0.00111103950918749	0.614626238640445	149	328	288	10746	9850	3242	0	0	0	0	0	16	3.81483103119293	9.911259546205	6.8798960521444	571.134894112517	337.530614967542	94.5943325942628	0	0	0	0	0	0.37603569285518	Up_hep_Down_gills
XM_027383790.1	-10.0315511920984	0.6561868725052	-13.9977914829301	2.40840940727387e-09	1.67528672167675e-07	11.2337943159117	918	1863	1547	1631	1739	2447	0	2	0	1	2	6	23.5034556150007	56.2947455322558	36.9555527523173	86.6853724453299	59.5904303988382	71.3980048914747	0	0.0282875187785652	0	0.0214679443426711	0.0664353291942053	0.141013384820692	Up_hep_Down_gills
XM_027383792.1	-10.0400692537241	0.397678677912725	-12.97098604398	6.22218032561196e-09	2.4788256483671e-07	10.461851129448	688	1495	1132	1446	1744	2184	0	0	2	2	0	6	17.6147902648372	45.1747957974892	27.0418136494009	76.8528807823097	59.7617657363851	63.7242511986027	0	0	0.0247863688524598	0.0429358886853421	0	0.141013384820692	Up_hep_Down_gills
XM_027383830.1	-11.1681935147214	2.28787011937508	-13.833612029902	2.7914185358594e-09	1.79310205083784e-07	11.1947766094255	7236	10787	6509	5202	7566	6582	0	0	2	10	4	56	185.262532494712	325.953526600345	155.490428484055	276.479035843413	259.264632776084	192.048086716668	0	0	0.0247863688524598	0.214679443426711	0.132870658388411	1.31612492499313	Up_hep_Down_gills
XM_027383834.1	-7.77044643826389	-2.11661243776512	-9.53961504830938	2.55140399596605e-07	2.86404082364076e-06	7.18178114568851	57	117	90	60	438	106	0	0	0	0	0	0	1.4593648911275	3.53541880154264	2.14996751629513	3.1889162150336	15.0089755691151	3.09284369370508	0	0	0	0	0	0	Up_hep_Down_gills
XM_027383844.1	-5.32534977956371	-0.39227437181132	-6.17625445181481	3.01390529408487e-05	0.000165389725966746	2.73474899533189	76	100	117	239	329	202	0	22	2	8	0	26	1.94581985483666	3.02172547140396	2.79495777118366	12.7025162565505	11.273865210591	5.89390968045684	0	0.311162706564218	0.0247863688524598	0.171743554741369	0	0.611058000889667	Up_hep_Down_gills
XR_003474979.1	-7.94230389490175	-1.53519755654908	-7.90455161057112	2.18985672361889e-06	1.70969711875029e-05	5.22959478567831	72	104	164	307	708	114	0	0	0	0	0	3	1.84340828352947	3.14259449026012	3.91771858524889	16.3166213002552	24.2610837966518	3.32626585926772	0	0	0	0	0	0.0705066924103462	Up_hep_Down_gills
XR_003475003.1	-8.91851876585605	-0.69594651095913	-14.7582576367928	1.23952362542509e-09	1.30912121605095e-07	11.7171472430736	467	385	433	422	468	432	0	0	2	0	0	3	11.9565509501148	11.6336430649053	10.3437326061754	22.428710712403	16.0369875943969	12.6047969403829	0	0	0.0247863688524598	0	0	0.0705066924103462	Up_hep_Down_gills
XR_003475024.1	-10.6010946550671	2.65689206103038	-16.6437932422172	2.70238452580736e-10	7.77780838267779e-08	13.1431499787094	9246	7406	8859	4783	7837	7605	0	5	1	12	10	50	236.724347076576	223.788988412177	211.628469187317	254.209770941762	268.55100807113	221.896946137991	0	0.0707187969464131	0.0123931844262299	0.257615332112053	0.332176645971027	1.17511154017244	Up_hep_Down_gills
XR_003475025.1	-9.19233468814754	-0.592115879390044	-13.0698591279369	5.66288381313249e-09	2.36505767636677e-07	10.5176445507018	1006	437	1143	257	285	454	0	1	0	0	0	5	25.756510183759	13.2049403100353	27.3045874569481	13.6591911210606	9.76611424017762	13.2467078956802	0	0.0141437593892826	0	0	0	0.117511154017244	Up_hep_Down_gills
XR_003475373.1	-8.10635162884959	-1.92466643184099	-9.04885384616391	4.7194167465786e-07	4.73128949311087e-06	6.63886829518486	109	128	58	178	520	111	0	0	0	0	0	0	2.790715318121	3.86780860339707	1.38553462161241	9.460451437933	17.8188751048855	3.23873254718173	0	0	0	0	0	0	Up_hep_Down_gills
XR_003475449.1	7.86895253919265	-1.72454981191858	7.17756545520549	6.2920700481345e-06	4.22445475186791e-05	4.23559192791041	1	0	0	0	0	0	73	333	1589	43	30	290	0.0256028928267982	0	0	0	0	0	21.1805615987674	4.70987187663111	19.6927700532793	0.923121606734856	0.99652993791308	6.81564693300013	Down_hep_Up_gills
XR_003475469.1	10.6140334960866	4.42195298465322	9.14691862509738	4.16543679738562e-07	4.25849679638654e-06	6.87334266351231	203	22	194	21	2	0	2899	65244	87954	23565	10660	112384	5.19738724384003	0.664779603708872	4.63437442401394	1.11612067526176	0.0685341350187903	0	841.129425682559	922.795437594355	1090.03014302462	505.892108435044	354.100304605114	2641.27470661478	Down_hep_Up_gills
XR_003475477.1	6.23139688240265	2.21323321817488	9.45013191228547	2.84902974994069e-07	3.13557198255843e-06	7.22363724973571	15	2	26	13	23	60	323	1157	3127	1652	1660	1864	0.384043392401973	0.0604345094280792	0.621101726929703	0.690931846590612	0.788142552716088	1.75066624171985	93.7167314575601	16.3643296134	38.7534877008209	35.4650440540926	55.1413232311904	43.8081582176284	Down_hep_Up_gills
XR_003475486.1	-4.43900496041935	2.99467805855776	-9.85074887859843	1.74905724993278e-07	2.12553793371755e-06	7.73219130654184	646	1298	1132	1668	960	1977	4	79	179	91	45	97	16.5394687661116	39.2219966188234	27.0418136494009	88.651870777934	32.8963848090193	57.6844526646692	1.16057871774068	1.11735699175333	2.21838001229515	1.95358293518307	1.49479490686962	2.27971638793453	Up_hep_Down_gills
XR_003475506.1	5.1814717574625	2.41927900393199	5.5898499164188	8.0410846298602e-05	0.000392572401225028	1.68700634697795	51	14	56	0	50	241	478	1651	3909	657	1103	1136	1.30574753416671	0.423041565996555	1.33775756569474	0	1.71335337546976	7.03184273757475	138.689156770011	23.3513467517056	48.4449579221327	14.1044394331349	36.6390840506042	26.6985341927178	Down_hep_Up_gills
XR_003475513.1	-5.58790841505683	4.18942285719736	-6.93149109715237	9.13228271691613e-06	5.80918868670342e-05	3.75234158807073	1244	2437	1789	12443	7416	8691	8	182	112	153	78	177	31.849998676537	73.6394497381146	42.7365765183553	661.328074394384	254.124572649674	253.584005113121	2.32115743548136	2.57416420884944	1.38803665573775	3.28459548442867	2.59097783857401	4.15989485221043	Up_hep_Down_gills
XR_003475534.1	10.5168130625382	1.77640731116101	6.06783340856513	3.60048586788172e-05	0.000193939085798791	2.55737255755619	42	7	23	0	0	0	14	16988	36332	9961	9815	3808	1.07532149872552	0.211520782998277	0.549436143053199	0	0	0	4.06202551209239	240.274184505133	450.269176573785	213.842193597346	326.031378020563	89.4964948995328	Down_hep_Up_gills
XR_003475559.1	-12.44621028835	6.97703757920537	-10.3677735065159	9.52847480261534e-08	1.33524297453792e-06	8.32804990571428	243898	334294	233255	663836	469327	171197	0	3	135	230	248	1385	6244.49435467043	10101.4469473752	5572.11858903799	35281.9564087174	16082.4599929819	4995.14680972856	0	0.0424312781678478	1.67307989754104	4.93762719881434	8.23798082008146	32.5505896627765	Up_hep_Down_gills
XR_003475561.1	-9.84337712063586	-0.086276184632747	-8.96303374153871	5.2686999022811e-07	5.18947949180396e-06	6.56927866646031	519	423	664	2662	775	1961	0	0	0	0	3	4	13.2879013771083	12.7818987440388	15.8619825646663	141.481582740324	26.5569773197812	57.2176083335439	0	0	0	0	0.099652993791308	0.0940089232137949	Up_hep_Down_gills
XR_003475566.1	3.73381896666282	5.07977551365681	9.43150280120794	2.91552069037382e-07	3.20138230571012e-06	7.18380814548758	184	190	274	185	427	896	408	10875	13428	4845	4508	2991	4.71093228013087	5.74127839566753	6.54545666072071	9.83249166302025	14.6320378265117	26.1432825430165	118.37902920955	153.813383358448	166.415680475415	104.012190340241	149.745232003739	70.2951723331152	Down_hep_Up_gills
XR_003475585.1	-1.92488300578319	6.02124521069763	-4.94133663745205	0.000251552267321636	0.00106547647682202	0.235949968103749	7465	7079	6913	2271	3378	1871	41	3856	1933	1951	1417	1498	191.125594952049	213.907946120687	165.141393779424	120.700478739022	115.754154046737	54.5916089709641	11.895931856842	54.5383362050738	23.9560254959024	41.8839594125512	47.0694307340945	35.2063417435662	Up_hep_Down_gills
XR_003475608.1	-12.1690737780728	2.27828712151129	-8.15730032349816	1.54037694290075e-06	1.27827896589178e-05	5.58139572669815	5855	3573	8401	24448	36072	8700	0	0	0	2	2	192	149.904937500903	107.966251093264	200.68752338217	1299.37706041902	1236.0816591989	253.846605049379	0	0	0	0.0429358886853421	0.0664353291942053	4.51242831426216	Up_hep_Down_gills
XR_003475612.1	5.62264981721063	1.77034020309229	9.65725472777217	2.2095469113497e-07	2.56310719073259e-06	7.45369117076313	16	8	23	2	43	27	217	1609	3170	874	385	804	0.409646285228771	0.241738037712317	0.549436143053199	0.106297207167787	1.47348390290399	0.787799808773934	62.961395437432	22.7573088573557	39.2863946311488	18.7629833554945	12.7888008698845	18.8957935659728	Down_hep_Up_gills
XR_003475614.1	5.62642120094192	-1.21483942220251	7.6718596463683	3.04806998875733e-06	2.2757019026132e-05	4.91396207822553	4	0	1	0	10	2	27	247	476	71	71	66	0.102411571307193	0	0.0238885279588347	0	0.342670675093951	0.0583555413906618	7.8339063447496	3.49350856915281	5.89915578688543	1.52422404832965	2.35845418639429	1.55114723302762	Down_hep_Up_gills
XR_003475619.1	-10.3431786841663	0.274635710410848	-6.87464087515157	9.96434945516856e-06	6.27793400456074e-05	3.80038181588215	317	439	698	3321	5977	3918	0	0	0	5	0	4	8.11611702609503	13.2653748194634	16.6741925152666	176.50651250211	204.814262503655	114.318505584306	0	0	0	0.107339721713355	0	0.0940089232137949	Up_hep_Down_gills
XR_003475620.1	-9.82980054770301	0.0745135009958631	-6.44478853438974	1.95382073216908e-05	0.000112704110268185	3.15187245948347	236	302	522	2252	4646	2905	0	0	0	0	2	12	6.04228270712437	9.12561092363997	12.4698115945117	119.690655270928	159.20479564865	84.7614238699363	0	0	0	0	0.0664353291942053	0.282026769641385	Up_hep_Down_gills
XR_003475657.1	-8.71773987526322	-1.35674834923105	-8.98484491987519	5.12294063369714e-07	5.06678430410336e-06	6.58048591408103	102	153	153	463	597	478	0	0	0	0	0	1	2.61149506833342	4.62323997124806	3.65494477770171	24.6078034593426	20.4574393031089	13.9469743923682	0	0	0	0	0	0.0235022308034487	Up_hep_Down_gills
XR_003475661.1	-5.76510474779698	2.35611936024005	-9.09867322904353	4.42878882716341e-07	4.47984519756645e-06	6.81929033995261	897	1401	1216	1351	1849	904	0	82	12	85	47	53	22.965794865638	42.3343738543695	29.048449997943	71.8037634418398	63.3598078248716	26.3767047085791	0	1.15978826992117	0.148718213114759	1.82477526912704	1.56123023606382	1.24561823258278	Up_hep_Down_gills
XR_003475662.1	-9.68357180653435	-0.188926593275544	-7.34168424326937	4.92934828649593e-06	3.42867541905797e-05	4.47298586251899	2429	2119	2590	184	898	110	0	0	0	0	2	6	62.1894266762928	64.03036273905	61.8712874133819	9.77934305943636	30.7718266234368	3.2095547764864	0	0	0	0	0.0664353291942053	0.141013384820692	Up_hep_Down_gills
XR_003475683.1	7.51095953777202	0.665656918762817	5.01030830685551	0.000222220270178955	0.000957133377163488	0.78747405557437	10	2	2	0	0	132	106	626	570	259	2997	4711	0.256028928267982	0.0604345094280792	0.0477770559176694	0	0	3.85146573178368	30.7553360201281	8.85399337769092	7.06411512295104	5.56019758475181	99.5533407975167	110.719009315047	Down_hep_Up_gills
XR_003475688.1	7.06695891397824	6.94732338615121	7.56534393132445	3.55406591495988e-06	2.60169050215662e-05	4.59410523006787	402	219	378	21	111	15843	2909	111146	74575	103079	81768	57749	10.2923629163729	6.61757878237468	9.02986356843953	1.11612067526176	3.80364449354286	462.263421126127	844.030872476911	1572.02228108121	924.221728586095	2212.89423489819	2716.14199877589	1357.23032666836	Down_hep_Up_gills
XR_003475695.1	-12.0535553407642	0.560992705607431	-8.47035359548601	1.0066124289734e-06	8.98513078270681e-06	5.97488639325153	1046	1588	1111	10386	10531	4467	0	0	0	0	0	4	26.7806258968309	47.9850004858949	26.5401545622654	552.001396822316	360.86648794144	130.337101696043	0	0	0	0	0	0.0940089232137949	Up_hep_Down_gills
XR_003475770.1	6.0176326941868	0.843643977809183	7.79358272426267	2.56179749357313e-06	1.96008249828267e-05	5.10108962564167	18	4	8	0	3	65	122	665	589	756	474	952	0.460852070882368	0.120869018856158	0.191108223670678	0	0.102801202528185	1.89655509519651	35.3976508910908	9.40559999387294	7.29958562704941	16.2297659230593	15.7451730190267	22.3741237248832	Down_hep_Up_gills
XR_003475801.1	4.84561532067449	4.00362244734477	9.14414315035075	4.18012595699171e-07	4.27123126631076e-06	6.86313830806135	74	103	145	50	44	333	87	4196	7476	4645	5523	5850	1.89461406918307	3.11237723554608	3.46383655403103	2.65743017919466	1.50775097041339	9.71619764154519	25.2425871108598	59.3472143974299	92.6514467704947	99.7186014717071	183.461161569798	137.488050200175	Down_hep_Up_gills
XR_003475874.1	7.63196630274912	1.03925544324316	10.3425193699319	9.80988561016628e-08	1.36966052519168e-06	8.09585764808836	11	6	22	0	0	22	91	1989	2471	876	1524	1192	0.28163182109478	0.181303528284238	0.525547615094364	0	0	0.64191095529728	26.4031658286005	28.1319374252831	30.6235587172141	18.8059192441799	50.6237208459844	28.0146591177109	Down_hep_Up_gills
XR_003475883.1	5.19318470512621	1.95197755750254	5.60971034375324	7.77213704136575e-05	0.000381095712194935	1.74017442553777	13	8	14	9	12	334	70	801	689	891	2389	2450	0.332837606748377	0.241738037712317	0.334439391423686	0.478337432255039	0.411204810112742	9.74537541224052	20.3101275604619	11.3291512708154	8.5389040696724	19.1279384093199	79.3570007224782	57.5804654684494	Down_hep_Up_gills
XR_003475884.1	10.4957127125584	-0.0113994175601321	18.1281148042695	9.06758354685132e-11	6.09873797237408e-08	13.6535863255437	0	2	2	0	0	0	51	2625	2427	2051	1818	2271	0	0.0604345094280792	0.0477770559176694	0	0	0	14.7973786511937	37.1273683968669	30.07825860246	44.0307538468183	60.3897142375326	53.3735661546321	Down_hep_Up_gills
XR_003475894.1	1.72171628254446	5.36994542756579	4.77417705101274	0.000340590860366329	0.00138790412805436	-0.0556597306871698	1065	703	1148	269	649	724	960	4603	5122	1974	2259	2708	27.2670808605401	21.2427300639699	27.4240300967423	14.2969743640673	22.2393268135975	21.1247059834196	278.538892257764	65.1037244688679	63.4778906311495	42.3777221324327	75.0387043248549	63.6440410157392	Down_hep_Up_gills
XR_003475914.1	9.27217184092102	0.754241373319507	10.254710522864	1.0859424210491e-07	1.46694255860361e-06	8.00257529162546	5	6	25	0	0	0	76	1551	7893	1648	2596	1386	0.128014464133991	0.181303528284238	0.597213198970868	0	0	0	22.050995637073	21.9369708127773	97.8194046762326	35.3791722767219	86.2330572940785	32.5740918935799	Down_hep_Up_gills
XR_003475964.1	-10.8771123192051	1.92238697950398	-13.9426880515415	2.5302779059925e-09	1.71571739235904e-07	11.2488215860045	5084	6513	5832	4721	5552	3539	0	0	2	9	2	39	130.165107131442	196.80497995254	139.317895055924	250.91455751956	190.250758812162	103.260130490776	0	0	0.0247863688524598	0.19321149908404	0.0664353291942053	0.916587001334501	Up_hep_Down_gills
XR_003475978.1	8.20503006034391	-1.91113580009335	16.2048142309394	3.79709445848907e-10	9.19377503822519e-08	12.5102585341583	0	0	0	0	0	0	17	438	626	222	58	152	0	0	0	0	0	0	4.9324595503979	6.19496661250579	7.75813345081992	4.76588364407298	1.92662454663195	3.57233908212421	Down_hep_Up_gills
XR_003475979.1	7.62381699953056	-2.06854405018024	13.3768095013443	4.24360780440209e-09	2.10570361032961e-07	10.6622314766633	0	0	0	0	0	0	56	236	382	92	64	84	0	0	0	0	0	0	16.2481020483695	3.3379272158707	4.73419645081982	1.97505087952574	2.12593053421457	1.97418738748969	Down_hep_Up_gills
XR_003475991.1	4.28283490747788	1.3630018856243	10.8559194748868	5.48784600470827e-08	8.88835888044536e-07	8.75746942439453	20	18	36	9	37	7	47	556	1042	447	376	583	0.512057856535964	0.543910584852713	0.85998700651805	0.478337432255039	1.26788149784762	0.204244394867316	13.636799933453	7.86393022044114	12.9136981721316	9.59617112117397	12.4898418885106	13.7018005584106	Down_hep_Up_gills
XR_003475998.1	10.5880686120712	-0.308224251581441	10.5857888643648	7.42861893721135e-08	1.11534240997629e-06	8.33728469748645	1	0	0	0	0	0	1095	2364	4018	768	462	530	0.0256028928267982	0	0	0	0	0	317.708423981512	33.4358471962641	49.7958150245917	16.4873812551714	15.3465610438614	12.4561823258278	Down_hep_Up_gills
XR_003476001.1	-2.37624989166448	5.13007534355354	-9.45633021488565	2.82726635914636e-07	3.11876827912361e-06	7.21088236546619	3099	4035	3781	1548	2049	1686	60	1299	1182	503	457	749	79.3433648702476	121.92662277115	90.3225242123541	82.2740383478668	70.2132213267507	49.1937213923279	17.4086807661102	18.3727434466781	14.6487439918037	10.7983760043635	15.1804727208759	17.6031708717831	Up_hep_Down_gills
XR_003476021.1	-11.6411185888025	2.22346629060156	-8.95830992570597	5.30084558167875e-07	5.21469820398192e-06	6.58180960076446	6215	7964	8249	12870	25177	2322	0	0	0	10	7	42	159.121978918551	240.650216542612	197.056467132428	684.022528124706	862.741958684042	67.7507835545584	0	0	0	0.214679443426711	0.232523652179719	0.987093693744847	Up_hep_Down_gills
XR_003476022.1	-3.90458121381849	2.29911515687803	-11.1482627907633	3.98144593301219e-08	7.11084013134054e-07	9.15387479010385	778	983	627	211	662	574	7	47	135	50	44	57	19.919050619249	29.703561383901	14.9781070301894	11.2143553562015	22.6847986912196	16.7480403791199	2.03101275604619	0.664756691296283	1.67307989754104	1.07339721713355	1.46157724227252	1.33962715579658	Up_hep_Down_gills
XR_003476034.1	4.41259654314526	5.09785098040327	5.08979808138653	0.000192781414130419	0.000846150272943244	0.561150994190373	352	360	331	127	324	152	28	5731	52463	12294	10169	10913	9.01221827503297	10.8782116970543	7.90710275437429	6.74987265515445	11.102529873044	4.4350211456903	8.12405102418477	81.0578850599787	650.183634553299	263.926907748798	337.790431287937	256.479844758036	Down_hep_Up_gills
XR_003476072.1	-3.97429035666382	2.24319485568907	-5.9413450010888	4.43976081622454e-05	0.000232540374843217	2.24051112870387	237	625	600	1204	1182	691	0	129	93	92	54	56	6.06788559995117	18.8857841962748	14.3331167753008	63.9909187150075	40.5036737961051	20.1618395504737	0	1.82454496121746	1.15256615163938	1.97505087952574	1.79375388824354	1.31612492499313	Up_hep_Down_gills
XR_003476075.1	-9.46811092693633	-0.713265759004732	-5.43619886050743	0.000104813569161427	0.000494542168455789	1.52190603483142	95	123	172	2072	4333	1232	0	0	0	0	0	4	2.43227481854583	3.71672232982687	4.10882680891957	110.123906625827	148.479203518209	35.9470134966477	0	0	0	0	0	0.0940089232137949	Up_hep_Down_gills
