ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	hep_1	hep_2	hep_3	hep_4	hep_5	hep_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027356392.1	6.6787388219099	2.6364023599756	3.84825170418469	0.00193395894622389	0.00630952869237089	-1.46269002614819	58	5	52	0	46	120	50	417	12611	1058	7585	39479	1.4849677839543	0.151086273570198	1.24220345385941	0	1.57628510543218	3.50133248343971	14.5072339717585	5.89794766533085	156.290448799185	22.713085114546	251.955985969024	927.844569889353	Down_hep_Up_gills
XM_027356401.1	-9.46207602955801	0.308641147727425	-9.47771967535465	2.75351342833303e-07	3.04798639219642e-06	7.16407786617109	405	1073	978	1446	2132	1031	0	0	0	3	1	17	10.3691715948533	32.4231143081645	23.3629803437404	76.8528807823097	73.0573879300305	30.0822815868862	0	0	0	0.0644038330280132	0.0332176645971027	0.399537923658628	Up_hep_Down_gills
XM_027356402.1	-1.91418613695952	6.27516820551178	-7.79612526177836	2.55256352515912e-06	1.9561324279027e-05	4.93794735201122	4975	5915	5887	3522	4674	4487	113	5179	3687	1475	924	1469	127.374391813321	178.735061633544	140.63176409366	187.189381822472	160.164273538913	130.92065710995	32.7863487761743	73.2505298770947	45.6936709795096	31.6652179054398	30.6931220877229	34.5247770502662	Up_hep_Down_gills
XM_027356405.1	-9.95139135812348	0.481002201988779	-12.4323012556213	1.05107551278541e-08	3.1665839953394e-07	10.0268299571635	2023	1851	2213	686	1923	663	0	0	0	2	2	11	51.7946521886128	55.9321384756873	52.8653123729012	36.4599420585508	65.8955708205669	19.3448619710044	0	0	0	0.0429358886853421	0.0664353291942053	0.258524538837936	Up_hep_Down_gills
XM_027356411.1	-11.0224178919014	2.71161150252368	-10.9541240645142	4.92322617374066e-08	8.23177187511463e-07	8.7848395756244	22522	10080	16381	8193	6295	2837	0	1	5	2	10	126	576.628352245149	304.589927517519	391.317976493672	435.446509162838	215.711189971642	82.7773354626538	0	0.0141437593892826	0.0619659221311495	0.0429358886853421	0.332176645971027	2.96128108123454	Up_hep_Down_gills
XM_027356413.1	-8.37099975223101	-0.536740381873429	-11.0327567429888	4.51588040621712e-08	7.7470637139122e-07	8.75916388080624	670	624	633	211	406	171	0	0	0	2	2	4	17.1539381939548	18.8555669415607	15.1214381979424	11.2143553562015	13.9124294088144	4.98939878890158	0	0	0	0.0429358886853421	0.0664353291942053	0.0940089232137949	Up_hep_Down_gills
XM_027356419.1	-2.43148214695509	6.37702240777345	-5.18283907886743	0.000163414026873306	0.000730152652658863	0.663086110207764	3846	5744	5764	7910	11053	6075	47	1050	3777	2142	1639	2897	98.4687258118659	173.567911077444	137.693475154723	420.405454348596	378.753897181345	177.254956974135	13.636799933453	14.8509473587467	46.8090575778703	45.9843367820014	54.4437522746512	68.085962637591	Up_hep_Down_gills
XM_027356442.1	-8.72290550376858	0.461158200938765	-6.31154086555571	2.41965227685974e-05	0.000135886989876022	2.94510751354989	321	370	253	2969	1914	3341	0	6	2	2	0	9	8.21852859740222	11.1803842441947	6.04379757358519	157.798204040579	65.5871672129823	97.4829318931005	0	0.0848625563356957	0.0247863688524598	0.0429358886853421	0	0.211520077231039	Up_hep_Down_gills
XM_027356519.1	2.34326828489275	5.50018639965715	6.77987343153747	1.15343127992814e-05	7.10329475932568e-05	3.40837900475407	1167	744	1048	153	402	1221	209	6016	9905	7281	3122	4521	29.8785759288735	22.4816375072455	25.0351773008588	8.13173634833567	13.7753611387768	35.626058018999	60.6402380019506	85.0888564859242	122.754491741807	156.308102758988	103.705548872154	106.253585462392	Down_hep_Up_gills
XM_027356523.1	-11.6670692878985	1.0668787417929	-11.1781501718727	3.85444932896285e-08	6.9489073293498e-07	8.92948967509046	5833	5934	5406	957	10591	1522	0	0	0	4	0	10	149.341673858714	179.309189473111	129.141382145461	50.8632136297859	362.922511992004	44.4085669982936	0	0	0	0.0858717773706843	0	0.235022308034487	Up_hep_Down_gills
XM_027356524.1	-10.4928020158224	2.46502285663855	-5.96703278707906	4.25403392976683e-05	0.000223608576555592	2.37856493693016	16519	27208	13262	263	20551	1564	0	0	4	18	20	44	422.934186605879	822.15106625959	316.809657790066	13.9780827425639	704.22250438558	45.6340333674975	0	0	0.0495727377049196	0.386422998168079	0.664353291942053	1.03409815535174	Up_hep_Down_gills
XM_027356531.1	13.0139996857165	4.45771287853782	11.3887467620138	3.07347036137612e-08	5.89628916787106e-07	9.2284504643309	124	80	125	0	0	0	5117	253043	175790	74475	65641	86520	3.17475871052298	2.41738037712317	2.98606599485434	0	0	0	1484.67032466977	3578.97930714224	2178.59789028695	1598.82515492043	2180.44072181842	2033.41300911438	Down_hep_Up_gills
XM_027356554.1	-4.92961729637529	0.110311609016555	-10.4265972747504	8.90583843250553e-08	1.27699308498475e-06	8.21943685718858	421	232	267	74	173	135	0	19	12	9	2	22	10.778817880082	7.01040309365719	6.37823696500887	3.9329966652081	5.92820267912536	3.93899904386967	0	0.26873142839637	0.148718213114759	0.19321149908404	0.0664353291942053	0.517049077675872	Up_hep_Down_gills
XM_027356559.1	-11.8536972645149	2.67582041736452	-9.59605432281845	2.38085158332715e-07	2.70915699499594e-06	7.3302672819194	6263	7949	5260	28449	27044	15835	0	0	6	4	6	36	160.350917774237	240.196957721901	125.653657063471	1512.02462335818	926.718573724082	462.029998960565	0	0	0.0743591065573794	0.0858717773706843	0.199305987582616	0.846080308924154	Up_hep_Down_gills
XM_027356582.1	-3.30644904153107	5.7252665717151	-11.0438741190087	4.46125574873502e-08	7.69476104254314e-07	9.06242843046752	7223	7019	6579	4363	6212	2999	30	1928	1537	825	421	672	184.929694887963	212.094910837844	157.162625441174	231.887357436526	212.867023368363	87.5041343152974	8.70434038305511	27.2691681025369	19.0483244631154	17.7110540827036	13.9846367953802	15.7934990999175	Up_hep_Down_gills
XM_027356583.1	-2.48590531668271	6.8703690970776	-8.12990832962804	1.59965944971423e-06	1.31832339311218e-05	5.39949393933957	13550	11781	11377	5582	9879	5920	52	4211	4742	2926	1724	2504	346.919197803116	355.989477786101	271.779782587663	296.675505205292	338.524359925315	172.732402516359	15.0875233306289	59.5593707882691	58.7684805491822	62.8152051466555	57.267253765405	58.8495859318356	Up_hep_Down_gills
XM_027356584.1	-2.65536345800508	5.41717915568208	-9.73297514563511	2.01557069312552e-07	2.37839828612615e-06	7.54819089209206	5058	4816	4129	2258	3766	2008	44	1868	1439	799	463	580	129.499431917945	145.526298702815	98.6357319420286	120.009546892431	129.049776240382	58.5889635562244	12.7663658951475	26.4205425391799	17.8337923893448	17.1528875297942	15.3797787084585	13.6312938660003	Up_hep_Down_gills
XM_027356585.1	-2.62325902574211	5.39475411246952	-9.26897293325869	3.57083179462418e-07	3.76947409313308e-06	6.96954996853337	4939	4778	4119	2167	3870	1946	33	1843	1550	790	496	615	126.452687671556	144.378043023681	98.3968466624402	115.173023966297	132.613551261359	56.7799417731139	9.57477442136063	26.0669485544479	19.2094358606563	16.9596760307101	16.4759616401629	14.453871944121	Up_hep_Down_gills
XM_027356603.1	2.95988198036273	7.36478933490522	5.19068418227505	0.000161161149009406	0.000721265900386503	0.631782748888438	1421	1358	2255	927	1193	10587	467	17846	62059	24687	32428	22696	36.3817107068802	41.0350319016658	53.8686305471723	49.2687555222691	40.8806115387084	308.905058351468	135.497565296225	252.409530061138	769.108632307401	529.979141987521	1077.18242755484	533.406630315072	Down_hep_Up_gills
XM_027356661.1	-8.34198459524593	-0.294919737097119	-10.0750148086102	1.33992908952988e-07	1.71439221568746e-06	7.80489457633034	241	452	335	666	1044	440	0	6	2	0	0	4	6.17029717125837	13.6581991307459	8.00265686620963	35.3969699868729	35.7748184798085	12.8382191059456	0	0.0848625563356957	0.0247863688524598	0	0	0.0940089232137949	Up_hep_Down_gills
XM_027356713.1	3.80723273975294	0.216139944693968	6.72291293498258	1.26018895269999e-05	7.67671792587434e-05	3.57244023768132	18	2	12	6	6	33	14	160	258	304	168	285	0.460852070882368	0.0604345094280792	0.286662335506017	0.31889162150336	0.205602405056371	0.96286643294592	4.06202551209239	2.26300150228522	3.19744158196731	6.526255080172	5.58056765231325	6.69813577898289	Down_hep_Up_gills
XM_027356722.1	-11.9783634609118	2.45995475458779	-8.06273059428146	1.75554081763399e-06	1.4228807101569e-05	5.46089302176517	1712	6315	15438	18571	25659	21423	0	0	1	6	2	88	43.8321525194785	190.82196351916	368.79109462849	987.022717156482	879.25868522357	625.075381606074	0	0	0.0123931844262299	0.128807666056026	0.0664353291942053	2.06819631070349	Up_hep_Down_gills
XM_027356727.1	-5.43551114595616	3.53773872865807	-12.4434372216602	1.03954236688249e-08	3.16252796795202e-07	10.4553038459633	4261	4555	3989	1337	2245	1256	2	313	141	59	47	78	109.093926334987	137.63959522245	95.2913380277917	71.0596829916653	76.9295665585921	36.6472799933356	0.580289358870341	4.42699668884546	1.74743900409842	1.26660871621759	1.56123023606382	1.833174002669	Up_hep_Down_gills
XM_027356733.1	2.11359396580383	4.33874932058685	7.5281943249222	3.75087725153658e-06	2.71974147336587e-05	4.60538917992961	324	299	581	202	275	253	204	4124	2614	1121	1353	2103	8.29533727588262	9.03495915949785	13.879234744083	10.7360179239464	9.42344356508367	7.38197598591872	59.1895146047748	58.3288637214015	32.395784090165	24.0655656081343	44.9435001998799	49.4251913796527	Down_hep_Up_gills
XM_027356734.1	2.02814161299972	4.34501952327239	7.30277715683988	5.22136078784838e-06	3.60556639530555e-05	4.26689867928298	336	347	620	235	254	233	172	3940	2521	1195	1394	2043	8.6025719898042	10.4853873857717	14.8108873344775	12.4899218422149	8.70383514738637	6.7984205720121	49.9048848628493	55.7264119937735	31.2432179385256	25.6541934894919	46.3054244483611	48.0150575314458	Down_hep_Up_gills
XM_027356751.1	-4.17742115815421	0.791285866655261	-7.41720808444137	4.41074058928353e-06	3.12360777459517e-05	4.58498049372904	143	275	442	270	372	112	0	22	29	24	15	34	3.66121367423214	8.3097450463609	10.5587293578049	14.3501229676512	12.747349113495	3.26791031787706	0	0.311162706564218	0.359402348360667	0.515230664224106	0.49826496895654	0.799075847317257	Up_hep_Down_gills
XM_027356769.1	-8.63867700016088	0.994146247119092	-11.3494240030601	3.20534956809322e-08	6.08857264533139e-07	9.10099604176487	2925	1420	2618	599	1214	510	0	3	17	3	0	21	74.8884615183847	42.9085016939363	62.5401661962293	31.8360135467521	41.6002199564057	14.8806630546188	0	0.0424312781678478	0.210684135245908	0.0644038330280132	0	0.493546846872423	Up_hep_Down_gills
XM_027356770.1	-10.8506937703248	0.835264094781463	-11.9076904075446	1.78487256139789e-08	4.14836480612623e-07	9.587390017083	4201	2757	4138	1345	2935	1085	0	0	0	0	4	21	107.557752765379	83.3089712466072	98.8507286936581	71.4848718203365	100.573843140075	31.657881204434	0	0	0	0	0.132870658388411	0.493546846872423	Up_hep_Down_gills
XM_027356771.1	-7.77304080750725	-1.88213581103889	-10.9614982067737	4.88340847440018e-08	8.1938453770462e-07	8.63762532065716	253	133	248	57	156	53	0	0	0	0	0	1	6.47753188517994	4.01889487696727	5.92435493379101	3.02947040428192	5.34566253146564	1.54642184685254	0	0	0	0	0	0.0235022308034487	Up_hep_Down_gills
XM_027356774.1	-7.57383717629279	-1.40459190842376	-8.59136169527187	8.56515875162242e-07	7.84271692680869e-06	6.09843124439464	349	298	317	73	208	38	0	0	1	0	0	5	8.93540959655257	9.00474190478381	7.57266336295061	3.87984806162421	7.12755004195419	1.10875528642257	0	0	0.0123931844262299	0	0	0.117511154017244	Up_hep_Down_gills
XM_027356775.1	-8.76584747275392	-0.551217347708288	-9.32883455404118	3.31286577402889e-07	3.5460826259443e-06	6.9877259448632	1000	594	1043	210	460	136	0	0	0	0	2	9	25.6028928267982	17.9490493001395	24.9157346610646	11.1612067526176	15.7628510543218	3.968176814565	0	0	0	0	0.0664353291942053	0.211520077231039	Up_hep_Down_gills
XM_027356789.1	-13.7413205127148	6.50250765623779	-9.48625257778639	2.72466532299202e-07	3.02305094537073e-06	7.29764354205499	269758	293122	231659	489499	464799	214523	0	0	17	170	232	2377	6906.58516317143	8857.34213628872	5533.99249841569	26016.1883057122	15927.2987112994	6259.30290287447	0	0	0.210684135245908	3.64955053825408	7.70649818652782	55.8648026197976	Up_hep_Down_gills
XM_027356790.1	-10.1268334056307	0.513160612402904	-6.06186782732507	3.63606093222352e-05	0.000195586539683834	2.54971496853488	447	669	693	13796	2012	2336	0	0	0	1	0	67	11.4444930935788	20.2153434036925	16.5547498754725	733.238135043392	68.945339828903	68.159272344293	0	0	0	0.0214679443426711	0	1.57464946383107	Up_hep_Down_gills
XM_027356792.1	-11.1180776692939	1.67958319595927	-9.75975966108078	1.95137028028834e-07	2.32704555619423e-06	7.48970715349623	3334	4202	3273	5416	15648	3208	0	0	0	2	13	26	85.3600446845452	126.972904308395	78.187152009266	287.852837010366	536.211072387015	93.6022883906215	0	0	0	0.0429358886853421	0.431829639762334	0.611058000889667	Up_hep_Down_gills
XM_027356794.1	-8.6048838065776	-0.221707946105878	-5.63165262007516	7.4859209028399e-05	0.000369083546543823	1.84984998520445	238	238	572	691	7621	153	0	0	0	1	4	8	6.09348849277797	7.19170662194143	13.6642379924535	36.7256850764702	261.1493214891	4.46419891638563	0	0	0	0.0214679443426711	0.132870658388411	0.18801784642759	Up_hep_Down_gills
XM_027356796.1	-9.93460257592116	0.237640424309564	-5.74134913808565	6.21178200810807e-05	0.000313506507258816	2.02929288832195	358	392	534	11659	5166	644	0	0	0	1	4	3	9.16583563199375	11.8451638479035	12.7564739300177	619.659569184612	177.023670753535	18.7904843277931	0	0	0	0.0214679443426711	0.132870658388411	0.0705066924103462	Up_hep_Down_gills
XM_027356803.1	-10.5301090658463	1.270601761719	-9.05397855838389	4.68860552040617e-07	4.70780296033225e-06	6.68327736753841	905	1803	1856	3615	12758	4973	0	2	4	2	0	9	23.1706180082524	54.4817102494134	44.3371078915972	192.132201955774	437.179247284863	145.101053667881	0	0.0282875187785652	0.0495727377049196	0.0429358886853421	0	0.211520077231039	Up_hep_Down_gills
XM_027356812.1	5.44006860462361	3.23348178865025	13.3111981006418	4.51135977969086e-09	2.13069851520807e-07	11.1898482312479	110	41	91	21	10	83	195	4850	6222	2640	1425	3258	2.8163182109478	1.23890744327562	2.17385604425396	1.11612067526176	0.342670675093951	2.42175496771246	56.5782124898582	68.5972330380207	77.1103935000024	56.6753730646516	47.3351720508713	76.570267957636	Down_hep_Up_gills
XM_027356815.1	4.53151053329065	0.987561086807678	8.82101796217414	6.33247229541065e-07	6.0442879274758e-06	6.44950367018981	16	14	17	11	14	10	9	396	729	740	488	605	0.409646285228771	0.423041565996555	0.40610497530019	0.584634639422826	0.479738945131532	0.291777706953309	2.61130211491653	5.60092871815592	9.0346314467216	15.8862788135766	16.2102203233861	14.2188496360865	Down_hep_Up_gills
XM_027356816.1	-11.3427316261771	2.74959476434743	-8.8328075423504	6.23601505545888e-07	5.95816663240847e-06	6.44790199641367	9500	13050	6090	21687	22664	3150	0	0	2	11	15	78	243.227481854583	394.335174018217	145.481135269303	1152.63376592389	776.628818032932	91.9099776902923	0	0	0.0247863688524598	0.236147387769382	0.49826496895654	1.833174002669	Up_hep_Down_gills
XM_027356823.1	11.0472496721986	2.87365349874257	7.99175628901257	1.93788456948597e-06	1.53808531307584e-05	5.36805251594626	49	14	39	0	2	0	673	32956	163317	11142	10296	3894	1.25454174851311	0.423041565996555	0.931652590394554	0	0.0685341350187903	0	195.26736925987	466.121734433198	2024.01770093859	239.195835866041	342.009074691769	91.5176867486294	Down_hep_Up_gills
XM_027356825.1	5.20828625177285	2.86140131260012	11.188457963961	3.81165872954852e-08	6.87824605460417e-07	9.18041920421822	23	22	43	14	43	227	91	3360	4193	2335	1211	2152	0.588866535016359	0.664779603708872	1.02720670222989	0.744080450174506	1.47348390290399	6.62335394784011	26.4031658286005	47.5230315479896	51.964622299182	50.1276500401369	40.2265918270913	50.5768006890217	Down_hep_Up_gills
XM_027356828.1	-10.2376752822128	1.43447743868457	-10.5734311414604	7.53335613428603e-08	1.12299623399739e-06	8.34528574225145	4906	5846	6462	1224	2961	948	0	0	2	4	2	40	125.607792208272	176.650071058276	154.36766766999	65.0538907866854	101.464786895319	27.6605266191737	0	0	0.0247863688524598	0.0858717773706843	0.0664353291942053	0.940089232137949	Up_hep_Down_gills
XM_027356843.1	-7.52772770519318	4.09217623908067	-10.456932829881	8.60183731766364e-08	1.24365793055382e-06	8.42360595125287	17057	14173	13940	2298	5682	3462	1	30	34	245	74	164	436.708542946697	428.269151062084	333.006079746156	122.135491035787	194.705477588383	101.013442147236	0.29014467943517	0.424312781678479	0.421368270491817	5.25964636395441	2.4581071801856	3.85436585176559	Up_hep_Down_gills
XM_027356844.1	-6.24354467222728	3.08621261057778	-8.36095065172408	1.16648422082785e-06	1.01053035217369e-05	5.87061817389773	5221	4778	4441	657	2428	1094	0	35	26	186	79	124	133.672703448713	144.378043023681	106.088952665185	34.9186325546179	83.2004399128114	31.920481140692	0	0.495031578624892	0.322222795081977	3.99303764773682	2.62419550317111	2.91427661962764	Up_hep_Down_gills
XM_027356845.1	-6.20309455280132	3.23067586260464	-8.93650061741487	5.45198736206439e-07	5.3425007306131e-06	6.61800239694576	5387	5155	4331	767	2644	1466	0	39	34	204	76	146	137.922783657962	155.769948050874	103.461214589713	40.7649789488461	90.6021264948408	42.7746118393551	0	0.551606616182022	0.421368270491817	4.3794606459049	2.5245425093798	3.43132569730352	Up_hep_Down_gills
XM_027356849.1	-1.78007315398317	8.12095998999381	-4.29706426128584	0.000824114067757279	0.00303322183722556	-1.0740318500208	12445	9035	13599	18706	30814	26391	251	14275	21116	6666	4054	5429	318.628001229504	273.012896341348	324.860091712193	994.197778640308	1055.9054182345	770.030546420478	72.8263145382278	201.902165282009	261.694482344271	143.105316988245	134.664412276654	127.593611031923	Up_hep_Down_gills
XM_027356855.1	-8.89287230186576	0.937201575548839	-9.43873267377984	2.88952171447604e-07	3.17648111232746e-06	7.13092575718548	2171	2322	1921	300	3713	492	0	2	15	4	0	12	55.5838803269789	70.164465446	45.8898622089215	15.944581075168	127.233621662384	14.3554631821028	0	0.0282875187785652	0.185897766393449	0.0858717773706843	0	0.282026769641385	Up_hep_Down_gills
XM_027356882.1	-12.2990933850828	2.8973834584452	-11.2189892765097	3.68786423870694e-08	6.6990946968648e-07	9.01721624478731	10350	21059	13421	15532	22818	14209	0	0	0	15	11	106	264.989940757361	636.34516702296	320.607933735521	825.50411086503	781.905946429379	414.586943809957	0	0	0	0.322019165140066	0.365394310568129	2.49123646516557	Up_hep_Down_gills
XM_027356895.1	-4.99017171978765	0.465731901459783	-5.48487570627441	9.63383927704118e-05	0.000459312257455742	1.57197950502004	447	495	519	26	423	114	0	3	7	36	23	34	11.4444930935788	14.9575410834496	12.3981460106352	1.38186369318122	14.4949695564741	3.32626585926772	0	0.0424312781678478	0.0867522909836093	0.772845996336158	0.764006285733361	0.799075847317257	Up_hep_Down_gills
XM_027356896.1	-4.82819041157353	0.617043952392008	-5.87418954309043	4.96667734324133e-05	0.000257250485300623	2.21801485051551	410	537	568	28	471	138	0	6	13	39	14	34	10.4971860589873	16.2266657814393	13.5686838806181	1.48816090034901	16.1397887969251	4.02653235595566	0	0.0848625563356957	0.161111397540989	0.837249829364171	0.465047304359437	0.799075847317257	Up_hep_Down_gills
XM_027356897.1	-5.05412759909251	0.827053727546439	-6.34360789726316	2.29777052926929e-05	0.000129957879017927	2.97186981608475	548	649	741	65	437	117	0	8	9	51	40	15	14.0303852690854	19.6109983094117	17.7013992174965	3.45465923295306	14.9747085016057	3.41379917135372	0	0.113150075114261	0.111538659836069	1.09486516147622	1.32870658388411	0.352533462051731	Up_hep_Down_gills
XM_027356898.1	-2.96293478756089	4.52742239288419	-10.3286692380253	9.9679722633238e-08	1.38164763371636e-06	8.27212774361064	3071	3162	2846	1189	2075	1583	8	665	818	452	344	346	78.6264838710973	95.5469594057933	67.9867505708436	63.1936896612491	71.1041650819949	46.1884110107088	2.32115743548136	9.40559999387294	10.1376248606561	9.70351084288732	11.4268766214033	8.13177185799326	Up_hep_Down_gills
XM_027356912.1	-11.6667423794816	1.81399049648514	-12.8192069063122	7.19883357221785e-09	2.67897448578566e-07	10.3690823219746	4887	7225	6413	6197	11230	4363	0	0	0	4	4	24	125.121337244563	218.319665308936	153.197129800007	329.361896409387	384.819168130508	127.302613543729	0	0	0	0.0858717773706843	0.132870658388411	0.56405353928277	Up_hep_Down_gills
XM_027356922.1	-9.0383024798429	-0.143284715967496	-7.20568159851669	6.03290435208913e-06	4.08053021381757e-05	4.28018738055106	2107	1293	2067	78	716	232	0	0	0	2	0	31	53.9452951860638	39.0709103452532	49.3775872909114	4.14559107954368	24.5352203367269	6.76924280131677	0	0	0	0.0429358886853421	0	0.728569154906911	Up_hep_Down_gills
XM_027356929.1	3.70594521593531	-0.158245499579647	5.20585689525283	0.000156895441029799	0.000704218327376814	1.12539478652978	5	13	14	0	18	18	10	96	202	187	154	292	0.128014464133991	0.392824311282515	0.334439391423686	0	0.616807215169113	0.525199872515956	2.9014467943517	1.35780090137113	2.50342325409844	4.01450559207949	5.11552034795381	6.86265139460703	Down_hep_Up_gills
XM_027356947.1	-8.34678418699237	-0.00103923444447357	-10.3033331521314	1.02642351688627e-07	1.40967071185303e-06	8.04541695224029	538	643	544	676	686	420	0	0	0	5	8	5	13.7743563408174	19.4296947811275	12.9953592096061	35.9284560227118	23.5072083114451	12.254663692039	0	0	0	0.107339721713355	0.265741316776821	0.117511154017244	Up_hep_Down_gills
XM_027356948.1	-7.90923029183499	0.884038437215002	-8.86219693997847	6.00230197022974e-07	5.78689677855618e-06	6.4677119963512	734	940	794	1067	951	694	4	0	2	6	15	8	18.7925233348699	28.4042194311972	18.9674911993148	56.7095600240141	32.5879812014348	20.2493728625596	1.16057871774068	0	0.0247863688524598	0.128807666056026	0.49826496895654	0.18801784642759	Up_hep_Down_gills
XM_027356949.1	-8.77476390852766	-0.076401137406039	-11.0554142492521	4.40529933847153e-08	7.63265994078654e-07	8.79079556509295	541	673	533	715	695	673	0	0	0	1	4	11	13.8511650192978	20.3362124225487	12.7325854020589	38.0012515624837	23.8156119190296	19.6366396779577	0	0	0	0.0214679443426711	0.132870658388411	0.258524538837936	Up_hep_Down_gills
XM_027356950.1	5.9438284188511	3.43308823888258	8.13685661572599	1.58439605244119e-06	1.30799860557165e-05	5.56066956468479	38	12	51	57	98	79	36	5900	8782	6438	4444	4985	0.972909927418331	0.362607056568475	1.21831492590057	3.02947040428192	3.35817261592072	2.30504388493114	10.4452084596661	83.4481803967674	108.836945631151	138.210625678116	147.619301469524	117.158620555192	Down_hep_Up_gills
XM_027356957.1	3.80727387212615	3.84968065192203	6.15501528983584	3.12034835399092e-05	0.000170580232395365	2.5003493379066	345	356	317	16	43	122	47	5667	3162	3949	2651	3141	8.83299802524538	10.7573426781981	7.57266336295061	0.850377657342292	1.47348390290399	3.55968802483037	13.636799933453	80.1526844590646	39.1872491557389	84.776912209208	88.0600288469191	73.8205069536325	Down_hep_Up_gills
XM_027356973.1	5.63207950044267	3.35796211374199	13.7355427920265	3.05091677624968e-09	1.82303229595215e-07	11.5555241309758	43	48	71	11	57	97	139	3907	7404	2689	2970	5140	1.10092439155232	1.4504282262739	1.69608548507727	0.584634639422826	1.95322284803552	2.8302437574471	40.3301104414887	55.2596679339272	91.7591374918062	57.7273023374425	98.6564638533949	120.801466329726	Down_hep_Up_gills
XM_027357011.1	-13.7800232765812	4.85914452830286	-9.55265382333481	2.51087828068462e-07	2.82518116193737e-06	7.34507426579179	48699	73423	53335	167783	265461	116718	0	0	2	36	69	271	1246.83527777225	2218.64149286893	1274.09463868445	8917.43215511636	9096.57000811155	3405.57104001763	0	0	0.0247863688524598	0.772845996336158	2.29201885720008	6.36910454773461	Up_hep_Down_gills
XM_027357015.1	4.7131207733062	0.910666872970886	10.9145899822629	5.14268901396393e-08	8.52420757877833e-07	8.76624096936329	15	8	12	4	18	23	13	913	572	543	339	554	0.384043392401973	0.241738037712317	0.286662335506017	0.212594414335573	0.616807215169113	0.671088725992611	3.77188083265722	12.913252322415	7.0889014918035	11.6570937780704	11.2607882984178	13.0202358651106	Down_hep_Up_gills
XM_027357021.1	7.3618031216577	-0.0343219487331962	11.0515156059627	4.4241190165751e-08	7.63890666940003e-07	8.77602045750461	2	2	4	0	0	20	119	567	1060	490	333	529	0.0512057856535964	0.0604345094280792	0.0955541118353389	0	0	0.583555413906618	34.5272168527853	8.01951157372324	13.1367754918037	10.5192927279088	11.0614823108352	12.4326800950244	Down_hep_Up_gills
XM_027357046.1	2.57760887919032	4.50227903150247	7.30767993420018	5.1835762862303e-06	3.58335551872111e-05	4.27154470152203	216	211	282	185	285	1016	145	4093	4486	2224	2006	2640	5.53022485058841	6.37584074466236	6.73656488439139	9.83249166302025	9.76611424017762	29.6446150264562	42.0709785180997	57.8904071803338	55.5958253360673	47.7447082181004	66.6346351817879	62.0458893211047	Down_hep_Up_gills
XM_027357052.1	4.52427119451028	3.99798928849076	7.42290153961628	4.37406027844565e-06	3.10337629844616e-05	4.50383673737673	163	121	202	23	52	171	1940	3466	5329	2213	2171	2254	4.17327153076811	3.65628782039879	4.82548264768461	1.22241788242955	1.78188751048855	4.98939878890158	562.880678104231	49.0222700432535	66.0432798073791	47.5085608303311	72.1155498403099	52.9740282309734	Down_hep_Up_gills
XM_027357060.1	9.16842169037688	-0.276403582303357	9.41560922279773	2.97355458521827e-07	3.25203842801916e-06	7.08897257799039	0	0	5	2	0	0	824	1034	914	875	333	612	0	0	0.119442639794174	0.106297207167787	0	0	239.07921585458	14.6246472085182	11.3273705655741	18.7844512998372	11.0614823108352	14.3833652517106	Down_hep_Up_gills
XM_027357068.1	8.66930677768659	-0.100401206358554	9.40681465752007	3.00619467915653e-07	3.27854030094143e-06	7.07862332971412	3	1	2	0	1	0	832	948	882	949	330	481	0.0768086784803946	0.0302172547140396	0.0477770559176694	0	0.0342670675093951	0	241.400373290062	13.4082839010399	10.9307886639348	20.3730791811948	10.9618293170439	11.3045730164588	Down_hep_Up_gills
XM_027357069.1	-8.83364538929883	-0.491826753515786	-10.1855464479431	1.17703061803092e-07	1.55270632149623e-06	7.92101373976182	305	619	320	604	525	698	0	0	0	0	2	9	7.80888231217345	18.7044806679905	7.64432894682711	32.1017565646715	17.9902104424325	20.366083945341	0	0	0	0	0.0664353291942053	0.211520077231039	Up_hep_Down_gills
XM_027357074.1	-4.01209250837349	4.59716117402969	-12.4288414410925	1.05468652193944e-08	3.1665839953394e-07	10.4924846969832	3437	3944	4299	2159	2866	2180	25	172	774	304	197	299	87.9971426457054	119.176852592172	102.69678169503	114.747835137626	98.2094154819265	63.6075401158214	7.25361698587926	2.43272661495661	9.59232474590194	6.526255080172	6.54387992562922	7.02716701023117	Up_hep_Down_gills
XM_027357078.1	-10.5531977604403	-0.722803464694896	-9.45452928783034	2.83357144221544e-07	3.12215175960236e-06	7.13543913708591	272	527	365	1621	2290	959	0	0	0	0	0	0	6.96398684888911	15.9244932342989	8.71931270497467	86.153886409491	78.4715845965149	27.9814820968223	0	0	0	0	0	0	Up_hep_Down_gills
XM_027357081.1	-5.07635474457835	3.83016897369433	-7.17484055376237	6.31780598425294e-06	4.23875808021011e-05	4.13391647941102	929	1717	1552	3987	7199	3914	24	406	179	59	33	82	23.7850874360955	51.883026344006	37.0749953921115	211.903482488982	246.688619000136	114.201794501525	6.96347230644409	5.74236631204874	2.21838001229515	1.26660871621759	1.09618293170439	1.9271829258828	Up_hep_Down_gills
